"proj_week","proj_player","proj_pos","proj_tm","proj_opp","proj_afpa","proj_afpa_rk","proj_ffpts","proj_comp","proj_pass_att","proj_pass_yds","proj_pass_td","proj_int","proj_rush_att","proj_rush_yds","proj_rush_td","proj_rec","proj_rec_yds","proj_rec_td","proj_field","prev_wk_field","prev_wk_opp","prev_wk_g#","prev_wk_fantasy_fantpt","prev_wk_fantasy_ppr","prev_wk_fantasy_dkpt","prev_wk_fantasy_fdpt","def_tot_g","def_tot_pf","def_tot_yds","def_tot_yds_per_play","def_tot_to","def_tot_first_dn","def_penalties_pen","def_tot_sc_per","def_tot_to_per","def_tot_exp","def_third_d_per","def_fourth_d_per","def_red_zone_att","def_red_zone_td","def_red_zone_pct","def_rush_td","def_rush_yds_per_att","def_rush_yds_per_gm","def_rush_exp","def_pass_comp_per","def_pass_yds","def_pass_td","def_pass_td_per","def_pass_int","def_pass_defended","def_pass_int_per","def_pass_yds_per_att","def_pass_ayds_per_att","def_pass_yds_per_catch","def_pass_yds_per_gm","def_pass_qb_rating_allowed","def_pass_sacks","def_pass_net_yds_per_att","def_pass_adj_net_yds_per_att","def_pass_exp","def_adv_dadot","def_adv_air","def_adv_yac","def_adv_bltz","def_adv_bltz_per","def_adv_hrry","def_adv_hrry_per","def_adv_qbkd","def_adv_qbkd_per","def_adv_sk","def_adv_prss","def_adv_prss_per","def_adv_mtkl","def_num_dr","def_plays","def_sc_per","def_to_per","def_avg_drive_plays","def_avg_drive_yds","def_avg_drive_start","def_avg_drive_time","def_avg_drive_pts","pts_vs_g","pts_vs_fantasy_per_game_fdpt","prev_wk_rec_tgt","prev_wk_rec_rec","prev_wk_rec_yds","prev_wk_rec_yds_per_rec","prev_wk_rec_td","prev_wk_rec_ctch_per","prev_wk_rec_yds_per_tgt","ytd_rec_g","ytd_rec_target","ytd_rec_rec","ytd_rec_ctch_per","ytd_rec_yds","ytd_rec_yds_per_rec","ytd_rec_td","ytd_rec_1d","ytd_rec_yds_per_target","ytd_rec_rec_per_gm","ytd_rec_yds_per_gm","ytd_rec_fmb","receiving_twenty_tgt","receiving_twenty_rec","receiving_twenty_yds","receiving_twenty_td","receiving_twenty_per_tgt","receiving_ten_tgt","receiving_ten_rec","receiving_ten_yds","receiving_ten_td","receiving_ten_per_tgt","pts_vs_rec_tgt","pts_vs_rec_rec","pts_vs_rec_yds","pts_vs_rec_td","prev_wk_rush_att","prev_wk_rush_yds","prev_wk_rush_yds_per_att","prev_wk_rush_td","pts_vs_rush_att","pts_vs_rush_yds","pts_vs_rush_td","prev_wk_pass_comp","prev_wk_pass_att","prev_wk_pass_comp_per","prev_wk_pass_yds","prev_wk_pass_td","prev_wk_pass_int","prev_wk_pass_rate","prev_wk_pass_sk","prev_wk_pass_yds.1","prev_wk_pass_yds_per_att","prev_wk_pass_ayds_per_att","ytd_pass_g","ytd_pass_comp_per","ytd_pass_td","ytd_pass_td_per","ytd_pass_int","ytd_pass_int_per","ytd_pass_1d","ytd_pass_yds_per_att","ytd_pass_avg_yds_per_att","ytd_pass_yds_per_completion","ytd_pass_yds_per_gm","ytd_pass_rate","ytd_pass_qbr","ytd_pass_net_yds_per_att","ytd_pass_avg_net_yds_per_att","passing_twenty_comp","passing_twenty_att","passing_twenty_comp_per","passing_twenty_yds","passing_twenty_td","passing_twenty_int","passing_ten_comp","passing_ten_att","passing_ten_comp_per","passing_ten_yds","passing_ten_td","passing_ten_int","pts_vs_passing_cmp","pts_vs_passing_att","pts_vs_passing_yds","pts_vs_passing_td","pts_vs_passing_int","pts_vs_2pp","pts_vs_sk","ytd_rush_g","ytd_rush_att","ytd_rush_yds","ytd_rush_td","ytd_rush_1d","ytd_rush_yds_per_att","ytd_rush_yds_per_gm","ytd_rush_fmb","ytd_rec_tm","ytd_rec_pos","rushing_twenty_att","rushing_twenty_yds","rushing_twenty_td","rushing_twenty_per_rush","rushing_ten_att","rushing_ten_yds","rushing_ten_td","rushing_ten_per_rush","rushing_five_att","rushing_five_yds","rushing_five_td","rushing_five_per_rush","total_touches","high_value_touches","high_value_touches_per","vs_cb_pos","vs_cb_tar ","vs_cb_c ","vs_cb_ypr","vs_cb_fpt","vs_cb_shad","vs_cb_matchup","home_or_away","line","total","favorite","implied_total","def_total_dvoa_rk","def_total_dvoa","def_total_dave_rk","def_total_dave","def_dvoa_rk","def_dvoa","def_dave_rk","def_dave","def_pass_dvoa_rk","def_pass_dvoa","def_rush_dvoa_rk","def_rush_dvoa","def_non_adj_voa","def_non_adj_pass_voa","def_non_adj_rush_voa","def_var_rk","def_var","def_sched_rk","def_sched","def_dline_adjusted_line_yards","def_dline_running_back_yards","def_dline_power_success_rate_rk","def_dline_power_success_rate","def_dline_open_field_yards_rk","def_dline_open_field_yards","def_dline_second_level_yards_rk","def_dline_second_level_yards","def_dline_stuffed_rate_rk","def_dline_stuffed_rate","def_dline_adjusted_sack_rate_rk","def_dline_adjusted_sack_rate","def_dline_sacks","off_total_dvoa_rk","off_total_dvoa","off_total_dave_rk","off_total_dave","off_dvoa_rk","off_dvoa","off_dave_rk","off_dave","off_pass_dvoa_rk","off_pass_dvoa","off_rush_dvoa_rk","off_rush_dvoa","off_non_adj_voa","off_non_adj_pass_voa","off_non_adj_rush_voa","off_var_rk","off_var","off_sched_rk","off_sched","off_oline_adjusted_line_yards","off_oline_running_back_yards","off_oline_power_success_rate_rk","off_oline_power_success_rate","off_oline_open_field_yards_rk","off_oline_open_field_yards","off_oline_second_level_yards_rk","off_oline_second_level_yards","off_oline_stuffed_rate_rk","off_oline_stuffed_rate","off_oline_adjusted_sack_rate_rk","off_oline_adjusted_sack_rate","off_oline_sacks","prev_wk_dvoa_def_total_dvoa_rk","prev_wk_dvoa_def_total_dvoa","prev_wk_dvoa_def_total_dave_rk","prev_wk_dvoa_def_total_dave","prev_wk_dvoa_def_dvoa_rk","prev_wk_dvoa_def_dvoa","prev_wk_dvoa_def_dave_rk","prev_wk_dvoa_def_dave","prev_wk_dvoa_def_pass_dvoa_rk","prev_wk_dvoa_def_pass_dvoa","prev_wk_dvoa_def_rush_dvoa_rk","prev_wk_dvoa_def_rush_dvoa","prev_wk_dvoa_def_non_adj_voa","prev_wk_dvoa_def_non_adj_pass_voa","prev_wk_dvoa_def_non_adj_rush_voa","prev_wk_dvoa_def_var_rk","prev_wk_dvoa_def_var","prev_wk_dvoa_def_sched_rk","prev_wk_dvoa_def_sched","prev_wk_dvoa_def_dline_adjusted_line_yards","prev_wk_dvoa_def_dline_running_back_yards","prev_wk_dvoa_def_dline_power_success_rate_rk","prev_wk_dvoa_def_dline_power_success_rate","prev_wk_dvoa_def_dline_open_field_yards_rk","prev_wk_dvoa_def_dline_open_field_yards","prev_wk_dvoa_def_dline_second_level_yards_rk","prev_wk_dvoa_def_dline_second_level_yards","prev_wk_dvoa_def_dline_stuffed_rate_rk","prev_wk_dvoa_def_dline_stuffed_rate","prev_wk_dvoa_def_dline_adjusted_sack_rate_rk","prev_wk_dvoa_def_dline_adjusted_sack_rate","prev_wk_dvoa_def_dline_sacks"
13,"Cethan Carter","TE","CIN","MIA",7.5,15,0.4,0,0,0,0,0,0,0,0,0.3,2.3,0,2,NA,NA,NA,NA,NA,NA,NA,11,205,4066,5.7,19,237,62,27.6,15.4,-9.95,32.8,40,"35",21,60,13,4.8,129.9,-27.78,62.3,2637,13,3.4,11,57,2.9,7.4,6.8,11.9,239.7,84.3,25,6.4,5.9,15.21,9,1552,1330,177,"41.5%",39,"9.2%",36,"9.4%",25,100,"23.5%",69,123,723,27.6,15.4,5.9,33,-25.6,279,1.67,"11","7.7",NA,NA,NA,NA,NA,NA,NA,10,0.5,0.4,80,3.2,8,0,2,6.4,0.4,3.2,0,1,1,1,0,1.9,1,1,1,0,3.8,"64","42","422","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"away",10,43,0,16.5,10,10.2,11,8,14,-1.2,14,-2.4,10,-1.9,25,-0.4,-5.8,-10.5,0.3,27,7.8,25,-4.2,0.29,4.53,19,69,16,0.68,24,1.27,23,14.5,14,6.4,25,31,-25.3,31,-22.8,29,-19.2,29,-16.8,24,-6.4,27,-22.5,-20.7,-8.7,-23,23,8.7,15,-0.9,-0.53,3.61,23,62,30,0.38,26,1.08,26,19.2,25,7.5,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,"Chad Beebe","WR","MIN","JAX",25.8,24,3,0,0,0,0,0,0,0,0,1.7,15.2,0.1,1,1,"CAR",11,10.3,17.3,18.3,13.8,11,325,4572,6.4,11,262,56,49.2,9,-155.42,42.4,66.7,"41",25,61,14,4.5,136.2,-4.37,69.8,3074,23,6.1,8,42,2.1,8.3,8.6,11.9,279.5,106.3,11,7.9,8.2,-155.13,8.3,1613,1575,128,"31.2%",32,"7.8%",34,"9.0%",11,77,"18.8%",78,122,747,49.2,9,6.1,37.4,-30.3,294,2.69,"11","33.2",7,7,63,9,1,100,9,9,2.11,1.56,73.7,14,9,0.11,8,6.6,1.6,14,2,4,3,21,1,11.8,1,1,10,1,5,"219","150","2042","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Slot Corner",11.2,65,"15.65","2.12","N","plus","home",-10,51.5,1,30.75,29,-20.7,29,-19.7,32,15.3,31,12.6,31,27.3,26,0.2,17.4,36,-6.1,8,3.2,8,4.4,-0.08,4.42,10,63,28,0.94,21,1.23,9,19.9,30,4.1,11,15,3.5,15,1.8,9,7.3,8,6.2,9,22.9,6,-0.4,7.6,22,1.2,24,9.6,29,3.8,0.72,5,28,56,5,0.96,2,1.43,2,13.9,20,7,21,16,-0.7,16,-2.2,22,7.4,24,7.1,24,17.3,18,-7,7.8,19.4,-8.9,5,2.5,7,4.4,0.3,4.67,22,70,30,1.05,18,1.23,16,17.5,26,5.1,18
13,"Chase Claypool","WR","PIT","WAS",18.4,3,12.6,0,0,0,0,0,0.3,1.9,0,4.9,59.1,0.7,1,1,"BAL",11,5.2,11.2,11.2,8.2,11,243,3405,5,13,200,61,37.1,10.5,1.32,37.9,37.5,"31",15,48.4,9,4.3,114.9,2.64,64.7,2141,16,4.7,10,32,2.9,7,6.6,10.8,194.6,88.5,36,5.6,5.3,0.76,9.1,1437,1039,129,"32.7%",37,"9.4%",23,"6.7%",36,96,"24.4%",86,124,700,37.1,10.5,5.6,27.4,-29.5,278,1.92,"11","24.0",9,6,52,8.67,0,66.7,5.78,11,6.73,4.09,60.8,55.55,13.6,0.73,30,8.3,4.1,55.5,3,8,5,34,4,15.7,6,3,18,3,27.3,"200","127","1552","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left Corner",15.6,57.6,"13.41","1.45","N","neutral",NA,NA,NA,NA,NA,21,-7.1,21,-7,5,-12.3,6,-10.3,3,-10.9,13,-14.1,-14.3,-16.4,-11.7,30,8.6,29,-7.4,-0.31,3.99,32,79,11,0.54,11,1.16,10,19.8,3,9.1,36,2,29.5,2,28,15,2.4,15,2.6,12,20.6,24,-20.4,10.3,29.9,-14.3,1,1.3,26,3.1,-0.41,4.03,20,63,10,0.84,24,1.08,13,17.2,1,3,10,8,14.7,9,11.1,7,-11.4,8,-8.4,9,-3.1,4,-24.3,-8.9,0.7,-23.9,25,7.7,15,0.5,-0.17,4.38,2,52,24,0.88,9,1.13,20,15.7,10,7.1,27
13,"Chase Edmonds","RB","ARI","LAR",12.5,4,7.9,0,0,0,0,0,4.2,18.3,0.1,3.3,24.9,0.2,1,2,"NWE",11,4.3,8.3,8.3,6.3,11,215,3264,4.7,18,205,51,28.8,14.4,47.57,35.5,40,"30",19,63.3,9,3.9,93.2,19,63.4,2239,11,2.8,11,48,2.8,6.2,5.5,9.8,203.5,78.5,34,5.2,4.6,22.24,7.4,1107,1321,117,"26.1%",29,"6.5%",33,"8.3%",34,96,"21.4%",63,125,713,28.8,14.4,5.7,26.1,-27.7,271,1.5,"11","17.5",5,4,14,3.5,0,80,2.8,11,4.27,3.64,85.1,28.27,7.8,0.27,18,6.6,3.6,28.3,2,8,8,69,3,21.1,3,3,15,3,13,"81","58","432","1",6,29,4.83,0,"225","859","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,6.36,31.27,0.09,18,4.9,31.3,2,"ARI","RB",8,19,0,12.3,1,-1,0,2.9,1,-1,0,5,10.63,4.36,0.41,NA,NA,NA,NA,NA,NA,NA,"home",0,48.5,0,24.25,6,17,5,15.6,6,-12.2,4,-13.3,4,-6.7,7,-20.3,-15.5,-9.7,-24.1,20,5.8,26,-4.5,0.23,3.83,25,72,2,0.27,3,0.93,26,12.9,7,7.6,34,13,5.4,13,5.7,13,3.9,13,3.5,15,18.5,5,0.6,7.4,23.6,2.5,11,3.9,30,4.3,-0.04,4.46,11,72,11,0.79,21,1.1,4,14.2,11,5.9,18,23,-11.7,23,-11,31,13.2,32,13.1,30,24.1,28,0.7,12.8,25.5,-1.8,26,7.8,17,0.3,0.42,4.37,26,73,7,0.46,23,1.27,30,12,28,4.4,15
13,"Chris Carson","RB","SEA","NYG",18.7,17,13.8,0,0,0,0,0,12.3,50.2,0.7,3.2,22.4,0.2,1,2,"PHI",11,11.9,13.9,13.9,12.9,11,253,3741,5.4,18,235,56,42.3,14.4,-41.96,43.2,75,"38",21,55.3,10,3.9,95.4,4.33,67.5,2692,16,4.1,9,59,2.3,7.4,7.2,11,244.7,93.3,27,6.4,6.2,-59.69,7.5,1695,1348,119,"27.9%",32,"7.5%",46,"11.8%",27,105,"24.6%",65,111,713,42.3,14.4,6.4,33.7,-27.3,299,2.21,"11","21.5",2,2,18,9,0,100,9,7,3.86,3.43,88.9,23.57,6.9,0.43,9,6.1,3.4,23.6,1,5,4,45,3,8.5,3,2,8,1,8.6,"89","66","556","3",8,41,5.13,1,"213","900","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10.57,52,0.57,22,4.9,52,1,"SEA","RB",13,52,3,32.5,8,13,2,34.8,6,4,2,37.5,14.43,5,0.35,NA,NA,NA,NA,NA,NA,NA,"home",-11,48,1,29.5,25,-15,24,-11.6,21,7,21,5.8,25,18.3,15,-9.9,-1.1,3.9,-8.6,19,5.4,32,-9.3,0.1,4.23,28,75,14,0.62,17,1.21,18,16.4,15,6.3,27,9,14.5,8,12.8,4,16.4,4,13.9,4,37.9,14,-6.1,14.6,34.1,-4.6,9,3.6,14,-1.1,0.12,4.13,19,64,24,0.46,9,1.27,18,17.7,31,8.6,35,27,-18.5,25,-13.3,13,-1.9,12,-3.7,20,13.1,11,-18.4,-6.1,4.8,-17.9,18,5.1,27,-4.6,-0.78,3.35,1,51,12,0.57,4,0.96,1,27.6,4,8.7,36
13,"Chris Conley","WR","JAX","MIN",24,18,2.2,0,0,0,0,0,0,0,0,1.6,14,0,2,NA,NA,NA,NA,NA,NA,NA,11,305,4202,5.8,13,249,53,47.8,8.7,-98.67,36.9,68.2,"39",20,51.3,6,4.3,120.7,-5.72,65.4,2874,23,5.8,9,34,2.3,7.5,7.7,11.5,261.3,97.8,19,6.9,7.1,-97.58,8.6,1735,1283,119,"27.4%",38,"8.8%",29,"7.3%",19,86,"19.8%",82,115,751,47.8,8.7,6.5,36.2,-34.2,297,2.44,"11","35.9",NA,NA,NA,NA,NA,NA,NA,10,4.6,2.7,58.7,33.2,12.3,0.1,17,7.2,2.7,33.2,0,5,1,-1,0,11.4,3,0,0,0,16.7,"223","150","1995","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"away",10,51.5,0,20.75,15,3.5,15,1.8,12,-4,13,-3.3,11,-1.2,16,-7.7,2.1,11.3,-10.1,4,2.4,2,6.1,0.48,4.37,15,67,9,0.48,18,1.23,27,12.8,24,5.6,19,29,-20.7,29,-19.7,23,-6.5,25,-9.4,23,-3,10,-4.3,-3.2,-0.7,1.1,28,11.5,25,2.7,0.5,4.53,8,73,18,0.62,8,1.29,3,13.9,24,7.3,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,"Chris Herndon","TE","NYJ","LVR",7,12,3.2,0,0,0,0,0,0,0,0,1.6,15.2,0.1,1,NA,NA,NA,NA,NA,NA,NA,11,319,4162,5.8,12,263,71,50.5,9.9,-130.83,47.9,85.7,"46",30,65.2,17,4.3,113.4,-26.55,62.7,2915,18,4.3,9,55,2.1,7.1,7,11.3,265,89.2,12,6.7,6.6,-111.7,7.6,1780,1386,89,"19.7%",52,"11.5%",35,"8.3%",12,99,"21.9%",94,111,743,50.5,9.9,6.7,37.5,-28.5,291,2.77,"11","9.7",NA,NA,NA,NA,NA,NA,NA,11,2.45,1.45,59.3,12.09,8.3,0.09,7,4.9,1.5,12.1,2,2,1,6,1,9.5,2,1,6,1,18.2,"88","52","582","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"home",0,48.5,0,24.25,18,-3.5,20,-4,20,6.9,18,4.2,16,9.6,30,3,11.7,17.2,3.6,10,3.3,3,6.1,0.3,4.56,30,77,19,0.75,26,1.32,15,17.7,31,4,12,32,-38.8,32,-35.8,31,-25,31,-23.9,29,-18.9,30,-26.8,-28.1,-28,-21.5,27,11.4,19,0.5,-0.01,3.82,27,58,31,0.33,29,1.06,10,16.1,28,8,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,"Christian Blake","WR","ATL","NOR",22.1,11,1.7,0,0,0,0,0,0,0,0,1,11.6,0,1,NA,NA,NA,NA,NA,NA,NA,11,225,3134,4.8,18,202,48,35.9,12.8,-20.88,39.3,57.9,"29",21,72.4,5,3.3,76.6,33.84,62.3,2291,20,5.5,13,50,3.6,6.9,6.4,11.1,208.3,86.1,33,5.8,5.3,-60.29,9.2,1568,1078,132,"32.5%",40,"9.9%",31,"8.5%",33,104,"25.6%",59,117,671,35.9,12.8,5.7,26.7,-26.5,280,1.93,"11","28.3",NA,NA,NA,NA,NA,NA,NA,11,1.55,1.09,70.6,12.91,11.8,0,6,8.4,1.1,12.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"195","126","1718","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"home",0,46,0,23,1,38.4,1,38.6,2,-21.2,2,-21.8,2,-12.4,2,-35.1,-19.8,-8.4,-37.5,32,12,14,0.6,-0.91,3.45,7,59,10,0.49,2,0.87,4,24.3,1,9.7,33,20,-6.9,17,-3.1,22,-5,22,-4.2,19,13.7,29,-24.9,-3.7,14.5,-22.8,5,2.9,22,1.1,-0.15,3.86,31,48,23,0.48,28,1.06,11,16.6,21,7.1,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,"Christian Kirk","WR","ARI","LAR",17.2,1,9.4,0,0,0,0,0,0,0,0,3.7,53.6,0.4,1,2,"NWE",11,1.9,4.9,4.9,3.4,11,215,3264,4.7,18,205,51,28.8,14.4,47.57,35.5,40,"30",19,63.3,9,3.9,93.2,19,63.4,2239,11,2.8,11,48,2.8,6.2,5.5,9.8,203.5,78.5,34,5.2,4.6,22.24,7.4,1107,1321,117,"26.1%",29,"6.5%",33,"8.3%",34,96,"21.4%",63,125,713,28.8,14.4,5.7,26.1,-27.7,271,1.5,"11","23.6",6,3,19,6.33,0,50,3.17,10,5.8,3.4,58.6,49.6,14.6,0.6,25,8.6,3.4,49.6,1,7,4,24,4,18.4,7,4,24,4,30.4,"206","136","1489","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left Corner",12.8,44.2,"12.57","1.11","N","minus","home",0,48.5,0,24.25,6,17,5,15.6,6,-12.2,4,-13.3,4,-6.7,7,-20.3,-15.5,-9.7,-24.1,20,5.8,26,-4.5,0.23,3.83,25,72,2,0.27,3,0.93,26,12.9,7,7.6,34,13,5.4,13,5.7,13,3.9,13,3.5,15,18.5,5,0.6,7.4,23.6,2.5,11,3.9,30,4.3,-0.04,4.46,11,72,11,0.79,21,1.1,4,14.2,11,5.9,18,23,-11.7,23,-11,31,13.2,32,13.1,30,24.1,28,0.7,12.8,25.5,-1.8,26,7.8,17,0.3,0.42,4.37,26,73,7,0.46,23,1.27,30,12,28,4.4,15
13,"CJ Ham","RB","MIN","JAX",23.3,29,0.3,0,0,0,0,0,0,0,0,0.2,1.4,0,1,NA,NA,NA,NA,NA,NA,NA,11,325,4572,6.4,11,262,56,49.2,9,-155.42,42.4,66.7,"41",25,61,14,4.5,136.2,-4.37,69.8,3074,23,6.1,8,42,2.1,8.3,8.6,11.9,279.5,106.3,11,7.9,8.2,-155.13,8.3,1613,1575,128,"31.2%",32,"7.8%",34,"9.0%",11,77,"18.8%",78,122,747,49.2,9,6.1,37.4,-30.3,294,2.69,"11","24.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,2.9,0,0,0,0,0,"78","65","473","2",NA,NA,NA,NA,"267","1179","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,18,0,6.5,2,6,0,4.9,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"home",-10,51.5,1,30.75,29,-20.7,29,-19.7,32,15.3,31,12.6,31,27.3,26,0.2,17.4,36,-6.1,8,3.2,8,4.4,-0.08,4.42,10,63,28,0.94,21,1.23,9,19.9,30,4.1,11,15,3.5,15,1.8,9,7.3,8,6.2,9,22.9,6,-0.4,7.6,22,1.2,24,9.6,29,3.8,0.72,5,28,56,5,0.96,2,1.43,2,13.9,20,7,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,"Clyde EdwardsHelaire","RB","KAN","DEN",19.7,22,12.9,0,0,0,0,0,15.2,69,0.6,1.9,12.5,0.1,1,2,"TAM",11,3.9,4.9,4.9,4.4,11,298,3755,5.1,11,219,66,41.5,8.5,-35.92,39.5,44.4,"40",21,52.5,14,4.5,131.3,-4.22,65.4,2311,15,4,8,44,2.1,6.7,6.5,10.2,210.1,88.8,31,5.7,5.5,-37.17,7.9,1460,1136,124,"29.2%",54,"12.7%",29,"7.7%",31,114,"26.8%",59,130,759,41.5,8.5,5.8,28.7,-33.3,281,2.14,"11","21.4",1,1,2,2,0,100,2,11,4.18,2.73,65.2,21.27,7.8,0.09,9,5.1,2.7,21.3,0,6,3,20,1,11.1,3,2,9,1,9.1,"73","53","344","1",11,37,3.36,0,"266","1161","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,13.73,62.91,0.36,35,4.6,62.9,0,"KAN","RB",25,81,3,54.3,13,6,1,52,8,0,1,66.7,17.91,5.36,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,-24.2,30,-22.1,10,-5.7,11,-5.2,5,-6.2,19,-5.2,-2.2,-0.4,-4.6,16,4.3,5,4.7,0.17,4.37,29,76,21,0.81,8,1.07,22,14.7,5,8.5,31,4,25.2,3,25.9,1,30,1,29.5,1,60.8,15,-6.6,29.8,59,-4.2,4,2.6,24,2.5,0.06,4.3,32,43,20,0.58,7,1.33,24,18.9,5,4.7,15,3,26.2,4,23.6,3,-16.1,3,-14.4,7,-4.4,1,-36.9,-13.7,-2.2,-34.5,29,8.5,6,4.5,-0.87,3.03,13,65,1,0.25,1,0.8,5,23.1,6,8.4,34
