"proj_week","proj_player","proj_pos","proj_tm","proj_opp","proj_afpa","proj_afpa_rk","proj_ffpts","proj_comp","proj_pass_att","proj_pass_yds","proj_pass_td","proj_int","proj_rush_att","proj_rush_yds","proj_rush_td","proj_rec","proj_rec_yds","proj_rec_td","proj_field","prev_wk_field","prev_wk_opp","prev_wk_g#","prev_wk_fantasy_fantpt","prev_wk_fantasy_ppr","prev_wk_fantasy_dkpt","prev_wk_fantasy_fdpt","def_tot_g","def_tot_pf","def_tot_yds","def_tot_yds_per_play","def_tot_to","def_tot_first_dn","def_penalties_pen","def_tot_sc_per","def_tot_to_per","def_tot_exp","def_third_d_per","def_fourth_d_per","def_red_zone_att","def_red_zone_td","def_red_zone_pct","def_rush_td","def_rush_yds_per_att","def_rush_yds_per_gm","def_rush_exp","def_pass_comp_per","def_pass_yds","def_pass_td","def_pass_td_per","def_pass_int","def_pass_defended","def_pass_int_per","def_pass_yds_per_att","def_pass_ayds_per_att","def_pass_yds_per_catch","def_pass_yds_per_gm","def_pass_qb_rating_allowed","def_pass_sacks","def_pass_net_yds_per_att","def_pass_adj_net_yds_per_att","def_pass_exp","def_adv_dadot","def_adv_air","def_adv_yac","def_adv_bltz","def_adv_bltz_per","def_adv_hrry","def_adv_hrry_per","def_adv_qbkd","def_adv_qbkd_per","def_adv_sk","def_adv_prss","def_adv_prss_per","def_adv_mtkl","def_num_dr","def_plays","def_sc_per","def_to_per","def_avg_drive_plays","def_avg_drive_yds","def_avg_drive_start","def_avg_drive_time","def_avg_drive_pts","pts_vs_g","pts_vs_fantasy_per_game_fdpt","prev_wk_rec_tgt","prev_wk_rec_rec","prev_wk_rec_yds","prev_wk_rec_yds_per_rec","prev_wk_rec_td","prev_wk_rec_ctch_per","prev_wk_rec_yds_per_tgt","ytd_rec_g","ytd_rec_target","ytd_rec_rec","ytd_rec_ctch_per","ytd_rec_yds","ytd_rec_yds_per_rec","ytd_rec_td","ytd_rec_1d","ytd_rec_yds_per_target","ytd_rec_rec_per_gm","ytd_rec_yds_per_gm","ytd_rec_fmb","receiving_twenty_tgt","receiving_twenty_rec","receiving_twenty_yds","receiving_twenty_td","receiving_twenty_per_tgt","receiving_ten_tgt","receiving_ten_rec","receiving_ten_yds","receiving_ten_td","receiving_ten_per_tgt","pts_vs_rec_tgt","pts_vs_rec_rec","pts_vs_rec_yds","pts_vs_rec_td","prev_wk_rush_att","prev_wk_rush_yds","prev_wk_rush_yds_per_att","prev_wk_rush_td","pts_vs_rush_att","pts_vs_rush_yds","pts_vs_rush_td","prev_wk_pass_comp","prev_wk_pass_att","prev_wk_pass_comp_per","prev_wk_pass_yds","prev_wk_pass_td","prev_wk_pass_int","prev_wk_pass_rate","prev_wk_pass_sk","prev_wk_pass_yds.1","prev_wk_pass_yds_per_att","prev_wk_pass_ayds_per_att","ytd_pass_g","ytd_pass_comp_per","ytd_pass_td","ytd_pass_td_per","ytd_pass_int","ytd_pass_int_per","ytd_pass_1d","ytd_pass_yds_per_att","ytd_pass_avg_yds_per_att","ytd_pass_yds_per_completion","ytd_pass_yds_per_gm","ytd_pass_rate","ytd_pass_qbr","ytd_pass_net_yds_per_att","ytd_pass_avg_net_yds_per_att","passing_twenty_comp","passing_twenty_att","passing_twenty_comp_per","passing_twenty_yds","passing_twenty_td","passing_twenty_int","passing_ten_comp","passing_ten_att","passing_ten_comp_per","passing_ten_yds","passing_ten_td","passing_ten_int","pts_vs_passing_cmp","pts_vs_passing_att","pts_vs_passing_yds","pts_vs_passing_td","pts_vs_passing_int","pts_vs_2pp","pts_vs_sk","ytd_rush_g","ytd_rush_att","ytd_rush_yds","ytd_rush_td","ytd_rush_1d","ytd_rush_yds_per_att","ytd_rush_yds_per_gm","ytd_rush_fmb","ytd_rec_tm","ytd_rec_pos","rushing_twenty_att","rushing_twenty_yds","rushing_twenty_td","rushing_twenty_per_rush","rushing_ten_att","rushing_ten_yds","rushing_ten_td","rushing_ten_per_rush","rushing_five_att","rushing_five_yds","rushing_five_td","rushing_five_per_rush","total_touches","high_value_touches","high_value_touches_per","vs_cb_pos","vs_cb_tar ","vs_cb_c ","vs_cb_ypr","vs_cb_fpt","vs_cb_shad","vs_cb_matchup","home_or_away","line","total","favorite","implied_total","def_total_dvoa_rk","def_total_dvoa","def_total_dave_rk","def_total_dave","def_dvoa_rk","def_dvoa","def_dave_rk","def_dave","def_pass_dvoa_rk","def_pass_dvoa","def_rush_dvoa_rk","def_rush_dvoa","def_non_adj_voa","def_non_adj_pass_voa","def_non_adj_rush_voa","def_var_rk","def_var","def_sched_rk","def_sched","def_dline_adjusted_line_yards","def_dline_running_back_yards","def_dline_power_success_rate_rk","def_dline_power_success_rate","def_dline_open_field_yards_rk","def_dline_open_field_yards","def_dline_second_level_yards_rk","def_dline_second_level_yards","def_dline_stuffed_rate_rk","def_dline_stuffed_rate","def_dline_adjusted_sack_rate_rk","def_dline_adjusted_sack_rate","def_dline_sacks","off_total_dvoa_rk","off_total_dvoa","off_total_dave_rk","off_total_dave","off_dvoa_rk","off_dvoa","off_dave_rk","off_dave","off_pass_dvoa_rk","off_pass_dvoa","off_rush_dvoa_rk","off_rush_dvoa","off_non_adj_voa","off_non_adj_pass_voa","off_non_adj_rush_voa","off_var_rk","off_var","off_sched_rk","off_sched","off_oline_adjusted_line_yards","off_oline_running_back_yards","off_oline_power_success_rate_rk","off_oline_power_success_rate","off_oline_open_field_yards_rk","off_oline_open_field_yards","off_oline_second_level_yards_rk","off_oline_second_level_yards","off_oline_stuffed_rate_rk","off_oline_stuffed_rate","off_oline_adjusted_sack_rate_rk","off_oline_adjusted_sack_rate","off_oline_sacks","prev_wk_dvoa_def_total_dvoa_rk","prev_wk_dvoa_def_total_dvoa","prev_wk_dvoa_def_total_dave_rk","prev_wk_dvoa_def_total_dave","prev_wk_dvoa_def_dvoa_rk","prev_wk_dvoa_def_dvoa","prev_wk_dvoa_def_dave_rk","prev_wk_dvoa_def_dave","prev_wk_dvoa_def_pass_dvoa_rk","prev_wk_dvoa_def_pass_dvoa","prev_wk_dvoa_def_rush_dvoa_rk","prev_wk_dvoa_def_rush_dvoa","prev_wk_dvoa_def_non_adj_voa","prev_wk_dvoa_def_non_adj_pass_voa","prev_wk_dvoa_def_non_adj_rush_voa","prev_wk_dvoa_def_var_rk","prev_wk_dvoa_def_var","prev_wk_dvoa_def_sched_rk","prev_wk_dvoa_def_sched","prev_wk_dvoa_def_dline_adjusted_line_yards","prev_wk_dvoa_def_dline_running_back_yards","prev_wk_dvoa_def_dline_power_success_rate_rk","prev_wk_dvoa_def_dline_power_success_rate","prev_wk_dvoa_def_dline_open_field_yards_rk","prev_wk_dvoa_def_dline_open_field_yards","prev_wk_dvoa_def_dline_second_level_yards_rk","prev_wk_dvoa_def_dline_second_level_yards","prev_wk_dvoa_def_dline_stuffed_rate_rk","prev_wk_dvoa_def_dline_stuffed_rate","prev_wk_dvoa_def_dline_adjusted_sack_rate_rk","prev_wk_dvoa_def_dline_adjusted_sack_rate","prev_wk_dvoa_def_dline_sacks"
13,"James Washington","WR","PIT","WAS",18.4,3,1.9,0,0,0,0,0,0,0,0,1,10.7,0.1,1,1,"BAL",11,1.9,3.9,3.9,2.9,11,243,3405,5,13,200,61,37.1,10.5,1.32,37.9,37.5,"31",15,48.4,9,4.3,114.9,2.64,64.7,2141,16,4.7,10,32,2.9,7,6.6,10.8,194.6,88.5,36,5.6,5.3,0.76,9.1,1437,1039,129,"32.7%",37,"9.4%",23,"6.7%",36,96,"24.4%",86,124,700,37.1,10.5,5.6,27.4,-29.5,278,1.92,"11","24.0",3,2,19,9.5,0,66.7,6.33,11,3.45,2.09,60.5,23.91,11.4,0.27,14,6.9,2.1,23.9,0,5,2,30,2,9.8,1,0,0,0,4.5,"200","127","1552","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,-7.1,21,-7,5,-12.3,6,-10.3,3,-10.9,13,-14.1,-14.3,-16.4,-11.7,30,8.6,29,-7.4,-0.31,3.99,32,79,11,0.54,11,1.16,10,19.8,3,9.1,36,2,29.5,2,28,15,2.4,15,2.6,12,20.6,24,-20.4,10.3,29.9,-14.3,1,1.3,26,3.1,-0.41,4.03,20,63,10,0.84,24,1.08,13,17.2,1,3,10,8,14.7,9,11.1,7,-11.4,8,-8.4,9,-3.1,4,-24.3,-8.9,0.7,-23.9,25,7.7,15,0.5,-0.17,4.38,2,52,24,0.88,9,1.13,20,15.7,10,7.1,27
13,"James White","RB","NWE","LAC",22.7,28,9.5,0,0,0,0,0,4.5,17.4,0.3,4.2,33.3,0.1,2,1,"ARI",11,13.7,14.7,14.7,14.2,11,300,3772,5.6,12,215,70,43.5,8.9,-42.55,40.3,42.9,"36",22,61.1,11,4.8,120.5,9.68,63,2447,22,5.9,6,38,1.6,6.8,7.3,10.8,222.5,95.8,20,6.2,6.6,-61.59,8.8,1803,1030,69,"16.5%",43,"10.3%",33,"8.8%",20,96,"23.0%",76,124,698,43.5,8.9,5.6,30.4,-32.3,273,2.37,"11","21.7",1,1,-1,-1,0,100,-1,9,4.67,3.78,81,29.56,7.8,0,13,6.3,3.8,29.6,1,3,2,0,0,9.7,1,1,-4,0,7.7,"86","65","382","3",5,18,3.6,2,"221","1101","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2.89,9.78,0.22,5,3.4,9.8,1,"NWE","",4,16,2,6.1,3,9,2,6.7,1,1,1,5,7.56,5,0.66,NA,NA,NA,NA,NA,NA,NA,"away",2,46.5,0,22.25,26,-16,27,-16.5,23,7.8,28,8.4,17,10.5,31,3.8,6.7,10.9,0.4,14,3.9,20,-0.9,0.39,4.98,4,53,29,1,30,1.46,12,19.5,23,5.6,20,23,-11.7,23,-11,21,-3.5,19,-3.3,27,-8.8,4,4.2,-1.8,-7.4,6.2,32,17.3,20,0.8,0.58,4.76,6,76,9,0.84,5,1.36,5,14.7,19,6.7,21,13,5.4,13,5.7,11,-4.6,10,-5.5,12,0.6,14,-12.3,-6.9,-2,-14.1,23,6.2,21,-1.7,0.06,4.3,9,62,13,0.6,29,1.41,13,19.4,17,6.1,28
13,"Jamison Crowder","WR","NYJ","LVR",22.8,13,9.9,0,0,0,0,0,0,0,0,4.4,52,0.4,1,1,"MIA",11,3.1,6.1,6.1,4.6,11,319,4162,5.8,12,263,71,50.5,9.9,-130.83,47.9,85.7,"46",30,65.2,17,4.3,113.4,-26.55,62.7,2915,18,4.3,9,55,2.1,7.1,7,11.3,265,89.2,12,6.7,6.6,-111.7,7.6,1780,1386,89,"19.7%",52,"11.5%",35,"8.3%",12,99,"21.9%",94,111,743,50.5,9.9,6.7,37.5,-28.5,291,2.77,"11","30.9",5,3,31,10.33,0,60,6.2,7,8.14,5,61.4,65.14,13,0.43,19,8,5,65.1,0,3,2,16,1,14.3,1,0,0,0,9.1,"220","145","1869","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Slot Corner",12.2,63.9,"11.22","1.52","N","neutral","home",0,48.5,0,24.25,18,-3.5,20,-4,20,6.9,18,4.2,16,9.6,30,3,11.7,17.2,3.6,10,3.3,3,6.1,0.3,4.56,30,77,19,0.75,26,1.32,15,17.7,31,4,12,32,-38.8,32,-35.8,31,-25,31,-23.9,29,-18.9,30,-26.8,-28.1,-28,-21.5,27,11.4,19,0.5,-0.01,3.82,27,58,31,0.33,29,1.06,10,16.1,28,8,30,10,10.2,11,8,14,-1.2,14,-2.4,10,-1.9,25,-0.4,-5.8,-10.5,0.3,27,7.8,25,-4.2,0.29,4.53,19,69,16,0.68,24,1.27,23,14.5,14,6.4,25
13,"Jared Cook","TE","NOR","ATL",10.3,30,5.2,0,0,0,0,0,0,0,0,1.9,30.1,0.2,2,2,"DEN",11,NA,NA,NA,NA,11,281,4309,6.2,16,243,65,41,13.1,-75.28,37.2,38.9,"35",25,71.4,11,4.3,100.3,28.53,68,3206,22,5.3,8,40,1.9,8.2,8.4,12,291.5,102.5,22,7.4,7.6,-110.4,8.6,1947,1524,139,"30.4%",52,"11.4%",44,"10.7%",22,118,"25.8%",66,122,712,41,13.1,5.8,35.3,-27.9,274,2.31,"11","13.0",2,0,0,NA,0,0,0,10,3.7,2.2,59.5,28.5,13,0.4,15,7.7,2.2,28.5,1,9,5,43,3,15.5,4,3,16,2,17.4,"75","61","645","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"away",0,46,1,23,20,-6.9,17,-3.1,15,0.3,15,-2.3,19,12.5,6,-21,-1,10.6,-21.1,31,10.1,11,1.4,-0.48,3.57,3,52,3,0.31,20,1.23,3,24.5,21,5.6,22,1,38.4,1,38.6,5,12.7,5,12.9,13,19.5,2,9.1,12,20.7,6.5,10,3.7,12,-1.5,0.4,4.39,3,78,15,0.7,13,1.23,8,15.6,13,6,19,30,-24.2,30,-22.1,10,-5.7,11,-5.2,5,-6.2,19,-5.2,-2.2,-0.4,-4.6,16,4.3,5,4.7,0.17,4.37,29,76,21,0.81,8,1.07,22,14.7,5,8.5,31
13,"Jared Goff","QB","LAR","ARI",19.4,22,17.3,23.7,35.4,272,1.8,0.9,1.5,4.6,0.1,0,0,0,2,1,"SFO",11,3.02,3,6,5,11,258,3856,5.3,14,254,78,41.7,11.3,-69.08,40.6,66.7,"38",20,52.6,8,4.5,123.4,-26.88,64.8,2499,19,4.8,10,37,2.5,6.8,6.7,10.6,227.2,90.1,28,5.9,5.7,-53.03,7.6,1331,1399,183,"40.7%",45,"10.0%",34,"8.6%",28,107,"23.8%",81,115,745,41.7,11.3,6.5,33.5,-29.1,360,2.19,"11","19.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,2.2,0,"54","315","1",19,31,61.29,198,0,2,52.9,2,16,6.39,3.48,11,67.2,1.45,4,0.91,2.5,145,7.5,7.2,11.1,274.6,92.3,57.3,6.96,6.65,27,45,60,190,11,1,8,17,47.06,38,7,1,"255","394","2690","18","10","","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"away",0,48.5,1,24.25,13,5.4,13,5.7,11,-4.6,10,-5.5,12,0.6,14,-12.3,-6.9,-2,-14.1,23,6.2,21,-1.7,0.06,4.3,9,62,13,0.6,29,1.41,13,19.4,17,6.1,28,6,17,5,15.6,7,11.1,7,8.1,16,17.2,1,9.3,7.6,13.4,6,19,7.4,6,-2.8,0.45,4.38,2,79,13,0.76,17,1.21,29,19.5,2,3.7,15,14,4.5,14,3.5,9,-5.8,9,-6.2,14,4.1,10,-19.1,-4.3,3.8,-15.2,24,7.2,10,1.9,-0.28,3.65,15,67,8,0.47,5,1.01,7,21,20,5.7,20
13,"Jarvis Landry","WR","CLE","TEN",25.3,21,12.3,0,0,0,0,0,0,0,0,5.6,74.4,0.4,2,2,"JAX",11,20.3,28.3,31.3,24.3,11,285,4225,5.6,16,265,71,42.1,13.2,-104.83,52.6,66.7,"43",31,72.1,12,4.3,115.5,-20.54,65.8,2954,23,5.2,11,67,2.5,7,6.9,10.6,268.5,93.1,14,6.5,6.4,-101.84,7.9,1713,1349,131,"27.9%",30,"6.4%",40,"9.1%",14,84,"17.9%",73,114,762,42.1,13.2,6.7,36.9,-26.4,362,2.49,"11","32.8",11,8,143,17.88,1,72.7,13,11,6.18,4.18,67.6,55.82,13.3,0.09,30,9,4.2,55.8,0,7,3,26,1,20,3,1,5,1,12.5,"263","177","2006","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Slot Corner",7.1,63.6,"11.71","1.38","N","minus","away",4,54,0,25,12,7.6,12,7.4,28,9.3,27,8.3,27,20.9,17,-7.2,6.8,17.6,-8.6,7,2.7,28,-5,-0.1,4.31,21,70,22,0.81,15,1.18,19,16.3,29,4.1,14,22,-9.7,22,-8.6,16,1.3,16,0.1,18,15.4,9,-4,2.8,13.2,0.8,31,14.6,17,-0.4,0.6,5.17,30,50,2,1.2,1,1.61,21,18.5,17,6.7,17,29,-20.7,29,-19.7,32,15.3,31,12.6,31,27.3,26,0.2,17.4,36,-6.1,8,3.2,8,4.4,-0.08,4.42,10,63,28,0.94,21,1.23,9,19.9,30,4.1,11
13,"Jason Witten","TE","LVR","NYJ",10.2,29,1.8,0,0,0,0,0,0,0,0,1,5.3,0.1,2,NA,NA,NA,NA,NA,NA,NA,11,322,4345,5.8,13,267,75,46.7,10.8,-127.23,46,55.6,"43",23,53.5,12,3.8,111,24.55,71.8,3124,21,5.1,7,46,1.7,7.9,8.1,11,284,104.8,18,7.3,7.6,-158.76,7.5,1817,1426,169,"38.8%",39,"8.9%",32,"7.8%",18,89,"20.4%",104,120,772,46.7,10.8,6.4,36.2,-30.4,364,2.5,"11","12.4",NA,NA,NA,NA,NA,NA,NA,11,1,1,100,5.18,5.2,0.18,7,5.2,1,5.2,0,3,3,6,2,6.7,3,3,6,2,10.7,"71","50","572","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"away",0,48.5,1,24.25,32,-38.8,32,-35.8,27,9,26,8,32,30.9,8,-19.3,10.9,38,-24.1,2,2,18,-0.5,-0.76,4.18,15,67,31,1.05,7,1.07,6,21.4,25,5.3,18,18,-3.5,20,-4,14,2.5,17,-0.9,11,20.7,19,-12.3,-0.2,14.8,-11.4,29,11.6,18,0,0.19,4.25,26,58,19,0.59,10,1.27,14,17.3,9,5.7,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,"JD McKissic","RB","WAS","PIT",14.9,9,7.6,0,0,0,0,0,3.6,20.9,0,4.2,29,0.1,2,NA,NA,NA,NA,NA,NA,NA,11,188,3288,4.9,23,187,72,26,17.3,53.6,37.5,31.3,"27",15,55.6,6,4.4,105.7,5.6,54.5,2125,16,4.4,16,56,4.4,6.6,5.5,12.1,193.2,71.5,41,5.3,4.3,44.89,9.5,1521,881,175,"41.6%",61,"14.5%",43,"11.8%",41,145,"34.4%",66,127,684,26,17.3,5.4,25.8,-27.4,264,1.47,"11","15.4",NA,NA,NA,NA,NA,NA,NA,11,6.18,4.18,67.6,30.73,7.3,0,18,5,4.2,30.7,2,3,1,12,0,8.6,0,0,0,0,0,"53","34","232","1",NA,NA,NA,NA,"219","877","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,4.55,20.27,0.09,17,4.5,20.3,2,"WAS","RB",10,24,1,16.7,2,4,1,5.9,1,2,1,4.8,10.73,6.36,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,29.5,2,28,1,-25.8,1,-24.4,1,-26.2,3,-25.1,-30,-34.4,-23.8,28,8.3,30,-7.4,-0.94,4.01,18,68,26,0.93,10,1.16,2,24.7,2,9.3,41,21,-7.1,21,-7,27,-18,28,-16.6,31,-23.4,8,-3.1,-13.1,-17.3,0.5,13,4.5,23,2.5,0.12,4.2,12,72,22,0.56,14,1.23,1,13.3,29,8.2,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,"Jeff Smith","WR","NYJ","LVR",22.8,13,1.1,0,0,0,0,0,0,0,0,0.6,6.5,0,1,NA,NA,NA,NA,NA,NA,NA,11,319,4162,5.8,12,263,71,50.5,9.9,-130.83,47.9,85.7,"46",30,65.2,17,4.3,113.4,-26.55,62.7,2915,18,4.3,9,55,2.1,7.1,7,11.3,265,89.2,12,6.7,6.6,-111.7,7.6,1780,1386,89,"19.7%",52,"11.5%",35,"8.3%",12,99,"21.9%",94,111,743,50.5,9.9,6.7,37.5,-28.5,291,2.77,"11","30.9",NA,NA,NA,NA,NA,NA,NA,8,4.38,2,45.7,19.12,9.6,0,8,4.4,2,19.1,0,2,0,0,0,9.5,2,0,0,0,18.2,"220","145","1869","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"home",0,48.5,0,24.25,18,-3.5,20,-4,20,6.9,18,4.2,16,9.6,30,3,11.7,17.2,3.6,10,3.3,3,6.1,0.3,4.56,30,77,19,0.75,26,1.32,15,17.7,31,4,12,32,-38.8,32,-35.8,31,-25,31,-23.9,29,-18.9,30,-26.8,-28.1,-28,-21.5,27,11.4,19,0.5,-0.01,3.82,27,58,31,0.33,29,1.06,10,16.1,28,8,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,"Jeff Wilson","RB","SFO","BUF",19.3,20,2.5,0,0,0,0,0,3,10.5,0.2,0.5,2.6,0,1,2,"LAR",11,2,2,3,2,11,282,4104,5.7,17,256,63,45.5,15.2,-107.89,43.1,62.5,"44",27,61.4,16,4.7,129.6,-31.63,66.8,2678,16,4.2,8,47,2.1,7.4,7.3,11.1,243.5,93.6,30,6.5,6.4,-80.73,7,1629,1213,168,"38.3%",28,"6.4%",31,"8.1%",30,89,"20.3%",87,112,739,45.5,15.2,6.6,36.5,-27.5,293,2.51,"11","22.0",0,0,0,NA,0,0,NA,7,1,0.86,85.7,10.71,12.5,0.14,4,10.7,0.9,10.7,1,2,2,35,1,4,0,0,0,0,0,"70","52","431","0",12,40,3.33,0,"251","1147","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7.14,29,0.57,12,4.1,29,1,"SFO","RB",11,41,4,23.4,4,15,3,17.4,2,5,2,18.2,8.14,1.57,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,9.8,10,10.7,16,1.4,16,-1.8,15,5.2,22,-3.3,2.4,7.2,-3.5,11,3.3,9,3.4,0.25,4.57,8,60,17,0.68,32,1.56,11,19.5,8,7.6,30,14,4.5,14,3.5,19,-1.4,18,-2.9,21,8.2,12,-5.5,-3.5,8.8,-11,22,8.1,16,-0.8,-0.38,4.17,15,68,12,0.78,18,1.16,31,20.9,10,5.8,27,6,17,5,15.6,6,-12.2,4,-13.3,4,-6.7,7,-20.3,-15.5,-9.7,-24.1,20,5.8,26,-4.5,0.23,3.83,25,72,2,0.27,3,0.93,26,12.9,7,7.6,34
13,"Jeremy McNichols","RB","TEN","CLE",17.7,16,1.4,0,0,0,0,0,0.9,4.8,0,0.7,4.3,0,1,2,"IND",11,2,2,2,2,11,286,3904,5.4,17,252,60,42.9,15.2,-83.91,44.9,88.9,"44",26,59.1,10,4.1,108.2,-19.24,65.4,2714,22,5.4,9,53,2.2,7.1,7.2,10.8,246.7,94.8,27,6.2,6.3,-70.96,8.2,1649,1349,107,"23.6%",40,"8.8%",17,"4.1%",27,84,"18.5%",66,112,743,42.9,15.2,6.6,34.7,-30.2,296,2.43,"11","19.0",1,0,0,NA,0,0,0,11,0.91,0.55,60,2.64,4.8,0,0,2.9,0.5,2.6,0,4,3,16,0,9.3,1,1,2,0,4.3,"63","51","408","1",8,20,2.5,0,"224","922","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,3.09,17.55,0,7,5.7,17.5,0,"TEN","",5,15,0,7.5,1,-1,0,2.9,0,0,0,0,4,1,0.25,NA,NA,NA,NA,NA,NA,NA,"home",-4,54,1,29,22,-9.7,22,-8.6,19,6.8,20,5.6,23,15.1,20,-4.7,-0.4,5.4,-8.3,22,6.2,31,-8.3,0.27,4.09,20,69,5,0.39,13,1.18,25,13.8,19,5.9,27,12,7.6,12,7.4,3,23.7,3,21.8,2,51.7,3,5.8,21,46.6,5.4,7,3.3,3,-4.3,0.68,4.95,4,77,4,0.98,3,1.42,6,15.1,6,4.9,16,7,15.6,7,14.3,8,-11.4,7,-9.4,6,-5,9,-19.2,-10.3,-4.5,-17.3,21,6.1,16,0.4,-0.21,3.84,23,71,4,0.38,12,1.17,17,16.9,16,6.2,23
