"proj_week","proj_player","proj_pos","proj_tm","proj_opp","proj_afpa","proj_afpa_rk","proj_ffpts","proj_comp","proj_pass_att","proj_pass_yds","proj_pass_td","proj_int","proj_rush_att","proj_rush_yds","proj_rush_td","proj_rec","proj_rec_yds","proj_rec_td","proj_field","prev_wk_field","prev_wk_opp","prev_wk_g#","prev_wk_fantasy_fantpt","prev_wk_fantasy_ppr","prev_wk_fantasy_dkpt","prev_wk_fantasy_fdpt","def_tot_g","def_tot_pf","def_tot_yds","def_tot_yds_per_play","def_tot_to","def_tot_first_dn","def_penalties_pen","def_tot_sc_per","def_tot_to_per","def_tot_exp","def_third_d_per","def_fourth_d_per","def_red_zone_att","def_red_zone_td","def_red_zone_pct","def_rush_td","def_rush_yds_per_att","def_rush_yds_per_gm","def_rush_exp","def_pass_comp_per","def_pass_yds","def_pass_td","def_pass_td_per","def_pass_int","def_pass_defended","def_pass_int_per","def_pass_yds_per_att","def_pass_ayds_per_att","def_pass_yds_per_catch","def_pass_yds_per_gm","def_pass_qb_rating_allowed","def_pass_sacks","def_pass_net_yds_per_att","def_pass_adj_net_yds_per_att","def_pass_exp","def_adv_dadot","def_adv_air","def_adv_yac","def_adv_bltz","def_adv_bltz_per","def_adv_hrry","def_adv_hrry_per","def_adv_qbkd","def_adv_qbkd_per","def_adv_sk","def_adv_prss","def_adv_prss_per","def_adv_mtkl","def_num_dr","def_plays","def_sc_per","def_to_per","def_avg_drive_plays","def_avg_drive_yds","def_avg_drive_start","def_avg_drive_time","def_avg_drive_pts","pts_vs_g","pts_vs_fantasy_per_game_fdpt","prev_wk_rec_tgt","prev_wk_rec_rec","prev_wk_rec_yds","prev_wk_rec_yds_per_rec","prev_wk_rec_td","prev_wk_rec_ctch_per","prev_wk_rec_yds_per_tgt","ytd_rec_g","ytd_rec_target","ytd_rec_rec","ytd_rec_ctch_per","ytd_rec_yds","ytd_rec_yds_per_rec","ytd_rec_td","ytd_rec_1d","ytd_rec_yds_per_target","ytd_rec_rec_per_gm","ytd_rec_yds_per_gm","ytd_rec_fmb","receiving_twenty_tgt","receiving_twenty_rec","receiving_twenty_yds","receiving_twenty_td","receiving_twenty_per_tgt","receiving_ten_tgt","receiving_ten_rec","receiving_ten_yds","receiving_ten_td","receiving_ten_per_tgt","pts_vs_rec_tgt","pts_vs_rec_rec","pts_vs_rec_yds","pts_vs_rec_td","prev_wk_rush_att","prev_wk_rush_yds","prev_wk_rush_yds_per_att","prev_wk_rush_td","pts_vs_rush_att","pts_vs_rush_yds","pts_vs_rush_td","prev_wk_pass_comp","prev_wk_pass_att","prev_wk_pass_comp_per","prev_wk_pass_yds","prev_wk_pass_td","prev_wk_pass_int","prev_wk_pass_rate","prev_wk_pass_sk","prev_wk_pass_yds.1","prev_wk_pass_yds_per_att","prev_wk_pass_ayds_per_att","ytd_pass_g","ytd_pass_comp_per","ytd_pass_td","ytd_pass_td_per","ytd_pass_int","ytd_pass_int_per","ytd_pass_1d","ytd_pass_yds_per_att","ytd_pass_avg_yds_per_att","ytd_pass_yds_per_completion","ytd_pass_yds_per_gm","ytd_pass_rate","ytd_pass_qbr","ytd_pass_net_yds_per_att","ytd_pass_avg_net_yds_per_att","passing_twenty_comp","passing_twenty_att","passing_twenty_comp_per","passing_twenty_yds","passing_twenty_td","passing_twenty_int","passing_ten_comp","passing_ten_att","passing_ten_comp_per","passing_ten_yds","passing_ten_td","passing_ten_int","pts_vs_passing_cmp","pts_vs_passing_att","pts_vs_passing_yds","pts_vs_passing_td","pts_vs_passing_int","pts_vs_2pp","pts_vs_sk","ytd_rush_g","ytd_rush_att","ytd_rush_yds","ytd_rush_td","ytd_rush_1d","ytd_rush_yds_per_att","ytd_rush_yds_per_gm","ytd_rush_fmb","ytd_rec_tm","ytd_rec_pos","rushing_twenty_att","rushing_twenty_yds","rushing_twenty_td","rushing_twenty_per_rush","rushing_ten_att","rushing_ten_yds","rushing_ten_td","rushing_ten_per_rush","rushing_five_att","rushing_five_yds","rushing_five_td","rushing_five_per_rush","total_touches","high_value_touches","high_value_touches_per","vs_cb_pos","vs_cb_tar ","vs_cb_c ","vs_cb_ypr","vs_cb_fpt","vs_cb_shad","vs_cb_matchup","home_or_away","line","total","favorite","implied_total","def_total_dvoa_rk","def_total_dvoa","def_total_dave_rk","def_total_dave","def_dvoa_rk","def_dvoa","def_dave_rk","def_dave","def_pass_dvoa_rk","def_pass_dvoa","def_rush_dvoa_rk","def_rush_dvoa","def_non_adj_voa","def_non_adj_pass_voa","def_non_adj_rush_voa","def_var_rk","def_var","def_sched_rk","def_sched","def_dline_adjusted_line_yards","def_dline_running_back_yards","def_dline_power_success_rate_rk","def_dline_power_success_rate","def_dline_open_field_yards_rk","def_dline_open_field_yards","def_dline_second_level_yards_rk","def_dline_second_level_yards","def_dline_stuffed_rate_rk","def_dline_stuffed_rate","def_dline_adjusted_sack_rate_rk","def_dline_sacks","off_total_dvoa_rk","off_total_dvoa","off_total_dave_rk","off_total_dave","off_dvoa_rk","off_dvoa","off_dave_rk","off_dave","off_pass_dvoa_rk","off_pass_dvoa","off_rush_dvoa_rk","off_rush_dvoa","off_non_adj_voa","off_non_adj_pass_voa","off_non_adj_rush_voa","off_var_rk","off_var","off_sched_rk","off_sched","off_oline_adjusted_line_yards","off_oline_running_back_yards","off_oline_power_success_rate_rk","off_oline_power_success_rate","off_oline_open_field_yards_rk","off_oline_open_field_yards","off_oline_second_level_yards_rk","off_oline_second_level_yards","off_oline_stuffed_rate_rk","off_oline_stuffed_rate","off_oline_adjusted_sack_rate_rk","off_oline_sacks"
11,"Davante Adams","WR","GNB","IND",22.5,10,17.2,0,0,0,0,0,0,0,0,7.9,91.9,0.7,2,1,"JAX",9,10.6,18.6,19.6,14.6,9,177,2614,4.8,13,168,47,31.5,14.1,-4.42,40.5,57.1,"25",16,64,7,3.5,91.8,14.22,62.2,1788,11,3.8,11,49,3.8,6.8,5.8,10.9,198.7,78.9,21,5.8,4.9,-18.11,8.2,1142,866,63,"19.4%",36,"11.1%",21,"7.3%",21,78,"24.0%",35,92,555,31.5,14.1,6,28.4,-24.4,289,1.73,"9","25.9",12,8,66,8.25,1,66.7,5.5,7,11.57,8.71,75.3,105.86,12.1,1.29,39,9.1,8.7,105.9,1,14,12,60,6,32.6,10,9,38,6,37,"160","98","1320","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Right Corner",13.9,38.5,"17.13","1.35","N","minus","away",1.5,51,0,24.75,5,23.1,5,18.1,4,-18.8,5,-12.5,4,-10.1,4,-29.9,-20.6,-13.4,-29.7,25,6.9,25,-4,-0.53,3.46,10,63,3,0.29,6,1.04,10,20.1,15,21,7,16,9,9.5,2,21.1,3,14.9,3,44.2,13,-7.3,20,43.6,-9,29,11.8,12,-1.3,0.26,4.52,30,55,12,0.78,15,1.22,12,16.8,3,11
11,"David Moore","WR","SEA","ARI",25.5,22,8.4,0,0,0,0,0,0.5,4.6,0,2.9,41.8,0.4,1,2,"LAR",9,1.8,3.8,3.8,2.8,10,238,3677,5.5,12,238,72,40.6,11.5,-73.76,41,63.6,"35",18,51.4,6,4.6,124.7,-22.2,65.5,2430,19,5,8,33,2.1,6.9,7,10.6,243,93.6,25,6,6.1,-62.06,7.8,1200,1249,163,"38.6%",36,"8.5%",28,"7.4%",25,89,"21.1%",67,96,628,40.6,11.5,6.5,34.7,-28.6,298,2.14,"10","33.5",3,2,16,8,0,66.7,5.33,10,3.1,2.4,77.4,33.7,14,0.4,13,10.9,2.4,33.7,1,7,6,41,2,12.7,4,3,15,1,12.5,"224","154","1765","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left Corner",15.6,73.8,"10.42","1.79","N","plus",NA,NA,NA,NA,NA,11,11.2,10,8.5,9,-5.1,9,-3.4,13,0.5,11,-14.2,-8.4,-2.5,-18,12,3.3,22,-2.8,-0.03,4.22,7,59,12,0.54,26,1.39,14,18.8,21,22,8,15.7,7,13.5,4,16,4,13.3,4,35,9,-3.4,14.5,31.7,-1.8,8,2.7,22,1.3,0.12,4.1,19,63,26,0.41,13,1.24,15,17,32,30
11,"David Njoku","TE","CLE","PHI",10.2,30,1.2,0,0,0,0,0,0,0,0,0.5,6.2,0.1,1,NA,NA,NA,NA,NA,NA,NA,9,232,3103,5.1,10,199,69,37.5,8,-31.32,39.2,50,"29",20,69,14,4.4,133,-3.09,67,1906,13,4.2,3,29,1,7,7.4,10.4,211.8,97,31,5.7,6,-29.53,7.4,1197,1045,82,"23.6%",28,"8.0%",29,"9.5%",31,88,"25.3%",56,112,629,37.5,8,5.6,27.6,-32.1,273,2.09,"9","12.4",NA,NA,NA,NA,NA,NA,NA,6,2.17,1.33,61.5,17,12.8,0.33,6,7.8,1.3,17,0,2,2,17,2,7.4,1,1,1,1,6.3,"66","53","503","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"home",-3,47.5,1,25.25,29,-23,24,-11.3,15,1.3,13,-1.5,21,13.8,13,-13,-4.1,3.7,-13,18,4.4,29,-7.8,-0.72,3.37,6,59,9,0.48,3,0.96,1,26.1,5,31,21,-8.8,21,-6.9,17,0.9,18,0.6,19,13.6,7,-2.2,1.5,11.5,1,31,17.4,8,-1.8,0.64,5.15,29,56,3,1.1,1,1.62,11,16.8,10,12
11,"DeAndre Hopkins","WR","ARI","SEA",35.9,32,17.8,0,0,0,0,0,0,0,0,7.6,104.9,0.6,2,1,"BUF",9,18.7,25.7,28.7,22.2,10,287,4349,6,15,270,59,48.5,13.9,-116.82,49.6,56.3,"40",28,70,15,3.6,91.2,-1.45,69.7,3437,18,4,9,49,2,8,7.9,11.5,343.7,98.4,25,7.3,7.2,-130.19,8.3,2037,1287,152,"31.1%",38,"7.8%",30,"6.7%",25,93,"19.0%",61,101,680,48.5,13.9,6.7,40,-25.9,288,2.64,"10","44.3",12,7,127,18.14,1,58.3,10.58,10,9.6,7.2,75,91.2,12.7,0.4,47,9.5,7.2,91.2,1,6,3,11,1,18.2,5,2,1,1,25,"295","213","2597","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Right Corner",15.2,53.8,"15.05","1.96","N","plus",NA,NA,NA,NA,NA,8,15.7,7,13.5,23,7.2,21,3.9,26,22.1,9,-17.9,7,21.6,-17.7,2,1.4,13,1.7,-0.29,3.69,17,66,8,0.45,8,1.06,12,19.9,17,22,11,11.2,10,8.5,12,7.3,9,6.4,13,23.2,4,1.9,9.3,24.8,4.5,11,3.1,27,3.5,-0.02,4.63,6,76,9,0.9,20,1.15,3,15.2,12,13
11,"DeAndre Washington","RB","MIA","DEN",19,19,0.6,0,0,0,0,0,0,0,0,0.4,2.5,0,2,NA,NA,NA,NA,NA,NA,NA,9,254,3240,5.3,9,183,56,42.6,8.3,-37.69,38.1,44.4,"34",17,50,10,4.4,128.8,8,66.5,2081,14,4.3,6,36,1.9,6.9,6.9,10.4,231.2,93,22,6,6.1,-51.49,7.9,1307,1011,104,"29.0%",45,"12.5%",26,"8.1%",22,93,"25.9%",53,108,632,42.6,8.3,5.9,29.8,-33.8,277,2.17,"9","21.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,2.2,0,0,0,0,0,"62","45","305","1",NA,NA,NA,NA,"219","930","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,0,4.9,2,5,0,9.1,1,3,0,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"away",-3.5,45,1,24.25,31,-29.6,31,-22.5,11,-3.4,11,-2.9,12,0.5,17,-8.7,-0.8,6.4,-10.8,14,3.7,6,5.1,0,4.25,21,70,21,0.79,5,1.02,21,15.1,9,22,10,12.1,13,3.5,19,-0.2,23,-4.9,14,22.9,27,-22,2.1,28.1,-23.2,19,6.9,30,4.5,-0.44,3.48,23,59,31,0.32,31,0.98,31,21.1,13,14
11,"DeeJay Dallas","RB","SEA","ARI",17.9,14,7.3,0,0,0,0,0,5.5,19.3,0.2,2.8,20.1,0.1,1,NA,NA,NA,NA,NA,NA,NA,10,238,3677,5.5,12,238,72,40.6,11.5,-73.76,41,63.6,"35",18,51.4,6,4.6,124.7,-22.2,65.5,2430,19,5,8,33,2.1,6.9,7,10.6,243,93.6,25,6,6.1,-62.06,7.8,1200,1249,163,"38.6%",36,"8.5%",28,"7.4%",25,89,"21.1%",67,96,628,40.6,11.5,6.5,34.7,-28.6,298,2.14,"10","19.8",NA,NA,NA,NA,NA,NA,NA,8,2.12,1.88,88.2,12.5,6.7,0.12,5,5.9,1.9,12.5,0,3,3,9,1,5.5,1,1,2,1,3.1,"63","44","371","3",NA,NA,NA,NA,"217","953","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,3.75,12.62,0.25,8,3.4,12.6,0,"SEA","RB",11,21,2,32.4,7,8,2,35,4,4,2,28.6,5.87,3,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11.2,10,8.5,9,-5.1,9,-3.4,13,0.5,11,-14.2,-8.4,-2.5,-18,12,3.3,22,-2.8,-0.03,4.22,7,59,12,0.54,26,1.39,14,18.8,21,22,8,15.7,7,13.5,4,16,4,13.3,4,35,9,-3.4,14.5,31.7,-1.8,8,2.7,22,1.3,0.12,4.1,19,63,26,0.41,13,1.24,15,17,32,30
11,"Demarcus Robinson","WR","KAN","LVR",25.1,21,7.7,0,0,0,0,0,0,0,0,2.9,45,0.3,2,NA,NA,NA,NA,NA,NA,NA,9,241,3398,5.9,10,204,55,48.3,10.1,-98.49,47.4,81.8,"36",23,63.9,13,4.4,112.7,-24.47,61.6,2384,14,4.2,7,43,2.1,7.3,7.2,11.8,264.9,89,11,6.9,6.8,-80.97,7.8,1481,1148,69,"19.0%",47,"12.9%",23,"6.8%",11,81,"22.3%",79,89,593,48.3,10.1,6.7,38.2,-27.9,288,2.66,"9","30.6",NA,NA,NA,NA,NA,NA,NA,9,3.33,2.33,70,24.44,10.5,0.22,13,7.3,2.3,24.4,1,4,2,10,1,8.9,2,1,1,1,7.1,"173","111","1574","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,2.5,17,0.8,21,6.6,20,3.5,19,11.1,26,0.3,10.7,16.5,2.5,13,3.5,9,4.4,0.31,4.59,30,79,20,0.78,24,1.33,15,18.1,28,11,4,23.7,3,23.8,1,24.3,1,22.7,1,58,21,-14.4,27.4,60,-9.5,6,2.6,32,5.1,0.01,4.33,32,44,16,0.67,8,1.31,25,18.9,7,13
11,"Denzel Mims","WR","NYJ","LAC",21.2,8,9.1,0,0,0,0,0,0,0,0,3.7,54.5,0.3,2,NA,NA,NA,NA,NA,NA,NA,9,245,3148,5.6,8,172,53,44.1,6.9,-29.38,39.5,40,"30",17,56.7,8,4.7,117.4,7.04,63.2,2091,18,5.6,4,31,1.2,6.8,7.3,10.7,232.3,96.6,16,6.2,6.7,-45.12,8.7,1527,908,55,"15.4%",39,"11.0%",23,"7.2%",16,78,"21.9%",68,102,583,44.1,6.9,5.7,30.8,-33,274,2.34,"9","26.5",NA,NA,NA,NA,NA,NA,NA,3,6,3.33,55.6,48.67,14.6,0,7,8.1,3.3,48.7,0,2,0,0,0,10.5,1,0,0,0,10,"164","102","1368","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left Corner",15.3,44,"16.77","1.42","N","minus","away",9.5,46.5,0,18.5,23,-9.8,23,-8,19,4.9,17,3.4,15,8.4,24,-0.4,6.1,11.2,-1.9,22,5.3,14,1.7,0.29,4.87,3,50,27,0.95,29,1.41,9,20.2,23,16,32,-38.1,32,-29.6,31,-23.7,31,-19.9,29,-18.7,28,-24.2,-29.4,-29,-23.6,27,11.5,17,0.1,-0.07,3.8,25,59,30,0.32,29,1.05,17,17.2,28,26
11,"Deonte Harris","WR","NOR","ATL",28.5,27,3.7,0,0,0,0,0,0.8,4.2,0,1.6,19.5,0.1,1,NA,NA,NA,NA,NA,NA,NA,9,251,3690,6.5,10,206,49,44.4,10.1,-96.97,38.7,33.3,"29",22,75.9,8,4.3,99.7,23.07,67.8,2793,22,6.3,7,33,2,8.3,8.6,12.2,310.3,105.6,14,7.7,8,-126.64,9,1694,1275,114,"29.8%",41,"10.7%",40,"11.4%",14,95,"24.9%",58,99,588,44.4,10.1,5.9,37.3,-27.6,274,2.55,"9","37.5",NA,NA,NA,NA,NA,NA,NA,8,3,2.38,79.2,23,9.7,0.12,10,7.7,2.4,23,3,3,3,14,1,5.9,1,1,4,1,5.9,"202","130","1936","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"home",-3.5,50,1,26.75,20,-8.6,20,-2.9,22,7,22,4,28,22.8,7,-21.4,5.9,21,-21.3,16,4,16,0.2,-0.56,3.6,1,47,6,0.33,22,1.29,4,23.9,29,14,1,36.1,1,30.1,6,13.5,5,12.7,8,27.6,6,-0.9,11,24.5,-2.5,10,3.1,4,-3.7,0.25,4.28,9,72,14,0.71,16,1.19,5,15.6,4,13
11,"Derek Carr","QB","LVR","KAN",16.8,9,17.6,23.3,34.2,274.3,1.8,0.8,3.2,11.5,0,0,0,0,1,1,"DEN",9,7.16,7.2,7.2,7.2,9,183,3187,5.4,14,195,53,35.1,14.9,-28.09,39.3,68.8,"24",18,75,9,4.8,138.4,-38.79,62.3,1941,11,3.6,9,33,2.9,6.6,6,10.7,215.7,81.4,19,5.9,5.4,0.54,8.2,945,1102,130,"37.2%",40,"11.5%",33,"10.7%",19,92,"26.4%",77,94,607,35.1,14.9,6.5,33.8,-25.6,298,1.9,"9","17.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,10,2.5,0,"43","230","4",16,25,64,154,0,0,81.1,0,0,6.16,6.16,9,69.3,1.78,5.7,0.22,0.7,103,7.6,8.4,11,239.6,107.4,75.5,6.99,7.77,25,42,59.52,144,11,0,14,24,58.33,45,9,0,"191","307","2017","11","9","","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,23.7,3,23.8,14,-0.6,15,-0.8,7,-5.1,30,4.5,-2.4,-7.2,3.2,15,3.8,23,-3.1,0.36,4.52,30,79,17,0.62,20,1.24,31,11.3,19,19,14,2.5,17,0.8,9,8.6,13,4.1,7,28.6,12,-7,6.3,22.5,-5.2,12,3.5,15,-0.5,0.25,4.41,20,61,18,0.63,6,1.35,7,16,9,14
11,"Derrick Henry","RB","TEN","BAL",15.8,7,15.2,0,0,0,0,0,19.2,92.2,0.7,1.5,12.8,0.1,2,1,"IND",9,10.9,11.9,14.9,11.4,9,165,2907,5.1,14,186,38,27,14,6.14,33.6,40,"21",16,76.2,7,4.5,109.7,15.6,64.1,1920,12,3.7,4,32,1.2,6.5,6.7,10.1,213.3,89.6,25,5.5,5.6,-21.2,8,1151,1016,160,"44.0%",35,"9.6%",31,"9.5%",25,91,"25.0%",66,100,581,27,14,5.8,29.1,-25.5,274,1.61,"9","18.8",2,1,6,6,0,50,3,9,2.22,1.22,55,9.67,7.9,0,4,4.4,1.2,9.7,0,1,1,5,0,2.7,1,1,5,0,5.3,"73","53","369","3",19,103,5.42,0,"176","774","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,22.33,105.11,0.89,48,4.7,105.1,0,"TEN","RB",41,106,7,78.8,25,57,7,83.3,12,14,5,92.3,24.55,5,0.2,NA,NA,NA,NA,NA,NA,NA,"away",5.5,49.5,0,22,6,17.2,6,14.6,6,-12.7,6,-8.4,10,-1.4,3,-30,-14.9,-4.9,-30.2,32,10.5,24,-3.6,-0.27,4.4,2,48,25,0.91,12,1.14,19,17,8,25,16,2.2,12,3.7,3,20.8,2,15.8,2,49.6,5,-0.1,18.4,45.3,-0.5,9,2.9,5,-3.2,0.54,4.84,7,74,6,0.97,5,1.36,10,16.7,6,13
11,"Deshaun Watson","QB","HOU","NWE",14.8,2,19.7,22.5,34.9,256.1,1.6,0.8,8.2,37.2,0.3,0,0,0,1,2,"CLE",9,14.12,14.1,14.1,14.1,9,211,3180,6.1,15,183,48,44.8,17.2,-65.55,42.1,33.3,"28",17,60.7,8,4.4,129.2,-13.87,68.2,2017,14,5.7,11,32,4.5,8.6,7.7,12.6,224.1,95.1,13,7.8,7,-54.2,9.6,1082,980,82,"29.2%",43,"15.3%",20,"8.2%",13,76,"27.0%",47,87,538,44.8,17.2,6.2,36.2,-26.4,363,2.36,"9","16.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,36,4.5,0,"47","176","1",20,30,66.67,163,1,0,91.4,2,10,5.43,6.1,9,68.1,2,6,0.56,1.7,117,8.4,8.9,12.4,282.1,107,70.6,7.34,7.75,22,39,56.41,155,10,0,12,24,50,43,6,0,"167","245","2107","14","11","","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"home",2,48.5,0,23.25,25,-14.8,26,-12.1,32,16.6,32,13.3,30,27.5,31,5.2,14.7,26.4,2.5,28,7.9,19,-0.6,0.57,4.62,30,79,10,0.51,28,1.41,29,12.4,24,13,22,-9.1,22,-7.2,15,0.9,19,0.2,11,25.3,32,-33.3,2.7,26.5,-30.6,7,2.7,18,0.4,-0.48,3.67,15,67,21,0.47,32,0.91,26,19.1,31,26
11,"DeVante Parker","WR","MIA","DEN",22.7,12,10.6,0,0,0,0,0,0,0,0,4.4,56.1,0.5,2,1,"LAC",9,3.1,5.1,5.1,4.1,9,254,3240,5.3,9,183,56,42.6,8.3,-37.69,38.1,44.4,"34",17,50,10,4.4,128.8,8,66.5,2081,14,4.3,6,36,1.9,6.9,6.9,10.4,231.2,93,22,6,6.1,-51.49,7.9,1307,1011,104,"29.0%",45,"12.5%",26,"8.1%",22,93,"25.9%",53,108,632,42.6,8.3,5.9,29.8,-33.8,277,2.17,"9","31.2",7,2,31,15.5,0,28.6,4.43,9,6.22,4.22,67.9,51.33,12.2,0.33,25,8.3,4.2,51.3,0,4,2,5,2,11.1,3,2,5,2,11.5,"187","121","1451","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left Corner",16.1,66.7,"12.33","1.82","N","plus","away",-3.5,45,1,24.25,31,-29.6,31,-22.5,11,-3.4,11,-2.9,12,0.5,17,-8.7,-0.8,6.4,-10.8,14,3.7,6,5.1,0,4.25,21,70,21,0.79,5,1.02,21,15.1,9,22,10,12.1,13,3.5,19,-0.2,23,-4.9,14,22.9,27,-22,2.1,28.1,-23.2,19,6.9,30,4.5,-0.44,3.48,23,59,31,0.32,31,0.98,31,21.1,13,14
