"proj_week","proj_player","proj_pos","proj_tm","proj_opp","proj_afpa","proj_afpa_rk","proj_ffpts","proj_comp","proj_pass_att","proj_pass_yds","proj_pass_td","proj_int","proj_rush_att","proj_rush_yds","proj_rush_td","proj_rec","proj_rec_yds","proj_rec_td","proj_field","prev_wk_field","prev_wk_opp","prev_wk_g#","prev_wk_rush_att","prev_wk_rush_yds","prev_wk_rush_yds_per_att","prev_wk_rush_td","prev_wk_rec_tgt","prev_wk_rec_rec","prev_wk_rec_yds","prev_wk_rec_yds_per_rec","prev_wk_rec_td","prev_wk_rec_ctch_per","prev_wk_rec_yds_per_tgt","prev_wk_fantasy_fantpt","prev_wk_fantasy_ppr","prev_wk_fantasy_dkpt","prev_wk_fantasy_fdpt","ytd_rush_g","ytd_rush_att","ytd_rush_yds","ytd_rush_td","ytd_rush_1d","ytd_rush_yds_per_att","ytd_rush_yds_per_gm","ytd_rush_fmb","ytd_rec_tm","ytd_rec_pos","ytd_rec_g","ytd_rec_target","ytd_rec_rec","ytd_rec_ctch_per","ytd_rec_yds","ytd_rec_yds_per_rec","ytd_rec_td","ytd_rec_1d","ytd_rec_yds_per_target","ytd_rec_rec_per_gm","ytd_rec_yds_per_gm","ytd_rec_fmb","rushing_twenty_att","rushing_twenty_yds","rushing_twenty_td","rushing_twenty_per_rush","rushing_ten_att","rushing_ten_yds","rushing_ten_td","rushing_ten_per_rush","rushing_five_att","rushing_five_yds","rushing_five_td","rushing_five_per_rush","receiving_twenty_tgt","receiving_twenty_rec","receiving_twenty_yds","receiving_twenty_td","receiving_twenty_per_tgt","receiving_ten_tgt","receiving_ten_rec","receiving_ten_yds","receiving_ten_td","receiving_ten_per_tgt","def_tot_g","def_tot_pf","def_tot_yds","def_tot_yds_per_play","def_tot_to","def_tot_first_dn","def_penalties_pen","def_tot_sc_per","def_tot_to_per","def_tot_exp","def_third_d_per","def_fourth_d_per","def_red_zone_att","def_red_zone_td","def_red_zone_pct","def_rush_td","def_rush_yds_per_att","def_rush_yds_per_gm","def_rush_exp","def_pass_comp_per","def_pass_yds","def_pass_td","def_pass_td_per","def_pass_int","def_pass_defended","def_pass_int_per","def_pass_yds_per_att","def_pass_ayds_per_att","def_pass_yds_per_catch","def_pass_yds_per_gm","def_pass_qb_rating_allowed","def_pass_sacks","def_pass_net_yds_per_att","def_pass_adj_net_yds_per_att","def_pass_exp","def_adv_dadot","def_adv_air","def_adv_yac","def_adv_bltz","def_adv_bltz_per","def_adv_hrry","def_adv_hrry_per","def_adv_qbkd","def_adv_qbkd_per","def_adv_sk","def_adv_prss","def_adv_prss_per","def_adv_mtkl","def_num_dr","def_plays","def_sc_per","def_to_per","def_avg_drive_plays","def_avg_drive_yds","def_avg_drive_start","def_avg_drive_time","def_avg_drive_pts","pts_vs_g","pts_vs_rush_att","pts_vs_rush_yds","pts_vs_rush_td","pts_vs_rec_tgt","pts_vs_rec_rec","pts_vs_rec_yds","pts_vs_rec_td","pts_vs_fantasy_per_game_fdpt","total_touches","high_value_touches","high_value_touches_per"
14,"Kareem Hunt","RB","CLE","BAL",16.4,12,10.7,0,0,0,0,0,9.2,37.1,0.2,3.3,24.2,0.4,1,2,"TEN",12,14,33,2.36,0,3,3,24,8,0,100,8,5.7,8.7,8.7,7.2,12,14.25,61.58,0.33,38,4.3,61.6,1,"CLE","RB",12,2.92,2.08,71.4,14.58,7,0.33,13,5,2.1,14.6,1,35,96,4,53.8,15,14,3,46.9,8,3,2,44.4,8,6,36,4,17.4,5,4,25,4,16.7,12,231,4052,5.2,18,263,54,30,13.1,-20.25,35.8,44.4,"34",21,61.8,8,4.4,111.6,16.47,65.4,2713,17,3.7,7,45,1.5,6.4,6.5,9.8,226.1,89.3,28,5.6,5.6,-49.45,7.5,1570,1414,211,"42.2%",44,"8.8%",45,"9.8%",28,117,"23.4%",100,130,806,30,13.1,6.2,31,-25.8,284,1.7,"12","250","1076","4","88","64","444","3","18.2",17.17,4.17,0.24
14,"Duke Johnson","RB","HOU","CHI",11.7,5,10.5,0,0,0,0,0,11.2,35,0.3,3.8,26.7,0.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,6.9,20.9,0.1,9,3,20.9,2,"HOU","RB",10,3.3,2.6,78.8,19.6,7.5,0.1,7,5.9,2.6,19.6,2,4,4,1,11.8,3,6,1,13.6,1,1,1,6.3,8,7,2,0,15.4,3,2,-1,0,10.3,12,284,4254,5.4,12,257,74,38.6,8.6,-57.25,36.1,70.6,"42",22,52.4,9,4,116.1,14.92,62.2,2861,19,4.5,7,54,1.7,7.1,7.3,11.4,238.4,91.7,23,6.4,6.6,-74.91,9.2,1898,1259,102,"22.0%",32,"6.9%",29,"6.9%",23,84,"18.1%",75,140,824,38.6,8.6,5.9,30.4,-29.9,279,1.96,"12","293","1195","9","70","49","331","0","18.9",10.2,3.6,0.35
14,"Raheem Mostert","RB","SFO","WAS",13.2,6,10.4,0,0,0,0,0,11.8,55.2,0.3,1.6,15.1,0.1,1,1,"BUF",12,9,42,4.67,0,1,1,1,1,0,100,1,4.3,5.3,5.3,4.8,6,12.67,64.67,0.33,14,5.1,64.7,1,"SFO","RB",6,2.5,2.33,93.3,25.17,10.8,0.17,5,10.1,2.3,25.2,1,8,18,1,14.8,5,9,1,16.7,4,1,0,23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,260,3731,5,14,217,67,35.8,10.2,7.02,38.1,33.3,"34",16,47.1,9,4.1,107.1,10.8,64.4,2446,18,4.5,11,40,2.8,6.8,6.5,10.6,203.8,87.7,36,5.7,5.3,-2.6,8.7,1601,1200,138,"30.9%",42,"9.4%",25,"6.3%",36,103,"23.0%",95,137,768,35.8,10.2,5.6,27.1,-29.4,276,1.86,"12","255","987","5","62","46","296","3","16.4",15.17,3.33,0.22
14,"JD McKissic","RB","WAS","SFO",15.6,9,10.4,0,0,0,0,0,3.6,15.9,0.1,6.4,43.9,0.2,2,2,"PIT",12,5,8,1.6,0,10,10,70,7,0,100,7,7.8,17.8,17.8,12.8,12,4.58,19.25,0.08,17,4.2,19.3,3,"WAS","RB",12,6.5,4.67,71.8,34,7.3,0,22,5.2,4.7,34,3,11,24,1,17.7,3,4,1,8.3,2,2,1,8.7,4,2,13,0,10.5,0,0,0,0,0,12,288,3916,5.3,17,243,61,40.2,12.1,-36.66,38,61.5,"32",19,59.4,8,3.9,106.4,29.81,66.2,2639,21,5.5,10,48,2.6,7.2,7.1,10.9,219.9,94.6,21,6.5,6.4,-69.24,7.6,1507,1249,141,"32.6%",48,"11.1%",31,"8.1%",21,100,"23.1%",51,132,758,40.2,12.1,5.7,29.5,-29.8,277,2.08,"12","236","862","6","72","57","449","3","17.6",11.08,6.75,0.61
14,"Miles Sanders","RB","PHI","NOR",9.7,1,10.3,0,0,0,0,0,11.7,51.7,0.2,2.6,21.7,0.1,1,2,"GNB",12,10,31,3.1,0,1,0,0,NA,0,0,0,3.1,3.1,3.1,3.1,9,13.11,70.11,0.33,31,5.3,70.1,3,"PHI","RB",9,4.33,2.11,48.7,13.67,6.5,0,6,3.2,2.1,13.7,3,13,54,2,35.1,8,10,2,36.4,3,3,1,42.9,1,1,11,0,2.2,0,0,0,0,0,12,241,3466,4.9,19,223,49,35.7,12.4,-20.42,39.2,55,"33",22,66.7,5,3.3,76.1,34.31,60.9,2553,21,5.2,13,58,3.2,6.9,6.5,11.3,212.8,85.6,36,5.8,5.5,-60.3,9.3,1785,1134,141,"31.5%",42,"9.4%",36,"9.0%",36,114,"25.4%",66,129,737,35.7,12.4,5.7,26.8,-26.4,276,1.88,"12","241","831","3","67","51","290","2","14.0",17.44,5.22,0.3
14,"Todd Gurley","RB","ATL","LAC",22.1,27,10.2,0,0,0,0,0,12.5,47.1,0.7,1.7,7.6,0,2,1,"NOR",12,8,16,2,0,1,1,4,4,0,100,4,2,3,3,2.5,11,15.91,56.91,0.82,38,3.6,56.9,2,"ATL","RB",11,2.27,1.55,68,7.82,5.1,0,3,3.4,1.5,7.8,2,46,90,8,71.9,19,50,8,76,10,16,5,76.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,345,4063,5.5,12,237,73,44,8.2,-52.21,40.5,50,"41",25,61,13,4.6,124.2,2.95,63.1,2573,24,6,6,39,1.5,6.8,7.3,10.7,214.4,96.6,21,6.1,6.6,-64.85,8.8,1857,1106,79,"17.8%",45,"10.2%",34,"8.5%",21,100,"22.6%",83,134,765,44,8.2,5.7,30.2,-33.3,276,2.43,"12","247","1216","7","93","71","422","3","21.4",18.18,4,0.22
14,"Nyheim Hines","RB","IND","LVR",20.5,23,10.2,0,0,0,0,0,5.2,20.3,0.3,3.2,29.6,0.3,2,2,"HOU",12,6,10,1.67,1,3,3,22,7.33,0,100,7.33,9.2,12.2,12.2,10.7,12,5.58,18.17,0.25,15,3.3,18.2,0,"IND","RB",12,4.83,3.92,81,32,8.2,0.33,21,6.6,3.9,32,0,19,43,3,31.1,13,15,2,39.4,5,6,1,26.3,8,6,44,2,15.1,2,2,13,1,11.8,12,347,4538,5.8,15,287,77,48.8,11.4,-138.42,48.3,85.7,"50",34,68,19,4.5,121.1,-34.79,62.6,3085,20,4.5,10,59,2.3,7.1,7,11.4,257.1,89.6,15,6.7,6.6,-111.52,7.6,1865,1504,98,"20.4%",57,"11.9%",38,"8.6%",15,110,"22.9%",102,123,803,48.8,11.4,6.5,36.9,-28.4,289,2.73,"12","257","1210","14","95","66","521","2","25.3",10.41,5.91,0.57
14,"Damien Harris","RB","NWE","LAR",11.5,4,9.9,0,0,0,0,0,12.9,64.8,0.4,0.9,5.8,0,2,2,"LAC",12,16,80,5,0,1,1,15,15,0,100,15,9.5,10.5,10.5,10,10,13.7,69.1,0.2,30,5,69.1,1,"NWE","RB",10,0.7,0.5,71.4,5.2,10.4,0,4,7.4,0.5,5.2,1,19,70,1,20.7,11,38,1,19,3,1,0,12,1,0,0,0,2.6,0,0,0,0,0,13,246,3716,4.6,21,233,61,27.5,14.1,77.94,34.3,40,"37",22,59.5,10,3.9,94.2,24.82,62.4,2492,14,3.1,13,56,2.8,6.1,5.4,9.7,191.7,77.7,42,5,4.4,46.67,7.3,1315,1444,138,"26.4%",35,"6.7%",39,"8.5%",42,116,"22.2%",68,149,835,27.5,14.1,5.6,24.9,-28.8,267,1.47,"13","262","1024","7","94","64","458","1","16.9",14.4,1.8,0.13
14,"Devin Singletary","RB","BUF","PIT",14.4,8,9.4,0,0,0,0,0,11.1,50.7,0.2,2.2,16.3,0.1,1,2,"SFO",12,18,61,3.39,0,4,3,22,7.33,0,75,5.5,8.3,11.3,11.3,9.8,12,10.67,45.33,0.08,35,4.3,45.3,1,"BUF","RB",12,3.58,2.58,72.1,19.08,7.4,0,6,5.3,2.6,19.1,1,16,49,1,27.6,7,5,1,20.6,4,1,1,21.1,5,3,10,0,9.1,0,0,0,0,0,12,211,3606,4.9,23,205,81,27.1,15.7,60.62,36.1,29.4,"30",17,56.7,7,4.2,100.7,11.99,56,2398,17,4.2,16,64,3.9,6.6,5.7,11.8,199.8,73.8,44,5.3,4.5,44.35,9,1655,1053,189,"40.2%",66,"14.0%",49,"12.0%",44,159,"33.8%",73,140,757,27.1,15.7,5.4,25.7,-27.6,264,1.5,"12","240","922","7","63","44","302","1","16.0",14.25,4.16,0.29
14,"Jamaal Williams","RB","GNB","DET",29.2,32,9.4,0,0,0,0,0,9,42.1,0.2,2.3,23.6,0.1,2,1,"PHI",12,5,26,5.2,0,2,2,10,5,0,100,5,3.6,5.6,5.6,4.6,11,9.36,39.55,0.18,25,4.2,39.5,0,"GNB","RB",11,3,2.64,87.9,20.18,7.7,0.09,10,6.7,2.6,20.2,0,19,55,2,35.8,10,17,1,37,5,-1,1,35.7,3,3,8,1,5.1,2,2,3,1,5.4,12,358,4747,6,12,300,76,44.1,9.4,-161.18,44.6,57.1,"48",33,68.8,20,4.5,133.9,-28.22,66.7,3140,23,5.5,7,39,1.7,7.9,8.3,11.9,261.7,102.2,18,7.3,7.6,-138.6,8.8,1991,1499,99,"22.2%",40,"9.0%",27,"6.5%",18,85,"19.1%",98,127,809,44.1,9.4,6.4,37.5,-27.3,299,2.68,"12","294","1351","16","82","59","582","7","30.2",12.36,3.91,0.32
14,"Peyton Barber","RB","WAS","SFO",15.6,9,9.2,0,0,0,0,0,19.2,54.5,0.6,0.4,2.3,0,2,2,"PIT",12,14,23,1.64,1,0,0,0,NA,0,0,NA,8.3,8.3,8.3,8.3,12,6.08,16.33,0.25,19,2.7,16.3,0,"WAS","RB",12,0.25,0.17,66.7,0.92,5.5,0,1,3.7,0.2,0.9,0,14,22,3,22.6,10,15,3,27.8,7,5,3,30.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,288,3916,5.3,17,243,61,40.2,12.1,-36.66,38,61.5,"32",19,59.4,8,3.9,106.4,29.81,66.2,2639,21,5.5,10,48,2.6,7.2,7.1,10.9,219.9,94.6,21,6.5,6.4,-69.24,7.6,1507,1249,141,"32.6%",48,"11.1%",31,"8.1%",21,100,"23.1%",51,132,758,40.2,12.1,5.7,29.5,-29.8,277,2.08,"12","236","862","6","72","57","449","3","17.6",6.33,1.08,0.17
14,"Latavius Murray","RB","NOR","PHI",16.8,15,9,0,0,0,0,0,13,57.2,0.4,1.2,5.8,0,2,2,"ATL",12,5,17,3.4,0,2,2,0,0,0,100,0,1.7,3.7,3.7,2.7,12,10.5,47.33,0.33,30,4.5,47.3,1,"NOR","RB",12,1.58,1.42,89.5,11,7.8,0,5,6.9,1.4,11,1,24,88,3,28.6,11,37,3,22.4,3,4,1,14.3,3,2,6,0,4.8,0,0,0,0,0,12,307,4165,5.2,11,256,85,37.4,6.8,-47.04,37.3,40,"38",25,65.8,17,4.2,129.9,8.19,67.2,2606,17,4.3,3,31,0.8,7.3,7.8,10.8,217.2,99.6,38,6,6.5,-56.85,8,1670,1313,101,"22.7%",36,"8.1%",37,"9.4%",38,111,"25.0%",82,147,825,37.4,6.8,5.6,28.2,-31.2,276,2.05,"12","284","1057","12","54","44","349","0","19.4",12.08,2.5,0.21
14,"Chase Edmonds","RB","ARI","NYG",16.9,16,8.6,0,0,0,0,0,7,29.5,0.1,3.3,23.5,0.2,2,1,"LAR",12,6,28,4.67,0,5,2,15,7.5,0,40,3,4.3,6.3,6.3,5.3,12,6.33,31,0.08,19,4.9,31,2,"ARI","RB",12,4.33,3.5,80.8,27.17,7.8,0.25,19,6.3,3.5,27.2,2,9,22,0,12.7,2,2,0,5,1,-1,0,4.3,8,8,69,3,19.5,3,3,15,3,11.5,12,265,4068,5.4,20,256,62,39.8,14.6,-31.93,42.1,64.3,"39",21,53.8,10,4,96.7,5.4,67.1,2908,17,3.9,10,66,2.3,7.3,7,10.9,242.3,91.8,32,6.2,6,-51.06,7.6,1850,1456,134,"27.9%",39,"8.1%",50,"11.5%",32,121,"25.2%",69,123,784,39.8,14.6,6.4,33.1,-27.3,296,2.07,"12","228","966","7","101","74","622","4","21.7",10.66,4.5,0.42
14,"Frank Gore","RB","NYJ","SEA",21,25,7.2,0,0,0,0,0,10.9,38.6,0.1,2,15.8,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,11.83,43.58,0.08,27,3.7,43.6,0,"NYJ","RB",12,1.33,1.08,81.3,5.83,5.4,0,0,4.4,1.1,5.8,0,15,39,1,44.1,5,13,1,35.7,2,3,1,22.2,2,1,6,0,8.3,0,0,0,0,0,12,321,4889,5.8,17,301,74,43.6,12,-107.18,47.5,47.4,"46",31,67.4,16,4,97.7,-7.77,68,3717,21,4.1,11,59,2.1,7.6,7.4,11.1,309.8,95,33,6.8,6.7,-114.56,8.2,2363,1553,202,"35.4%",51,"8.9%",41,"8.0%",33,125,"21.9%",81,133,866,43.6,12,6.5,36.8,-26.2,284,2.42,"12","222","889","11","92","74","550","3","22.2",13.16,1.75,0.13
14,"Tony Pollard","RB","DAL","CIN",15.7,10,7.1,0,0,0,0,0,7.3,35.6,0.2,1.7,10.5,0,2,2,"BAL",12,8,22,2.75,0,1,1,6,6,0,100,6,2.8,3.8,3.8,3.3,12,5.33,25,0.17,18,4.7,25,0,"DAL","RB",12,1.83,1.33,72.7,7.83,5.9,0,5,4.3,1.3,7.8,0,5,12,1,10.9,1,3,1,3.1,1,3,1,4.3,3,2,11,0,5.4,0,0,0,0,0,12,308,4698,6,12,268,78,43.4,8.8,-106.42,42.7,63.6,"45",29,64.4,9,4.7,134.3,-12.98,62.9,3087,23,5.4,9,58,2.1,7.3,7.5,11.7,257.3,94.2,13,7,7.1,-100.56,8.7,1843,1304,146,"31.7%",34,"7.4%",31,"7.2%",13,78,"17.0%",86,136,817,43.4,8.8,6,34.6,-29.2,276,2.24,"12","285","1425","7","66","46","360","2","21.1",7.16,1.91,0.27
14,"James White","RB","NWE","LAR",11.5,4,6.7,0,0,0,0,0,1.9,7.1,0.1,3.9,29.1,0.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2.64,9.45,0.18,5,3.6,9.5,1,"NWE","",11,4.36,3.45,79.2,24.45,7.1,0,13,5.6,3.5,24.5,1,4,16,2,4.3,3,9,2,5.2,1,1,1,4,5,4,6,0,13.2,2,2,-1,0,12.5,13,246,3716,4.6,21,233,61,27.5,14.1,77.94,34.3,40,"37",22,59.5,10,3.9,94.2,24.82,62.4,2492,14,3.1,13,56,2.8,6.1,5.4,9.7,191.7,77.7,42,5,4.4,46.67,7.3,1315,1444,138,"26.4%",35,"6.7%",39,"8.5%",42,116,"22.2%",68,149,835,27.5,14.1,5.6,24.9,-28.8,267,1.47,"13","262","1024","7","94","64","458","1","16.9",7,4.63,0.66
14,"Adrian Peterson","RB","DET","GNB",22.1,28,6.6,0,0,0,0,0,9.3,39.9,0.3,0.5,4.1,0,1,2,"CHI",12,16,57,3.56,2,1,0,0,NA,0,0,0,17.7,17.7,17.7,17.7,12,11.25,41.75,0.5,29,3.7,41.8,0,"DET","RB",12,1.42,0.92,64.7,6.5,7.1,0,3,4.6,0.9,6.5,0,27,61,6,56.3,15,29,6,53.6,8,4,4,57.1,1,0,0,0,1.8,1,0,0,0,4,12,299,4071,5.6,13,249,64,40.2,10.7,-78.14,38.7,53.3,"36",24,66.7,11,4.6,114.6,-25.52,64.6,2696,21,5.3,8,48,2,7.4,7.5,11.4,224.7,95.9,31,6.4,6.5,-53.67,7.9,1637,1411,111,"24.8%",41,"9.2%",26,"6.6%",31,98,"21.9%",89,122,741,40.2,10.7,6.1,33.4,-28.6,281,2.25,"12","257","1180","11","84","68","601","5","26.0",12.67,2.67,0.21
14,"Phillip Lindsay","RB","DEN","CAR",14.4,7,6.2,0,0,0,0,0,10.7,47.4,0.2,0.2,1.2,0,2,2,"KAN",12,14,26,1.86,0,1,0,0,NA,0,0,0,2.6,2.6,2.6,2.6,9,10.67,48.89,0.11,16,4.6,48.9,0,"DEN","RB",9,1,0.22,22.2,1.56,7,0,1,1.6,0.2,1.6,0,5,5,0,15.6,3,0,0,16.7,3,0,0,30,1,1,11,0,2.4,0,0,0,0,0,12,300,4372,5.7,17,277,69,48.7,13.7,-104.85,51.3,66.7,"45",27,60,14,4.6,115.1,-4.19,68.7,2991,19,4.2,5,45,1.1,6.9,7.3,10.1,249.3,97.5,18,6.4,6.7,-106.9,7.4,1974,1451,109,"22.6%",44,"9.1%",31,"6.9%",18,93,"19.3%",92,117,796,48.7,13.7,6.8,37.1,-30.4,360,2.59,"12","257","1200","10","90","72","487","2","22.6",11.67,1.33,0.11
14,"Carlos Hyde","RB","SEA","NYJ",16.3,11,6.1,0,0,0,0,0,6.9,26,0.3,1.6,8.4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8.86,32.43,0.43,16,3.7,32.4,1,"SEA","RB",7,2.29,1.86,81.3,9.57,5.2,0,3,4.2,1.9,9.6,1,7,29,2,17.5,4,6,2,17.4,3,4,2,18.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,353,4785,5.8,15,291,78,46.2,11.4,-137.09,45.8,50,"46",25,54.3,13,3.8,107.8,26.9,70.5,3492,24,5.3,8,50,1.8,7.9,8.2,11.2,291,104.1,20,7.4,7.6,-170.97,7.9,2066,1604,197,"40.5%",44,"9.0%",35,"7.7%",20,99,"20.3%",105,132,847,46.2,11.4,6.4,36.2,-30.8,361,2.51,"12","275","1119","8","96","77","471","1","20.6",11.15,2.86,0.26
14,"Darrell Henderson","RB","LAR","NWE",20.1,21,6,0,0,0,0,0,5.3,25.1,0.2,1.2,11.8,0.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,9.62,43.38,0.38,37,4.5,43.4,0,"LAR","RB",13,1.77,1.15,65.2,11.85,10.3,0.08,8,6.7,1.2,11.8,0,30,79,4,37.5,20,36,4,36.4,9,8,4,36,4,3,20,1,8.7,1,1,2,0,5.3,13,279,4453,5.7,19,261,69,39.4,15,-66.3,40.1,36.4,"38",24,63.2,12,4.4,124,-15.65,66,2841,17,4.3,15,46,3.8,7.5,6.7,11.4,218.5,87,19,6.9,6.1,-51.12,8.5,1499,1404,107,"24.0%",68,"15.2%",35,"8.9%",19,122,"27.4%",70,127,804,39.4,15,6.3,34.9,-25.2,362,2.09,"13","298","1343","9","76","59","407","1","20.2",11.39,3.31,0.29
14,"Lynn Bowden","RB","MIA","KAN",20.3,22,6,0,0,0,0,0,1.2,4.5,0,3.1,32.7,0.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,0,1.4,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,254,4298,5.6,19,259,73,36.6,15.4,-66.87,42,66.7,"33",25,75.8,10,4.8,132.4,-41.22,63,2709,19,4.7,14,42,3.4,6.9,6.3,11,225.8,84.6,20,6.3,5.7,-38.05,8.4,1469,1499,171,"37.7%",47,"10.4%",43,"10.5%",20,110,"24.3%",92,123,784,36.6,15.4,6.4,34.8,-25.3,296,2.04,"12","276","1281","6","78","60","520","2","21.2",NA,NA,NA
14,"Ty Johnson","RB","NYJ","SEA",21,25,6,0,0,0,0,0,8.2,37.6,0.2,1.2,6.8,0,2,1,"LVR",12,22,104,4.73,1,2,2,13,6.5,0,100,6.5,17.7,19.7,22.7,18.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,23,1,20.6,4,4,1,28.6,4,4,1,44.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,321,4889,5.8,17,301,74,43.6,12,-107.18,47.5,47.4,"46",31,67.4,16,4,97.7,-7.77,68,3717,21,4.1,11,59,2.1,7.6,7.4,11.1,309.8,95,33,6.8,6.7,-114.56,8.2,2363,1553,202,"35.4%",51,"8.9%",41,"8.0%",33,125,"21.9%",81,133,866,43.6,12,6.5,36.8,-26.2,284,2.42,"12","222","889","11","92","74","550","3","22.2",NA,NA,NA
14,"Zack Moss","RB","BUF","PIT",14.4,8,5.9,0,0,0,0,0,8.1,29.4,0.2,1.2,7.5,0.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,7.89,32.44,0.33,19,4.1,32.4,0,"BUF","",9,1.67,1.33,80,9.11,6.8,0.11,4,5.5,1.3,9.1,0,18,46,3,31,11,29,3,32.4,6,9,2,31.6,2,1,4,1,3.6,2,1,4,1,6.3,12,211,3606,4.9,23,205,81,27.1,15.7,60.62,36.1,29.4,"30",17,56.7,7,4.2,100.7,11.99,56,2398,17,4.2,16,64,3.9,6.6,5.7,11.8,199.8,73.8,44,5.3,4.5,44.35,9,1655,1053,189,"40.2%",66,"14.0%",49,"12.0%",44,159,"33.8%",73,140,757,27.1,15.7,5.4,25.7,-27.6,264,1.5,"12","240","922","7","63","44","302","1","16.0",9.56,2.89,0.3
14,"Jeff Wilson","RB","SFO","WAS",13.2,6,5.9,0,0,0,0,0,7.2,26.2,0.3,1,10.1,0.1,1,1,"BUF",12,7,47,6.71,0,5,2,12,6,0,40,2.4,5.9,7.9,7.9,6.9,8,7.12,31.25,0.5,15,4.4,31.3,1,"SFO","RB",8,1.5,1,66.7,10.88,10.9,0.12,4,7.3,1,10.9,1,14,50,4,25.9,7,24,3,23.3,4,6,2,23.5,3,2,35,1,5.2,1,0,0,0,3.2,12,260,3731,5,14,217,67,35.8,10.2,7.02,38.1,33.3,"34",16,47.1,9,4.1,107.1,10.8,64.4,2446,18,4.5,11,40,2.8,6.8,6.5,10.6,203.8,87.7,36,5.7,5.3,-2.6,8.7,1601,1200,138,"30.9%",42,"9.4%",25,"6.3%",36,103,"23.0%",95,137,768,35.8,10.2,5.6,27.1,-29.4,276,1.86,"12","255","987","5","62","46","296","3","16.4",8.62,2.38,0.28
14,"Ito Smith","RB","ATL","LAC",22.1,27,5.4,0,0,0,0,0,5.9,27,0.1,2,10.1,0,2,1,"NOR",12,8,36,4.5,0,2,1,-2,-2,0,50,-1,3.4,4.4,4.4,3.9,10,3.3,14.7,0.1,5,4.5,14.7,0,"ATL","",10,1.7,1.2,70.6,5.1,4.3,0,2,3,1.2,5.1,0,6,22,1,9.4,3,12,1,12,1,-2,0,7.7,5,4,1,0,8.8,2,2,-4,0,7.4,12,345,4063,5.5,12,237,73,44,8.2,-52.21,40.5,50,"41",25,61,13,4.6,124.2,2.95,63.1,2573,24,6,6,39,1.5,6.8,7.3,10.7,214.4,96.6,21,6.1,6.6,-64.85,8.8,1857,1106,79,"17.8%",45,"10.2%",34,"8.5%",21,100,"22.6%",83,134,765,44,8.2,5.7,30.2,-33.3,276,2.43,"12","247","1216","7","93","71","422","3","21.4",5,2,0.4
14,"LeVeon Bell","RB","KAN","MIA",16.7,13,4.9,0,0,0,0,0,6.7,24.2,0.1,1.3,8.9,0,2,1,"DEN",12,11,40,3.64,0,3,2,15,7.5,0,66.7,5,5.5,7.5,7.5,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,19,1,NA,4,10,1,NA,2,3,0,NA,4,3,-2,0,6.7,1,0,0,0,2.7,12,212,4262,5.6,21,249,68,26.3,15.8,-2.75,32.2,45.5,"36",21,58.3,13,4.6,122.4,-28.77,62.4,2793,14,3.4,13,63,3.2,7.4,6.7,11.9,232.8,83.1,31,6.3,5.6,23.99,8.8,1590,1485,189,"41.1%",40,"8.7%",41,"10.0%",31,112,"24.3%",80,133,774,26.3,15.8,5.8,32,-25.5,280,1.6,"12","263","1161","8","66","54","404","1","19.6",NA,NA,NA
