"proj_week","proj_player","proj_pos","proj_tm","proj_opp","proj_afpa","proj_afpa_rk","proj_ffpts","proj_comp","proj_pass_att","proj_pass_yds","proj_pass_td","proj_int","proj_rush_att","proj_rush_yds","proj_rush_td","proj_rec","proj_rec_yds","proj_rec_td","proj_field","prev_wk_field","prev_wk_opp","prev_wk_g#","prev_wk_rush_att","prev_wk_rush_yds","prev_wk_rush_yds_per_att","prev_wk_rush_td","prev_wk_rec_tgt","prev_wk_rec_rec","prev_wk_rec_yds","prev_wk_rec_yds_per_rec","prev_wk_rec_td","prev_wk_rec_ctch_per","prev_wk_rec_yds_per_tgt","prev_wk_fantasy_fantpt","prev_wk_fantasy_ppr","prev_wk_fantasy_dkpt","prev_wk_fantasy_fdpt","ytd_rush_g","ytd_rush_att","ytd_rush_yds","ytd_rush_td","ytd_rush_1d","ytd_rush_yds_per_att","ytd_rush_yds_per_gm","ytd_rush_fmb","ytd_rec_tm","ytd_rec_pos","ytd_rec_g","ytd_rec_target","ytd_rec_rec","ytd_rec_ctch_per","ytd_rec_yds","ytd_rec_yds_per_rec","ytd_rec_td","ytd_rec_1d","ytd_rec_yds_per_target","ytd_rec_rec_per_gm","ytd_rec_yds_per_gm","ytd_rec_fmb","rushing_twenty_att","rushing_twenty_yds","rushing_twenty_td","rushing_twenty_per_rush","rushing_ten_att","rushing_ten_yds","rushing_ten_td","rushing_ten_per_rush","rushing_five_att","rushing_five_yds","rushing_five_td","rushing_five_per_rush","receiving_twenty_tgt","receiving_twenty_rec","receiving_twenty_yds","receiving_twenty_td","receiving_twenty_per_tgt","receiving_ten_tgt","receiving_ten_rec","receiving_ten_yds","receiving_ten_td","receiving_ten_per_tgt","def_tot_g","def_tot_pf","def_tot_yds","def_tot_yds_per_play","def_tot_to","def_tot_first_dn","def_penalties_pen","def_tot_sc_per","def_tot_to_per","def_tot_exp","def_third_d_per","def_fourth_d_per","def_red_zone_att","def_red_zone_td","def_red_zone_pct","def_rush_td","def_rush_yds_per_att","def_rush_yds_per_gm","def_rush_exp","def_pass_comp_per","def_pass_yds","def_pass_td","def_pass_td_per","def_pass_int","def_pass_defended","def_pass_int_per","def_pass_yds_per_att","def_pass_ayds_per_att","def_pass_yds_per_catch","def_pass_yds_per_gm","def_pass_qb_rating_allowed","def_pass_sacks","def_pass_net_yds_per_att","def_pass_adj_net_yds_per_att","def_pass_exp","def_adv_dadot","def_adv_air","def_adv_yac","def_adv_bltz","def_adv_bltz_per","def_adv_hrry","def_adv_hrry_per","def_adv_qbkd","def_adv_qbkd_per","def_adv_sk","def_adv_prss","def_adv_prss_per","def_adv_mtkl","def_num_dr","def_plays","def_sc_per","def_to_per","def_avg_drive_plays","def_avg_drive_yds","def_avg_drive_start","def_avg_drive_time","def_avg_drive_pts","pts_vs_g","pts_vs_rush_att","pts_vs_rush_yds","pts_vs_rush_td","pts_vs_rec_tgt","pts_vs_rec_rec","pts_vs_rec_yds","pts_vs_rec_td","pts_vs_fantasy_per_game_fdpt","total_touches","high_value_touches","high_value_touches_per"
14,"Malcolm Brown","RB","LAR","NWE",20.1,21,4.3,0,0,0,0,0,2.6,10.7,0.2,1.5,10.5,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,6.92,28.31,0.38,26,4.1,28.3,1,"LAR","",13,2.15,1.54,71.4,11.54,7.5,0,9,5.4,1.5,11.5,1,16,54,5,20,10,26,5,18.2,4,5,4,16,4,2,1,0,8.7,1,0,0,0,5.3,13,279,4453,5.7,19,261,69,39.4,15,-66.3,40.1,36.4,"38",24,63.2,12,4.4,124,-15.65,66,2841,17,4.3,15,46,3.8,7.5,6.7,11.4,218.5,87,19,6.9,6.1,-51.12,8.5,1499,1404,107,"24.0%",68,"15.2%",35,"8.9%",19,122,"27.4%",70,127,804,39.4,15,6.3,34.9,-25.2,362,2.09,"13","298","1343","9","76","59","407","1","20.2",9.07,2.92,0.32
14,"Brian Hill","RB","ATL","LAC",22.1,27,4.2,0,0,0,0,0,5.2,22.2,0.1,1.3,8.9,0,2,1,"NOR",12,5,18,3.6,0,0,0,0,NA,0,0,NA,1.8,1.8,1.8,1.8,12,6.5,27.83,0.08,15,4.3,27.8,1,"ATL","RB",12,1.75,1.33,76.2,9.25,6.9,0,3,5.3,1.3,9.3,1,5,10,0,7.8,3,9,0,12,2,3,0,15.4,1,1,4,0,1.8,0,0,0,0,0,12,345,4063,5.5,12,237,73,44,8.2,-52.21,40.5,50,"41",25,61,13,4.6,124.2,2.95,63.1,2573,24,6,6,39,1.5,6.8,7.3,10.7,214.4,96.6,21,6.1,6.6,-64.85,8.8,1857,1106,79,"17.8%",45,"10.2%",34,"8.5%",21,100,"22.6%",83,134,765,44,8.2,5.7,30.2,-33.3,276,2.43,"12","247","1216","7","93","71","422","3","21.4",8.25,2,0.24
14,"Patrick Laird","RB","MIA","KAN",20.3,22,4.1,0,0,0,0,0,6.5,20,0,1.6,10.1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0.58,2.75,0,1,4.7,2.8,1,"MIA","",12,0.75,0.58,77.8,4.33,7.4,0,2,5.8,0.6,4.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,254,4298,5.6,19,259,73,36.6,15.4,-66.87,42,66.7,"33",25,75.8,10,4.8,132.4,-41.22,63,2709,19,4.7,14,42,3.4,6.9,6.3,11,225.8,84.6,20,6.3,5.7,-38.05,8.4,1469,1499,171,"37.7%",47,"10.4%",43,"10.5%",20,110,"24.3%",92,123,784,36.6,15.4,6.4,34.8,-25.3,296,2.04,"12","276","1281","6","78","60","520","2","21.2",1.33,NA,NA
14,"Devontae Booker","RB","LVR","IND",18.9,19,4,0,0,0,0,0,5,21.8,0.2,0.7,5.3,0,1,2,"NYJ",12,16,50,3.13,0,2,1,1,1,0,50,0.5,5.1,6.1,6.1,5.6,12,6.25,31.33,0.25,18,5,31.3,1,"LVR","RB",12,1.33,1,75,5.42,5.4,0,1,4.1,1,5.4,1,13,40,1,20.3,2,9,1,6.9,0,0,0,0,2,2,2,0,4.1,2,2,2,0,6.5,12,273,3828,5.3,19,237,66,34.9,14.3,-40.47,40.7,55.6,"38",25,65.8,14,3.8,100.9,11.37,63.5,2617,15,3.9,13,61,3.4,7.3,6.6,11.5,218.1,84.4,28,6.4,5.7,-51.59,8.3,1657,1224,81,"18.5%",53,"12.1%",25,"6.5%",28,106,"24.3%",53,126,747,34.9,14.3,5.9,30.3,-25.6,286,1.97,"12","254","974","9","67","53","320","4","19.7",7.58,1.5,0.2
14,"Gus Edwards","RB","BAL","CLE",17.6,17,4,0,0,0,0,0,4.3,23.1,0.2,0.3,3.4,0,2,1,"DAL",12,7,101,14.43,0,0,0,0,NA,0,0,NA,10.1,10.1,13.1,10.1,12,8.42,40.58,0.33,28,4.8,40.6,1,"BAL","RB",12,0.58,0.25,42.9,3.5,14,0,1,6,0.3,3.5,1,15,19,4,22.4,12,18,4,30.8,8,2,3,53.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,321,4335,5.5,20,277,65,42.7,16.1,-93.5,43.2,86.4,"49",30,61.2,11,4.1,104.3,-11.41,65.3,3083,25,5.5,10,58,2.2,7.2,7.3,11.1,256.9,95.8,30,6.4,6.5,-89.98,8.3,1906,1481,112,"22.4%",42,"8.4%",18,"4.0%",30,90,"18.0%",67,124,809,42.7,16.1,6.5,34.8,-30.2,290,2.48,"12","241","984","9","68","55","432","1","18.6",9,1.58,0.18
14,"Boston Scott","RB","PHI","NOR",9.7,1,3.9,0,0,0,0,0,2.3,9,0.1,1.7,15.3,0.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,5,23.83,0.08,13,4.8,23.8,1,"PHI","RB",12,2.42,1.75,72.4,15,8.6,0.08,7,6.2,1.8,15,1,8,20,0,21.6,4,14,0,18.2,1,-1,0,14.3,5,3,25,1,10.9,2,1,6,0,11.8,12,241,3466,4.9,19,223,49,35.7,12.4,-20.42,39.2,55,"33",22,66.7,5,3.3,76.1,34.31,60.9,2553,21,5.2,13,58,3.2,6.9,6.5,11.3,212.8,85.6,36,5.8,5.5,-60.3,9.3,1785,1134,141,"31.5%",42,"9.4%",36,"9.0%",36,114,"25.4%",66,129,737,35.7,12.4,5.7,26.8,-26.4,276,1.88,"12","241","831","3","67","51","290","2","14.0",7.42,2.75,0.37
14,"Rodney Smith","RB","CAR","DEN",20.6,24,3.8,0,0,0,0,0,5.8,21.4,0.2,0.3,2.4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,20,0,5,3.3,20,1,"CAR","",3,0.67,0.33,50,0.67,2,0,0,1,0.3,0.7,1,3,9,0,4.2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,320,4202,5.3,11,244,71,42.9,7.9,-50.47,38.9,44.4,"44",21,47.7,14,4.6,131.5,-9.7,65.1,2624,16,3.8,8,50,1.9,6.8,6.7,10.4,218.7,89.5,32,5.9,5.8,-46.24,8.1,1626,1288,136,"29.0%",58,"12.4%",31,"7.5%",32,121,"25.8%",64,140,827,42.9,7.9,5.9,29.9,-32.8,282,2.14,"12","283","1239","9","78","56","364","1","20.5",6.67,0.67,0.1
14,"CJ Prosise","RB","HOU","CHI",11.7,5,3.8,0,0,0,0,0,4.8,11.1,0.1,1.6,12.2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,1.89,0,0,1.9,1.9,1,"HOU","",9,0.44,0.44,100,0.89,2,0.11,1,2,0.4,0.9,1,3,1,0,8.8,2,0,0,9.1,1,-1,0,6.3,1,1,2,1,1.9,1,1,2,1,3.4,12,284,4254,5.4,12,257,74,38.6,8.6,-57.25,36.1,70.6,"42",22,52.4,9,4,116.1,14.92,62.2,2861,19,4.5,7,54,1.7,7.1,7.3,11.4,238.4,91.7,23,6.4,6.6,-74.91,9.2,1898,1259,102,"22.0%",32,"6.9%",29,"6.9%",23,84,"18.1%",75,140,824,38.6,8.6,5.9,30.4,-29.9,279,1.96,"12","293","1195","9","70","49","331","0","18.9",1.44,0.66,0.46
14,"Jordan Wilkins","RB","IND","LVR",20.5,23,3.6,0,0,0,0,0,3.3,16.8,0,1.4,9.9,0,2,2,"HOU",12,5,12,2.4,0,2,2,6,3,0,100,3,1.8,3.8,3.8,2.8,12,6.92,25.42,0.08,16,3.7,25.4,0,"IND","",12,1.17,0.92,78.6,8.42,9.2,0,3,7.2,0.9,8.4,0,8,15,1,13.1,2,1,1,6.1,2,1,1,10.5,1,0,0,0,1.9,1,0,0,0,5.9,12,347,4538,5.8,15,287,77,48.8,11.4,-138.42,48.3,85.7,"50",34,68,19,4.5,121.1,-34.79,62.6,3085,20,4.5,10,59,2.3,7.1,7,11.4,257.1,89.6,15,6.7,6.6,-111.52,7.6,1865,1504,98,"20.4%",57,"11.9%",38,"8.6%",15,110,"22.9%",102,123,803,48.8,11.4,6.5,36.9,-28.4,289,2.73,"12","257","1210","14","95","66","521","2","25.3",8.09,1.34,0.17
14,"Alfred Morris","RB","NYG","ARI",18.8,18,3.4,0,0,0,0,0,4.9,21.9,0.1,0.6,4.6,0,1,2,"SEA",12,8,39,4.88,1,1,1,6,6,1,100,6,16.5,17.5,17.5,17,5,7.4,35.2,0.2,9,4.8,35.2,0,"NYG","",5,0.4,0.4,100,2,5,0.2,1,5,0.4,2,0,4,21,1,9.5,2,7,1,9.5,1,4,1,5.9,1,1,6,1,2,1,1,6,1,5.3,12,296,4319,5.4,15,284,84,42.1,10.3,-88,42.6,60,"44",23,52.3,11,4.5,123,-24.37,66.3,2843,20,4.5,10,38,2.3,6.9,6.8,10.4,236.9,91.8,29,6,5.9,-74.41,7.2,1429,1652,198,"39.8%",54,"10.8%",40,"9.0%",29,123,"24.7%",87,126,826,42.1,10.3,6.6,34.2,-29.6,363,2.25,"12","263","1136","9","69","49","447","3","20.9",7.8,0.8,0.1
14,"Samaje Perine","RB","CIN","DAL",23,29,3.3,0,0,0,0,0,3.2,12.2,0.2,0.9,5.9,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,2.25,9.08,0.08,7,4,9.1,0,"CIN","",12,0.5,0.42,83.3,1.33,3.2,0,1,2.7,0.4,1.3,0,4,-1,1,9.3,3,0,1,11.5,1,1,1,7.1,3,3,12,0,5.5,0,0,0,0,0,12,393,4603,5.9,11,267,66,48.1,8.3,-135.55,49.4,50,"44",28,63.6,17,5.2,167.8,-68.83,64.1,2589,27,7.3,5,29,1.4,7.4,8.2,11.5,215.8,105,22,6.6,7.4,-77.07,8.4,1517,1209,104,"25.2%",45,"10.9%",31,"8.4%",22,98,"23.7%",86,133,800,48.1,8.3,6,34.5,-32.7,291,2.77,"12","322","1638","13","56","42","240","0","23.7",2.75,0.75,0.27
14,"Mark Ingram","RB","BAL","CLE",17.6,17,3.3,0,0,0,0,0,2.8,14.2,0.1,1,6.8,0,2,1,"DAL",12,6,28,4.67,0,1,1,1,1,0,100,1,2.9,3.9,3.9,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,31,1,14.9,5,9,1,12.8,1,1,1,6.7,2,1,4,0,5.3,0,0,0,0,0,12,321,4335,5.5,20,277,65,42.7,16.1,-93.5,43.2,86.4,"49",30,61.2,11,4.1,104.3,-11.41,65.3,3083,25,5.5,10,58,2.2,7.2,7.3,11.1,256.9,95.8,30,6.4,6.5,-89.98,8.3,1906,1481,112,"22.4%",42,"8.4%",18,"4.0%",30,90,"18.0%",67,124,809,42.7,16.1,6.5,34.8,-30.2,290,2.48,"12","241","984","9","68","55","432","1","18.6",NA,NA,NA
14,"Kyle Juszczyk","RB","SFO","WAS",13.2,6,3.1,0,0,0,0,0,1.3,4.6,0.1,0.9,11.3,0.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,4.5,0.17,9,4.5,4.5,1,"SFO","FB",12,1.58,1.08,68.4,12.33,11.4,0.08,6,7.8,1.1,12.3,1,3,11,2,5.6,3,11,2,10,2,4,1,11.8,2,1,6,1,3.4,1,1,6,1,3.2,12,260,3731,5,14,217,67,35.8,10.2,7.02,38.1,33.3,"34",16,47.1,9,4.1,107.1,10.8,64.4,2446,18,4.5,11,40,2.8,6.8,6.5,10.6,203.8,87.7,36,5.7,5.3,-2.6,8.7,1601,1200,138,"30.9%",42,"9.4%",25,"6.3%",36,103,"23.0%",95,137,768,35.8,10.2,5.6,27.1,-29.4,276,1.86,"12","255","987","5","62","46","296","3","16.4",2.58,1.83,0.71
14,"Sony Michel","RB","NWE","LAR",11.5,4,3.1,0,0,0,0,0,3.8,14.9,0.1,0.7,7.8,0,2,2,"LAC",12,10,35,3.5,0,1,1,23,23,0,100,23,5.8,6.8,6.8,6.3,6,7.17,38.33,0.17,10,5.3,38.3,0,"NWE","RB",6,0.83,0.5,60,7.67,15.3,0,2,9.2,0.5,7.7,0,10,34,1,10.9,4,9,1,6.9,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,246,3716,4.6,21,233,61,27.5,14.1,77.94,34.3,40,"37",22,59.5,10,3.9,94.2,24.82,62.4,2492,14,3.1,13,56,2.8,6.1,5.4,9.7,191.7,77.7,42,5,4.4,46.67,7.3,1315,1444,138,"26.4%",35,"6.7%",39,"8.5%",42,116,"22.2%",68,149,835,27.5,14.1,5.6,24.9,-28.8,267,1.47,"13","262","1024","7","94","64","458","1","16.9",8,1.5,0.19
14,"Jordan Howard","RB","PHI","NOR",9.7,1,3,0,0,0,0,0,5.5,19.1,0.2,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,9,4,13.5,9,6,4,20.9,9,6,4,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,241,3466,4.9,19,223,49,35.7,12.4,-20.42,39.2,55,"33",22,66.7,5,3.3,76.1,34.31,60.9,2553,21,5.2,13,58,3.2,6.9,6.5,11.3,212.8,85.6,36,5.8,5.5,-60.3,9.3,1785,1134,141,"31.5%",42,"9.4%",36,"9.0%",36,114,"25.4%",66,129,737,35.7,12.4,5.7,26.8,-26.4,276,1.88,"12","241","831","3","67","51","290","2","14.0",NA,NA,NA
14,"Kalen Ballage","RB","LAC","ATL",10,2,2.8,0,0,0,0,0,5.4,15.6,0.1,0.7,2.9,0,1,1,"NWE",12,7,34,4.86,0,4,3,5,1.67,0,75,1.25,3.9,6.9,6.9,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,48,1,27.8,7,13,1,22.6,2,2,0,18.2,4,2,12,0,8,0,0,0,0,0,12,302,4733,6.2,17,266,75,39.8,12.8,-83.65,38.4,42.9,"40",28,70,12,4.5,109.2,24.74,68.4,3423,24,5.3,8,42,1.8,8,8.3,11.7,285.3,102.9,24,7.2,7.5,-116.04,8.6,2129,1574,157,"31.4%",53,"10.6%",46,"10.2%",24,123,"24.6%",72,133,788,39.8,12.8,5.9,35.6,-27.9,277,2.28,"12","216","805","5","81","63","431","4","17.1",NA,NA,NA
14,"Jeremy McNichols","RB","TEN","JAX",23.5,30,2.7,0,0,0,0,0,2.7,15,0,1.1,5.7,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,3,16.25,0.08,8,5.4,16.3,0,"TEN","",12,1.17,0.75,64.3,3.67,4.9,0,0,3.1,0.8,3.7,0,6,16,1,8.8,2,0,1,5.6,1,1,1,5.9,5,3,16,0,9.8,1,1,2,0,4.2,12,352,4992,6.2,13,292,62,47.1,9.4,-153.06,42.6,66.7,"45",27,60,14,4.4,136.9,-0.45,69.3,3349,26,6.2,9,49,2.1,8.2,8.4,11.8,279.1,105.6,15,7.7,8,-157.61,8.2,1771,1722,147,"32.1%",34,"7.4%",43,"10.2%",15,92,"20.1%",88,138,835,47.1,9.4,6.1,36.1,-30.5,291,2.57,"12","301","1310","10","89","73","562","3","25.0",4.17,1.34,0.32
14,"Justin Jackson","RB","LAC","ATL",10,2,2.6,0,0,0,0,0,2.5,12.5,0.1,0.8,4.3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7.5,30.83,0,9,4.1,30.8,0,"LAC","RB",6,3.17,2.5,78.9,21.83,8.7,0,6,6.9,2.5,21.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,302,4733,6.2,17,266,75,39.8,12.8,-83.65,38.4,42.9,"40",28,70,12,4.5,109.2,24.74,68.4,3423,24,5.3,8,42,1.8,8,8.3,11.7,285.3,102.9,24,7.2,7.5,-116.04,8.6,2129,1574,157,"31.4%",53,"10.6%",46,"10.2%",24,123,"24.6%",72,133,788,39.8,12.8,5.9,35.6,-27.9,277,2.28,"12","216","805","5","81","63","431","4","17.1",10.67,NA,NA
14,"Benny Snell Jr","RB","PIT","BUF",19.1,20,2.5,0,0,0,0,0,4.4,15.6,0.1,0.2,1.3,0,2,1,"WAS",12,8,5,0.63,0,3,2,5,2.5,0,66.7,1.67,1,3,3,2,12,6.75,21.67,0.25,17,3.2,21.7,2,"PIT","RB",12,0.83,0.58,70,3.17,5.4,0,2,3.8,0.6,3.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,306,4506,5.8,19,280,70,45.5,15.7,-114.48,44,58.8,"49",30,61.2,16,4.7,126,-25.34,66.7,2994,19,4.5,10,50,2.4,7.4,7.3,11.2,249.5,93.8,30,6.6,6.4,-95.18,7,1812,1346,178,"37.2%",35,"7.3%",38,"9.0%",30,103,"21.5%",97,121,800,45.5,15.7,6.6,37.1,-27.6,293,2.52,"12","271","1230","10","77","56","450","1","21.7",7.58,NA,NA
14,"Kerryon Johnson","RB","DET","GNB",22.1,28,2.3,0,0,0,0,0,3.2,12,0,0.5,5.5,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,4.17,14.83,0.08,8,3.6,14.8,1,"DET","RB",12,1.83,1.33,72.7,13.33,10,0.08,10,7.3,1.3,13.3,1,8,24,1,16.7,4,8,1,14.3,1,1,1,7.1,2,1,9,1,3.6,1,1,9,1,4,12,299,4071,5.6,13,249,64,40.2,10.7,-78.14,38.7,53.3,"36",24,66.7,11,4.6,114.6,-25.52,64.6,2696,21,5.3,8,48,2,7.4,7.5,11.4,224.7,95.9,31,6.4,6.5,-53.67,7.9,1637,1411,111,"24.8%",41,"9.2%",26,"6.6%",31,98,"21.9%",89,122,741,40.2,10.7,6.1,33.4,-28.6,281,2.25,"12","257","1180","11","84","68","601","5","26.0",6,2.16,0.36
14,"Tevin Coleman","RB","SFO","WAS",13.2,6,2.3,0,0,0,0,0,3.3,10.2,0.1,0.7,5,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5.75,9.75,0,3,1.7,9.8,0,"SFO","RB",4,1,0.75,75,8.5,11.3,0,2,8.5,0.8,8.5,0,2,0,0,3.7,2,0,0,6.7,1,-2,0,5.9,1,1,10,0,1.7,0,0,0,0,0,12,260,3731,5,14,217,67,35.8,10.2,7.02,38.1,33.3,"34",16,47.1,9,4.1,107.1,10.8,64.4,2446,18,4.5,11,40,2.8,6.8,6.5,10.6,203.8,87.7,36,5.7,5.3,-2.6,8.7,1601,1200,138,"30.9%",42,"9.4%",25,"6.3%",36,103,"23.0%",95,137,768,35.8,10.2,5.6,27.1,-29.4,276,1.86,"12","255","987","5","62","46","296","3","16.4",6.75,1.5,0.22
14,"Ameer Abdullah","RB","MIN","TAM",11.3,3,2.2,0,0,0,0,0,2.6,10.8,0,0.8,5.8,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0,1.4,1,4,0,2.2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,280,3959,5.2,20,232,72,34.8,14.5,-12.67,41.7,50,"38",24,63.2,8,3.3,74.2,36.4,69.7,3069,23,5,14,52,3.1,7.3,6.9,10.4,255.8,94.5,34,6.3,5.9,-45.68,7.8,2078,1549,199,"39.3%",51,"10.1%",45,"9.9%",34,130,"25.6%",74,138,780,34.8,14.5,5.7,28.7,-29.4,282,1.94,"12","210","646","7","89","73","454","3","17.0",NA,NA,NA
14,"Jerick McKinnon","RB","SFO","WAS",13.2,6,2,0,0,0,0,0,1,3.4,0,0.8,7.5,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,6.67,26.25,0.42,16,3.9,26.3,0,"SFO","RB",12,3.25,2.25,69.2,16.42,7.3,0.08,9,5.1,2.3,16.4,0,17,71,5,31.5,8,22,4,26.7,4,1,3,23.5,5,5,28,1,8.6,2,2,12,1,6.5,12,260,3731,5,14,217,67,35.8,10.2,7.02,38.1,33.3,"34",16,47.1,9,4.1,107.1,10.8,64.4,2446,18,4.5,11,40,2.8,6.8,6.5,10.6,203.8,87.7,36,5.7,5.3,-2.6,8.7,1601,1200,138,"30.9%",42,"9.4%",25,"6.3%",36,103,"23.0%",95,137,768,35.8,10.2,5.6,27.1,-29.4,276,1.86,"12","255","987","5","62","46","296","3","16.4",9.92,3.92,0.4
14,"Alec Ingold","RB","LVR","IND",18.9,19,1.9,0,0,0,0,0,0.4,1,0,0.9,9.3,0.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,273,3828,5.3,19,237,66,34.9,14.3,-40.47,40.7,55.6,"38",25,65.8,14,3.8,100.9,11.37,63.5,2617,15,3.9,13,61,3.4,7.3,6.6,11.5,218.1,84.4,28,6.4,5.7,-51.59,8.3,1657,1224,81,"18.5%",53,"12.1%",25,"6.5%",28,106,"24.3%",53,126,747,34.9,14.3,5.9,30.3,-25.6,286,1.97,"12","254","974","9","67","53","320","4","19.7",NA,NA,NA
14,"Jalen Richard","RB","LVR","IND",18.9,19,1.8,0,0,0,0,0,1.5,5.5,0.1,0.7,5.3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1.8,9.4,0.1,6,5.2,9.4,1,"LVR","",10,1.6,1.3,81.3,9.6,7.4,0,3,6,1.3,9.6,1,2,4,0,3.1,2,4,0,6.9,0,0,0,0,4,3,13,0,8.2,1,1,2,0,3.2,12,273,3828,5.3,19,237,66,34.9,14.3,-40.47,40.7,55.6,"38",25,65.8,14,3.8,100.9,11.37,63.5,2617,15,3.9,13,61,3.4,7.3,6.6,11.5,218.1,84.4,28,6.4,5.7,-51.59,8.3,1657,1224,81,"18.5%",53,"12.1%",25,"6.5%",28,106,"24.3%",53,126,747,34.9,14.3,5.9,30.3,-25.6,286,1.97,"12","254","974","9","67","53","320","4","19.7",3.4,1.8,0.53
14,"Justice Hill","RB","BAL","CLE",17.6,17,1.8,0,0,0,0,0,0,0,0,1.4,9.1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1.12,4.38,0,1,3.9,4.4,0,"BAL","",8,0.5,0.5,100,1.5,3,0,0,3,0.5,1.5,0,2,6,0,3,2,6,0,5.1,2,6,0,13.3,2,2,7,0,5.3,1,1,3,0,4.2,12,321,4335,5.5,20,277,65,42.7,16.1,-93.5,43.2,86.4,"49",30,61.2,11,4.1,104.3,-11.41,65.3,3083,25,5.5,10,58,2.2,7.2,7.3,11.1,256.9,95.8,30,6.4,6.5,-89.98,8.3,1906,1481,112,"22.4%",42,"8.4%",18,"4.0%",30,90,"18.0%",67,124,809,42.7,16.1,6.5,34.8,-30.2,290,2.48,"12","241","984","9","68","55","432","1","18.6",1.62,0.75,0.46
