"proj_week","proj_player","proj_pos","proj_tm","proj_opp","proj_afpa","proj_afpa_rk","proj_ffpts","proj_comp","proj_pass_att","proj_pass_yds","proj_pass_td","proj_int","proj_rush_att","proj_rush_yds","proj_rush_td","proj_rec","proj_rec_yds","proj_rec_td","proj_field","prev_wk_field","prev_wk_opp","prev_wk_g#","prev_wk_rec_tgt","prev_wk_rec_rec","prev_wk_rec_yds","prev_wk_rec_yds_per_rec","prev_wk_rec_td","prev_wk_rec_ctch_per","prev_wk_rec_yds_per_tgt","prev_wk_fantasy_fantpt","prev_wk_fantasy_ppr","prev_wk_fantasy_dkpt","prev_wk_fantasy_fdpt","ytd_rec_g","ytd_rec_target","ytd_rec_rec","ytd_rec_ctch_per","ytd_rec_yds","ytd_rec_yds_per_rec","ytd_rec_td","ytd_rec_1d","ytd_rec_yds_per_target","ytd_rec_rec_per_gm","ytd_rec_yds_per_gm","ytd_rec_fmb","receiving_twenty_tgt","receiving_twenty_rec","receiving_twenty_yds","receiving_twenty_td","receiving_twenty_per_tgt","receiving_ten_tgt","receiving_ten_rec","receiving_ten_yds","receiving_ten_td","receiving_ten_per_tgt","def_tot_g","def_tot_pf","def_tot_yds","def_tot_yds_per_play","def_tot_to","def_tot_first_dn","def_penalties_pen","def_tot_sc_per","def_tot_to_per","def_tot_exp","def_third_d_per","def_fourth_d_per","def_red_zone_att","def_red_zone_td","def_red_zone_pct","def_rush_td","def_rush_yds_per_att","def_rush_yds_per_gm","def_rush_exp","def_pass_comp_per","def_pass_yds","def_pass_td","def_pass_td_per","def_pass_int","def_pass_defended","def_pass_int_per","def_pass_yds_per_att","def_pass_ayds_per_att","def_pass_yds_per_catch","def_pass_yds_per_gm","def_pass_qb_rating_allowed","def_pass_sacks","def_pass_net_yds_per_att","def_pass_adj_net_yds_per_att","def_pass_exp","def_adv_dadot","def_adv_air","def_adv_yac","def_adv_bltz","def_adv_bltz_per","def_adv_hrry","def_adv_hrry_per","def_adv_qbkd","def_adv_qbkd_per","def_adv_sk","def_adv_prss","def_adv_prss_per","def_adv_mtkl","def_num_dr","def_plays","def_sc_per","def_to_per","def_avg_drive_plays","def_avg_drive_yds","def_avg_drive_start","def_avg_drive_time","def_avg_drive_pts","pts_vs_g","pts_vs_rec_tgt","pts_vs_rec_rec","pts_vs_rec_yds","pts_vs_rec_td","pts_vs_fantasy_per_game_fdpt"
12,"Travis Kelce","TE","KAN","TAM",8.2,21,16.2,0,0,0,0,0,0,0,0,6.7,93.3,0.6,2,2,"LVR",10,10,8,127,15.88,1,80,12.7,18.86,26.9,29.9,22.9,10,9,6.6,73.3,89.6,13.6,0.7,49,10,6.6,89.6,1,14,9,62,6,27.5,8,5,28,4,25.8,11,253,3416,5,19,206,62,33.9,15,7.75,41,50,"35",24,68.6,8,3.2,73,34,69.2,2613,20,4.9,14,50,3.4,7,6.5,10.1,237.5,91.1,32,6,5.4,-23.4,7.4,1650,1351,190,"41.9%",43,"9.5%",41,"10.1%",32,116,"25.6%",63,127,706,33.9,15,5.6,26.9,-30,279,1.9,"11","80","53","539","6","10.5"
12,"Darren Waller","TE","LVR","ATL",12.7,32,13.6,0,0,0,0,0,0,0,0,6.7,61.9,0.7,2,1,"KAN",10,7,7,88,12.57,1,100,12.57,14.8,21.8,21.8,18.3,10,8.3,6,72.3,51.9,8.7,0.5,36,6.3,6,51.9,1,15,13,73,5,35.7,8,7,24,5,32,10,275,4066,6.4,11,230,54,44,10.1,-109.46,38.5,37.5,"33",25,75.8,11,4.4,106.3,18.52,68.4,3003,22,5.9,7,35,1.9,8.4,8.7,12.3,300.3,105.9,17,7.7,8,-133.91,8.8,1848,1383,122,"29.7%",44,"10.7%",42,"11.2%",17,103,"25.1%",61,109,652,44,10.1,6,37.3,-27.9,278,2.53,"10","68","57","622","8","13.9"
12,"TJ Hockenson","TE","DET","HOU",7.9,19,11.8,0,0,0,0,0,0,0,0,5.2,57.6,0.6,1,2,"CAR",10,7,4,68,17,0,57.1,9.71,6.8,10.8,10.8,8.8,11,6.18,4.09,66.2,48.18,11.8,0.45,29,7.8,4.1,48.2,0,11,6,28,5,21.2,8,4,8,4,34.8,11,297,4505,6,8,267,47,43.5,7,-150.61,48.3,53.3,"44",27,61.4,15,4.9,154.7,-31.27,67.8,2803,20,5.3,3,35,0.8,7.8,8.5,11.5,254.8,105.4,25,6.9,7.6,-122.57,7.7,1362,1361,129,"31.2%",37,"8.9%",20,"5.3%",25,82,"19.8%",71,115,768,43.5,7,6.7,39.2,-26.9,372,2.52,"11","75","53","646","4","10.5"
12,"Hunter Henry","TE","LAC","BUF",10.1,29,9.2,0,0,0,0,0,0,0,0,4.2,46.1,0.4,2,1,"NYJ",10,7,4,48,12,1,57.1,6.86,10.8,14.8,14.8,12.8,10,6.6,4.1,62.1,43.5,10.6,0.3,24,6.6,4.1,43.5,0,9,3,7,3,20,6,3,7,3,35.3,10,265,3737,5.8,16,232,58,48,16,-102.96,46.5,54.5,"40",25,62.5,15,4.8,135,-37.85,67.9,2387,15,4.5,7,39,2.1,7.6,7.5,11.2,238.7,96.5,27,6.6,6.6,-70.7,7.2,1463,1063,140,"36.5%",22,"5.7%",27,"8.1%",27,76,"19.8%",79,100,659,48,16,6.6,37.2,-27.6,296,2.64,"10","78","59","642","6","12.6"
12,"Dallas Goedert","TE","PHI","SEA",7.1,10,9.1,0,0,0,0,0,0,0,0,4.5,50.5,0.3,1,2,"CLE",10,6,5,77,15.4,1,83.3,12.83,13.7,18.7,18.7,16.2,6,5.17,3.83,74.2,43.83,11.4,0.33,13,8.5,3.8,43.8,0,3,3,26,1,7.3,1,1,4,1,6.7,10,287,4349,6,15,270,59,47.3,12.7,-116.82,49.6,56.3,"40",28,70,15,3.6,91.2,-1.45,69.7,3437,18,4,9,49,2,8,7.9,11.5,343.7,98.4,25,7.3,7.2,-130.19,8.2,2167,1423,168,"34.2%",47,"9.6%",34,"7.6%",25,106,"21.6%",65,110,743,47.3,12.7,6.8,39.6,-26,288,2.62,"10","54","31","457","3","7.9"
12,"Evan Engram","TE","NYG","CIN",10.1,28,8.3,0,0,0,0,0,0,0,0,3.8,37.8,0.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,6.7,3.8,56.7,34.7,9.1,0.1,21,5.2,3.8,34.7,0,10,5,39,1,21.7,2,1,0,0,11.1,10,270,3909,6.1,10,226,65,43.4,8.8,-102.71,45.2,42.9,"38",27,71.1,8,5,136.2,-17.95,63,2547,22,6.3,9,47,2.6,7.4,7.5,11.8,254.7,95.6,13,7,7.1,-89.88,8.7,1513,1094,116,"30.8%",29,"7.7%",26,"7.4%",13,68,"18.0%",69,113,662,43.4,8.8,5.9,34.6,-29.4,271,2.36,"10","81","50","589","6","12.4"
12,"Rob Gronkowski","TE","TAM","KAN",8.3,22,8.3,0,0,0,0,0,0,0,0,3.2,46.1,0.4,1,1,"LAR",11,6,2,25,12.5,0,33.3,4.17,2.5,4.5,4.5,3.5,11,5,2.82,56.4,36.27,12.9,0.36,19,7.3,2.8,36.3,1,9,5,33,4,15.8,7,4,21,3,18.9,10,214,3551,5.5,15,220,61,36.9,14.6,-48.04,41.3,68.8,"29",22,75.9,10,4.6,133.5,-37.76,63.4,2216,14,4.1,10,35,2.9,6.8,6.3,10.8,221.6,84.9,19,6.2,5.7,-21.35,8.2,1065,1257,140,"36.6%",43,"11.3%",34,"10.0%",19,96,"25.1%",84,103,665,36.9,14.6,6.5,34.3,-25.7,299,2.04,"10","65","45","466","5","9.7"
12,"Kyle Rudolph","TE","MIN","CAR",7.6,16,8.2,0,0,0,0,0,0,0,0,3.1,34.7,0.5,1,1,"DAL",10,3,3,28,9.33,0,100,9.33,2.8,5.8,5.8,4.3,10,2.7,2.1,77.8,26.6,12.7,0.1,13,9.9,2.1,26.6,1,4,2,9,1,14.8,2,1,3,1,13.3,11,272,3985,5.7,14,251,61,49.1,13.2,-103.86,51.8,60,"41",24,58.5,14,4.6,116.8,-9.22,67.9,2700,16,4,5,43,1.2,6.9,7.2,10.2,245.5,95.5,16,6.4,6.6,-99.19,7.4,1745,1373,92,"21.2%",41,"9.4%",30,"7.4%",16,87,"20.0%",87,106,723,49.1,13.2,6.8,37.3,-31.1,361,2.6,"11","87","58","619","5","11.0"
12,"Hayden Hurst","TE","ATL","LVR",7.5,12,8.1,0,0,0,0,0,0,0,0,4.3,38.3,0.4,1,2,"NOR",10,2,0,0,NA,0,0,0,NA,NA,NA,NA,10,5.6,3.7,66.1,41.1,11.1,0.3,23,7.3,3.7,41.1,0,6,2,9,1,14.3,3,1,1,1,15.8,10,276,3858,6,11,240,65,49,10.2,-127.01,48,84.6,"41",27,65.9,16,4.4,112.2,-30.08,63.4,2736,16,4.2,8,48,2.1,7.3,7.2,11.6,273.6,90.6,11,7,6.9,-104.35,7.8,1695,1286,79,"19.2%",49,"11.9%",28,"7.3%",11,88,"21.4%",87,98,666,49,10.2,6.8,39.4,-27.4,292,2.78,"10","78","47","523","4","9.8"
12,"Austin Hooper","TE","CLE","JAX",9.8,26,8.1,0,0,0,0,0,0,0,0,4.1,42.4,0.3,2,1,"PHI",10,5,3,33,11,0,60,6.6,3.3,6.3,6.3,4.8,8,5,3.25,65,31.12,9.6,0.12,14,6.2,3.3,31.1,0,3,1,1,1,10.7,3,1,1,1,17.6,10,298,4113,6.3,10,237,50,48.7,8.8,-140.25,42.2,70,"37",22,59.5,13,4.3,129.1,-1.55,70.1,2822,21,6,8,41,2.3,8.2,8.4,11.8,282.2,105.4,9,7.9,8.1,-143.69,8.3,1472,1458,118,"31.2%",30,"7.9%",34,"9.8%",9,73,"19.3%",69,113,681,48.7,8.8,6,36.4,-31,291,2.66,"10","63","41","557","8","12.4"
12,"Jonnu Smith","TE","TEN","IND",5.2,5,8,0,0,0,0,0,0,0,0,3.1,35.7,0.5,2,2,"BAL",10,6,4,20,5,1,66.7,3.33,8,12,12,10,10,4.9,3,61.2,33.8,11.3,0.7,18,6.9,3,33.8,0,13,8,40,7,30.2,7,6,19,6,30.4,10,208,2981,5,17,189,54,32.7,15.4,-10.9,40.8,50,"29",19,65.5,8,3.5,89.2,18.02,63.3,2089,14,4.3,12,51,3.7,6.9,6.1,11,208.9,82.7,22,6,5.3,-27.66,8.2,1319,1000,68,"18.6%",39,"10.7%",21,"6.5%",22,82,"22.4%",38,104,613,32.7,15.4,5.9,28.7,-24.8,285,1.83,"10","74","44","384","1","7.3"
12,"Eric Ebron","TE","PIT","BAL",7.4,11,7.9,0,0,0,0,0,0,0,0,3.6,40.8,0.3,1,2,"JAX",10,7,4,36,9,1,57.1,5.14,9.6,13.6,13.6,11.6,10,5.6,3.5,62.5,35.9,10.3,0.4,20,6.4,3.5,35.9,1,8,5,50,3,20,2,2,18,2,15.4,10,195,3330,5.2,15,212,42,30,13.6,-7.77,34.5,42.9,"26",18,69.2,8,4.6,116,15.62,64.8,2170,14,3.9,5,34,1.4,6.6,6.8,10.2,217,91,27,5.6,5.8,-35.13,7.8,1278,1155,179,"44.8%",37,"9.3%",37,"10.3%",27,101,"25.3%",80,110,652,30,13.6,5.9,30.1,-25.1,278,1.74,"10","74","50","511","5","10.6"
12,"Mike Gesicki","TE","MIA","NYJ",9.7,25,7.6,0,0,0,0,0,0,0,0,3.2,47.9,0.2,2,2,"DEN",10,5,4,43,10.75,0,80,8.6,4.3,8.3,8.3,6.3,10,4.6,2.8,60.9,41.4,14.8,0.2,20,9,2.8,41.4,0,9,2,23,2,22,5,1,8,1,18.5,10,302,4000,5.9,11,245,72,47.7,10.1,-125.33,45.5,55.6,"40",21,52.5,12,3.8,111.7,16.96,72.9,2883,19,5.1,7,40,1.9,8,8.2,11,288.3,105.5,14,7.5,7.7,-148.62,7.5,1658,1328,141,"35.9%",27,"6.9%",29,"7.9%",14,70,"17.8%",100,109,702,47.7,10.1,6.4,36.7,-30.9,364,2.57,"10","61","44","511","7","11.5"
12,"Robert Tonyan","TE","GNB","CHI",8.1,20,7.1,0,0,0,0,0,0,0,0,2.7,37.7,0.3,1,2,"IND",10,5,5,44,8.8,1,100,8.8,10.4,15.4,15.4,12.9,10,3.7,3.2,86.5,39.1,12.2,0.6,19,10.6,3.2,39.1,0,5,5,46,4,10.4,2,2,9,2,6.7,10,209,3401,5.2,11,205,64,37,9.2,-12.02,33.3,66.7,"34",15,44.1,6,4,115.1,21.14,61.1,2250,12,3.4,6,45,1.7,6.8,6.7,11.1,225,85.7,21,6.1,6,-34.58,8.5,1457,1064,83,"21.4%",28,"7.2%",28,"8.0%",21,77,"19.8%",60,119,690,37,9.2,5.8,28.6,-29.9,275,1.71,"10","78","54","547","6","11.6"
12,"Logan Thomas","TE","WAS","DAL",10.1,30,7,0,0,0,0,0,0,0,0,2.6,32.1,0.4,2,1,"CIN",10,5,2,6,3,0,40,1.2,0.8,2.8,2.8,1.8,11,5.45,3.09,56.7,29.82,9.6,0.36,20,5.5,3.1,29.8,0,12,11,77,4,34.3,7,6,29,3,58.3,11,359,4202,5.8,10,248,62,46.8,8.1,-116.05,49.7,46.2,"40",27,67.5,15,4.9,156.4,-47.21,63.8,2482,25,7.1,4,28,1.1,7.4,8.3,11.6,225.6,105.1,22,6.7,7.5,-78.53,8.6,1315,1074,95,"24.4%",37,"9.5%",28,"8.0%",22,87,"22.3%",70,124,743,46.8,8.1,6,33.9,-32.4,290,2.69,"11","62","48","457","6","10.7"
12,"Jordan Reed","TE","SFO","LAR",7.8,18,6.7,0,0,0,0,0,0,0,0,3.3,35.7,0.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.8,3.4,70.8,30,8.8,0.4,9,6.3,3.4,30,0,4,2,22,2,8,2,1,4,1,8,10,192,2919,4.7,15,187,46,29.1,13.6,32.76,37,35.7,"29",18,62.1,8,3.9,91.3,6.27,62.9,2006,11,3,10,42,2.8,6.1,5.5,9.7,200.6,78.6,32,5.1,4.5,21.82,7.6,1026,1124,112,"27.2%",25,"6.1%",28,"7.8%",32,85,"20.6%",53,110,639,29.1,13.6,5.8,26.5,-27.6,273,1.56,"10","86","53","506","4","10.1"
12,"Jordan Akins","TE","HOU","DET",7.7,17,6.5,0,0,0,0,0,0,0,0,3.4,35.4,0.2,2,1,"NWE",10,6,5,83,16.6,0,83.3,13.83,8.3,13.3,13.3,10.8,8,3.5,2.75,78.6,34.38,12.5,0.12,14,9.8,2.8,34.4,0,4,2,24,1,8.3,2,1,5,0,6.9,11,328,4358,6,11,274,73,44,9.5,-149.08,45.3,61.5,"44",29,65.9,17,4.4,133.4,-26.6,65.9,2891,22,5.8,7,38,1.8,7.9,8.3,12.1,262.8,101.7,16,7.3,7.6,-129.56,8.7,1674,1230,84,"20.7%",34,"8.4%",26,"6.8%",16,76,"18.7%",83,116,741,44,9.5,6.4,37.7,-27.1,299,2.66,"11","58","33","344","5","8.0"
12,"Dalton Schultz","TE","DAL","WAS",7.6,14,6.4,0,0,0,0,0,0,0,0,3.3,29.8,0.3,1,2,"MIN",10,6,4,25,6.25,1,66.7,4.17,8.5,12.5,12.5,10.5,11,6,4,66.7,39.27,9.8,0.27,22,6.5,4,39.3,1,9,5,30,2,18,4,3,17,2,19,11,243,3405,5,13,200,61,37.1,10.5,1.32,37.9,37.5,"31",15,48.4,9,4.3,114.9,2.64,64.7,2141,16,4.7,10,32,2.9,7,6.6,10.8,194.6,88.5,36,5.6,5.3,0.76,9.4,1279,966,111,"28.3%",36,"9.2%",21,"6.1%",36,93,"23.7%",83,124,700,37.1,10.5,5.6,27.4,-29.5,278,1.92,"11","76","52","539","6","10.5"
12,"Jimmy Graham","TE","CHI","GNB",5.1,4,6.3,0,0,0,0,0,0,0,0,2.8,27.1,0.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,5.7,3.5,61.4,30.2,8.6,0.5,22,5.3,3.5,30.2,1,13,8,48,5,26,9,6,20,4,36,10,258,3443,5.8,9,206,55,41.3,8.7,-73.62,39.5,46.2,"32",21,65.6,11,4.4,113.7,-20.04,67.8,2306,17,5.3,5,36,1.6,7.7,8,11.3,230.6,101.8,21,6.8,7.1,-55.34,7.3,1293,1282,93,"26.1%",26,"7.3%",19,"5.9%",21,66,"18.5%",76,104,615,41.3,8.7,5.9,33.1,-29.2,280,2.32,"10","49","34","416","3","7.5"
12,"Gerald Everett","TE","LAR","SFO",5.2,6,5.9,0,0,0,0,0,0,0,0,3.1,30.3,0.2,1,2,"TAM",10,5,4,27,6.75,0,80,5.4,2.7,6.7,6.7,4.7,10,3.5,2.6,74.3,28.2,10.8,0.1,16,8.1,2.6,28.2,1,3,2,28,1,7.5,1,0,0,0,6.3,10,234,3159,5.2,12,198,54,41.1,10.3,-38.09,38.3,60,"26",16,61.5,7,3.9,107,17.43,65,2089,17,5.4,8,42,2.5,7,6.9,10.8,208.9,92.8,18,6.3,6.2,-57.93,7.7,1185,993,120,"34.1%",44,"12.5%",24,"7.6%",18,86,"24.4%",44,107,625,41.1,10.3,5.8,29.3,-30.3,279,2.13,"10","51","31","307","2","6.1"
12,"Jared Cook","TE","NOR","DEN",3.8,1,5.5,0,0,0,0,0,0,0,0,1.9,24.5,0.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3.89,2.44,62.9,31.67,13,0.44,15,8.1,2.4,31.7,1,9,5,43,3,16.1,4,3,16,2,18.2,10,267,3463,5.2,10,200,61,41.5,8.5,-30.93,38.7,44.4,"37",18,48.6,10,4.3,121.5,8.23,65.8,2248,15,4.2,7,41,1.9,6.7,6.7,10.2,224.8,90.8,28,5.8,5.8,-45.62,8,1425,1090,120,"29.7%",48,"11.9%",28,"7.8%",28,104,"25.7%",54,118,695,41.5,8.5,5.9,29.1,-33.1,279,2.09,"10","66","51","498","2","8.3"
12,"Trey Burton","TE","IND","TEN",9.3,24,5.4,0,0,0,0,0,0,0,0,2.9,25.2,0.2,1,1,"GNB",10,5,2,25,12.5,1,40,5,8.5,10.5,10.5,9.5,7,4.57,2.86,62.5,24.43,8.6,0.29,9,5.3,2.9,24.4,0,6,4,31,2,12.8,3,3,14,1,18.8,10,259,3889,5.7,15,238,65,43.1,13.7,-98.15,54,68.8,"39",27,69.2,10,4.4,121.5,-20.49,67.1,2674,21,5.3,10,62,2.5,7,6.9,10.5,267.4,94.4,12,6.6,6.5,-91.21,7.9,1582,1185,119,"28.1%",26,"6.1%",36,"9.1%",12,74,"17.5%",72,102,695,43.1,13.7,6.8,37.9,-27.2,369,2.51,"10","67","51","550","6","11.7"
12,"Will Dissly","TE","SEA","PHI",8.9,23,5.3,0,0,0,0,0,0,0,0,2.4,31.9,0.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1.7,1.4,82.4,16.3,11.6,0.1,8,9.6,1.4,16.3,0,3,1,19,1,5.5,1,0,0,0,3.1,10,254,3427,5.1,11,216,72,36,8,-26.89,38.1,41.7,"32",21,65.6,15,4.2,133.4,7.67,66.2,2093,13,4,3,29,0.9,7.1,7.5,10.8,209.3,96.3,34,5.8,6.1,-34.81,7.7,1327,1077,90,"24.1%",31,"8.3%",29,"8.8%",34,94,"25.2%",69,125,697,36,8,5.6,27.3,-31.6,273,1.98,"10","72","56","536","6","11.7"
12,"Jacob Hollister","TE","SEA","PHI",8.9,23,5.3,0,0,0,0,0,0,0,0,2.7,29,0.2,2,1,"ARI",10,3,2,14,7,0,66.7,4.67,1.4,3.4,3.4,2.4,10,1.9,1.4,73.7,11.8,8.4,0.1,9,6.2,1.4,11.8,0,5,4,19,1,9.1,2,1,1,1,6.3,10,254,3427,5.1,11,216,72,36,8,-26.89,38.1,41.7,"32",21,65.6,15,4.2,133.4,7.67,66.2,2093,13,4,3,29,0.9,7.1,7.5,10.8,209.3,96.3,34,5.8,6.1,-34.81,7.7,1327,1077,90,"24.1%",31,"8.3%",29,"8.8%",34,94,"25.2%",69,125,697,36,8,5.6,27.3,-31.6,273,1.98,"10","72","56","536","6","11.7"
12,"Tyler Eifert","TE","JAX","CLE",9.9,27,5.3,0,0,0,0,0,0,0,0,2.6,30.3,0.2,1,1,"PIT",10,5,2,32,16,0,40,6.4,3.2,5.2,5.2,4.2,9,4.11,2.11,51.4,20.89,9.9,0.11,10,5.1,2.1,20.9,0,7,3,25,1,17.9,1,1,1,0,6.7,10,261,3529,5.3,17,230,55,41.7,16.5,-71.98,45.6,88.2,"41",24,58.5,9,4,105,-13.69,66.1,2479,20,5.3,9,48,2.4,7.1,7.1,10.8,247.9,94.6,27,6.2,6.2,-58.96,7.9,1531,1232,99,"23.7%",40,"9.6%",15,"4.0%",27,82,"19.7%",58,103,680,41.7,16.5,6.6,34,-30,295,2.38,"10","81","58","583","7","12.9"
12,"Mo AlieCox","TE","IND","TEN",9.3,24,5.2,0,0,0,0,0,0,0,0,1.9,29.4,0.2,1,1,"GNB",10,3,2,16,8,0,66.7,5.33,-0.4,1.6,2.6,0.6,9,3.11,2.44,78.6,34.33,14,0.22,14,11,2.4,34.3,1,5,3,16,2,10.6,2,1,1,1,12.5,10,259,3889,5.7,15,238,65,43.1,13.7,-98.15,54,68.8,"39",27,69.2,10,4.4,121.5,-20.49,67.1,2674,21,5.3,10,62,2.5,7,6.9,10.5,267.4,94.4,12,6.6,6.5,-91.21,7.9,1582,1185,119,"28.1%",26,"6.1%",36,"9.1%",12,74,"17.5%",72,102,695,43.1,13.7,6.8,37.9,-27.2,369,2.51,"10","67","51","550","6","11.7"
12,"Anthony Firkser","TE","TEN","IND",5.2,5,4.7,0,0,0,0,0,0,0,0,3.1,27.8,0.1,2,2,"BAL",10,5,4,33,8.25,0,80,6.6,3.3,7.3,7.3,5.3,10,3.9,2.9,74.4,28.2,9.7,0.1,19,7.2,2.9,28.2,0,5,4,26,1,11.6,3,2,12,1,13,10,208,2981,5,17,189,54,32.7,15.4,-10.9,40.8,50,"29",19,65.5,8,3.5,89.2,18.02,63.3,2089,14,4.3,12,51,3.7,6.9,6.1,11,208.9,82.7,22,6,5.3,-27.66,8.2,1319,1000,68,"18.6%",39,"10.7%",21,"6.5%",22,82,"22.4%",38,104,613,32.7,15.4,5.9,28.7,-24.8,285,1.83,"10","74","44","384","1","7.3"
12,"Richard Rodgers","TE","PHI","SEA",7.1,10,4.1,0,0,0,0,0,0,0,0,1.9,26.5,0.1,1,2,"CLE",10,2,2,48,24,1,100,24,10.8,12.8,12.8,11.8,10,2.5,2.1,84,29.2,13.9,0.1,14,11.7,2.1,29.2,0,2,2,37,1,4.9,0,0,0,0,0,10,287,4349,6,15,270,59,47.3,12.7,-116.82,49.6,56.3,"40",28,70,15,3.6,91.2,-1.45,69.7,3437,18,4,9,49,2,8,7.9,11.5,343.7,98.4,25,7.3,7.2,-130.19,8.2,2167,1423,168,"34.2%",47,"9.6%",34,"7.6%",25,106,"21.6%",65,110,743,47.3,12.7,6.8,39.6,-26,288,2.62,"10","54","31","457","3","7.9"
12,"Darren Fells","TE","HOU","DET",7.7,17,4.1,0,0,0,0,0,0,0,0,1.7,19.8,0.2,2,1,"NWE",10,2,2,29,14.5,0,100,14.5,2.9,4.9,4.9,3.9,11,2.18,1.73,79.2,25,14.5,0.27,14,11.5,1.7,25,0,3,2,11,2,6.3,2,2,11,2,6.9,11,328,4358,6,11,274,73,44,9.5,-149.08,45.3,61.5,"44",29,65.9,17,4.4,133.4,-26.6,65.9,2891,22,5.8,7,38,1.8,7.9,8.3,12.1,262.8,101.7,16,7.3,7.6,-129.56,8.7,1674,1230,84,"20.7%",34,"8.4%",26,"6.8%",16,76,"18.7%",83,116,741,44,9.5,6.4,37.7,-27.1,299,2.66,"11","58","33","344","5","8.0"
12,"Tyler Conklin","TE","MIN","CAR",7.6,16,4,0,0,0,0,0,0,0,0,1.7,21.3,0.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.2,0.2,100,1.1,5.5,0,0,5.5,0.2,1.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,272,3985,5.7,14,251,61,49.1,13.2,-103.86,51.8,60,"41",24,58.5,14,4.6,116.8,-9.22,67.9,2700,16,4,5,43,1.2,6.9,7.2,10.2,245.5,95.5,16,6.4,6.6,-99.19,7.4,1745,1373,92,"21.2%",41,"9.4%",30,"7.4%",16,87,"20.0%",87,106,723,49.1,13.2,6.8,37.3,-31.1,361,2.6,"11","87","58","619","5","11.0"
12,"Drew Sample","TE","CIN","NYG",6.6,7,3.5,0,0,0,0,0,0,0,0,1.9,19.7,0.1,1,2,"WAS",10,4,2,29,14.5,0,50,7.25,2.9,4.9,4.9,3.9,10,3.2,2.2,68.8,21.2,9.6,0,11,6.6,2.2,21.2,0,9,3,27,0,17.3,3,0,0,0,12,10,236,3586,5.6,15,224,53,45,13,-60.47,44.3,72.7,"37",20,54.1,10,4,100.9,1.85,68.2,2577,15,4.1,8,52,2.2,7.6,7.5,11.2,257.7,95.3,25,6.7,6.5,-75.72,7.5,1637,1270,114,"28.9%",30,"7.6%",41,"11.3%",25,96,"24.4%",61,100,666,45,13,6.7,35.9,-27,365,2.35,"10","64","43","501","2","8.8"
12,"Tyler Higbee","TE","LAR","SFO",5.2,6,3.5,0,0,0,0,0,0,0,0,1.5,17.9,0.2,1,2,"TAM",10,4,4,19,4.75,0,100,4.75,2,6,6,4,9,3.89,3,77.1,35,11.7,0.33,13,9,3,35,0,3,3,15,2,7.5,2,2,7,2,12.5,10,234,3159,5.2,12,198,54,41.1,10.3,-38.09,38.3,60,"26",16,61.5,7,3.9,107,17.43,65,2089,17,5.4,8,42,2.5,7,6.9,10.8,208.9,92.8,18,6.3,6.2,-57.93,7.7,1185,993,120,"34.1%",44,"12.5%",24,"7.6%",18,86,"24.4%",44,107,625,41.1,10.3,5.8,29.3,-30.3,279,2.13,"10","51","31","307","2","6.1"
12,"Cameron Brate","TE","TAM","KAN",8.3,22,3.4,0,0,0,0,0,0,0,0,1.6,16.4,0.2,1,1,"LAR",11,4,3,23,7.67,0,75,5.75,2.3,5.3,5.3,3.8,11,1.73,1.45,84.2,13.36,9.2,0.18,11,7.7,1.5,13.4,0,3,3,11,2,5.3,2,2,8,2,5.4,10,214,3551,5.5,15,220,61,36.9,14.6,-48.04,41.3,68.8,"29",22,75.9,10,4.6,133.5,-37.76,63.4,2216,14,4.1,10,35,2.9,6.8,6.3,10.8,221.6,84.9,19,6.2,5.7,-21.35,8.2,1065,1257,140,"36.6%",43,"11.3%",34,"10.0%",19,96,"25.1%",84,103,665,36.9,14.6,6.5,34.3,-25.7,299,2.04,"10","65","45","466","5","9.7"
12,"Noah Fant","TE","DEN","NOR",7.1,9,3.3,0,0,0,0,0,0,0,0,1.9,18.1,0.1,1,1,"MIA",10,5,4,55,13.75,0,80,11,5.5,9.5,9.5,7.5,9,6.44,4.33,67.2,46.89,10.8,0.22,17,7.3,4.3,46.9,0,6,3,24,1,15.8,3,1,9,1,15.8,10,222,3022,5,15,196,46,39,11.4,-47.69,41.5,57.9,"29",21,72.4,5,3.3,74.3,19.55,63.6,2279,20,5.6,11,46,3.1,7,6.8,11.1,227.9,90.2,32,5.9,5.7,-72.48,9,1571,1062,127,"32.2%",40,"10.1%",27,"7.6%",32,99,"25.1%",53,105,627,39,11.4,6,28.7,-26.2,285,2.12,"10","80","48","479","6","11.0"
