"proj_week","proj_player","proj_pos","proj_tm","proj_opp","proj_afpa","proj_afpa_rk","proj_ffpts","proj_comp","proj_pass_att","proj_pass_yds","proj_pass_td","proj_int","proj_rush_att","proj_rush_yds","proj_rush_td","proj_rec","proj_rec_yds","proj_rec_td","proj_field","prev_wk_field","prev_wk_opp","prev_wk_g#","prev_wk_rec_tgt","prev_wk_rec_rec","prev_wk_rec_yds","prev_wk_rec_yds_per_rec","prev_wk_rec_td","prev_wk_rec_ctch_per","prev_wk_rec_yds_per_tgt","prev_wk_fantasy_fantpt","prev_wk_fantasy_ppr","prev_wk_fantasy_dkpt","prev_wk_fantasy_fdpt","ytd_rec_g","ytd_rec_target","ytd_rec_rec","ytd_rec_ctch_per","ytd_rec_yds","ytd_rec_yds_per_rec","ytd_rec_td","ytd_rec_1d","ytd_rec_yds_per_target","ytd_rec_rec_per_gm","ytd_rec_yds_per_gm","ytd_rec_fmb","receiving_twenty_tgt","receiving_twenty_rec","receiving_twenty_yds","receiving_twenty_td","receiving_twenty_per_tgt","receiving_ten_tgt","receiving_ten_rec","receiving_ten_yds","receiving_ten_td","receiving_ten_per_tgt","def_tot_g","def_tot_pf","def_tot_yds","def_tot_yds_per_play","def_tot_to","def_tot_first_dn","def_penalties_pen","def_tot_sc_per","def_tot_to_per","def_tot_exp","def_third_d_per","def_fourth_d_per","def_red_zone_att","def_red_zone_td","def_red_zone_pct","def_rush_td","def_rush_yds_per_att","def_rush_yds_per_gm","def_rush_exp","def_pass_comp_per","def_pass_yds","def_pass_td","def_pass_td_per","def_pass_int","def_pass_defended","def_pass_int_per","def_pass_yds_per_att","def_pass_ayds_per_att","def_pass_yds_per_catch","def_pass_yds_per_gm","def_pass_qb_rating_allowed","def_pass_sacks","def_pass_net_yds_per_att","def_pass_adj_net_yds_per_att","def_pass_exp","def_adv_dadot","def_adv_air","def_adv_yac","def_adv_bltz","def_adv_bltz_per","def_adv_hrry","def_adv_hrry_per","def_adv_qbkd","def_adv_qbkd_per","def_adv_sk","def_adv_prss","def_adv_prss_per","def_adv_mtkl","def_num_dr","def_plays","def_sc_per","def_to_per","def_avg_drive_plays","def_avg_drive_yds","def_avg_drive_start","def_avg_drive_time","def_avg_drive_pts","pts_vs_g","pts_vs_rec_tgt","pts_vs_rec_rec","pts_vs_rec_yds","pts_vs_rec_td","pts_vs_fantasy_per_game_fdpt","vs_cb_pos","vs_cb_tar ","vs_cb_c ","vs_cb_ypr","vs_cb_fpt","vs_cb_shad","vs_cb_matchup"
12,"Alex Erickson","WR","CIN","NYG",23.7,15,1.3,0,0,0,0,0,0,0,0,0.7,7.4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.3,0.2,66.7,1.7,8.5,0,0,5.7,0.2,1.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,236,3586,5.6,15,224,53,45,13,-60.47,44.3,72.7,"37",20,54.1,10,4,100.9,1.85,68.2,2577,15,4.1,8,52,2.2,7.6,7.5,11.2,257.7,95.3,25,6.7,6.5,-75.72,7.5,1637,1270,114,"28.9%",30,"7.6%",41,"11.3%",25,96,"24.4%",61,100,666,45,13,6.7,35.9,-27,365,2.35,"10","205","140","1723","9","31.1",NA,NA,NA,NA,NA,NA,NA
12,"Van Jefferson","WR","LAR","SFO",24.1,17,1.3,0,0,0,0,0,0,0,0,0.5,8.3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1.6,1.1,68.8,14.3,13,0.1,8,8.9,1.1,14.3,1,2,1,7,1,5,1,1,7,1,6.3,10,234,3159,5.2,12,198,54,41.1,10.3,-38.09,38.3,60,"26",16,61.5,7,3.9,107,17.43,65,2089,17,5.4,8,42,2.5,7,6.9,10.8,208.9,92.8,18,6.3,6.2,-57.93,7.7,1185,993,120,"34.1%",44,"12.5%",24,"7.6%",18,86,"24.4%",44,107,625,41.1,10.3,5.8,29.3,-30.3,279,2.13,"10","182","118","1458","12","28.0",NA,NA,NA,NA,NA,NA,NA
12,"Alshon Jeffery","WR","PHI","SEA",31.1,30,1.2,0,0,0,0,0,0,0,0,0.5,5.1,0.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,2.4,1,0,0,0,6.7,10,287,4349,6,15,270,59,47.3,12.7,-116.82,49.6,56.3,"40",28,70,15,3.6,91.2,-1.45,69.7,3437,18,4,9,49,2,8,7.9,11.5,343.7,98.4,25,7.3,7.2,-130.19,8.2,2167,1423,168,"34.2%",47,"9.6%",34,"7.6%",25,106,"21.6%",65,110,743,47.3,12.7,6.8,39.6,-26,288,2.62,"10","295","213","2597","13","44.3",NA,NA,NA,NA,NA,NA,NA
12,"Bryan Edwards","WR","LVR","ATL",29.8,29,1.1,0,0,0,0,0,0,0,0,0.5,5.8,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1.5,1.17,77.8,19.33,16.6,0,5,12.9,1.2,19.3,0,1,0,0,0,2.4,1,0,0,0,4,10,275,4066,6.4,11,230,54,44,10.1,-109.46,38.5,37.5,"33",25,75.8,11,4.4,106.3,18.52,68.4,3003,22,5.9,7,35,1.9,8.4,8.7,12.3,300.3,105.9,17,7.7,8,-133.91,8.8,1848,1383,122,"29.7%",44,"10.7%",42,"11.2%",17,103,"25.1%",61,109,652,44,10.1,6,37.3,-27.9,278,2.53,"10","219","143","2106","10","36.1",NA,NA,NA,NA,NA,NA,NA
12,"KJ Osborn","WR","MIN","CAR",18.1,3,1,0,0,0,0,0,0,0,0,0.6,6.7,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,272,3985,5.7,14,251,61,49.1,13.2,-103.86,51.8,60,"41",24,58.5,14,4.6,116.8,-9.22,67.9,2700,16,4,5,43,1.2,6.9,7.2,10.2,245.5,95.5,16,6.4,6.6,-99.19,7.4,1745,1373,92,"21.2%",41,"9.4%",30,"7.4%",16,87,"20.0%",87,106,723,49.1,13.2,6.8,37.3,-31.1,361,2.6,"11","208","142","1661","8","25.7",NA,NA,NA,NA,NA,NA,NA
12,"Equanimeous St Brown","WR","GNB","CHI",18,2,1,0,0,0,0,0,0,0,0,0.5,5.2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,0.33,33.3,5.83,17.5,0,2,5.8,0.3,5.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,209,3401,5.2,11,205,64,37,9.2,-12.02,33.3,66.7,"34",15,44.1,6,4,115.1,21.14,61.1,2250,12,3.4,6,45,1.7,6.8,6.7,11.1,225,85.7,21,6.1,6,-34.58,8.5,1457,1064,83,"21.4%",28,"7.2%",28,"8.0%",21,77,"19.8%",60,119,690,37,9.2,5.8,28.6,-29.9,275,1.71,"10","188","109","1466","5","23.4",NA,NA,NA,NA,NA,NA,NA
12,"KeeSean Johnson","WR","ARI","NWE",25.5,23,1,0,0,0,0,0,0,0,0,0.5,5.1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1.5,37.5,14.5,9.7,0,2,3.6,1.5,14.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,238,3579,6.2,15,204,53,45.8,15.6,-81.24,42.5,33.3,"32",20,62.5,9,4.3,121.8,-9.17,69.1,2361,16,5.7,11,34,3.9,8.7,8.1,12.6,236.1,98.6,13,8,7.4,-74.92,9.5,1259,1147,86,"26.5%",49,"15.1%",22,"7.8%",13,84,"25.9%",58,96,596,45.8,15.6,6.2,37,-26.2,364,2.42,"10","163","108","1577","12","28.3",NA,NA,NA,NA,NA,NA,NA
12,"Scott Miller","WR","TAM","KAN",20.9,8,0.9,0,0,0,0,0,0,0,0,0.6,5.9,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,3.82,2.45,64.3,37.64,15.3,0.18,17,9.9,2.5,37.6,0,2,2,31,1,3.5,0,0,0,0,0,10,214,3551,5.5,15,220,61,36.9,14.6,-48.04,41.3,68.8,"29",22,75.9,10,4.6,133.5,-37.76,63.4,2216,14,4.1,10,35,2.9,6.8,6.3,10.8,221.6,84.9,19,6.2,5.7,-21.35,8.2,1065,1257,140,"36.6%",43,"11.3%",34,"10.0%",19,96,"25.1%",84,103,665,36.9,14.6,6.5,34.3,-25.7,299,2.04,"10","181","113","1388","8","25.4",NA,NA,NA,NA,NA,NA,NA
12,"RayRay McCloud","WR","PIT","BAL",19.7,5,0.8,0,0,0,0,0,0,0,0,0.5,5.3,0,1,2,"JAX",10,4,4,20,5,0,100,5,2.3,6.3,6.3,4.3,10,1.5,1.4,93.3,7,5,0,3,4.7,1.4,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,195,3330,5.2,15,212,42,30,13.6,-7.77,34.5,42.9,"26",18,69.2,8,4.6,116,15.62,64.8,2170,14,3.9,5,34,1.4,6.6,6.8,10.2,217,91,27,5.6,5.8,-35.13,7.8,1278,1155,179,"44.8%",37,"9.3%",37,"10.3%",27,101,"25.3%",80,110,652,30,13.6,5.9,30.1,-25.1,278,1.74,"10","191","125","1490","5","25.7",NA,NA,NA,NA,NA,NA,NA
12,"DaeSean Hamilton","WR","DEN","NOR",25.1,21,0.7,0,0,0,0,0,0,0,0,0.5,3.4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2.7,1.5,55.6,18.5,12.3,0.2,10,6.9,1.5,18.5,1,3,2,17,1,7.9,1,1,7,1,5.3,10,222,3022,5,15,196,46,39,11.4,-47.69,41.5,57.9,"29",21,72.4,5,3.3,74.3,19.55,63.6,2279,20,5.6,11,46,3.1,7,6.8,11.1,227.9,90.2,32,5.9,5.7,-72.48,9,1571,1062,127,"32.2%",40,"10.1%",27,"7.6%",32,99,"25.1%",53,105,627,39,11.4,6,28.7,-26.2,285,2.12,"10","191","126","1718","12","31.2",NA,NA,NA,NA,NA,NA,NA
12,"Braxton Berrios","WR","NYJ","MIA",23.1,13,0.7,0,0,0,0,0,0,0,0,0.4,4.7,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3.9,2.4,61.5,22.3,9.3,0.2,12,5.7,2.4,22.3,0,2,2,17,1,10,1,1,1,0,9.1,10,202,3806,5.8,17,227,56,29.5,15.2,-24.97,33.9,42.1,"32",21,65.6,13,4.8,134.2,-30.24,62.6,2464,13,3.6,9,53,2.5,7.4,7,11.9,246.4,86.8,22,6.5,6.1,2.65,8.8,1434,1251,164,"41.6%",29,"7.4%",34,"9.5%",22,85,"21.6%",64,112,668,29.5,15.2,6,33.9,-24.9,280,1.81,"10","225","134","1843","8","30.7",NA,NA,NA,NA,NA,NA,NA
12,"Brandon Zylstra","WR","CAR","MIN",23.8,16,0.4,0,0,0,0,0,0,0,0,0.2,2.7,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0.18,0.18,100,2.91,16,0,2,16,0.2,2.9,0,1,1,4,0,2.6,0,0,0,0,0,10,278,3828,5.8,12,228,46,49.1,8.5,-90.94,36.2,66.7,"36",20,55.6,6,4.3,122.1,-5.16,66.7,2607,22,6.1,8,30,2.2,7.5,7.8,11.3,260.7,100.1,19,6.9,7.1,-90.41,8.5,1603,1148,110,"27.8%",33,"8.3%",28,"7.8%",19,80,"20.2%",67,106,683,49.1,8.5,6.4,35.7,-34.5,296,2.53,"10","202","137","1768","17","35.9",NA,NA,NA,NA,NA,NA,NA
12,"Antonio GandyGolden","WR","WAS","DAL",32.6,32,0.3,0,0,0,0,0,0.5,3.4,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.8,0.2,25,0.6,3,0,0,0.8,0.2,0.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,359,4202,5.8,10,248,62,46.8,8.1,-116.05,49.7,46.2,"40",27,67.5,15,4.9,156.4,-47.21,63.8,2482,25,7.1,4,28,1.1,7.4,8.3,11.6,225.6,105.1,22,6.7,7.5,-78.53,8.6,1315,1074,95,"24.4%",37,"9.5%",28,"8.0%",22,87,"22.3%",70,124,743,46.8,8.1,6,33.9,-32.4,290,2.69,"11","207","136","1909","19","35.9",NA,NA,NA,NA,NA,NA,NA
12,"Adam Thielen","WR","MIN","CAR",18.1,3,0.2,0,0,0,0,0,0.5,1.8,0,0,0,0,1,1,"DAL",10,11,8,123,15.38,2,72.7,11.18,24.3,32.3,35.3,28.3,10,7.6,4.9,64.5,64.6,13.2,1.1,35,8.5,4.9,64.6,0,14,13,108,10,51.9,9,8,39,7,60,11,272,3985,5.7,14,251,61,49.1,13.2,-103.86,51.8,60,"41",24,58.5,14,4.6,116.8,-9.22,67.9,2700,16,4,5,43,1.2,6.9,7.2,10.2,245.5,95.5,16,6.4,6.6,-99.19,7.4,1745,1373,92,"21.2%",41,"9.4%",30,"7.4%",16,87,"20.0%",87,106,723,49.1,13.2,6.8,37.3,-31.1,361,2.6,"11","208","142","1661","8","25.7","Left Corner",12.5,54.5,"11.58","1.45","N","minus"
