"proj_week","proj_player","proj_pos","proj_tm","proj_opp","proj_afpa","proj_afpa_rk","proj_ffpts","proj_comp","proj_pass_att","proj_pass_yds","proj_pass_td","proj_int","proj_rush_att","proj_rush_yds","proj_rush_td","proj_rec","proj_rec_yds","proj_rec_td","proj_field","prev_wk_field","prev_wk_opp","prev_wk_g#","prev_wk_rec_tgt","prev_wk_rec_rec","prev_wk_rec_yds","prev_wk_rec_yds_per_rec","prev_wk_rec_td","prev_wk_rec_ctch_per","prev_wk_rec_yds_per_tgt","prev_wk_fantasy_fantpt","prev_wk_fantasy_ppr","prev_wk_fantasy_dkpt","prev_wk_fantasy_fdpt","ytd_rec_g","ytd_rec_target","ytd_rec_rec","ytd_rec_ctch_per","ytd_rec_yds","ytd_rec_yds_per_rec","ytd_rec_td","ytd_rec_1d","ytd_rec_yds_per_target","ytd_rec_rec_per_gm","ytd_rec_yds_per_gm","ytd_rec_fmb","receiving_twenty_tgt","receiving_twenty_rec","receiving_twenty_yds","receiving_twenty_td","receiving_twenty_per_tgt","receiving_ten_tgt","receiving_ten_rec","receiving_ten_yds","receiving_ten_td","receiving_ten_per_tgt","def_tot_g","def_tot_pf","def_tot_yds","def_tot_yds_per_play","def_tot_to","def_tot_first_dn","def_penalties_pen","def_tot_sc_per","def_tot_to_per","def_tot_exp","def_third_d_per","def_fourth_d_per","def_red_zone_att","def_red_zone_td","def_red_zone_pct","def_rush_td","def_rush_yds_per_att","def_rush_yds_per_gm","def_rush_exp","def_pass_comp_per","def_pass_yds","def_pass_td","def_pass_td_per","def_pass_int","def_pass_defended","def_pass_int_per","def_pass_yds_per_att","def_pass_ayds_per_att","def_pass_yds_per_catch","def_pass_yds_per_gm","def_pass_qb_rating_allowed","def_pass_sacks","def_pass_net_yds_per_att","def_pass_adj_net_yds_per_att","def_pass_exp","def_adv_dadot","def_adv_air","def_adv_yac","def_adv_bltz","def_adv_bltz_per","def_adv_hrry","def_adv_hrry_per","def_adv_qbkd","def_adv_qbkd_per","def_adv_sk","def_adv_prss","def_adv_prss_per","def_adv_mtkl","def_num_dr","def_plays","def_sc_per","def_to_per","def_avg_drive_plays","def_avg_drive_yds","def_avg_drive_start","def_avg_drive_time","def_avg_drive_pts","pts_vs_g","pts_vs_rec_tgt","pts_vs_rec_rec","pts_vs_rec_yds","pts_vs_rec_td","pts_vs_fantasy_per_game_fdpt","vs_cb_pos","vs_cb_tar ","vs_cb_c ","vs_cb_ypr","vs_cb_fpt","vs_cb_shad","vs_cb_matchup"
12,"JuJu SmithSchuster","WR","PIT","BAL",19.7,5,11.4,0,0,0,0,0,0,0,0,5.6,61.4,0.4,1,2,"JAX",10,5,4,19,4.75,0,80,3.8,1.9,5.9,5.9,3.9,10,7.5,5.8,77.3,53.5,9.2,0.5,29,7.1,5.8,53.5,0,10,7,66,3,25,4,3,26,3,30.8,10,195,3330,5.2,15,212,42,30,13.6,-7.77,34.5,42.9,"26",18,69.2,8,4.6,116,15.62,64.8,2170,14,3.9,5,34,1.4,6.6,6.8,10.2,217,91,27,5.6,5.8,-35.13,7.8,1278,1155,179,"44.8%",37,"9.3%",37,"10.3%",27,101,"25.3%",80,110,652,30,13.6,5.9,30.1,-25.1,278,1.74,"10","191","125","1490","5","25.7","Slot Corner",15.3,63.5,"9.91","1.26","N","minus"
12,"CeeDee Lamb","WR","DAL","WAS",19.6,4,11.4,0,0,0,0,0,0.8,4.6,0,5.4,56.1,0.4,1,2,"MIN",10,6,4,34,8.5,1,66.7,5.67,12.6,16.6,16.6,14.6,11,7.36,4.82,65.4,59.09,12.3,0.36,32,8,4.8,59.1,2,8,3,11,2,16,6,2,9,2,28.6,11,243,3405,5,13,200,61,37.1,10.5,1.32,37.9,37.5,"31",15,48.4,9,4.3,114.9,2.64,64.7,2141,16,4.7,10,32,2.9,7,6.6,10.8,194.6,88.5,36,5.6,5.3,0.76,9.4,1279,966,111,"28.3%",36,"9.2%",21,"6.1%",36,93,"23.7%",83,124,700,37.1,10.5,5.6,27.4,-29.5,278,1.92,"11","199","127","1552","7","24.0",NA,NA,NA,NA,NA,NA,NA
12,"Darius Slayton","WR","NYG","CIN",31.3,31,11.3,0,0,0,0,0,0,0,0,3.9,61.6,0.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,6.4,3.8,59.4,58.4,15.4,0.3,30,9.1,3.8,58.4,1,8,4,26,1,17.4,5,1,7,1,27.8,10,270,3909,6.1,10,226,65,43.4,8.8,-102.71,45.2,42.9,"38",27,71.1,8,5,136.2,-17.95,63,2547,22,6.3,9,47,2.6,7.4,7.5,11.8,254.7,95.6,13,7,7.1,-89.88,8.7,1513,1094,116,"30.8%",29,"7.7%",26,"7.4%",13,68,"18.0%",69,113,662,43.4,8.8,5.9,34.6,-29.4,271,2.36,"10","199","135","1753","14","33.2","Right Corner",13.4,48.9,"15.43","1.50","N","neutral"
12,"Jamison Crowder","WR","NYJ","MIA",23.1,13,11.3,0,0,0,0,0,0,0,0,4.9,64.4,0.4,1,2,"LAC",10,4,1,16,16,0,25,4,1.6,2.6,2.6,2.1,6,8.67,5.33,61.5,70.83,13.3,0.5,18,8.2,5.3,70.8,0,3,2,16,1,15,1,0,0,0,9.1,10,202,3806,5.8,17,227,56,29.5,15.2,-24.97,33.9,42.1,"32",21,65.6,13,4.8,134.2,-30.24,62.6,2464,13,3.6,9,53,2.5,7.4,7,11.9,246.4,86.8,22,6.5,6.1,2.65,8.8,1434,1251,164,"41.6%",29,"7.4%",34,"9.5%",22,85,"21.6%",64,112,668,29.5,15.2,6,33.9,-24.9,280,1.81,"10","225","134","1843","8","30.7","Slot Corner",13.6,57.6,"14.53","1.41","N","minus"
12,"Tyler Boyd","WR","CIN","NYG",23.7,15,11.2,0,0,0,0,0,0.5,3.8,0,5.6,64,0.3,1,2,"WAS",10,11,9,85,9.44,0,81.8,7.73,8.5,17.5,17.5,13,10,8.7,6.9,79.3,71,10.3,0.3,41,8.2,6.9,71,1,11,7,59,3,21.2,5,3,21,2,20,10,236,3586,5.6,15,224,53,45,13,-60.47,44.3,72.7,"37",20,54.1,10,4,100.9,1.85,68.2,2577,15,4.1,8,52,2.2,7.6,7.5,11.2,257.7,95.3,25,6.7,6.5,-75.72,7.5,1637,1270,114,"28.9%",30,"7.6%",41,"11.3%",25,96,"24.4%",61,100,666,45,13,6.7,35.9,-27,365,2.35,"10","205","140","1723","9","31.1","Slot Corner",10.4,54.5,"13.00","1.25","N","minus"
12,"Jakobi Meyers","WR","NWE","ARI",25.9,24,11.2,0,0,0,0,0,0.3,1.3,0,5,71.5,0.2,1,2,"HOU",10,3,3,38,12.67,0,100,12.67,3.8,6.8,6.8,5.3,8,5.12,3.88,75.6,48.88,12.6,0,23,9.5,3.9,48.9,0,2,1,6,0,7.1,1,0,0,0,8.3,10,238,3677,5.5,12,238,72,41.5,10.4,-73.76,41,63.6,"35",18,51.4,6,4.6,124.7,-22.2,65.5,2430,19,5,8,33,2.1,6.9,7,10.6,243,93.6,25,6,6.1,-62.06,7.6,1296,1350,173,"40.3%",44,"10.3%",33,"8.8%",25,102,"23.8%",79,106,692,41.5,10.4,6.5,34.6,-28.2,361,2.19,"10","224","154","1765","13","33.5","Slot Corner",14.5,56.5,"11.54","1.35","N","minus"
12,"Michael Pittman Jr","WR","IND","TEN",26.5,27,11.1,0,0,0,0,0,0.4,2.1,0,4.7,62.9,0.4,1,1,"GNB",10,3,3,66,22,1,100,22,12.6,15.6,15.6,14.1,7,4.43,3.43,77.4,43.14,12.6,0.14,12,9.7,3.4,43.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,259,3889,5.7,15,238,65,43.1,13.7,-98.15,54,68.8,"39",27,69.2,10,4.4,121.5,-20.49,67.1,2674,21,5.3,10,62,2.5,7,6.9,10.5,267.4,94.4,12,6.6,6.5,-91.21,7.9,1582,1185,119,"28.1%",26,"6.1%",36,"9.1%",12,74,"17.5%",72,102,695,43.1,13.7,6.8,37.9,-27.2,369,2.51,"10","244","169","1873","10","33.7","Right Corner",17.6,62.5,"11.53","1.51","N","neutral"
12,"Corey Davis","WR","TEN","IND",21.6,9,11.1,0,0,0,0,0,0,0,0,5.1,71.5,0.3,2,2,"BAL",10,7,5,113,22.6,0,71.4,16.14,11.3,16.3,19.3,13.8,8,6.88,4.88,70.9,68.62,14.1,0.38,31,10,4.9,68.6,0,3,3,25,3,7,2,2,13,2,8.7,10,208,2981,5,17,189,54,32.7,15.4,-10.9,40.8,50,"29",19,65.5,8,3.5,89.2,18.02,63.3,2089,14,4.3,12,51,3.7,6.9,6.1,11,208.9,82.7,22,6,5.3,-27.66,8.2,1319,1000,68,"18.6%",39,"10.7%",21,"6.5%",22,82,"22.4%",38,104,613,32.7,15.4,5.9,28.7,-24.8,285,1.83,"10","180","111","1522","9","26.2","Left Corner",14.2,61.1,"10.64","1.26","N","minus"
12,"Mike Williams","WR","LAC","BUF",20.5,7,10.9,0,0,0,0,0,0,0,0,3.3,62.9,0.5,2,1,"NYJ",10,7,4,72,18,1,57.1,10.29,13.2,17.2,17.2,15.2,9,5.78,3.22,55.8,55.89,17.3,0.44,21,9.7,3.2,55.9,0,6,1,4,1,13.3,3,1,4,1,17.6,10,265,3737,5.8,16,232,58,48,16,-102.96,46.5,54.5,"40",25,62.5,15,4.8,135,-37.85,67.9,2387,15,4.5,7,39,2.1,7.6,7.5,11.2,238.7,96.5,27,6.6,6.6,-70.7,7.2,1463,1063,140,"36.5%",22,"5.7%",27,"8.1%",27,76,"19.8%",79,100,659,48,16,6.6,37.2,-27.6,296,2.64,"10","192","127","1538","9","27.7","Right Corner",9.1,51.6,"15.75","1.91","N","plus"
12,"Deebo Samuel","WR","SFO","LAR",15.8,1,10.9,0,0,0,0,0,1.4,10.4,0.1,4.6,57.2,0.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5.5,4,72.7,46.25,11.6,0.25,12,8.4,4,46.3,0,2,2,20,1,4,1,1,6,1,4,10,192,2919,4.7,15,187,46,29.1,13.6,32.76,37,35.7,"29",18,62.1,8,3.9,91.3,6.27,62.9,2006,11,3,10,42,2.8,6.1,5.5,9.7,200.6,78.6,32,5.1,4.5,21.82,7.6,1026,1124,112,"27.2%",25,"6.1%",28,"7.8%",32,85,"20.6%",53,110,639,29.1,13.6,5.8,26.5,-27.6,273,1.56,"10","187","121","1293","6","23.2","Left Corner",10.8,43.2,"14.06","1.20","N","minus"
12,"Jarvis Landry","WR","CLE","JAX",25.9,25,10.8,0,0,0,0,0,0,0,0,5.1,61.7,0.4,2,1,"PHI",10,2,2,23,11.5,0,100,11.5,2.6,4.6,4.6,3.6,10,5.7,3.8,66.7,47.1,12.4,0,22,8.3,3.8,47.1,0,4,2,21,0,14.3,0,0,0,0,0,10,298,4113,6.3,10,237,50,48.7,8.8,-140.25,42.2,70,"37",22,59.5,13,4.3,129.1,-1.55,70.1,2822,21,6,8,41,2.3,8.2,8.4,11.8,282.2,105.4,9,7.9,8.1,-143.69,8.3,1472,1458,118,"31.2%",30,"7.9%",34,"9.8%",9,73,"19.3%",69,113,681,48.7,8.8,6,36.4,-31,291,2.66,"10","202","138","1853","11","33.4","Slot Corner",10.8,65.7,"15.83","2.04","N","plus"
12,"Nelson Agholor","WR","LVR","ATL",29.8,29,10.8,0,0,0,0,0,0,0,0,3.6,59,0.5,2,1,"KAN",10,9,6,88,14.67,1,66.7,9.78,14.8,20.8,20.8,17.8,10,3.8,2.4,63.2,44.3,18.5,0.6,20,11.7,2.4,44.3,0,6,4,39,2,14.3,4,2,11,1,16,10,275,4066,6.4,11,230,54,44,10.1,-109.46,38.5,37.5,"33",25,75.8,11,4.4,106.3,18.52,68.4,3003,22,5.9,7,35,1.9,8.4,8.7,12.3,300.3,105.9,17,7.7,8,-133.91,8.8,1848,1383,122,"29.7%",44,"10.7%",42,"11.2%",17,103,"25.1%",61,109,652,44,10.1,6,37.3,-27.9,278,2.53,"10","219","143","2106","10","36.1","Right Corner",15.7,46.7,"10.79","1.17","N","minus"
12,"Tee Higgins","WR","CIN","NYG",23.7,15,10.7,0,0,0,0,0,0.6,4.3,0,3.9,60.3,0.4,1,2,"WAS",10,10,3,26,8.67,0,30,2.6,2.6,5.6,5.6,4.1,10,7.1,4.3,60.6,62.9,14.6,0.4,34,8.9,4.3,62.9,1,7,5,34,4,13.5,4,3,7,3,16,10,236,3586,5.6,15,224,53,45,13,-60.47,44.3,72.7,"37",20,54.1,10,4,100.9,1.85,68.2,2577,15,4.1,8,52,2.2,7.6,7.5,11.2,257.7,95.3,25,6.7,6.5,-75.72,7.5,1637,1270,114,"28.9%",30,"7.6%",41,"11.3%",25,96,"24.4%",61,100,666,45,13,6.7,35.9,-27,365,2.35,"10","205","140","1723","9","31.1","Left Corner",11.6,54.3,"12.16","1.60","N","plus"
12,"Jalen Reagor","WR","PHI","SEA",31.1,30,10.7,0,0,0,0,0,0.4,2.1,0,4.3,63.1,0.4,1,2,"CLE",10,5,4,52,13,0,80,10.4,5.2,9.2,9.2,7.2,5,5.2,3.2,61.5,42.2,13.2,0.2,11,8.1,3.2,42.2,1,3,2,9,1,7.3,1,1,2,1,6.7,10,287,4349,6,15,270,59,47.3,12.7,-116.82,49.6,56.3,"40",28,70,15,3.6,91.2,-1.45,69.7,3437,18,4,9,49,2,8,7.9,11.5,343.7,98.4,25,7.3,7.2,-130.19,8.2,2167,1423,168,"34.2%",47,"9.6%",34,"7.6%",25,106,"21.6%",65,110,743,47.3,12.7,6.8,39.6,-26,288,2.62,"10","295","213","2597","13","44.3","Left Corner",15.4,69.8,"13.00","2.16","N","plus"
12,"Travis Fulgham","WR","PHI","SEA",31.1,30,10.7,0,0,0,0,0,0,0,0,4.6,59.3,0.4,1,2,"CLE",10,7,1,8,8,0,14.3,1.14,0.8,1.8,1.8,1.3,7,8,4.43,55.4,64.43,14.5,0.57,22,8.1,4.4,64.4,0,8,3,31,3,19.5,2,2,13,2,13.3,10,287,4349,6,15,270,59,47.3,12.7,-116.82,49.6,56.3,"40",28,70,15,3.6,91.2,-1.45,69.7,3437,18,4,9,49,2,8,7.9,11.5,343.7,98.4,25,7.3,7.2,-130.19,8.2,2167,1423,168,"34.2%",47,"9.6%",34,"7.6%",25,106,"21.6%",65,110,743,47.3,12.7,6.8,39.6,-26,288,2.62,"10","295","213","2597","13","44.3","Right Corner",13.9,71.4,"12.92","1.81","N","plus"
12,"Rashard Higgins","WR","CLE","JAX",25.9,25,10.5,0,0,0,0,0,0,0,0,4.2,64.3,0.3,2,1,"PHI",10,4,3,65,21.67,0,75,16.25,6.5,9.5,9.5,8,8,2.88,2.25,78.3,36.25,16.1,0.25,12,12.6,2.3,36.3,0,2,2,28,2,7.1,0,0,0,0,0,10,298,4113,6.3,10,237,50,48.7,8.8,-140.25,42.2,70,"37",22,59.5,13,4.3,129.1,-1.55,70.1,2822,21,6,8,41,2.3,8.2,8.4,11.8,282.2,105.4,9,7.9,8.1,-143.69,8.3,1472,1458,118,"31.2%",30,"7.9%",34,"9.8%",9,73,"19.3%",69,113,681,48.7,8.8,6,36.4,-31,291,2.66,"10","202","138","1853","11","33.4","Right Corner",NA,NA,"-","-","N","plus"
12,"Breshad Perriman","WR","NYJ","MIA",23.1,13,9.6,0,0,0,0,0,0,0,0,3.8,58.6,0.3,1,2,"LAC",10,4,2,54,27,1,50,13.5,11.4,13.4,13.4,12.4,6,4.67,3,64.3,45.5,15.2,0.5,12,9.8,3,45.5,0,3,1,15,1,15,1,0,0,0,9.1,10,202,3806,5.8,17,227,56,29.5,15.2,-24.97,33.9,42.1,"32",21,65.6,13,4.8,134.2,-30.24,62.6,2464,13,3.6,9,53,2.5,7.4,7,11.9,246.4,86.8,22,6.5,6.1,2.65,8.8,1434,1251,164,"41.6%",29,"7.4%",34,"9.5%",22,85,"21.6%",64,112,668,29.5,15.2,6,33.9,-24.9,280,1.81,"10","225","134","1843","8","30.7","Right Corner",12.5,57.6,"11.05","1.39","N","minus"
12,"Keelan Cole","WR","JAX","CLE",24.8,18,9.2,0,0,0,0,0,0,0,0,4.5,44.9,0.4,1,1,"PIT",10,5,2,26,13,0,40,5.2,2.6,4.6,4.6,3.6,10,5.4,3.6,66.7,45.3,12.6,0.4,22,8.4,3.6,45.3,0,4,3,27,3,10.3,1,1,2,1,6.7,10,261,3529,5.3,17,230,55,41.7,16.5,-71.98,45.6,88.2,"41",24,58.5,9,4,105,-13.69,66.1,2479,20,5.3,9,48,2.4,7.1,7.1,10.8,247.9,94.6,27,6.2,6.2,-58.96,7.9,1531,1232,99,"23.7%",40,"9.6%",15,"4.0%",27,82,"19.7%",58,103,680,41.7,16.5,6.6,34,-30,295,2.38,"10","225","143","1699","12","32.7","Slot Corner",11.5,85.7,"9.17","2.07","N","plus"
12,"Denzel Mims","WR","NYJ","MIA",23.1,13,9.1,0,0,0,0,0,0,0,0,4,55.1,0.3,1,2,"LAC",10,7,3,71,23.67,0,42.9,10.14,7.1,10.1,10.1,8.6,4,6.25,3.25,52,54.25,16.7,0,10,8.7,3.3,54.3,0,2,0,0,0,10,1,0,0,0,9.1,10,202,3806,5.8,17,227,56,29.5,15.2,-24.97,33.9,42.1,"32",21,65.6,13,4.8,134.2,-30.24,62.6,2464,13,3.6,9,53,2.5,7.4,7,11.9,246.4,86.8,22,6.5,6.1,2.65,8.8,1434,1251,164,"41.6%",29,"7.4%",34,"9.5%",22,85,"21.6%",64,112,668,29.5,15.2,6,33.9,-24.9,280,1.81,"10","225","134","1843","8","30.7","Left Corner",13.4,44.9,"17.14","1.59","N","plus"
12,"Gabriel Davis","WR","BUF","LAC",23,12,9,0,0,0,0,0,0,0,0,3.4,52.6,0.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3.1,1.9,61.3,27.5,14.5,0.3,13,8.9,1.9,27.5,0,4,3,19,2,8.7,3,2,10,2,12.5,10,273,3440,5.6,9,192,61,43.8,7.1,-36.9,40,42.9,"33",20,60.6,10,4.6,115.3,6.5,62.1,2287,20,5.7,5,35,1.4,6.8,7.3,10.9,228.7,95.2,17,6.2,6.7,-52.1,9.1,1700,956,61,"15.7%",43,"11.1%",30,"8.5%",17,90,"23.2%",68,112,638,43.8,7.1,5.7,30.7,-32.6,273,2.38,"10","180","109","1514","9","26.3",NA,NA,NA,NA,NA,NA,NA
12,"Marquise Brown","WR","BAL","PIT",24.9,20,8.7,0,0,0,0,0,0,0,0,4.3,51.8,0.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,5.9,3.2,54.2,43.1,13.5,0.2,22,7.3,3.2,43.1,0,4,2,5,2,12.1,4,2,5,2,19,10,174,3069,4.9,21,177,65,27,17.4,41.49,38.8,26.7,"25",14,56,5,4.3,103.4,6.62,54.8,2035,15,4.3,15,53,4.3,6.7,5.6,12.1,203.5,71.8,38,5.3,4.3,29.87,9.6,1494,798,167,"41.9%",58,"14.5%",41,"11.9%",38,137,"34.3%",59,115,635,27,17.4,5.5,26.6,-27.3,265,1.5,"10","198","116","1598","13","29.4","Left Corner",14.5,46.4,"12.62","1.26","N","minus"
12,"Richie James","WR","SFO","LAR",15.8,1,8.5,0,0,0,0,0,0.6,2.1,0,3.5,51.2,0.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3.6,2.4,66.7,42,17.5,0.2,6,11.7,2.4,42,1,2,2,14,0,4,1,1,5,0,4,10,192,2919,4.7,15,187,46,29.1,13.6,32.76,37,35.7,"29",18,62.1,8,3.9,91.3,6.27,62.9,2006,11,3,10,42,2.8,6.1,5.5,9.7,200.6,78.6,32,5.1,4.5,21.82,7.6,1026,1124,112,"27.2%",25,"6.1%",28,"7.8%",32,85,"20.6%",53,110,639,29.1,13.6,5.8,26.5,-27.6,273,1.56,"10","187","121","1293","6","23.2",NA,NA,NA,NA,NA,NA,NA
12,"TY Hilton","WR","IND","TEN",26.5,27,8.5,0,0,0,0,0,0,0,0,3.6,47.6,0.3,1,1,"GNB",10,6,3,36,12,0,50,6,3.6,6.6,6.6,5.1,9,5.56,3.22,58,36.33,11.3,0,18,6.5,3.2,36.3,0,5,2,14,0,10.6,0,0,0,0,0,10,259,3889,5.7,15,238,65,43.1,13.7,-98.15,54,68.8,"39",27,69.2,10,4.4,121.5,-20.49,67.1,2674,21,5.3,10,62,2.5,7,6.9,10.5,267.4,94.4,12,6.6,6.5,-91.21,7.9,1582,1185,119,"28.1%",26,"6.1%",36,"9.1%",12,74,"17.5%",72,102,695,43.1,13.7,6.8,37.9,-27.2,369,2.51,"10","244","169","1873","10","33.7","Left Corner",NA,NA,"-","-","N","neutral"
12,"Josh Reynolds","WR","LAR","SFO",24.1,17,8.5,0,0,0,0,0,0,0,0,3.6,48.3,0.3,1,2,"TAM",10,6,3,32,10.67,0,50,5.33,3.2,6.2,6.2,4.7,10,5.4,3.3,61.1,44.8,13.6,0.2,24,8.3,3.3,44.8,2,5,3,28,1,12.5,3,1,4,1,18.8,10,234,3159,5.2,12,198,54,41.1,10.3,-38.09,38.3,60,"26",16,61.5,7,3.9,107,17.43,65,2089,17,5.4,8,42,2.5,7,6.9,10.8,208.9,92.8,18,6.3,6.2,-57.93,7.7,1185,993,120,"34.1%",44,"12.5%",24,"7.6%",18,86,"24.4%",44,107,625,41.1,10.3,5.8,29.3,-30.3,279,2.13,"10","182","118","1458","12","28.0","Right Corner",10.4,63,"10.88","1.54","N","neutral"
12,"Damiere Byrd","WR","NWE","ARI",25.9,24,8.4,0,0,0,0,0,0,0,0,3.7,55.5,0.2,1,2,"HOU",10,7,6,132,22,1,85.7,18.86,20.3,26.3,29.3,23.3,10,4.8,3.2,66.7,46.9,14.7,0.1,23,9.8,3.2,46.9,2,1,1,8,0,3.6,0,0,0,0,0,10,238,3677,5.5,12,238,72,41.5,10.4,-73.76,41,63.6,"35",18,51.4,6,4.6,124.7,-22.2,65.5,2430,19,5,8,33,2.1,6.9,7,10.6,243,93.6,25,6,6.1,-62.06,7.6,1296,1350,173,"40.3%",44,"10.3%",33,"8.8%",25,102,"23.8%",79,106,692,41.5,10.4,6.5,34.6,-28.2,361,2.19,"10","224","154","1765","13","33.5","Right Corner",15.2,76.6,"9.94","1.78","N","plus"
12,"Laviska Shenault","WR","JAX","CLE",24.8,18,8.4,0,0,0,0,0,0.9,6.5,0,4.4,41.8,0.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,21,1,7.7,1,1,-3,0,6.7,10,261,3529,5.3,17,230,55,41.7,16.5,-71.98,45.6,88.2,"41",24,58.5,9,4,105,-13.69,66.1,2479,20,5.3,9,48,2.4,7.1,7.1,10.8,247.9,94.6,27,6.2,6.2,-58.96,7.9,1531,1232,99,"23.7%",40,"9.6%",15,"4.0%",27,82,"19.7%",58,103,680,41.7,16.5,6.6,34,-30,295,2.38,"10","225","143","1699","12","32.7","Left Corner",6.8,69.2,"8.56","1.28","N","minus"
12,"Willie Snead","WR","BAL","PIT",24.9,20,8.4,0,0,0,0,0,0,0,0,3.7,47.9,0.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,4,2.8,70,37.9,13.5,0.3,19,9.5,2.8,37.9,1,8,6,68,3,24.2,4,2,6,1,19,10,174,3069,4.9,21,177,65,27,17.4,41.49,38.8,26.7,"25",14,56,5,4.3,103.4,6.62,54.8,2035,15,4.3,15,53,4.3,6.7,5.6,12.1,203.5,71.8,38,5.3,4.3,29.87,9.6,1494,798,167,"41.9%",58,"14.5%",41,"11.9%",38,137,"34.3%",59,115,635,27,17.4,5.5,26.6,-27.3,265,1.5,"10","198","116","1598","13","29.4","Slot Corner",12.8,61.1,"13.64","1.78","N","plus"
12,"Hunter Renfrow","WR","LVR","ATL",29.8,29,8.3,0,0,0,0,0,0,0,0,3.6,51.8,0.2,2,1,"KAN",10,2,2,37,18.5,0,100,18.5,3.7,5.7,5.7,4.7,10,4.1,3.1,75.6,43.6,14.1,0.2,20,10.6,3.1,43.6,1,4,3,28,2,9.5,1,1,4,1,4,10,275,4066,6.4,11,230,54,44,10.1,-109.46,38.5,37.5,"33",25,75.8,11,4.4,106.3,18.52,68.4,3003,22,5.9,7,35,1.9,8.4,8.7,12.3,300.3,105.9,17,7.7,8,-133.91,8.8,1848,1383,122,"29.7%",44,"10.7%",42,"11.2%",17,103,"25.1%",61,109,652,44,10.1,6,37.3,-27.9,278,2.53,"10","219","143","2106","10","36.1","Slot Corner",12.4,61.9,"17.12","2.11","N","plus"
12,"Michael Gallup","WR","DAL","WAS",19.6,4,8.3,0,0,0,0,0,0,0,0,4.1,44.2,0.3,1,2,"MIN",10,5,2,29,14.5,0,40,5.8,2.9,4.9,4.9,3.9,11,6.18,3.36,54.4,48.91,14.5,0.09,24,7.9,3.4,48.9,0,6,3,11,0,12,2,0,0,0,9.5,11,243,3405,5,13,200,61,37.1,10.5,1.32,37.9,37.5,"31",15,48.4,9,4.3,114.9,2.64,64.7,2141,16,4.7,10,32,2.9,7,6.6,10.8,194.6,88.5,36,5.6,5.3,0.76,9.4,1279,966,111,"28.3%",36,"9.2%",21,"6.1%",36,93,"23.7%",83,124,700,37.1,10.5,5.6,27.4,-29.5,278,1.92,"11","199","127","1552","7","24.0",NA,NA,NA,NA,NA,NA,NA
12,"Andy Isabella","WR","ARI","NWE",25.5,23,8.2,0,0,0,0,0,0,0,0,4.7,42.2,0.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,17,2,9.1,1,1,4,1,5,10,238,3579,6.2,15,204,53,45.8,15.6,-81.24,42.5,33.3,"32",20,62.5,9,4.3,121.8,-9.17,69.1,2361,16,5.7,11,34,3.9,8.7,8.1,12.6,236.1,98.6,13,8,7.4,-74.92,9.5,1259,1147,86,"26.5%",49,"15.1%",22,"7.8%",13,84,"25.9%",58,96,596,45.8,15.6,6.2,37,-26.2,364,2.42,"10","163","108","1577","12","28.3","Slot Corner",19.1,59.6,"11.42","1.62","N","plus"
12,"Allen Lazard","WR","GNB","CHI",18,2,8.2,0,0,0,0,0,0,0,0,3.5,45.6,0.3,1,2,"IND",10,4,2,18,9,0,50,4.5,1.8,3.8,3.8,2.8,4,5.25,3.75,71.4,68,18.1,0.5,12,13,3.8,68,0,2,2,9,2,4.2,2,2,9,2,6.7,10,209,3401,5.2,11,205,64,37,9.2,-12.02,33.3,66.7,"34",15,44.1,6,4,115.1,21.14,61.1,2250,12,3.4,6,45,1.7,6.8,6.7,11.1,225,85.7,21,6.1,6,-34.58,8.5,1457,1064,83,"21.4%",28,"7.2%",28,"8.0%",21,77,"19.8%",60,119,690,37,9.2,5.8,28.6,-29.9,275,1.71,"10","188","109","1466","5","23.4","Slot Corner",14.2,71.4,"11.00","2.07","N","plus"
