Season,Week,PID,Player,Pos,Team,Opp,aFPA,aFPA Rk,FFPts,Comp,Pass Att,Pass Yds,Pass TD,INT,Rush Att,Rush Yds,Rush TD,Rec,Rec Yds,Rec TD,Pa1D,Ru1D,Rec1D,Fum,XP,FG,Grade
2019,12,jacksl1,Lamar Jackson,QB,BAL,@LAR,15.2,14,23.3,20.0,31.6,240.1,1.6,0.6,11.5,59.1,0.4,0.0,0.0,0.0,11.5,3.8,0.0,0.3,0.0,0.0,A-Game
2019,12,ryanm1,Matt Ryan,QB,ATL,TB,24.7,32,22.1,28.0,41.6,315.3,2.2,0.7,2.1,6.9,0.2,0.0,0.0,0.0,15.3,0.4,0.0,0.2,0.0,0.0,A-Game
2019,12,watsod1,Deshaun Watson,QB,HOU,IND,15.0,12,21.2,23.4,34.2,263.2,1.6,0.6,4.6,25.7,0.4,0.0,0.0,0.0,12.8,1.7,0.0,0.2,0.0,0.0,A-Game
2019,12,wilsor1,Russell Wilson,QB,SEA,@PHI,13.8,8,21.0,22.8,35.6,277.5,1.8,0.4,4.2,21.1,0.3,0.0,0.0,0.0,13.2,1.4,0.0,0.3,0.0,0.0,A-Game
2019,12,breesd1,Drew Brees,QB,NO,CAR,12.6,5,20.0,24.6,36.4,320.3,2.0,0.4,0.4,1.3,0.0,0.0,0.0,0.0,15.0,0.1,0.0,0.2,0.0,0.0,A-Game
2019,12,winstj1,Jameis Winston,QB,TB,@ATL,20.7,25,19.8,25.3,39.0,307.1,1.9,1.6,2.8,16.7,0.1,0.0,0.0,0.0,14.7,1.1,0.0,0.2,0.0,0.0,A-Game
2019,12,prescd1,Dak Prescott,QB,DAL,@NE,8.1,1,17.8,21.2,35.7,274.7,1.4,1.1,3.6,16.9,0.2,0.0,0.0,0.0,12.9,1.1,0.0,0.3,0.0,0.0,A-Game
2019,12,mayfib1,Baker Mayfield,QB,CLE,MIA,20.8,27,17.7,20.5,32.8,255.6,1.7,0.9,3.5,12.6,0.1,0.0,0.0,0.0,12.1,0.8,0.0,0.2,0.0,0.0,A-Game
2019,12,allenj3,Josh Allen,QB,BUF,DEN,11.9,2,17.7,19.3,31.0,206.8,1.2,0.9,6.5,37.3,0.4,0.0,0.0,0.0,10.2,2.4,0.0,0.3,0.0,0.0,A-Game
2019,12,driskj1,Jeff Driskel,QB,DET,@WAS,17.8,22,17.6,23.3,34.2,244.5,1.5,1.2,3.6,19.7,0.2,0.0,0.0,0.0,12.1,1.3,0.0,0.3,0.0,0.0,A-Game
