Season,Week,PID,Player,Pos,Team,Opp,aFPA,aFPA Rk,FFPts,Comp,Pass Att,Pass Yds,Pass TD,INT,Rush Att,Rush Yds,Rush TD,Rec,Rec Yds,Rec TD,Pa1D,Ru1D,Rec1D,Fum,XP,FG,Grade
2020,12,mahomp1,Patrick Mahomes,QB,KC,@TB,17.0,10,23.9,26.2,37.8,321.6,2.3,0.3,3.2,16.3,0.2,0.0,0.0,0.0,15.3,1.1,0.0,0.2,0.0,0.0,A-Game
2020,12,allenj3,Josh Allen,QB,BUF,LAC,21.1,26,23.9,24.4,36.9,277.1,2.1,0.9,7.2,33.5,0.5,0.0,0.0,0.0,13.5,2.2,0.0,0.2,0.0,0.0,A-Game
2020,12,wilsor1,Russell Wilson,QB,SEA,@PHI,20.6,24,23.8,24.3,35.8,289.6,2.3,0.6,7.4,37.5,0.1,0.0,0.0,0.0,13.9,2.4,0.0,0.2,0.0,0.0,A-Game
2020,12,murrak1,Kyler Murray,QB,ARI,@NE,17.4,15,23.6,23.1,34.3,257.1,1.9,0.8,8.0,53.4,0.4,0.0,0.0,0.0,12.5,3.5,0.0,0.2,0.0,0.0,A-Game
2020,12,watsod1,Deshaun Watson,QB,HOU,@DET,17.2,13,21.7,23.9,36.1,283.3,1.9,0.7,6.7,24.8,0.3,0.0,0.0,0.0,13.6,1.6,0.0,0.2,0.0,0.0,A-Game
2020,12,herbej1,Justin Herbert,QB,LAC,@BUF,19.8,23,20.4,23.7,36.3,279.6,2.0,0.6,3.5,15.2,0.3,0.0,0.0,0.0,13.4,1.0,0.0,0.3,0.0,0.0,A-Game
2020,12,carrd2,Derek Carr,QB,LV,@ATL,26.8,32,19.7,23.9,34.6,287.9,2.1,0.7,3.3,11.1,0.1,0.0,0.0,0.0,13.8,0.7,0.0,0.2,0.0,0.0,A-Game
2020,12,rodgea1,Aaron Rodgers,QB,GB,CHI,15.4,5,18.6,22.8,34.7,260.3,1.9,0.3,3.0,11.4,0.1,0.0,0.0,0.0,12.6,0.7,0.0,0.2,0.0,0.0,A-Game
2020,12,bradyt1,Tom Brady,QB,TB,KC,17.4,14,18.6,25.2,38.0,297.4,1.9,0.7,0.6,1.6,0.1,0.0,0.0,0.0,14.3,0.1,0.0,0.3,0.0,0.0,A-Game
2020,12,hillt2,Taysom Hill,QB,NO,@DEN,17.5,16,18.5,16.5,23.4,174.8,1.4,0.7,10.3,50.9,0.4,0.0,0.0,0.0,8.6,3.3,0.0,0.2,0.0,0.0,A-Game
2020,12,newtoc1,Cam Newton,QB,NE,ARI,19.4,22,18.4,20.3,31.4,236.1,1.0,0.9,7.9,30.8,0.7,0.0,0.0,0.0,11.4,2.0,0.0,0.3,0.0,0.0,A-Game
2020,12,fitzpr1,Ryan Fitzpatrick,QB,MIA,@NYJ,19.2,21,18.2,22.1,33.6,258.8,1.7,0.9,4.5,20.7,0.2,0.0,0.0,0.0,12.5,1.3,0.0,0.2,0.0,0.0,A-Game
2020,12,ryanm1,Matt Ryan,QB,ATL,LV,17.0,12,18.1,25.3,37.9,279.6,1.9,0.8,2.4,9.5,0.1,0.0,0.0,0.0,13.7,0.6,0.0,0.2,0.0,0.0,A-Game
