Season,Week,PID,Player,Pos,Team,Opp,aFPA,aFPA Rk,FFPts,Comp,Pass Att,Pass Yds,Pass TD,INT,Rush Att,Rush Yds,Rush TD,Rec,Rec Yds,Rec TD,Pa1D,Ru1D,Rec1D,Fum,XP,FG,Grade
2020,16,mahomp1,Patrick Mahomes,QB,KC,ATL,18.1,15,24.6,26.8,38.4,323.2,2.4,0.4,3.7,18.8,0.2,0.0,0.0,0.0,15.5,1.2,0.0,0.2,0.0,0.0,A-Game
2020,16,murrak1,Kyler Murray,QB,ARI,SF,15.2,6,23.0,23.0,34.4,263.5,1.6,0.8,6.8,42.7,0.7,0.0,0.0,0.0,12.8,2.8,0.0,0.2,0.0,0.0,A-Game
2020,16,rodgea1,Aaron Rodgers,QB,GB,TEN,21.8,31,22.2,24.2,35.6,300.0,2.4,0.3,2.3,8.0,0.1,0.0,0.0,0.0,14.3,0.5,0.0,0.2,0.0,0.0,A-Game
2020,16,watsod1,Deshaun Watson,QB,HOU,CIN,19.9,21,22.0,23.2,35.1,267.3,1.9,0.7,7.1,33.4,0.4,0.0,0.0,0.0,12.9,2.2,0.0,0.2,0.0,0.0,A-Game
2020,16,jacksl1,Lamar Jackson,QB,BAL,NYG,16.0,8,21.8,19.9,30.1,240.8,1.6,0.5,5.6,44.4,0.5,0.0,0.0,0.0,11.5,2.9,0.0,0.2,0.0,0.0,A-Game
2020,16,hurtsj1,Jalen Hurts,QB,PHI,@DAL,19.4,17,21.8,21.4,35.4,264.5,1.6,1.1,11.7,53.0,0.4,0.0,0.0,0.0,12.6,3.4,0.0,0.3,0.0,0.0,A-Game
2020,16,allenj3,Josh Allen,QB,BUF,@NE,13.1,4,21.0,22.7,35.1,256.3,1.8,0.6,5.4,25.5,0.5,0.0,0.0,0.0,12.5,1.7,0.0,0.2,0.0,0.0,A-Game
2020,16,tanner1,Ryan Tannehill,QB,TEN,@GB,15.3,7,20.9,23.0,33.9,309.8,1.8,0.4,2.8,14.3,0.2,0.0,0.0,0.0,14.4,0.9,0.0,0.2,0.0,0.0,A-Game
2020,16,bradyt1,Tom Brady,QB,TB,@DET,21.7,30,20.7,24.4,36.2,311.2,2.3,0.6,0.4,1.1,0.1,0.0,0.0,0.0,14.7,0.1,0.0,0.2,0.0,0.0,A-Game
2020,16,herbej1,Justin Herbert,QB,LAC,DEN,16.9,11,20.3,23.7,36.6,270.1,2.0,0.7,2.8,13.7,0.3,0.0,0.0,0.0,13.1,0.9,0.0,0.2,0.0,0.0,A-Game
2020,16,wilsor1,Russell Wilson,QB,SEA,LAR,12.1,2,18.8,23.0,34.4,257.7,1.7,0.7,5.3,25.3,0.2,0.0,0.0,0.0,12.5,1.6,0.0,0.2,0.0,0.0,A-Game
2020,16,trubim1,Mitch Trubisky,QB,CHI,@JAX,20.9,27,18.5,23.1,35.9,267.6,1.8,0.8,3.3,16.0,0.1,0.0,0.0,0.0,12.9,1.0,0.0,0.2,0.0,0.0,A-Game
2020,16,breesd1,Drew Brees,QB,NO,MIN,17.1,12,18.3,24.0,34.4,283.2,2.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,13.6,0.0,0.0,0.2,0.0,0.0,A-Game
2020,16,tagovt1,Tua Tagovailoa,QB,MIA,@LV,19.4,18,17.7,22.8,34.5,264.6,1.7,0.9,3.3,17.7,0.1,0.0,0.0,0.0,12.8,1.1,0.0,0.2,0.0,0.0,A-Game
2020,16,ryanm1,Matt Ryan,QB,ATL,@KC,20.2,24,16.8,24.3,37.5,286.2,1.6,1.0,2.7,10.4,0.1,0.0,0.0,0.0,13.8,0.7,0.0,0.3,0.0,0.0,A-Game
2020,16,goffj1,Jared Goff,QB,LAR,@SEA,19.6,20,16.7,23.1,34.7,307.4,1.3,0.9,1.5,4.5,0.2,0.0,0.0,0.0,14.4,0.3,0.0,0.2,0.0,0.0,A-Game
2020,16,cousik1,Kirk Cousins,QB,MIN,@NO,11.7,1,16.7,21.9,32.9,255.9,1.8,0.9,4.0,13.7,0.1,0.0,0.0,0.0,12.3,0.9,0.0,0.3,0.0,0.0,A-Game
2020,16,staffm1,Matthew Stafford,QB,DET,TB,20.6,26,16.7,23.5,36.7,280.7,1.5,0.7,2.4,8.4,0.1,0.0,0.0,0.0,13.5,0.5,0.0,0.3,0.0,0.0,A-Game
2020,16,bridgt1,Teddy Bridgewater,QB,CAR,@WAS,16.2,9,16.6,21.7,33.8,243.2,1.5,0.8,4.8,19.8,0.2,0.0,0.0,0.0,11.8,1.3,0.0,0.3,0.0,0.0,A-Game
2020,16,daltoa1,Andy Dalton,QB,DAL,PHI,18.8,16,16.5,24.1,36.8,278.2,1.7,0.8,2.0,5.6,0.0,0.0,0.0,0.0,13.5,0.4,0.0,0.3,0.0,0.0,B-Game
2020,16,carrd2,Derek Carr,QB,LV,MIA,15.1,5,16.4,22.6,34.3,262.1,1.6,0.9,3.0,10.7,0.1,0.0,0.0,0.0,12.7,0.7,0.0,0.2,0.0,0.0,B-Game
2020,16,roethb1,Ben Roethlisberger,QB,PIT,IND,16.3,10,15.6,23.1,36.2,254.1,1.7,0.6,0.5,1.4,0.0,0.0,0.0,0.0,12.4,0.1,0.0,0.3,0.0,0.0,B-Game
2020,16,lockd1,Drew Lock,QB,DEN,@LAC,20.4,25,15.5,21.0,34.2,245.2,1.6,1.0,2.7,10.6,0.1,0.0,0.0,0.0,11.8,0.7,0.0,0.3,0.0,0.0,B-Game
2020,16,riverp1,Philip Rivers,QB,IND,@PIT,12.4,3,15.3,22.6,34.5,266.3,1.7,0.8,0.3,1.1,0.0,0.0,0.0,0.0,12.8,0.1,0.0,0.2,0.0,0.0,B-Game
