"Pos","Player","Tm","Opp","FD Sal $","Projected Own%","Cash Odds","GPP Odds","Implied Own%","FD LEV"
"RB","Christian McCaffrey","CAR","SEA","10400","22.5%","75%","37%","33%","1.46"
"RB","Derrick Henry","TEN","HOU","9400","22.5%","55%","17%","15%","0.68"
"WR","DeAndre Hopkins","HOU","@TEN","8600","27.5%","56%","16%","16%","0.57"
"RB","Ezekiel Elliott","DAL","LAR","8500","7.5%","52%","13%","12%","1.58"
"RB","Dalvin Cook","MIN","@LAC","8500","17.5%","59%","18%","16%","0.94"
"QB","Jimmy Garoppolo","SF","ATL","8400","7.5%","44%","15%","5%","0.68"
"WR","Chris Godwin","TB","@DET","8400","32.5%","57%","18%","18%","0.54"
"RB","Saquon Barkley","NYG","MIA","8300","12.5%","60%","18%","16%","1.32"
"QB","Patrick Mahomes","KC","DEN","8300","12.5%","50%","21%","7%","0.55"
"QB","Deshaun Watson","HOU","@TEN","8200","7.5%","53%","24%","8%","1.05"
"QB","Jameis Winston","TB","@DET","8200","12.5%","53%","23%","8%","0.60"
"QB","Russell Wilson","SEA","@CAR","8100","12.5%","50%","21%","7%","0.56"
"QB","Aaron Rodgers","GB","CHI","8000","3.0%","40%","13%","4%","1.45"
"WR","Allen Robinson","CHI","@GB","8000","7.5%","45%","10%","10%","1.27"
"RB","Nick Chubb","CLE","@ARI","8000","12.5%","54%","13%","12%","0.97"
"QB","Kirk Cousins","MIN","@LAC","7900","3.0%","40%","13%","4%","1.43"
"WR","Tyreek Hill","KC","DEN","7900","12.5%","46%","11%","11%","0.85"
"WR","Kenny Golladay","DET","TB","7900","17.5%","51%","14%","14%","0.79"
"RB","Aaron Jones","GB","CHI","7800","7.5%","50%","12%","11%","1.42"
"WR","Davante Adams","GB","CHI","7800","7.5%","47%","11%","10%","1.37"
"QB","Dak Prescott","DAL","LAR","7800","7.5%","50%","20%","7%","0.89"
"QB","Jared Goff","LAR","@DAL","7800","7.5%","42%","13%","4%","0.59"
"QB","Carson Wentz","PHI","@WAS","7700","3.0%","41%","13%","4%","1.49"
"RB","Josh Jacobs","OAK","JAX","7700","7.5%","46%","10%","9%","1.17"
"WR","Amari Cooper","DAL","LAR","7700","7.5%","42%","9%","8%","1.13"
