"Pos","Player","Tm","Opp","FD Sal $","Projected Own%","Cash Odds","GPP Odds","Implied Own%","FD LEV"
"RB","Darrel Williams","KC","@DET","5500","3.0%","37%","3%","3%","1.15"
"WR","Kenny Stills","HOU","CAR","5400","0.5%","31%","3%","3%","5.84"
"WR","Trey Quinn","WAS","@NYG","5400","0.5%","24%","2%","1%","2.63"
"WR","Zach Pascal","IND","OAK","5400","0.5%","13%","0%","0%","0.65"
"TE","Will Dissly","SEA","@ARI","5400","7.5%","40%","9%","5%","0.62"
"WR","Dede Westbrook","JAX","@DEN","5300","0.5%","31%","3%","3%","5.65"
"TE","Eric Ebron","IND","OAK","5300","3.0%","39%","9%","5%","1.56"
"RB","Kenyan Drake","MIA","LAC","5300","0.5%","33%","2%","2%","4.51"
"RB","Duke Johnson","HOU","CAR","5300","0.5%","28%","2%","2%","3.54"
"RB","Chris Thompson","WAS","@NYG","5300","3.0%","45%","4%","5%","1.60"
"RB","Gus Edwards","BAL","CLE","5300","0.5%","10%","0%","0%","0.24"
"DEF","Los Angeles Chargers","LAC","@MIA","5300","17.5%","54%","17%","33%","1.90"
"WR","Corey Davis","TEN","@ATL","5200","0.5%","33%","4%","3%","6.41"
"WR","Cole Beasley","BUF","NE","5200","0.5%","31%","3%","3%","5.23"
"WR","J.J. Nelson","OAK","@IND","5200","0.5%","26%","2%","2%","3.37"
"WR","Adam Humphries","TEN","@ATL","5200","0.5%","20%","1%","1%","1.69"
"WR","Preston Williams","MIA","LAC","5200","3.0%","40%","6%","5%","1.60"
"WR","Anthony Miller","CHI","MIN","5200","0.5%","5%","0%","0%","0.03"
"TE","Jack Doyle","IND","OAK","5200","0.5%","32%","5%","3%","5.82"
"TE","T.J. Hockenson","DET","KC","5200","7.5%","37%","7%","4%","0.50"
"WR","Chris Conley","JAX","@DEN","5100","0.5%","31%","3%","3%","5.05"
"TE","Jordan Akins","HOU","CAR","5100","0.5%","19%","2%","1%","1.89"
"TE","Vernon Davis","WAS","@NYG","5100","3.0%","35%","6%","3%","1.03"
"RB","Ronald Jones","TB","@LAR","5100","0.5%","24%","1%","1%","1.85"
"WR","Willie Snead","BAL","CLE","5000","0.5%","18%","1%","1%","1.26"
"WR","DeVante Parker","MIA","LAC","5000","3.0%","30%","3%","3%","0.83"
"WR","DaeSean Hamilton","DEN","JAX","5000","0.5%","6%","0%","0%","0.05"
"TE","Ricky Seals-Jones","CLE","@BAL","5000","0.5%","8%","0%","0%","0.27"
"RB","Elijhaa Penny","NYG","WAS","5000","0.5%","11%","0%","0%","0.23"
"RB","Jalen Richard","OAK","@IND","5000","0.5%","8%","0%","0%","0.09"
"WR","Danny Amendola","DET","KC","4900","0.5%","27%","2%","2%","3.63"
"WR","Hunter Renfrow","OAK","@IND","4900","0.5%","16%","1%","0%","0.87"
"TE","Trey Burton","CHI","MIN","4900","0.5%","29%","4%","2%","4.40"
"TE","Nick Boyle","BAL","CLE","4900","0.5%","26%","3%","2%","3.40"
"RB","Kalen Ballage","MIA","LAC","4900","0.5%","14%","0%","0%","0.43"
"RB","Dion Lewis","TEN","@ATL","4900","0.5%","12%","0%","0%","0.31"
"RB","Alexander Mattison","MIN","@CHI","4900","0.5%","11%","0%","0%","0.24"
"RB","Jordan Wilkins","IND","OAK","4900","0.5%","9%","0%","0%","0.14"
"RB","Mike Davis","CHI","MIN","4900","0.5%","5%","0%","0%","0.03"
"WR","Darius Slayton","NYG","WAS","4800","0.5%","30%","3%","2%","4.81"
"WR","Taylor Gabriel","CHI","MIN","4800","0.5%","29%","3%","2%","4.42"
"WR","David Moore","SEA","@ARI","4800","0.5%","14%","0%","0%","0.62"
"WR","Tajae Sharpe","TEN","@ATL","4800","0.5%","10%","0%","0%","0.23"
"WR","Dontrelle Inman","LAC","@MIA","4800","0.5%","10%","0%","0%","0.20"
"WR","Chad Beebe","MIN","@CHI","4800","0.5%","3%","0%","0%","0.01"
"RB","C.J. Prosise","SEA","@ARI","4800","0.5%","30%","1%","2%","3.08"
"RB","Ito Smith","ATL","TEN","4800","0.5%","24%","1%","1%","2.08"
"RB","Nyheim Hines","IND","OAK","4800","0.5%","15%","0%","0%","0.52"
"RB","Dontrell Hilliard","CLE","@BAL","4800","0.5%","3%","0%","0%","0.01"
"DEF","New England Patriots","NE","@BUF","4800","12.5%","49%","8%","15%","1.21"
"WR","Paul Richardson","WAS","@NYG","4700","0.5%","30%","3%","2%","4.41"
"WR","A.J. Brown","TEN","@ATL","4700","0.5%","27%","2%","2%","3.80"
"WR","Bennie Fowler","NYG","WAS","4700","0.5%","27%","2%","2%","3.47"
"WR","Damiere Byrd","ARI","SEA","4700","0.5%","22%","1%","1%","1.93"
"WR","Zay Jones","BUF","NE","4700","0.5%","11%","0%","0%","0.27"
"WR","Chester Rogers","IND","OAK","4700","0.5%","10%","0%","0%","0.24"
"TE","Dawson Knox","BUF","NE","4700","0.5%","25%","3%","1%","2.88"
"TE","Darren Fells","HOU","CAR","4700","0.5%","14%","1%","0%","0.69"
"RB","D'Ernest Johnson","CLE","@BAL","4700","0.5%","5%","0%","0%","0.02"
"RB","Chase Edmonds","ARI","SEA","4700","0.5%","4%","0%","0%","0.01"
"RB","Darrell Henderson","LAR","TB","4700","0.5%","2%","0%","0%","0.00"
"DEF","Chicago Bears","CHI","MIN","4700","7.5%","53%","10%","20%","2.71"
"DEF","Jacksonville Jaguars","JAX","@DEN","4700","3.0%","28%","0%","1%","0.31"
"WR","KeeSean Johnson","ARI","SEA","4600","0.5%","26%","2%","2%","3.04"
"WR","Breshad Perriman","TB","@LAR","4600","0.5%","4%","0%","0%","0.02"
"TE","Noah Fant","DEN","JAX","4600","0.5%","30%","4%","2%","4.05"
"TE","James O'Shaughnessy","JAX","@DEN","4600","0.5%","29%","3%","2%","3.68"
"TE","Mike Gesicki","MIA","LAC","4600","0.5%","25%","3%","1%","2.79"
"TE","Irv Smith Jr.","MIN","@CHI","4600","0.5%","12%","0%","0%","0.44"
"TE","Kyle Rudolph","MIN","@CHI","4600","0.5%","10%","0%","0%","0.31"
"RB","T.J. Yeldon","BUF","NE","4600","0.5%","11%","0%","0%","0.20"
"RB","J.D. McKissic","DET","KC","4600","0.5%","4%","0%","0%","0.01"
"WR","Damion Ratley","CLE","@BAL","4500","0.5%","31%","3%","2%","5.00"
"WR","Deon Cain","IND","OAK","4500","0.5%","25%","2%","1%","2.73"
"WR","Jakeem Grant","MIA","LAC","4500","0.5%","16%","0%","0%","0.74"
"WR","Isaiah McKenzie","BUF","NE","4500","0.5%","10%","0%","0%","0.22"
"WR","Travis Benjamin","LAC","@MIA","4500","0.5%","10%","0%","0%","0.20"
"WR","Miles Boykin","BAL","CLE","4500","0.5%","10%","0%","0%","0.20"
"WR","Jarius Wright","CAR","@HOU","4500","0.5%","8%","0%","0%","0.09"
"WR","Keelan Doss","OAK","@IND","4500","0.5%","7%","0%","0%","0.08"
"WR","Seth Roberts","BAL","CLE","4500","0.5%","7%","0%","0%","0.07"
"WR","Jaron Brown","SEA","@ARI","4500","0.5%","6%","0%","0%","0.05"
"WR","Allen Hurns","MIA","LAC","4500","0.5%","6%","0%","0%","0.05"
"WR","Russell Shepard","NYG","WAS","4500","0.5%","6%","0%","0%","0.04"
"WR","Marqise Lee","JAX","@DEN","4500","0.5%","6%","0%","0%","0.04"
"WR","Kelvin Harmon","WAS","@NYG","4500","0.5%","5%","0%","0%","0.03"
"WR","Cordarrelle Patterson","CHI","MIN","4500","0.5%","5%","0%","0%","0.03"
"WR","Keke Coutee","HOU","CAR","4500","0.5%","5%","0%","0%","0.02"
"WR","Taywan Taylor","CLE","@BAL","4500","0.5%","4%","0%","0%","0.02"
"WR","Justin Hardy","ATL","TEN","4500","0.5%","4%","0%","0%","0.01"
"WR","Robert Foster","BUF","NE","4500","0.5%","3%","0%","0%","0.01"
"WR","Chris Hogan","CAR","@HOU","4500","0.5%","3%","0%","0%","0.01"
"WR","Josh Reynolds","LAR","TB","4500","0.5%","2%","0%","0%","0.00"
"WR","Javon Wims","CHI","MIN","4500","0.5%","2%","0%","0%","0.00"
"WR","Darius Jennings","TEN","@ATL","4500","0.5%","2%","0%","0%","0.00"
"WR","DeAndre Carter","HOU","CAR","4500","0.5%","2%","0%","0%","0.00"
"TE","Gerald Everett","LAR","TB","4500","0.5%","35%","5%","3%","5.95"
"TE","Ryan Izzo","NE","@BUF","4500","0.5%","25%","2%","1%","2.70"
"TE","Cameron Brate","TB","@LAR","4500","0.5%","20%","1%","1%","1.55"
"TE","Demetrius Harris","CLE","@BAL","4500","0.5%","19%","1%","1%","1.30"
"TE","Geoff Swaim","JAX","@DEN","4500","0.5%","14%","1%","0%","0.65"
"TE","Jeff Heuerman","DEN","JAX","4500","0.5%","14%","1%","0%","0.62"
"TE","Nick Vannett","PIT","CIN","4500","0.5%","10%","0%","0%","0.28"
"TE","Adam Shaheen","CHI","MIN","4500","0.5%","9%","0%","0%","0.20"
"RB","Ty Johnson","DET","KC","4500","0.5%","23%","1%","1%","1.72"
"RB","Dare Ogunbowale","TB","@LAR","4500","0.5%","12%","0%","0%","0.20"
"RB","DeAndre Washington","OAK","@IND","4500","0.5%","9%","0%","0%","0.11"
"RB","Darwin Thompson","KC","@DET","4500","0.5%","6%","0%","0%","0.04"
"RB","Troymaine Pope","LAC","@MIA","4500","0.5%","6%","0%","0%","0.04"
"RB","Mark Walton","MIA","LAC","4500","0.5%","6%","0%","0%","0.03"
"RB","Wendell Smallwood","WAS","@NYG","4500","0.5%","6%","0%","0%","0.02"
"RB","Brandon Bolden","NE","@BUF","4500","0.5%","5%","0%","0%","0.02"
"RB","Reggie Bonnafon","CAR","@HOU","4500","0.5%","4%","0%","0%","0.01"
"RB","Justice Hill","BAL","CLE","4500","0.5%","3%","0%","0%","0.00"
"RB","Ryquell Armstead","JAX","@DEN","4500","0.5%","3%","0%","0%","0.00"
"RB","Derek Watt","LAC","@MIA","4500","0.5%","3%","0%","0%","0.00"
"RB","Devontae Booker","DEN","JAX","4500","0.5%","2%","0%","0%","0.00"
"TE","Hayden Hurst","BAL","CLE","4400","0.5%","21%","1%","1%","1.62"
"DEF","Houston Texans","HOU","CAR","4400","7.5%","50%","5%","10%","1.34"
"DEF","Los Angeles Rams","LAR","TB","4300","7.5%","42%","2%","3%","0.46"
"TE","Nick O'Leary","MIA","LAC","4200","0.5%","10%","0%","0%","0.21"
"TE","Charles Clay","ARI","SEA","4200","0.5%","10%","0%","0%","0.21"
"TE","Mo Alie-Cox","IND","OAK","4200","0.5%","6%","0%","0%","0.07"
"DEF","Indianapolis Colts","IND","OAK","4200","7.5%","41%","1%","2%","0.33"
"DEF","Baltimore Ravens","BAL","CLE","4200","7.5%","41%","1%","2%","0.33"
"DEF","Denver Broncos","DEN","JAX","4100","3.0%","51%","4%","8%","2.61"
"DEF","Washington Redskins","WAS","@NYG","4100","3.0%","34%","0%","0%","0.16"
"TE","Jesse James","DET","KC","4000","0.5%","19%","1%","1%","1.09"
"TE","Jonnu Smith","TEN","@ATL","4000","0.5%","14%","0%","0%","0.52"
"TE","Tommy Sweeney","BUF","NE","4000","0.5%","13%","0%","0%","0.43"
"TE","Jeremy Sprinkle","WAS","@NYG","4000","0.5%","12%","0%","0%","0.36"
"TE","Rhett Ellison","NYG","WAS","4000","0.5%","12%","0%","0%","0.32"
"TE","Foster Moreau","OAK","@IND","4000","0.5%","12%","0%","0%","0.29"
"TE","Ian Thomas","CAR","@HOU","4000","0.5%","11%","0%","0%","0.28"
"TE","Maxx Williams","ARI","SEA","4000","0.5%","10%","0%","0%","0.23"
"TE","Luke Stocker","ATL","TEN","4000","0.5%","9%","0%","0%","0.17"
"TE","Virgil Green","LAC","@MIA","4000","0.5%","9%","0%","0%","0.16"
"TE","Logan Thomas","DET","KC","4000","0.5%","8%","0%","0%","0.14"
"TE","Anthony Firkser","TEN","@ATL","4000","0.5%","8%","0%","0%","0.14"
"TE","Durham Smythe","MIA","LAC","4000","0.5%","8%","0%","0%","0.12"
"TE","Chris Manhertz","CAR","@HOU","4000","0.5%","7%","0%","0%","0.08"
"DEF","Minnesota Vikings","MIN","@CHI","4000","3.0%","40%","1%","1%","0.35"
"DEF","Atlanta Falcons","ATL","TEN","3900","3.0%","42%","1%","1%","0.42"
"DEF","New York Giants","NYG","WAS","3800","3.0%","42%","1%","1%","0.34"
"DEF","Seattle Seahawks","SEA","@ARI","3700","7.5%","42%","0%","1%","0.10"
"DEF","Tennessee Titans","TEN","@ATL","3500","0.5%","46%","0%","1%","1.38"
"DEF","Kansas City Chiefs","KC","@DET","3500","3.0%","47%","0%","1%","0.32"
"DEF","Carolina Panthers","CAR","@HOU","3500","0.5%","33%","0%","0%","0.07"
"DEF","Cleveland Browns","CLE","@BAL","3500","0.5%","19%","0%","0%","0.00"
"DEF","Buffalo Bills","BUF","NE","3400","0.5%","44%","0%","0%","0.70"
"DEF","Oakland Raiders","OAK","@IND","3400","0.5%","25%","0%","0%","0.00"
"DEF","Tampa Bay Buccaneers","TB","@LAR","3200","0.5%","43%","0%","0%","0.22"
"DEF","Arizona Cardinals","ARI","SEA","3200","3.0%","47%","0%","0%","0.09"
"DEF","Detroit Lions","DET","KC","3100","0.5%","43%","0%","0%","0.16"
"DEF","Miami Dolphins","MIA","LAC","2500","0.5%","51%","0%","0%","0.03"
