"Pos","Player","Tm","Opp","FD Sal $","Projected Own%","Cash Odds","GPP Odds","Implied Own%","FD LEV"
"RB","Christian McCaffrey","CAR","@GB","10500","37.5%","71%","33%","41%","1.08"
"WR","Michael Thomas","NO","ATL","8700","37.5%","79%","40%","44%","1.18"
"WR","Mike Evans","TB","ARI","8600","27.5%","72%","32%","35%","1.27"
"RB","Saquon Barkley","NYG","@NYJ","8600","22.5%","62%","21%","26%","1.15"
"QB","Lamar Jackson","BAL","@CIN","8600","17.5%","70%","40%","15%","0.87"
"RB","Alvin Kamara","NO","ATL","8300","27.5%","60%","18%","22%","0.82"
"QB","Drew Brees","NO","ATL","8300","12.5%","59%","25%","9%","0.75"
"WR","Chris Godwin","TB","ARI","8200","22.5%","59%","19%","21%","0.94"
"QB","Jared Goff","LAR","@PIT","8100","3.0%","38%","12%","4%","1.47"
"WR","Cooper Kupp","LAR","@PIT","8100","12.5%","52%","14%","15%","1.21"
"QB","Aaron Rodgers","GB","CAR","8000","7.5%","51%","20%","8%","1.02"
"RB","Mark Ingram","BAL","@CIN","8000","17.5%","45%","10%","12%","0.70"
"WR","Tyreek Hill","KC","@TEN","8000","17.5%","45%","11%","12%","0.69"
"QB","Matthew Stafford","DET","@CHI","7900","3.0%","41%","13%","5%","1.65"
"RB","Nick Chubb","CLE","BUF","7900","12.5%","57%","15%","19%","1.48"
"WR","Julio Jones","ATL","@NO","7900","17.5%","53%","14%","15%","0.88"
"QB","Jameis Winston","TB","ARI","7900","12.5%","56%","24%","9%","0.74"
"WR","Davante Adams","GB","CAR","7800","12.5%","41%","8%","9%","0.69"
"WR","Kenny Golladay","DET","@CHI","7700","7.5%","43%","10%","11%","1.45"
"QB","Kyler Murray","ARI","@TB","7700","12.5%","60%","29%","11%","0.88"
"RB","Aaron Jones","GB","CAR","7600","12.5%","58%","16%","20%","1.61"
"QB","Josh Allen","BUF","@CLE","7500","7.5%","43%","16%","6%","0.83"
"QB","Matt Ryan","ATL","@NO","7500","7.5%","45%","15%","6%","0.75"
