Season,Week,PID,Player,Pos,Team,Opp,aFPA,aFPA Rk,FFPts,Comp,Pass Att,Pass Yds,Pass TD,INT,Rush Att,Rush Yds,Rush TD,Rec,Rec Yds,Rec TD,Pa1D,Ru1D,Rec1D,Fum,XP,FG,Grade
2020,3,murrak1,Kyler Murray,QB,ARI,DET,21.4,30,26.7,24.3,36.2,294.6,2.2,0.8,7.9,47.0,0.5,0.0,0.0,0.0,14.1,3.1,0.0,0.2,0.0,0.0,A-Game
2020,3,jacksl1,Lamar Jackson,QB,BAL,KC,16.1,15,26.2,22.6,33.6,270.9,2.0,0.7,9.9,61.4,0.4,0.0,0.0,0.0,13.0,4.0,0.0,0.2,0.0,0.0,A-Game
2020,3,newtoc1,Cam Newton,QB,NE,LV,21.3,29,23.3,21.7,33.3,241.6,1.4,0.8,12.3,53.1,0.7,0.0,0.0,0.0,11.8,3.5,0.0,0.2,0.0,0.0,A-Game
2020,3,wilsor1,Russell Wilson,QB,SEA,DAL,16.7,20,23.1,24.1,35.8,295.1,2.2,0.5,5.2,23.5,0.2,0.0,0.0,0.0,14.1,1.5,0.0,0.2,0.0,0.0,A-Game
2020,3,mahomp1,Patrick Mahomes,QB,KC,@BAL,12.7,3,21.4,24.9,36.9,311.4,2.0,0.6,3.0,15.4,0.1,0.0,0.0,0.0,14.8,1.0,0.0,0.3,0.0,0.0,A-Game
2020,3,allenj3,Josh Allen,QB,BUF,LAR,14.4,8,21.2,21.4,34.3,251.8,1.7,0.8,6.3,28.8,0.4,0.0,0.0,0.0,12.1,1.9,0.0,0.3,0.0,0.0,A-Game
2020,3,prescd1,Dak Prescott,QB,DAL,@SEA,16.2,17,20.5,24.9,36.9,293.8,1.9,0.6,3.0,14.9,0.2,0.0,0.0,0.0,14.1,1.0,0.0,0.3,0.0,0.0,A-Game
2020,3,ryanm1,Matt Ryan,QB,ATL,CHI,13.2,5,18.8,24.0,36.1,274.1,1.8,0.6,2.4,10.0,0.1,0.0,0.0,0.0,13.3,0.7,0.0,0.2,0.0,0.0,A-Game
2020,3,roethb1,Ben Roethlisberger,QB,PIT,HOU,18.7,24,18.7,23.0,35.6,287.5,1.9,0.8,1.2,3.6,0.1,0.0,0.0,0.0,13.6,0.2,0.0,0.2,0.0,0.0,A-Game
2020,3,minshg1,Gardner Minshew,QB,JAX,MIA,20.2,27,18.6,21.9,35.0,257.9,1.7,0.6,3.3,16.4,0.1,0.0,0.0,0.0,12.4,1.1,0.0,0.2,0.0,0.0,A-Game
2020,3,rodgea1,Aaron Rodgers,QB,GB,@NO,16.5,18,18.6,22.6,35.4,266.6,1.7,0.2,3.7,12.7,0.1,0.0,0.0,0.0,12.8,0.8,0.0,0.3,0.0,0.0,A-Game
2020,3,tanner1,Ryan Tannehill,QB,TEN,@MIN,14.1,6,18.4,22.4,33.9,259.1,1.7,0.9,3.0,13.1,0.2,0.0,0.0,0.0,12.5,0.9,0.0,0.2,0.0,0.0,A-Game
2020,3,breesd1,Drew Brees,QB,NO,GB,14.9,12,18.2,24.5,35.3,280.9,2.0,0.6,0.2,0.6,0.0,0.0,0.0,0.0,13.6,0.0,0.0,0.2,0.0,0.0,A-Game
2020,3,watsod1,Deshaun Watson,QB,HOU,@PIT,12.1,2,18.1,21.7,33.7,238.6,1.6,0.9,4.8,21.3,0.2,0.0,0.0,0.0,11.7,1.4,0.0,0.3,0.0,0.0,A-Game
2020,3,staffm1,Matthew Stafford,QB,DET,@ARI,22.6,32,18.0,23.8,36.1,284.6,1.8,0.9,1.8,6.7,0.0,0.0,0.0,0.0,13.6,0.4,0.0,0.3,0.0,0.0,A-Game
2020,3,wentzc1,Carson Wentz,QB,PHI,CIN,20.4,28,17.9,23.0,35.2,263.3,1.7,0.6,3.5,12.0,0.1,0.0,0.0,0.0,12.8,0.8,0.0,0.2,0.0,0.0,A-Game
2020,3,burroj1,Joe Burrow,QB,CIN,@PHI,14.9,13,17.8,22.7,35.8,259.0,1.4,0.8,5.2,23.6,0.2,0.0,0.0,0.0,12.6,1.5,0.0,0.3,0.0,0.0,A-Game
2020,3,fitzpr1,Ryan Fitzpatrick,QB,MIA,@JAX,17.1,22,17.7,22.6,35.4,253.8,1.5,1.2,5.3,21.9,0.2,0.0,0.0,0.0,12.4,1.4,0.0,0.3,0.0,0.0,A-Game
2020,3,bradyt1,Tom Brady,QB,TB,@DEN,14.6,11,17.6,23.2,35.7,265.3,1.9,0.6,0.6,1.6,0.0,0.0,0.0,0.0,12.9,0.1,0.0,0.2,0.0,0.0,A-Game
2020,3,riverp1,Philip Rivers,QB,IND,NYJ,16.8,21,17.0,22.6,34.2,264.3,1.9,0.8,0.4,1.2,0.0,0.0,0.0,0.0,12.7,0.1,0.0,0.2,0.0,0.0,A-Game
2020,3,goffj1,Jared Goff,QB,LAR,@BUF,13.2,4,16.9,23.0,35.7,262.5,1.8,0.8,1.4,4.0,0.1,0.0,0.0,0.0,12.7,0.3,0.0,0.3,0.0,0.0,A-Game
2020,3,trubim1,Mitch Trubisky,QB,CHI,@ATL,19.9,25,16.9,22.0,35.3,256.2,1.5,0.9,3.9,16.1,0.1,0.0,0.0,0.0,12.4,1.0,0.0,0.2,0.0,0.0,A-Game
2020,3,garopj1,Jimmy Garoppolo,QB,SF,@NYG,21.5,31,16.5,21.7,33.2,275.1,1.5,0.8,1.6,3.7,0.0,0.0,0.0,0.0,13.0,0.2,0.0,0.2,0.0,0.0,B-Game
2020,3,taylot2,Tyrod Taylor,QB,LAC,CAR,14.5,9,16.4,21.7,34.7,242.7,1.5,0.6,3.7,12.3,0.1,0.0,0.0,0.0,11.8,0.8,0.0,0.2,0.0,0.0,B-Game
2020,3,mayfib1,Baker Mayfield,QB,CLE,WAS,20.2,26,16.1,21.6,33.7,251.2,1.5,0.9,1.7,6.9,0.1,0.0,0.0,0.0,12.1,0.4,0.0,0.2,0.0,0.0,B-Game
2020,3,cousik1,Kirk Cousins,QB,MIN,TEN,16.7,19,16.0,22.7,34.8,254.6,1.6,0.8,1.9,5.4,0.1,0.0,0.0,0.0,12.4,0.4,0.0,0.2,0.0,0.0,B-Game
2020,3,jonesd4,Daniel Jones,QB,NYG,SF,14.6,10,15.3,20.2,33.5,234.5,1.2,1.0,3.6,20.3,0.1,0.0,0.0,0.0,11.3,1.3,0.0,0.3,0.0,0.0,B-Game
2020,3,carrd2,Derek Carr,QB,LV,@NE,10.4,1,15.3,22.4,34.2,248.4,1.5,0.9,1.3,3.2,0.1,0.0,0.0,0.0,12.1,0.2,0.0,0.3,0.0,0.0,B-Game
2020,3,bridgt1,Teddy Bridgewater,QB,CAR,@LAC,14.2,7,14.2,21.0,33.4,225.7,1.3,0.8,3.5,10.4,0.1,0.0,0.0,0.0,11.1,0.7,0.0,0.3,0.0,0.0,C-Game
2020,3,haskid1,Dwayne Haskins,QB,WAS,@CLE,18.2,23,13.9,20.7,34.4,229.6,1.2,1.0,2.3,10.9,0.1,0.0,0.0,0.0,11.2,0.7,0.0,0.3,0.0,0.0,C-Game
