"Pos","Player","Tm","Opp","FD Sal $","Projected Own%","Cash Odds","GPP Odds","Implied Own%","FD LEV"
"RB","Ezekiel Elliott","DAL","@SEA","9000","17.5%","53%","15%","19%","1.07"
"QB","Russell Wilson","SEA","DAL","8700","12.5%","59%","29%","7%","0.58"
"RB","Dalvin Cook","MIN","TEN","8600","7.5%","48%","11%","14%","1.91"
"WR","DeAndre Hopkins","ARI","DET","8500","27.5%","69%","28%","25%","0.92"
"QB","Dak Prescott","DAL","@SEA","8500","12.5%","59%","28%","7%","0.56"
"QB","Kyler Murray","ARI","DET","8400","17.5%","71%","41%","10%","0.58"
"RB","Josh Jacobs","LV","@NE","8300","3.0%","38%","7%","8%","2.78"
"RB","Derrick Henry","TEN","@MIN","8200","12.5%","53%","14%","17%","1.40"
"QB","Josh Allen","BUF","LAR","8100","7.5%","55%","25%","6%","0.84"
"QB","Deshaun Watson","HOU","@PIT","8000","3.0%","44%","17%","4%","1.39"
"WR","Calvin Ridley","ATL","CHI","8000","17.5%","46%","11%","10%","0.59"
"WR","Chris Godwin","TB","@DEN","7900","12.5%","43%","9%","8%","0.66"
"RB","Nick Chubb","CLE","WAS","7800","12.5%","45%","9%","12%","0.94"
"WR","Julio Jones","ATL","CHI","7800","7.5%","37%","7%","6%","0.81"
"QB","Matt Ryan","ATL","CHI","7800","7.5%","48%","18%","4%","0.60"
"RB","Chris Carson","SEA","DAL","7700","7.5%","42%","7%","9%","1.19"
"QB","Cam Newton","NE","LV","7700","7.5%","62%","31%","8%","1.01"
"WR","Mike Evans","TB","@DEN","7700","7.5%","41%","9%","8%","1.05"
"QB","Carson Wentz","PHI","CIN","7600","3.0%","45%","16%","4%","1.31"
"WR","Kenny Golladay","DET","@ARI","7500","3.0%","36%","6%","6%","1.91"
"QB","Mitch Trubisky","CHI","@ATL","7500","3.0%","43%","15%","4%","1.20"
"RB","Austin Ekeler","LAC","CAR","7500","12.5%","45%","7%","9%","0.75"
"QB","Ben Roethlisberger","PIT","HOU","7500","3.0%","48%","17%","4%","1.37"
"QB","Joe Burrow","CIN","@PHI","7400","3.0%","45%","16%","4%","1.37"
"RB","Miles Sanders","PHI","CIN","7400","27.5%","53%","13%","16%","0.59"
"QB","Ryan Tannehill","TEN","@MIN","7400","7.5%","47%","18%","4%","0.58"
"QB","Tom Brady","TB","@DEN","7300","3.0%","45%","14%","3%","1.15"
"QB","Matthew Stafford","DET","@ARI","7300","3.0%","47%","16%","4%","1.29"
"QB","Justin Herbert","LAC","CAR","7200","0.5%","39%","12%","3%","5.90"
"QB","Jared Goff","LAR","@BUF","7200","3.0%","42%","13%","3%","1.09"
"WR","Adam Thielen","MIN","TEN","7200","7.5%","44%","9%","8%","1.08"
"QB","Kirk Cousins","MIN","TEN","7100","0.5%","39%","11%","3%","5.58"
"RB","James Conner","PIT","HOU","7100","12.5%","44%","7%","9%","0.73"
"QB","Baker Mayfield","CLE","WAS","7100","3.0%","40%","12%","3%","1.02"
"WR","Cooper Kupp","LAR","@BUF","7100","7.5%","42%","9%","8%","1.13"
"WR","Keenan Allen","LAC","CAR","7100","7.5%","42%","8%","7%","0.92"
"RB","Joe Mixon","CIN","@PHI","7000","3.0%","44%","7%","9%","3.10"
"QB","Philip Rivers","IND","NYJ","7000","3.0%","44%","13%","3%","1.06"
"WR","JuJu Smith-Schuster","PIT","HOU","7000","7.5%","44%","9%","8%","1.05"
"WR","Amari Cooper","DAL","@SEA","7000","12.5%","47%","10%","9%","0.74"
"QB","Daniel Jones","NYG","SF","6900","0.5%","42%","14%","4%","7.10"
"RB","David Johnson","HOU","@PIT","6900","3.0%","30%","3%","3%","1.07"
"WR","Stefon Diggs","BUF","LAR","6900","7.5%","43%","8%","7%","0.99"
"WR","Allen Robinson","CHI","@ATL","6900","12.5%","47%","10%","9%","0.71"
"QB","Derek Carr","LV","@NE","6800","0.5%","38%","11%","3%","5.26"
"WR","Odell Beckham","CLE","WAS","6800","7.5%","42%","8%","7%","0.95"
"WR","Tyler Lockett","SEA","DAL","6800","17.5%","46%","10%","9%","0.50"
"QB","Teddy Bridgewater","CAR","@LAC","6700","0.5%","35%","10%","2%","4.77"
"WR","D.J. Moore","CAR","@LAC","6700","7.5%","44%","8%","7%","0.97"
"WR","Terry McLaurin","WAS","@CLE","6700","12.5%","47%","10%","9%","0.73"
"RB","Jonathan Taylor","IND","NYJ","6700","32.5%","61%","16%","21%","0.64"
"QB","Dwayne Haskins","WAS","@CLE","6600","0.5%","35%","9%","2%","4.64"
"QB","Sam Darnold","NYJ","@IND","6600","0.5%","27%","6%","1%","2.91"
"RB","Todd Gurley","ATL","CHI","6600","3.0%","40%","5%","7%","2.34"
"WR","Robert Woods","LAR","@BUF","6600","7.5%","44%","9%","8%","1.07"
"TE","Darren Waller","LV","@NE","6600","7.5%","38%","9%","6%","0.76"
"QB","Nick Mullens","SF","@NYG","6500","0.5%","43%","12%","3%","6.10"
"QB","Jeff Driskel","DEN","TB","6500","0.5%","32%","8%","2%","3.74"
"RB","Melvin Gordon","DEN","TB","6500","3.0%","41%","6%","7%","2.42"
"RB","Kenyan Drake","ARI","DET","6500","27.5%","53%","10%","13%","0.46"
"WR","Julian Edelman","NE","LV","6500","7.5%","44%","8%","7%","0.98"
"WR","DK Metcalf","SEA","DAL","6500","17.5%","49%","11%","10%","0.56"
"RB","Leonard Fournette","TB","@DEN","6400","7.5%","41%","5%","7%","0.88"
"WR","John Brown","BUF","LAR","6400","7.5%","40%","7%","6%","0.86"
"WR","Diontae Johnson","PIT","HOU","6300","17.5%","47%","9%","9%","0.49"
"RB","Kareem Hunt","CLE","WAS","6200","7.5%","44%","6%","8%","1.05"
"WR","T.Y. Hilton","IND","NYJ","6200","7.5%","43%","8%","7%","0.96"
"TE","Zach Ertz","PHI","CIN","6200","12.5%","45%","12%","8%","0.61"
"RB","David Montgomery","CHI","@ATL","6100","3.0%","42%","6%","7%","2.49"
"WR","Marvin Jones","DET","@ARI","6100","3.0%","42%","8%","7%","2.38"
"WR","Robby Anderson","CAR","@LAC","6100","3.0%","40%","6%","5%","1.82"
"TE","Tyler Higbee","LAR","@BUF","6100","3.0%","40%","9%","6%","1.97"
"WR","Will Fuller","HOU","@PIT","6000","3.0%","38%","6%","6%","1.87"
"TE","Hunter Henry","LAC","CAR","6000","7.5%","44%","12%","7%","0.99"
"RB","Mike Davis","CAR","@LAC","6000","7.5%","31%","2%","3%","0.43"
"RB","Joshua Kelley","LAC","CAR","5900","7.5%","43%","7%","9%","1.14"
"RB","Devin Singletary","BUF","LAR","5900","7.5%","48%","7%","8%","1.12"
"WR","A.J. Green","CIN","@PHI","5900","3.0%","43%","7%","6%","2.11"
"TE","Evan Engram","NYG","SF","5900","3.0%","38%","8%","5%","1.64"
"RB","Darrell Henderson","LAR","@BUF","5800","0.5%","32%","2%","3%","6.27"
"WR","Tyler Boyd","CIN","@PHI","5800","3.0%","44%","8%","7%","2.28"
"WR","Jarvis Landry","CLE","WAS","5800","3.0%","42%","7%","6%","2.15"
"TE","Noah Fant","DEN","TB","5800","3.0%","39%","9%","5%","1.80"
"RB","Sony Michel","NE","LV","5700","0.5%","24%","2%","2%","3.86"
"TE","Hayden Hurst","ATL","CHI","5700","3.0%","40%","9%","5%","1.82"
"WR","Mike Williams","LAC","CAR","5700","3.0%","40%","6%","6%","1.90"
"WR","Brandin Cooks","HOU","@PIT","5700","3.0%","38%","6%","5%","1.74"
"WR","Michael Gallup","DAL","@SEA","5700","7.5%","47%","9%","8%","1.09"
"RB","Jerick McKinnon","SF","@NYG","5700","7.5%","45%","6%","7%","0.94"
"RB","Ronald Jones","TB","@DEN","5600","0.5%","25%","1%","2%","3.41"
"RB","Malcolm Brown","LAR","@BUF","5600","0.5%","25%","1%","2%","3.27"
"WR","Russell Gage","ATL","CHI","5600","3.0%","42%","7%","6%","2.01"
"TE","Jonnu Smith","TEN","@MIN","5600","7.5%","44%","11%","7%","0.91"
"WR","CeeDee Lamb","DAL","@SEA","5600","12.5%","46%","9%","8%","0.65"
"WR","Kendrick Bourne","SF","@NYG","5500","0.5%","33%","4%","4%","7.11"
"RB","Carlos Hyde","SEA","DAL","5500","0.5%","24%","1%","2%","3.65"
"WR","Darius Slayton","NYG","SF","5500","3.0%","46%","8%","8%","2.53"
"RB","Antonio Gibson","WAS","@CLE","5500","3.0%","37%","3%","4%","1.35"
"WR","Anthony Miller","CHI","@ATL","5500","3.0%","33%","4%","4%","1.22"
"WR","DeSean Jackson","PHI","CIN","5500","7.5%","45%","8%","7%","0.98"
"RB","Dion Lewis","NYG","SF","5500","0.5%","26%","1%","2%","3.59"
"RB","Frank Gore","NYJ","@IND","5400","0.5%","24%","1%","1%","2.45"
"WR","Golden Tate","NYG","SF","5400","3.0%","41%","6%","5%","1.81"
"WR","Larry Fitzgerald","ARI","DET","5400","3.0%","38%","5%","5%","1.56"
"RB","Wayne Gallman","NYG","SF","5400","0.5%","17%","1%","1%","1.31"
"TE","T.J. Hockenson","DET","@ARI","5400","12.5%","39%","8%","5%","0.40"
"WR","Henry Ruggs","LV","@NE","5400","0.5%","1%","0%","0%","0.00"
"RB","D'Andre Swift","DET","@ARI","5300","0.5%","34%","3%","4%","7.44"
"TE","Austin Hooper","CLE","WAS","5300","0.5%","30%","5%","3%","5.88"
"WR","Cole Beasley","BUF","LAR","5300","0.5%","29%","3%","2%","5.00"
"WR","Jerry Jeudy","DEN","TB","5300","3.0%","38%","5%","5%","1.62"
"RB","Nyheim Hines","IND","NYJ","5300","0.5%","18%","1%","1%","1.34"
"WR","Corey Davis","TEN","@MIN","5300","7.5%","45%","8%","7%","0.96"
"WR","N'Keal Harry","NE","LV","5300","7.5%","38%","5%","5%","0.64"
"TE","Jordan Reed","SF","@NYG","5300","7.5%","37%","7%","5%","0.61"
"TE","Jack Doyle","IND","NYJ","5200","0.5%","27%","4%","2%","4.62"
"WR","Danny Amendola","DET","@ARI","5200","0.5%","30%","3%","2%","4.84"
"WR","Randall Cobb","HOU","@PIT","5200","0.5%","24%","2%","1%","2.87"
"RB","Jeff Wilson","SF","@NYG","5200","3.0%","36%","3%","4%","1.40"
"TE","Dallas Goedert","PHI","CIN","5200","17.5%","48%","12%","8%","0.44"
"RB","Kerryon Johnson","DET","@ARI","5200","0.5%","16%","0%","0%","0.93"
"RB","Devonta Freeman","NYG","SF","5200","0.5%","5%","0%","0%","0.03"
"WR","Curtis Samuel","CAR","@LAC","5100","0.5%","36%","4%","4%","7.14"
"WR","Zach Pascal","IND","NYJ","5100","0.5%","33%","4%","3%","6.96"
"WR","Hunter Renfrow","LV","@NE","5100","0.5%","32%","4%","3%","6.43"
"TE","Greg Olsen","SEA","DAL","5100","0.5%","29%","4%","3%","5.55"
"WR","Braxton Berrios","NYJ","@IND","5100","0.5%","29%","3%","3%","5.07"
"TE","Jimmy Graham","CHI","@ATL","5100","0.5%","24%","3%","2%","3.69"
"RB","Adrian Peterson","DET","@ARI","5100","0.5%","26%","1%","2%","3.07"
"RB","Peyton Barber","WAS","@CLE","5100","0.5%","9%","0%","0%","0.18"
"WR","Chris Hogan","NYJ","@IND","5000","0.5%","35%","4%","4%","7.55"
"WR","Chase Claypool","PIT","HOU","5000","0.5%","31%","4%","3%","6.38"
"TE","Jordan Akins","HOU","@PIT","5000","0.5%","31%","4%","3%","5.64"
"TE","Chris Herndon","NYJ","@IND","5000","0.5%","31%","4%","3%","5.64"
"WR","Scott Miller","TB","@DEN","5000","0.5%","27%","2%","2%","4.25"
"RB","Chase Edmonds","ARI","DET","5000","0.5%","28%","2%","2%","4.14"
"RB","Tarik Cohen","CHI","@ATL","5000","0.5%","25%","1%","1%","2.50"
"TE","Rob Gronkowski","TB","@DEN","5000","0.5%","19%","2%","1%","2.04"
"WR","Michael Pittman Jr.","IND","NYJ","5000","3.0%","38%","5%","5%","1.62"
"DEF","Los Angeles Chargers","LAC","CAR","5000","7.5%","38%","3%","10%","1.33"
"TE","Mo Alie-Cox","IND","NYJ","5000","0.5%","19%","2%","1%","2.04"
"WR","Steven Sims","WAS","@CLE","4900","0.5%","34%","4%","3%","6.64"
"WR","Justin Jefferson","MIN","TEN","4900","0.5%","29%","3%","2%","4.88"
"RB","Boston Scott","PHI","CIN","4900","0.5%","28%","2%","2%","4.11"
"WR","Bryan Edwards","LV","@NE","4900","0.5%","24%","2%","1%","2.91"
"TE","Logan Thomas","WAS","@CLE","4900","3.0%","43%","9%","6%","1.93"
"WR","James Washington","PIT","HOU","4900","0.5%","20%","1%","1%","1.76"
"DEF","New England Patriots","NE","LV","4900","3.0%","29%","1%","2%","0.79"
"RB","Devontae Booker","LV","@NE","4900","0.5%","16%","0%","0%","0.75"
"TE","Dalton Schultz","DAL","@SEA","4900","7.5%","37%","6%","4%","0.54"
"WR","Quintez Cephus","DET","@ARI","4900","0.5%","8%","0%","0%","0.14"
"WR","Mohamed Sanu","SF","@NYG","4900","0.5%","7%","0%","0%","0.08"
"WR","Brandon Aiyuk","SF","@NYG","4800","0.5%","36%","4%","4%","8.01"
"TE","Drew Sample","CIN","@PHI","4800","0.5%","34%","5%","3%","6.62"
"RB","Rex Burkhead","NE","LV","4800","0.5%","29%","2%","2%","4.04"
"DEF","Indianapolis Colts","IND","NYJ","4800","17.5%","54%","12%","39%","2.22"
"WR","Nelson Agholor","LV","@NE","4800","0.5%","20%","1%","1%","1.75"
"RB","J.D. McKissic","WAS","@CLE","4800","0.5%","21%","1%","1%","1.60"
"TE","Will Dissly","SEA","DAL","4800","0.5%","16%","1%","1%","1.15"
"WR","Cordarrelle Patterson","CHI","@ATL","4800","0.5%","14%","0%","0%","0.57"
"WR","Darnell Mooney","CHI","@ATL","4800","3.0%","22%","1%","1%","0.36"
"RB","Giovani Bernard","CIN","@PHI","4800","0.5%","11%","0%","0%","0.20"
"RB","Benny Snell Jr.","PIT","HOU","4800","0.5%","8%","0%","0%","0.10"
"RB","Tony Pollard","DAL","@SEA","4800","0.5%","8%","0%","0%","0.09"
"RB","Duke Johnson","HOU","@PIT","4800","0.5%","6%","0%","0%","0.05"
"WR","John Ross","CIN","@PHI","4800","0.5%","4%","0%","0%","0.02"
