"pos","player","tm","fd_sal","projected_own","cash_odds","gpp_odds","implied_own","fd_lev"
"QB","Jake Luton","JAX",6500,0.5,38,11,4,7.42
"WR","Chase Claypool","PIT",6400,12.5,50,12,12,0.99
"WR","Diontae Johnson","PIT",6400,12.5,50,12,11,0.91
"WR","Marvin Jones","DET",6400,7.5,41,7,7,0.97
"RB","Melvin Gordon","DEN",6400,3,31,3,4,1.48
"WR","Robby Anderson","CAR",6300,12.5,39,6,6,0.46
"RB","Giovani Bernard","CIN",6300,7.5,39,5,7,0.93
"WR","DJ Chark","JAX",6200,3,43,8,8,2.52
"WR","DeVante Parker","MIA",6200,3,40,7,7,2.3
"WR","Brandin Cooks","HOU",6100,7.5,42,7,7,0.93
"RB","Nyheim Hines","IND",6100,3,29,2,3,1.09
"QB","Joe Flacco","NYJ",6100,0.5,39,10,4,7.25
"TE","Jared Cook","NOR",6100,0.5,24,4,2,4.6
"RB","Alexander Mattison","MIN",6100,0.5,9,0,0,0.38
"RB","Duke Johnson","HOU",6000,12.5,48,7,10,0.83
"WR","Jakobi Meyers","NWE",6000,12.5,42,7,7,0.53
"TE","TJ Hockenson","DET",6000,3,46,13,8,2.71
"WR","Marquise Brown","BAL",5900,12.5,39,6,6,0.46
"WR","Mike Williams","LAC",5900,7.5,40,7,7,0.96
"WR","Jarvis Landry","CLE",5900,3,39,6,6,1.98
"WR","Corey Davis","TEN",5900,3,37,5,5,1.69
"RB","Rex Burkhead","NWE",5900,3,31,3,4,1.24
"RB","Mark Ingram","BAL",5900,0.5,15,0,1,1.22
"RB","Kalen Ballage","LAC",5800,22.5,46,6,9,0.39
"RB","Damien Harris","NWE",5800,7.5,46,6,9,1.26
"WR","CeeDee Lamb","DAL",5800,7.5,40,7,7,0.88
"TE","Dallas Goedert","PHI",5800,3,37,8,5,1.54
"TE","Jonnu Smith","TEN",5800,0.5,32,6,4,7.72
"WR","Marquez ValdesScantling","GNB",5800,0.5,24,2,2,4.26
"WR","Jerry Jeudy","DEN",5700,7.5,40,6,6,0.81
"WR","Breshad Perriman","NYJ",5700,3,37,5,5,1.73
"RB","Jonathan Taylor","IND",5700,3,32,3,4,1.32
"TE","Noah Fant","DEN",5700,0.5,33,6,4,7.06
"RB","Salvon Ahmed","MIA",5600,12.5,36,3,5,0.38
"WR","Jalen Reagor","PHI",5600,3,40,6,6,2.02
"WR","Curtis Samuel","CAR",5600,3,39,6,6,1.97
"RB","JD McKissic","WAS",5600,3,35,2,4,1.21
"WR","Emmanuel Sanders","NOR",5600,3,28,3,3,0.93
"TE","Robert Tonyan","GNB",5600,0.5,26,4,2,4.7
"WR","Michael Pittman Jr","IND",5500,7.5,37,5,5,0.7
"TE","Hayden Hurst","ATL",5500,7.5,38,8,5,0.64
"WR","Tim Patrick","DEN",5500,3,38,5,5,1.79
"TE","Hunter Henry","LAC",5500,3,38,7,5,1.52
"RB","JK Dobbins","BAL",5500,3,28,2,2,0.77
"WR","AJ Green","CIN",5500,3,24,2,2,0.61
"WR","Allen Lazard","GNB",5500,0.5,30,3,3,6.54
"RB","Gus Edwards","BAL",5500,0.5,23,1,2,3.65
"WR","Denzel Mims","NYJ",5400,3,36,5,5,1.59
"WR","Michael Gallup","DAL",5400,3,34,4,4,1.34
"WR","Rashard Higgins","CLE",5400,0.5,39,6,6,11.29
"TE","Eric Ebron","PIT",5400,0.5,37,7,4,8.58
"WR","TY Hilton","IND",5400,0.5,33,4,4,8.19
"RB","LaMical Perine","NYJ",5400,0.5,33,2,3,6.87
"RB","Phillip Lindsay","DEN",5400,0.5,17,0,1,1.3
"WR","Keelan Cole","JAX",5300,3,32,4,4,1.31
"RB","Jordan Wilkins","IND",5300,3,26,1,2,0.67
"TE","Mike Gesicki","MIA",5300,0.5,36,6,4,7.9
"WR","Zach Pascal","IND",5300,0.5,30,3,3,6.47
"RB","Jamaal Williams","GNB",5300,0.5,26,1,2,3.32
"WR","Damiere Byrd","NWE",5300,0.5,23,2,2,3.31
"RB","James White","NWE",5300,0.5,23,1,1,2.61
"WR","NKeal Harry","NWE",5300,0.5,14,0,0,0.87
"WR","TreQuan Smith","NOR",5300,0.5,6,0,0,0.08
"WR","KJ Hamler","DEN",5200,3,35,4,4,1.48
"TE","Logan Thomas","WAS",5200,0.5,38,8,5,9.62
"WR","Willie Snead","BAL",5200,0.5,32,4,4,7.48
"RB","Joshua Kelley","LAC",5200,0.5,26,1,2,3.82
"TE","Trey Burton","IND",5200,0.5,23,3,2,3.09
"WR","Greg Ward","PHI",5200,0.5,16,1,1,1.01
"RB","Boston Scott","PHI",5200,0.5,6,0,0,0.06
"WR","James Washington","PIT",5200,0.5,5,0,0,0.05
"RB","Adrian Peterson","DET",5100,12.5,47,6,8,0.67
"WR","Marvin Hall","DET",5100,3,36,5,5,1.53
"TE","Austin Hooper","CLE",5100,0.5,39,7,4,8.7
"WR","Randall Cobb","HOU",5100,0.5,23,1,1,2.93
"TE","Irv Smith Jr","MIN",5100,0.5,22,2,1,2.68
"WR","Russell Gage","ATL",5100,0.5,22,1,1,2.64
"RB","Sony Michel","NWE",5100,0.5,3,0,0,0.01
"DEF","Pittsburgh Steelers","PIT",5000,17.5,43,5,30,1.69
"RB","Latavius Murray","NOR",5000,3,27,1,2,0.64
"TE","Dalton Schultz","DAL",5000,0.5,30,4,3,5.1
"WR","Cam Sims","WAS",5000,0.5,24,2,2,3.35
"TE","Richard Rodgers","PHI",5000,0.5,21,2,1,2.4
"RB","Frank Gore","NYJ",5000,0.5,17,0,1,1.17
"TE","Darren Fells","HOU",5000,0.5,15,1,1,1.16
"RB","Brian Hill","ATL",5000,0.5,14,0,0,0.65
"WR","Donovan PeoplesJones","CLE",5000,0.5,8,0,0,0.14
"WR","Deonte Harris","NOR",5000,0.5,5,0,0,0.04
"WR","Marcus Johnson","IND",5000,0.5,3,0,0,0.01
"WR","Chris Conley","JAX",4900,0.5,31,3,3,6.04
"TE","Mo AlieCox","IND",4900,0.5,28,4,2,4.51
"TE","Jordan Akins","HOU",4900,0.5,25,3,2,3.58
"WR","Jalen Guyton","LAC",4900,0.5,22,1,1,2.52
"WR","Mack Hollins","MIA",4900,0.5,12,0,0,0.43
"RB","Benny Snell Jr","PIT",4900,0.5,12,0,0,0.41
"RB","Donta Foreman","TEN",4900,0.5,5,0,0,0.04
"WR","Braxton Berrios","NYJ",4900,0.5,4,0,0,0.03
"WR","Cedrick Wilson","DAL",4900,0.5,4,0,0,0.02
"DEF","Miami Dolphins","MIA",4800,7.5,38,2,13,1.7
"RB","Kerryon Johnson","DET",4800,3,29,2,2,0.77
"WR","Devin Duvernay","BAL",4800,0.5,29,3,3,5.2
"RB","Tony Pollard","DAL",4800,0.5,23,1,1,2.48
"TE","Anthony Firkser","TEN",4800,0.5,21,2,1,2.22
"RB","Rodney Smith","CAR",4800,0.5,16,0,0,0.89
"WR","Miles Boykin","BAL",4800,0.5,14,0,0,0.72
"TE","David Njoku","CLE",4800,0.5,7,0,0,0.15
"WR","DaeSean Hamilton","DEN",4800,0.5,8,0,0,0.14
"WR","Kalif Raymond","TEN",4800,0.5,8,0,0,0.13
"RB","Patrick Laird","MIA",4800,0.5,3,0,0,0.01
"RB","Ito Smith","ATL",4800,0.5,2,0,0,0
"RB","Royce Freeman","DEN",4800,0.5,2,0,0,0
"DEF","Baltimore Ravens","BAL",4700,3,34,1,6,2.14
"TE","Jack Doyle","IND",4700,0.5,15,1,1,1.01
"WR","Quintez Cephus","DET",4700,0.5,15,0,0,0.88
"RB","Samaje Perine","CIN",4700,0.5,16,0,0,0.87
"WR","Olamide Zaccheaus","ATL",4700,0.5,13,0,0,0.58
"TE","Harrison Bryant","CLE",4700,0.5,9,0,0,0.32
"WR","Alshon Jeffery","PHI",4700,0.5,6,0,0,0.07
"WR","Kenny Stills","HOU",4700,0.5,6,0,0,0.06
"RB","Jeremy McNichols","TEN",4700,0.5,3,0,0,0.01
"RB","Gabe Nabers","LAC",4700,0.5,2,0,0,0
"RB","Qadree Ollison","ATL",4700,0.5,1,0,0,0
"DEF","Cleveland Browns","CLE",4600,7.5,31,1,3,0.43
"WR","Jakeem Grant","MIA",4600,0.5,36,5,5,9.13
"TE","Tyler Eifert","JAX",4600,0.5,23,2,1,2.42
"RB","Matt Breida","MIA",4600,0.5,21,1,1,1.91
"TE","Drew Sample","CIN",4600,0.5,20,1,1,1.82
"WR","Steven Sims","WAS",4600,0.5,18,1,1,1.24
"WR","Collin Johnson","JAX",4600,0.5,5,0,0,0.04
"WR","Tyron Johnson","LAC",4600,0.5,3,0,0,0.01
"RB","Buddy Howell","HOU",4600,0.5,2,0,0,0
"TE","Taysom Hill","NOR",4500,72.5,82,58,36,0.49
"DEF","Los Angeles Chargers","LAC",4500,12.5,44,3,18,1.43
"TE","Kyle Rudolph","MIN",4500,0.5,26,3,2,3.26
"WR","Isaiah Wright","WAS",4500,0.5,20,1,1,1.73
"WR","Auden Tate","CIN",4500,0.5,16,0,0,0.9
"WR","KhaDarel Hodge","CLE",4500,0.5,14,0,0,0.63
"TE","Ian Thomas","CAR",4500,0.5,12,0,0,0.52
"WR","Cameron Batson","TEN",4500,0.5,8,0,0,0.15
"WR","Chad Beebe","MIN",4500,0.5,6,0,0,0.06
"RB","Ty Johnson","NYJ",4500,0.5,7,0,0,0.06
"RB","Dare Ogunbowale","JAX",4500,0.5,6,0,0,0.03
"RB","Anthony McFarland","PIT",4500,0.5,5,0,0,0.03
"WR","Mike Thomas","CIN",4500,0.5,5,0,0,0.03
"RB","Peyton Barber","WAS",4500,0.5,5,0,0,0.03
"RB","Jonathan Williams","DET",4500,0.5,5,0,0,0.02
"RB","Trayveon Williams","CIN",4500,0.5,5,0,0,0.02
"RB","Jakob Johnson","NWE",4500,0.5,4,0,0,0.01
"WR","Brandon Zylstra","CAR",4500,0.5,4,0,0,0.01
"RB","Justice Hill","BAL",4500,0.5,3,0,0,0
"WR","Antonio GandyGolden","WAS",4500,0.5,2,0,0,0
"RB","Patrick Ricard","BAL",4500,0.5,2,0,0,0
"RB","DeAndre Washington","MIA",4500,0.5,2,0,0,0
"RB","Troymaine Pope","LAC",4500,0.5,2,0,0,0
"RB","CJ Prosise","HOU",4500,0.5,2,0,0,0
"RB","CJ Ham","MIN",4500,0.5,2,0,0,0
"RB","Rico Dowdle","DAL",4500,0.5,2,0,0,0
"DEF","Minnesota Vikings","MIN",4400,7.5,40,1,8,1.07
"TE","Jace Sternberger","GNB",4400,0.5,9,0,0,0.26
"TE","Ryan Izzo","NWE",4400,0.5,7,0,0,0.12
"DEF","New England Patriots","NWE",4300,7.5,36,1,4,0.5
"TE","Chris Herndon","NYJ",4300,0.5,20,1,1,1.68
"TE","Durham Smythe","MIA",4300,0.5,17,1,1,1.06
"TE","Jesse James","DET",4300,0.5,13,0,0,0.52
"TE","Adam Shaheen","MIA",4300,0.5,11,0,0,0.41
"DEF","Green Bay Packers","GNB",4200,0.5,27,0,0,0.93
"TE","Adam Trautman","NOR",4200,0.5,11,0,0,0.32
"TE","Pharaoh Brown","HOU",4200,0.5,11,0,0,0.32
"TE","Nick Vannett","DEN",4200,0.5,9,0,0,0.21
"TE","Marcedes Lewis","GNB",4200,0.5,7,0,0,0.11
"DEF","Washington Football Team","WAS",4100,7.5,43,1,7,0.97
"DEF","New Orleans Saints","NOR",4100,3,37,0,3,0.92
"TE","Ryan Griffin","NYJ",4100,0.5,15,1,0,0.65
"TE","Trevon Wesco","NYJ",4100,0.5,6,0,0,0.08
"TE","Jeremy Sprinkle","WAS",4100,0.5,6,0,0,0.06
"DEF","Philadelphia Eagles","PHI",4000,0.5,30,0,0,0.99
"TE","Tyler Conklin","MIN",4000,0.5,13,0,0,0.49
"TE","Blake Bell","DAL",4000,0.5,9,0,0,0.18
"DEF","Indianapolis Colts","IND",4000,0.5,24,0,0,0.17
"TE","Chris Manhertz","CAR",4000,0.5,7,0,0,0.1
"TE","Cethan Carter","CIN",4000,0.5,7,0,0,0.09
"TE","Luke Stocker","ATL",4000,0.5,7,0,0,0.09
"DEF","Denver Broncos","DEN",3900,0.5,35,0,1,1.9
"DEF","Tennessee Titans","TEN",3800,0.5,29,0,0,0.25
"DEF","Cincinnati Bengals","CIN",3700,3,40,0,1,0.45
"DEF","Houston Texans","HOU",3600,7.5,41,0,1,0.16
"DEF","Carolina Panthers","CAR",3500,3,48,1,3,1.08
"DEF","Detroit Lions","DET",3500,0.5,49,1,4,8.01
"DEF","Jacksonville Jaguars","JAX",3300,3,20,0,0,0
"DEF","Atlanta Falcons","ATL",3200,7.5,52,0,3,0.37
"DEF","New York Jets","NYJ",3100,3,38,0,0,0.01
"DEF","Dallas Cowboys","DAL",3000,3,40,0,0,0.01
