"Pos","Player","Tm","Opp","FD Sal $","Projected Own%","Cash Odds","GPP Odds","Implied Own%","FD LEV"
"QB","Justin Herbert","LAC","@TB","6700","0.5%","34%","9%","2%","4.41"
"RB","David Johnson","HOU","MIN","6700","7.5%","49%","9%","9%","1.25"
"WR","Robert Woods","LAR","NYG","6700","12.5%","51%","13%","10%","0.82"
"TE","Darren Waller","LV","BUF","6700","7.5%","41%","11%","6%","0.81"
"QB","Daniel Jones","NYG","@LAR","6600","0.5%","44%","15%","4%","7.31"
"RB","James Robinson","JAX","@CIN","6600","7.5%","55%","12%","13%","1.72"
"WR","Odell Beckham","CLE","@DAL","6600","7.5%","47%","10%","8%","1.05"
"WR","Terry McLaurin","WAS","BAL","6600","12.5%","54%","12%","10%","0.76"
"QB","Dwayne Haskins","WAS","BAL","6500","0.5%","32%","8%","2%","3.82"
"WR","DeVante Parker","MIA","SEA","6500","7.5%","44%","8%","7%","0.87"
"RB","Mark Ingram","BAL","@WAS","6500","3.0%","27%","2%","2%","0.79"
"RB","Darrell Henderson","LAR","NYG","6400","7.5%","49%","9%","9%","1.23"
"WR","Julian Edelman","NE","@KC","6400","7.5%","47%","10%","8%","1.03"
"RB","Mike Davis","CAR","ARI","6300","12.5%","55%","12%","13%","1.00"
"WR","Marquise Brown","BAL","@WAS","6300","7.5%","43%","8%","6%","0.84"
"TE","Jared Cook","NO","@DET","6300","7.5%","30%","6%","3%","0.44"
"WR","Robby Anderson","CAR","ARI","6200","3.0%","46%","9%","7%","2.42"
"WR","Will Fuller","HOU","MIN","6100","7.5%","46%","9%","7%","0.98"
"TE","Hunter Henry","LAC","@TB","6100","7.5%","43%","11%","6%","0.83"
"WR","Marvin Jones","DET","NO","6000","3.0%","43%","8%","6%","2.12"
"TE","Tyler Higbee","LAR","NYG","6000","7.5%","47%","15%","8%","1.11"
"WR","Tyler Boyd","CIN","JAX","6000","7.5%","48%","10%","8%","1.02"
"RB","Devin Singletary","BUF","@LV","6000","32.5%","62%","13%","14%","0.43"
"RB","Kareem Hunt","CLE","@DAL","5900","3.0%","50%","7%","8%","2.53"
"WR","T.Y. Hilton","IND","@CHI","5900","3.0%","43%","8%","6%","2.03"
"WR","Michael Gallup","DAL","CLE","5900","12.5%","47%","9%","7%","0.58"
"RB","David Montgomery","CHI","IND","5800","3.0%","53%","10%","10%","3.49"
"WR","Emmanuel Sanders","NO","@DET","5800","3.0%","38%","6%","5%","1.52"
"WR","A.J. Green","CIN","JAX","5700","3.0%","42%","7%","6%","1.86"
"TE","Mike Gesicki","MIA","SEA","5700","7.5%","45%","12%","7%","0.87"
"WR","Jarvis Landry","CLE","@DAL","5700","7.5%","44%","8%","7%","0.87"
"RB","J.K. Dobbins","BAL","@WAS","5700","3.0%","26%","2%","2%","0.65"
"RB","Carlos Hyde","SEA","@MIA","5700","12.5%","45%","6%","7%","0.54"
"TE","Evan Engram","NYG","@LAR","5600","0.5%","30%","5%","3%","5.47"
"RB","Sony Michel","NE","@KC","5600","0.5%","22%","1%","1%","1.82"
"WR","Keelan Cole","JAX","@CIN","5600","3.0%","40%","7%","5%","1.78"
"RB","Rex Burkhead","NE","@KC","5600","3.0%","37%","3%","4%","1.23"
"RB","Ronald Jones","TB","LAC","5600","3.0%","36%","3%","3%","1.13"
"WR","CeeDee Lamb","DAL","CLE","5600","7.5%","46%","9%","7%","0.97"
"WR","Sammy Watkins","KC","NE","5600","3.0%","32%","4%","3%","0.96"
"WR","Anthony Miller","CHI","IND","5500","0.5%","32%","4%","3%","6.26"
"RB","Antonio Gibson","WAS","BAL","5500","0.5%","33%","2%","3%","5.23"
"RB","Adrian Peterson","DET","NO","5500","0.5%","24%","1%","1%","2.15"
"WR","Darius Slayton","NYG","@LAR","5500","3.0%","45%","8%","6%","2.14"
"RB","Alexander Mattison","MIN","@HOU","5500","0.5%","22%","1%","1%","2.06"
"WR","Preston Williams","MIA","SEA","5500","3.0%","40%","7%","5%","1.74"
"RB","Leonard Fournette","TB","LAC","5500","3.0%","36%","3%","4%","1.18"
"RB","Devonta Freeman","NYG","@LAR","5400","0.5%","24%","1%","1%","2.31"
"WR","Randall Cobb","HOU","MIN","5400","3.0%","39%","6%","5%","1.54"
"RB","Myles Gaskin","MIA","SEA","5400","3.0%","42%","4%","4%","1.33"
"WR","Justin Jefferson","MIN","@HOU","5400","7.5%","45%","8%","7%","0.88"
"TE","T.J. Hockenson","DET","NO","5400","12.5%","51%","14%","8%","0.65"
"WR","Golden Tate","NYG","@LAR","5300","0.5%","37%","5%","4%","7.56"
"TE","Mo Alie-Cox","IND","@CHI","5300","0.5%","27%","4%","2%","4.25"
"RB","D'Andre Swift","DET","NO","5300","0.5%","26%","1%","1%","2.95"
"RB","Joshua Kelley","LAC","@TB","5300","0.5%","26%","1%","1%","2.93"
"RB","Malcolm Brown","LAR","NYG","5300","0.5%","23%","1%","1%","2.18"
"WR","Brandin Cooks","HOU","MIN","5300","3.0%","44%","8%","6%","2.11"
"WR","Tee Higgins","CIN","JAX","5300","3.0%","40%","7%","5%","1.82"
"WR","N'Keal Harry","NE","@KC","5300","3.0%","40%","6%","5%","1.73"
"RB","Chase Edmonds","ARI","@CAR","5300","0.5%","21%","1%","1%","1.67"
"WR","Tre'Quan Smith","NO","@DET","5300","3.0%","41%","6%","5%","1.65"
"TE","Jimmy Graham","CHI","IND","5300","3.0%","31%","5%","3%","0.94"
"WR","Hunter Renfrow","LV","BUF","5300","7.5%","46%","8%","7%","0.89"
"WR","Mecole Hardman","KC","NE","5200","3.0%","35%","5%","4%","1.27"
"RB","Travis Homer","SEA","@MIA","5200","0.5%","30%","2%","2%","3.86"
"RB","Nyheim Hines","IND","@CHI","5200","0.5%","26%","1%","1%","2.90"
"WR","Willie Snead","BAL","@WAS","5200","0.5%","22%","1%","1%","2.23"
"WR","Laviska Shenault","JAX","@CIN","5200","3.0%","44%","8%","6%","2.10"
"TE","Rob Gronkowski","TB","LAC","5200","3.0%","29%","4%","2%","0.81"
"WR","Curtis Samuel","CAR","ARI","5100","0.5%","34%","4%","3%","6.36"
"WR","Danny Amendola","DET","NO","5100","0.5%","28%","2%","2%","3.69"
"WR","Cole Beasley","BUF","@LV","5100","3.0%","42%","6%","5%","1.72"
"WR","Larry Fitzgerald","ARI","@CAR","5100","0.5%","20%","1%","1%","1.46"
"TE","Austin Hooper","CLE","@DAL","5100","3.0%","33%","6%","3%","1.10"
"RB","Kerryon Johnson","DET","NO","5100","0.5%","15%","0%","0%","0.66"
"WR","Zach Pascal","IND","@CHI","5000","0.5%","35%","4%","4%","7.08"
"WR","Dontrelle Inman","WAS","BAL","5000","0.5%","21%","1%","1%","1.77"
"DEF","Baltimore Ravens","BAL","@WAS","5000","22.5%","52%","11%","36%","1.60"
"TE","Jack Doyle","IND","@CHI","5000","0.5%","17%","1%","1%","1.35"
"WR","Cedrick Wilson","DAL","CLE","5000","0.5%","17%","1%","1%","1.05"
"WR","Andy Isabella","ARI","@CAR","5000","7.5%","45%","8%","6%","0.86"
"TE","Greg Olsen","SEA","@MIA","5000","3.0%","30%","4%","2%","0.81"
"WR","Scott Miller","TB","LAC","5000","7.5%","41%","6%","5%","0.67"
"RB","Chris Thompson","JAX","@CIN","5000","0.5%","13%","0%","0%","0.31"
"RB","Jordan Howard","MIA","SEA","5000","0.5%","10%","0%","0%","0.16"
"RB","Dion Lewis","NYG","@LAR","5000","0.5%","6%","0%","0%","0.05"
"WR","Chris Conley","JAX","@CIN","4900","0.5%","33%","4%","3%","6.11"
"TE","Jordan Akins","HOU","MIN","4900","0.5%","33%","5%","3%","5.87"
"RB","Latavius Murray","NO","@DET","4900","0.5%","26%","1%","1%","2.32"
"TE","Dalton Schultz","DAL","CLE","4900","3.0%","39%","7%","4%","1.38"
"DEF","Indianapolis Colts","IND","@CHI","4900","3.0%","32%","1%","4%","1.26"
"TE","Logan Thomas","WAS","BAL","4900","3.0%","37%","6%","4%","1.20"
"RB","Wayne Gallman","NYG","@LAR","4900","0.5%","11%","0%","0%","0.24"
"WR","Demarcus Robinson","KC","NE","4900","0.5%","7%","0%","0%","0.09"
"WR","Steven Sims","WAS","BAL","4900","0.5%","7%","0%","0%","0.07"
"RB","Peyton Barber","WAS","BAL","4900","0.5%","5%","0%","0%","0.03"
"TE","O.J. Howard","TB","LAC","4800","0.5%","35%","6%","3%","6.40"
"TE","Tyler Eifert","JAX","@CIN","4800","0.5%","33%","5%","3%","6.00"
"TE","Kyle Rudolph","MIN","@HOU","4800","0.5%","23%","2%","1%","2.60"
"DEF","Los Angeles Rams","LAR","NYG","4800","22.5%","53%","11%","33%","1.49"
"RB","Devontae Booker","LV","BUF","4800","0.5%","17%","0%","0%","0.82"
"WR","Jalen Guyton","LAC","@TB","4800","0.5%","15%","0%","0%","0.68"
"RB","Giovani Bernard","CIN","JAX","4800","0.5%","17%","0%","0%","0.64"
"RB","Matt Breida","MIA","SEA","4800","0.5%","9%","0%","0%","0.13"
"TE","Drew Sample","CIN","JAX","4700","0.5%","31%","4%","3%","5.06"
"TE","Tyler Kroft","BUF","@LV","4700","0.5%","31%","4%","3%","5.06"
"WR","Deonte Harris","NO","@DET","4700","0.5%","29%","2%","2%","3.93"
"WR","Miles Boykin","BAL","@WAS","4700","0.5%","27%","2%","2%","3.18"
"WR","Nelson Agholor","LV","BUF","4700","0.5%","23%","1%","1%","2.07"
"RB","J.D. McKissic","WAS","BAL","4700","0.5%","20%","1%","1%","1.14"
"WR","Cordarrelle Patterson","CHI","IND","4700","0.5%","20%","1%","1%","1.13"
"DEF","Tampa Bay Buccaneers","TB","LAC","4700","12.5%","44%","4%","13%","1.05"
"WR","Van Jefferson","LAR","NYG","4700","0.5%","14%","0%","0%","0.50"
"WR","Kenny Stills","HOU","MIN","4700","0.5%","14%","0%","0%","0.50"
"WR","Freddie Swain","SEA","@MIA","4700","0.5%","8%","0%","0%","0.11"
"RB","J.J. Taylor","NE","@KC","4700","0.5%","8%","0%","0%","0.07"
"WR","Jakeem Grant","MIA","SEA","4700","0.5%","5%","0%","0%","0.04"
"WR","Mike Thomas","CIN","JAX","4700","0.5%","5%","0%","0%","0.02"
"RB","Tony Pollard","DAL","CLE","4700","0.5%","5%","0%","0%","0.02"
"WR","Isaiah Ford","MIA","SEA","4600","0.5%","24%","1%","1%","2.35"
"TE","Darren Fells","HOU","MIN","4600","0.5%","21%","2%","1%","1.99"
"WR","Gabriel Davis","BUF","@LV","4600","3.0%","44%","7%","6%","2.00"
"WR","Josh Reynolds","LAR","NYG","4600","0.5%","22%","1%","1%","1.91"
"TE","Jesse James","DET","NO","4600","0.5%","19%","1%","1%","1.42"
"WR","David Moore","SEA","@MIA","4600","0.5%","19%","1%","1%","1.29"
"TE","Will Dissly","SEA","@MIA","4600","0.5%","16%","1%","0%","0.98"
"WR","Darnell Mooney","CHI","IND","4600","0.5%","17%","1%","0%","0.88"
"DEF","New Orleans Saints","NO","@DET","4600","7.5%","33%","1%","3%","0.36"
"RB","Reggie Bonnafon","CAR","ARI","4600","0.5%","12%","0%","0%","0.26"
"RB","Jordan Wilkins","IND","@CHI","4600","0.5%","12%","0%","0%","0.25"
"RB","Gus Edwards","BAL","@WAS","4600","0.5%","12%","0%","0%","0.23"
"RB","LeSean McCoy","TB","LAC","4600","0.5%","10%","0%","0%","0.12"
"WR","Olabisi Johnson","MIN","@HOU","4600","0.5%","8%","0%","0%","0.10"
"WR","KJ Hill","LAC","@TB","4600","0.5%","7%","0%","0%","0.06"
"RB","Darrel Williams","KC","NE","4600","0.5%","6%","0%","0%","0.03"
"WR","Javon Wims","CHI","IND","4600","0.5%","4%","0%","0%","0.02"
"WR","Seth Roberts","CAR","ARI","4600","0.5%","4%","0%","0%","0.01"
"WR","Collin Johnson","JAX","@CIN","4600","0.5%","4%","0%","0%","0.01"
"WR","Antonio Gandy-Golden","WAS","BAL","4600","0.5%","3%","0%","0%","0.01"
"WR","Dede Westbrook","JAX","@CIN","4600","0.5%","2%","0%","0%","0.00"
"WR","Damiere Byrd","NE","@KC","4500","0.5%","39%","5%","4%","8.56"
"TE","Irv Smith Jr.","MIN","@HOU","4500","0.5%","24%","2%","1%","2.62"
"WR","KhaDarel Hodge","CLE","@DAL","4500","0.5%","17%","1%","0%","0.91"
"WR","Isaiah McKenzie","BUF","@LV","4500","0.5%","14%","0%","0%","0.45"
"RB","Jalen Richard","LV","BUF","4500","0.5%","15%","0%","0%","0.43"
"WR","Zay Jones","LV","BUF","4500","0.5%","13%","0%","0%","0.39"
"WR","Damion Ratley","NYG","@LAR","4500","0.5%","13%","0%","0%","0.39"
"WR","KeeSean Johnson","ARI","@CAR","4500","0.5%","12%","0%","0%","0.35"
"WR","Auden Tate","CIN","JAX","4500","0.5%","11%","0%","0%","0.25"
"WR","Devin Duvernay","BAL","@WAS","4500","0.5%","10%","0%","0%","0.21"
"WR","Isaiah Wright","WAS","BAL","4500","0.5%","9%","0%","0%","0.14"
"WR","Ashton Dulin","IND","@CHI","4500","0.5%","9%","0%","0%","0.12"
"WR","Chad Beebe","MIN","@HOU","4500","0.5%","8%","0%","0%","0.12"
"WR","Noah Brown","DAL","CLE","4500","0.5%","6%","0%","0%","0.04"
"WR","C.J. Board","NYG","@LAR","4500","0.5%","6%","0%","0%","0.04"
"RB","Darwin Thompson","KC","NE","4500","0.5%","6%","0%","0%","0.03"
"WR","Marquez Callaway","NO","@DET","4500","0.5%","5%","0%","0%","0.03"
"RB","T.J. Yeldon","BUF","@LV","4500","0.5%","5%","0%","0%","0.02"
"RB","C.J. Prosise","HOU","MIN","4500","0.5%","4%","0%","0%","0.01"
"RB","Ryan Nall","CHI","IND","4500","0.5%","4%","0%","0%","0.01"
"WR","Jakobi Meyers","NE","@KC","4500","0.5%","3%","0%","0%","0.01"
"RB","Alec Ingold","LV","BUF","4500","0.5%","3%","0%","0%","0.01"
"RB","Jakob Johnson","NE","@KC","4500","0.5%","3%","0%","0%","0.00"
"RB","Andy Janovich","CLE","@DAL","4500","0.5%","3%","0%","0%","0.00"
"RB","Cullen Gillaspia","HOU","MIN","4500","0.5%","3%","0%","0%","0.00"
"WR","DeAndre Carter","HOU","MIN","4500","0.5%","2%","0%","0%","0.00"
"WR","Alex Erickson","CIN","JAX","4500","0.5%","2%","0%","0%","0.00"
"WR","Joe Reed","LAC","@TB","4500","0.5%","2%","0%","0%","0.00"
"RB","Patrick Laird","MIA","SEA","4500","0.5%","3%","0%","0%","0.00"
"RB","Patrick Ricard","BAL","@WAS","4500","0.5%","2%","0%","0%","0.00"
"RB","C.J. Ham","MIN","@HOU","4500","0.5%","2%","0%","0%","0.00"
"RB","Mike Boone","MIN","@HOU","4500","0.5%","2%","0%","0%","0.00"
"RB","D'Ernest Johnson","CLE","@DAL","4500","0.5%","2%","0%","0%","0.00"
"TE","Ian Thomas","CAR","ARI","4400","0.5%","31%","4%","2%","4.52"
"TE","Foster Moreau","LV","BUF","4400","0.5%","22%","2%","1%","2.09"
"TE","Harrison Bryant","CLE","@DAL","4400","0.5%","17%","1%","1%","1.02"
"DEF","Buffalo Bills","BUF","@LV","4400","3.0%","29%","0%","1%","0.24"
"TE","Dan Arnold","ARI","@CAR","4300","0.5%","28%","3%","2%","3.50"
"TE","Nick Boyle","BAL","@WAS","4300","0.5%","22%","2%","1%","1.85"
"TE","Jason Witten","LV","BUF","4300","0.5%","12%","0%","0%","0.40"
"DEF","Los Angeles Chargers","LAC","@TB","4300","0.5%","15%","0%","0%","0.02"
"TE","Lee Smith","BUF","@LV","4200","0.5%","14%","0%","0%","0.54"
"TE","Gerald Everett","LAR","NYG","4200","0.5%","13%","0%","0%","0.48"
"TE","Josh Hill","NO","@DET","4200","0.5%","9%","0%","0%","0.19"
"TE","Adam Shaheen","MIA","SEA","4200","0.5%","7%","0%","0%","0.12"
"DEF","New England Patriots","NE","@KC","4200","0.5%","7%","0%","0%","0.00"
"TE","Ryan Izzo","NE","@KC","4100","0.5%","19%","1%","1%","1.25"
"DEF","Chicago Bears","CHI","IND","4100","0.5%","30%","0%","0%","0.71"
"TE","Kaden Smith","NYG","@LAR","4100","0.5%","13%","0%","0%","0.45"
"TE","Cole Kmet","CHI","IND","4100","0.5%","8%","0%","0%","0.16"
"TE","James O'Shaughnessy","JAX","@CIN","4000","0.5%","24%","2%","1%","2.10"
"TE","Adam Trautman","NO","@DET","4000","0.5%","18%","1%","0%","0.93"
"TE","Tyler Conklin","MIN","@HOU","4000","0.5%","14%","0%","0%","0.48"
"DEF","Seattle Seahawks","SEA","@MIA","4000","7.5%","44%","1%","3%","0.46"
"TE","Devin Asiasi","NE","@KC","4000","0.5%","13%","0%","0%","0.45"
"TE","Jacob Hollister","SEA","@MIA","4000","0.5%","11%","0%","0%","0.25"
"TE","Blake Bell","DAL","CLE","4000","0.5%","10%","0%","0%","0.22"
"TE","Chris Manhertz","CAR","ARI","4000","0.5%","10%","0%","0%","0.21"
"TE","Virgil Green","LAC","@TB","4000","0.5%","7%","0%","0%","0.10"
"TE","Stephen Anderson","LAC","@TB","4000","0.5%","7%","0%","0%","0.08"
"TE","Marcus Baugh","WAS","BAL","4000","0.5%","7%","0%","0%","0.08"
"TE","Nick Keizer","KC","NE","4000","0.5%","6%","0%","0%","0.07"
"DEF","Cleveland Browns","CLE","@DAL","3900","0.5%","28%","0%","0%","0.24"
"DEF","Kansas City Chiefs","KC","NE","3800","3.0%","46%","1%","3%","1.00"
"DEF","Arizona Cardinals","ARI","@CAR","3800","3.0%","43%","1%","2%","0.68"
"DEF","Houston Texans","HOU","MIN","3700","3.0%","48%","1%","3%","1.02"
"DEF","Jacksonville Jaguars","JAX","@CIN","3700","3.0%","43%","0%","1%","0.49"
"DEF","Carolina Panthers","CAR","ARI","3600","0.5%","41%","0%","1%","1.28"
"DEF","Miami Dolphins","MIA","SEA","3500","0.5%","27%","0%","0%","0.02"
"DEF","Washington Football Team","WAS","BAL","3500","0.5%","21%","0%","0%","0.00"
"DEF","Cincinnati Bengals","CIN","JAX","3400","3.0%","48%","0%","1%","0.41"
"DEF","Dallas Cowboys","DAL","CLE","3400","7.5%","50%","1%","2%","0.28"
"DEF","Las Vegas Raiders","LV","BUF","3300","0.5%","45%","0%","0%","0.85"
"DEF","Minnesota Vikings","MIN","@HOU","3300","3.0%","50%","0%","1%","0.43"
"DEF","Detroit Lions","DET","NO","3200","0.5%","37%","0%","0%","0.06"
"DEF","New York Giants","NYG","@LAR","3000","0.5%","32%","0%","0%","0.00"
