Season,Week,PID,Player,Pos,Team,Opp,aFPA,aFPA Rk,FFPts,Comp,Pass Att,Pass Yds,Pass TD,INT,Rush Att,Rush Yds,Rush TD,Rec,Rec Yds,Rec TD,Pa1D,Ru1D,Rec1D,Fum,XP,FG,Grade
2020,20,allenj3,Josh Allen,QB,BUF,@KC,22.4,28,24.0,28.6,43.6,332.1,2.0,0.8,5.0,20.1,0.5,0.0,0.0,0.0,16.0,1.3,0.0,0.3,0.0,0.0,A-Game
2020,20,mahomp1,Patrick Mahomes,QB,KC,BUF,17.8,16,24.0,26.1,38.1,309.9,2.3,0.4,3.9,19.5,0.2,0.0,0.0,0.0,14.9,1.3,0.0,0.2,0.0,0.0,A-Game
2020,20,rodgea1,Aaron Rodgers,QB,GB,TB,22.9,30,20.7,25.2,37.3,292.7,2.2,0.3,1.9,6.6,0.1,0.0,0.0,0.0,14.1,0.4,0.0,0.2,0.0,0.0,A-Game
2020,20,bradyt1,Tom Brady,QB,TB,@GB,15.3,5,16.9,24.5,37.3,281.6,1.7,0.7,0.4,1.0,0.1,0.0,0.0,0.0,13.6,0.1,0.0,0.3,0.0,0.0,A-Game
2020,20,jonesa2,Aaron Jones,RB,GB,TB,13.5,4,13.3,0.0,0.0,0.0,0.0,0.0,12.8,56.4,0.5,3.6,23.4,0.2,0.0,2.8,1.1,0.1,0.0,0.0,B-Game
2020,20,fournl1,Leonard Fournette,RB,TB,@GB,16.7,13,10.6,0.0,0.0,0.0,0.0,0.0,13.6,52.6,0.4,2.3,16.9,0.1,0.0,2.6,0.8,0.1,0.0,0.0,B-Game
2020,20,edwarc1,Clyde Edwards-Helaire,RB,KC,BUF,19.4,20,10.4,0.0,0.0,0.0,0.0,0.0,14.2,54.8,0.2,2.6,20.1,0.1,0.0,2.7,0.9,0.1,0.0,0.0,C-Game
2020,20,singld1,Devin Singletary,RB,BUF,@KC,20.7,24,10.4,0.0,0.0,0.0,0.0,0.0,10.8,47.0,0.2,3.4,21.6,0.1,0.0,2.4,1.0,0.1,0.0,0.0,C-Game
2020,20,jonesr1,Ronald Jones,RB,TB,@GB,16.7,13,6.2,0.0,0.0,0.0,0.0,0.0,9.6,41.4,0.3,0.5,2.8,0.0,0.0,2.1,0.1,0.1,0.0,0.0,C-Game
2020,20,willij10,Jamaal Williams,RB,GB,TB,13.5,4,5.3,0.0,0.0,0.0,0.0,0.0,5.9,22.3,0.1,2.0,11.7,0.0,0.0,1.1,0.5,0.0,0.0,0.0,C-Game
