"Pos","Player","Tm","Opp","FD Sal $","Projected Own%","Cash Odds","GPP Odds","Implied Own%","FD LEV"
"RB","Christian McCaffrey","CAR","JAX","9100","22.5%","70%","28%","28%","1.24"
"RB","Ezekiel Elliott","DAL","GB","8800","32.5%","73%","31%","30%","0.93"
"WR","DeAndre Hopkins","HOU","ATL","8500","27.5%","65%","25%","23%","0.84"
"QB","Lamar Jackson","BAL","@PIT","8300","7.5%","56%","26%","8%","1.08"
"WR","Julio Jones","ATL","@HOU","8200","17.5%","54%","15%","14%","0.78"
"QB","Dak Prescott","DAL","GB","8200","7.5%","49%","21%","6%","0.85"
"RB","Dalvin Cook","MIN","@NYG","8200","17.5%","72%","28%","28%","1.58"
"RB","Alvin Kamara","NO","TB","8200","12.5%","69%","25%","25%","2.00"
"WR","Davante Adams","GB","@DAL","8000","3.0%","40%","8%","8%","2.60"
"QB","Deshaun Watson","HOU","ATL","8000","12.5%","56%","26%","8%","0.63"
"WR","Amari Cooper","DAL","GB","7900","17.5%","47%","12%","11%","0.61"
"QB","Aaron Rodgers","GB","@DAL","7800","3.0%","43%","14%","4%","1.47"
"QB","Carson Wentz","PHI","NYJ","7800","12.5%","51%","21%","6%","0.52"
"WR","Chris Godwin","TB","@NO","7800","17.5%","52%","13%","12%","0.69"
"QB","Matt Ryan","ATL","@HOU","7700","7.5%","46%","16%","5%","0.67"
"QB","Philip Rivers","LAC","DEN","7700","7.5%","43%","13%","4%","0.54"
"WR","Michael Thomas","NO","TB","7700","22.5%","64%","21%","19%","0.87"
"WR","Mike Evans","TB","@NO","7700","12.5%","46%","11%","10%","0.78"
"QB","Tom Brady","NE","@WAS","7600","7.5%","52%","19%","6%","0.79"
"QB","Jameis Winston","TB","@NO","7600","3.0%","44%","16%","5%","1.59"
"RB","Mark Ingram","BAL","@PIT","7500","7.5%","43%","9%","8%","1.12"
"QB","Andy Dalton","CIN","ARI","7500","7.5%","44%","15%","4%","0.60"
"WR","Keenan Allen","LAC","DEN","7500","17.5%","57%","17%","16%","0.90"
"QB","Kyler Murray","ARI","@CIN","7400","7.5%","47%","18%","6%","0.74"
"RB","LeVeon Bell","NYJ","@PHI","7300","7.5%","39%","5%","5%","0.63"
"WR","JuJu Smith-Schuster","PIT","BAL","7300","7.5%","43%","9%","8%","1.06"
"RB","Austin Ekeler","LAC","DEN","7200","7.5%","47%","8%","8%","1.01"
"QB","Teddy Bridgewater","NO","TB","7200","3.0%","37%","11%","3%","1.11"
"RB","Joe Mixon","CIN","ARI","7100","7.5%","48%","9%","9%","1.20"
"QB","Josh Allen","BUF","@TEN","7000","3.0%","47%","18%","5%","1.79"
"QB","Daniel Jones","NYG","MIN","7000","3.0%","41%","14%","4%","1.38"
"WR","Allen Robinson","CHI","@OAK","6900","7.5%","44%","8%","7%","0.98"
"RB","Leonard Fournette","JAX","@CAR","6900","12.5%","61%","15%","15%","1.20"
"WR","Adam Thielen","MIN","@NYG","6900","7.5%","48%","11%","10%","1.31"
"RB","James Conner","PIT","BAL","6900","7.5%","46%","8%","8%","1.01"
