Season,Week,PID,Player,Pos,Team,Opp,aFPA,aFPA Rk,FFPts,Comp,Pass Att,Pass Yds,Pass TD,INT,Rush Att,Rush Yds,Rush TD,Rec,Rec Yds,Rec TD,Pa1D,Ru1D,Rec1D,Fum,XP,FG,Grade
2020,8,mahomp1,Patrick Mahomes,QB,KC,NYJ,17.4,13,25.1,25.1,35.9,305.2,2.4,0.3,3.5,21.9,0.3,0.0,0.0,0.0,14.6,1.4,0.0,0.1,0.0,0.0,A-Game
2020,8,wilsor1,Russell Wilson,QB,SEA,SF,16.7,8,23.0,24.9,36.3,291.2,2.1,0.5,6.9,34.6,0.2,0.0,0.0,0.0,14.0,2.3,0.0,0.2,0.0,0.0,A-Game
2020,8,rodgea1,Aaron Rodgers,QB,GB,MIN,19.2,16,21.2,23.6,35.4,286.0,2.2,0.3,3.5,14.5,0.1,0.0,0.0,0.0,13.7,0.9,0.0,0.2,0.0,0.0,A-Game
2020,8,tanner1,Ryan Tannehill,QB,TEN,@CIN,20.7,24,21.0,24.3,35.3,291.4,2.1,0.6,2.9,13.5,0.2,0.0,0.0,0.0,14.0,0.9,0.0,0.2,0.0,0.0,A-Game
2020,8,jacksl1,Lamar Jackson,QB,BAL,PIT,16.9,11,20.1,20.1,30.8,234.2,1.7,0.4,5.3,34.6,0.3,0.0,0.0,0.0,11.3,2.3,0.0,0.2,0.0,0.0,A-Game
2020,8,wentzc1,Carson Wentz,QB,PHI,DAL,20.4,21,19.9,22.2,35.8,267.3,1.6,0.7,5.5,29.4,0.3,0.0,0.0,0.0,12.8,1.9,0.0,0.2,0.0,0.0,A-Game
2020,8,allenj3,Josh Allen,QB,BUF,NE,12.2,1,19.7,21.9,34.8,238.3,1.5,0.7,7.9,39.6,0.3,0.0,0.0,0.0,11.7,2.6,0.0,0.2,0.0,0.0,A-Game
2020,8,bradyt1,Tom Brady,QB,TB,@NYG,19.0,15,19.4,24.3,36.4,281.7,2.1,0.5,0.6,1.8,0.1,0.0,0.0,0.0,13.6,0.1,0.0,0.2,0.0,0.0,A-Game
2020,8,herbej1,Justin Herbert,QB,LAC,@DEN,20.6,22,19.3,22.0,34.5,276.3,1.8,0.7,4.0,17.1,0.2,0.0,0.0,0.0,13.1,1.1,0.0,0.3,0.0,0.0,A-Game
2020,8,bridgt1,Teddy Bridgewater,QB,CAR,ATL,27.9,32,19.0,23.5,35.0,270.2,1.9,0.7,5.2,17.1,0.1,0.0,0.0,0.0,13.1,1.1,0.0,0.2,0.0,0.0,A-Game
2020,8,burroj1,Joe Burrow,QB,CIN,TEN,20.6,23,18.8,25.2,38.2,263.6,1.8,1.0,2.5,14.3,0.3,0.0,0.0,0.0,13.1,0.9,0.0,0.2,0.0,0.0,A-Game
2020,8,ryanm1,Matt Ryan,QB,ATL,@CAR,12.3,2,18.5,25.0,37.7,302.1,1.8,0.7,1.1,5.0,0.1,0.0,0.0,0.0,14.4,0.3,0.0,0.2,0.0,0.0,A-Game
2020,8,goffj1,Jared Goff,QB,LAR,@MIA,16.6,7,17.0,22.5,33.4,258.1,1.8,0.8,2.4,8.5,0.1,0.0,0.0,0.0,12.5,0.6,0.0,0.2,0.0,0.0,A-Game
2020,8,staffm1,Matthew Stafford,QB,DET,IND,14.1,5,16.8,22.7,35.3,265.2,1.6,0.6,2.6,9.7,0.1,0.0,0.0,0.0,12.8,0.6,0.0,0.3,0.0,0.0,A-Game
2020,8,garopj1,Jimmy Garoppolo,QB,SF,@SEA,26.6,31,16.8,23.6,35.0,281.0,1.8,0.9,1.3,4.1,0.0,0.0,0.0,0.0,13.5,0.3,0.0,0.2,0.0,0.0,A-Game
2020,8,mayfib1,Baker Mayfield,QB,CLE,LV,21.5,25,16.7,21.9,33.0,261.9,1.9,1.0,0.9,4.1,0.1,0.0,0.0,0.0,12.6,0.3,0.0,0.2,0.0,0.0,A-Game
2020,8,carrd2,Derek Carr,QB,LV,@CLE,23.6,30,16.7,23.7,35.2,268.4,1.7,0.7,2.5,7.1,0.0,0.0,0.0,0.0,13.0,0.5,0.0,0.2,0.0,0.0,A-Game
2020,8,cousik1,Kirk Cousins,QB,MIN,@GB,18.1,14,16.6,21.0,32.0,272.1,1.6,0.8,2.3,7.2,0.1,0.0,0.0,0.0,12.8,0.5,0.0,0.3,0.0,0.0,A-Game
2020,8,roethb1,Ben Roethlisberger,QB,PIT,@BAL,19.6,17,16.5,23.4,35.9,269.9,1.7,0.6,1.2,3.8,0.1,0.0,0.0,0.0,13.1,0.2,0.0,0.3,0.0,0.0,B-Game
2020,8,newtoc1,Cam Newton,QB,NE,@BUF,20.1,20,16.4,18.2,29.4,198.9,1.2,1.0,8.7,38.0,0.4,0.0,0.0,0.0,9.8,2.5,0.0,0.3,0.0,0.0,B-Game
2020,8,riverp1,Philip Rivers,QB,IND,@DET,16.8,9,15.9,23.5,35.3,274.0,1.9,1.2,0.4,1.2,0.0,0.0,0.0,0.0,13.2,0.1,0.0,0.2,0.0,0.0,B-Game
2020,8,breesd1,Drew Brees,QB,NO,@CHI,13.6,4,15.7,22.5,33.3,243.8,1.7,0.6,0.2,0.6,0.1,0.0,0.0,0.0,12.0,0.0,0.0,0.2,0.0,0.0,B-Game
2020,8,tagovt1,Tua Tagovailoa,QB,MIA,LAR,17.1,12,14.7,22.2,33.8,245.7,1.5,1.1,2.2,9.6,0.1,0.0,0.0,0.0,12.0,0.6,0.0,0.3,0.0,0.0,B-Game
2020,8,folesn1,Nick Foles,QB,CHI,NO,22.1,26,14.2,21.7,35.7,246.4,1.4,1.0,0.6,1.5,0.2,0.0,0.0,0.0,12.0,0.1,0.0,0.3,0.0,0.0,C-Game
2020,8,jonesd4,Daniel Jones,QB,NYG,TB,13.2,3,14.1,20.1,33.1,220.6,1.2,1.1,3.8,23.8,0.2,0.0,0.0,0.0,10.8,1.5,0.0,0.3,0.0,0.0,C-Game
2020,8,dinucb1,Ben DiNucci,QB,DAL,@PHI,22.9,29,12.7,20.9,34.3,234.6,1.1,1.4,4.1,14.6,0.2,0.0,0.0,0.0,11.4,0.9,0.0,0.3,0.0,0.0,C-Game
2020,8,lockd1,Drew Lock,QB,DEN,LAC,22.1,27,12.7,20.4,33.9,230.7,1.3,1.0,0.9,2.7,0.1,0.0,0.0,0.0,11.2,0.2,0.0,0.2,0.0,0.0,C-Game
2020,8,darnos1,Sam Darnold,QB,NYJ,@KC,15.2,6,10.3,19.6,33.5,191.1,0.9,1.2,2.8,12.5,0.1,0.0,0.0,0.0,9.7,0.8,0.0,0.3,0.0,0.0,C-Game
2020,8,hillt2,Taysom Hill,QB,NO,@CHI,13.6,4,2.0,0.5,0.8,7.5,0.0,0.0,2.1,10.0,0.1,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,C-Game
2020,8,henryd1,Derrick Henry,RB,TEN,@CIN,19.1,19,20.8,0.0,0.0,0.0,0.0,0.0,23.5,120.5,1.0,1.9,14.6,0.1,0.0,6.0,0.7,0.1,0.0,0.0,A-Game
2020,8,huntk1,Kareem Hunt,RB,CLE,LV,25.5,31,19.9,0.0,0.0,0.0,0.0,0.0,21.9,99.2,0.8,3.3,23.6,0.2,0.0,5.0,1.1,0.2,0.0,0.0,A-Game
2020,8,kamara1,Alvin Kamara,RB,NO,@CHI,17.0,14,19.2,0.0,0.0,0.0,0.0,0.0,13.7,60.1,0.4,6.1,59.1,0.3,0.0,3.0,2.7,0.1,0.0,0.0,A-Game
2020,8,willij10,Jamaal Williams,RB,GB,MIN,16.7,12,18.5,0.0,0.0,0.0,0.0,0.0,18.8,79.9,0.7,4.0,31.5,0.3,0.0,4.0,1.4,0.1,0.0,0.0,A-Game
2020,8,cookd1,Dalvin Cook,RB,MIN,@GB,24.8,30,17.6,0.0,0.0,0.0,0.0,0.0,17.8,89.1,0.7,2.9,25.9,0.1,0.0,4.5,1.2,0.2,0.0,0.0,A-Game
2020,8,davism3,Mike Davis,RB,CAR,ATL,15.5,10,17.2,0.0,0.0,0.0,0.0,0.0,17.3,69.5,0.5,5.0,32.4,0.3,0.0,3.5,1.5,0.1,0.0,0.0,A-Game
2020,8,tayloj2,Jonathan Taylor,RB,IND,@DET,24.3,28,17.0,0.0,0.0,0.0,0.0,0.0,18.7,77.4,0.7,2.8,28.8,0.1,0.0,3.9,1.3,0.1,0.0,0.0,A-Game
2020,8,gurlet2,Todd Gurley,RB,ATL,@CAR,23.9,27,16.2,0.0,0.0,0.0,0.0,0.0,19.1,90.8,0.7,2.5,16.6,0.1,0.0,4.5,0.8,0.2,0.0,0.0,A-Game
2020,8,scottb2,Boston Scott,RB,PHI,DAL,23.4,26,14.8,0.0,0.0,0.0,0.0,0.0,14.5,66.6,0.6,3.4,25.4,0.1,0.0,3.3,1.2,0.1,0.0,0.0,A-Game
2020,8,bernag1,Giovani Bernard,RB,CIN,TEN,22.5,24,14.6,0.0,0.0,0.0,0.0,0.0,14.7,55.8,0.4,5.0,34.3,0.2,0.0,2.8,1.6,0.1,0.0,0.0,A-Game
