"Pos","Player","Tm","Opp","FD Sal $","Projected Own%","Cash Odds","GPP Odds","Implied Own%","FD LEV"
"WR","DeVante Parker","MIA","@DAL","4800","0.5%","26%","2%","2%","3.64"
"WR","KeeSean Johnson","ARI","CAR","4800","0.5%","24%","2%","1%","2.73"
"WR","Nelson Agholor","PHI","DET","4800","12.5%","52%","11%","10%","0.77"
"WR","Chad Beebe","MIN","OAK","4800","0.5%","12%","0%","0%","0.40"
"WR","Donte Moncrief","PIT","@SF","4800","0.5%","7%","0%","0%","0.08"
"RB","Justice Hill","BAL","@KC","4700","0.5%","4%","0%","0%","0.01"
"WR","Isaiah McKenzie","BUF","CIN","4700","0.5%","15%","0%","0%","0.72"
"WR","Zay Jones","BUF","CIN","4700","0.5%","11%","0%","0%","0.25"
"WR","Demaryius Thomas","NYJ","@NE","4700","0.5%","10%","0%","0%","0.24"
"WR","Chester Rogers","IND","ATL","4700","0.5%","10%","0%","0%","0.24"
"WR","Robert Foster","BUF","CIN","4700","0.5%","6%","0%","0%","0.04"
"DEF","Buffalo Bills","BUF","CIN","4600","7.5%","42%","3%","4%","0.53"
"RB","Darren Sproles","PHI","DET","4600","0.5%","22%","1%","1%","1.09"
"RB","Rex Burkhead","NE","NYJ","4600","3.0%","41%","3%","3%","0.86"
"RB","Ty Montgomery","NYJ","@NE","4600","0.5%","12%","0%","0%","0.17"
"RB","T.J. Yeldon","BUF","CIN","4600","0.5%","2%","0%","0%","0.00"
"TE","Noah Fant","DEN","@GB","4600","0.5%","26%","3%","2%","3.16"
"TE","Mike Gesicki","MIA","@DAL","4600","0.5%","26%","3%","2%","3.05"
"WR","J.J. Arcega-Whiteside","PHI","DET","4600","0.5%","37%","5%","4%","8.41"
"WR","Michael Crabtree","ARI","CAR","4600","0.5%","17%","1%","1%","1.03"
"WR","Breshad Perriman","TB","NYG","4600","0.5%","8%","0%","0%","0.12"
"WR","Dante Pettis","SF","PIT","4600","0.5%","4%","0%","0%","0.02"
"WR","Keith Kirkwood","NO","@SEA","4600","0.5%","3%","0%","0%","0.01"
"DEF","Green Bay Packers","GB","DEN","4500","7.5%","49%","6%","8%","1.03"
"DEF","Philadelphia Eagles","PHI","DET","4500","3.0%","34%","1%","1%","0.33"
"RB","Ty Johnson","DET","@PHI","4500","0.5%","30%","2%","1%","2.46"
"RB","Wayne Gallman","NYG","@TB","4500","0.5%","13%","0%","0%","0.20"
"RB","Dare Ogunbowale","TB","NYG","4500","0.5%","11%","0%","0%","0.14"
"RB","DeAndre Washington","OAK","@MIN","4500","0.5%","9%","0%","0%","0.07"
"RB","C.J. Prosise","SEA","NO","4500","0.5%","7%","0%","0%","0.03"
"RB","Darwin Thompson","KC","BAL","4500","0.5%","6%","0%","0%","0.02"
"RB","Mark Walton","MIA","@DAL","4500","0.5%","5%","0%","0%","0.01"
"RB","Reggie Bonnafon","CAR","@ARI","4500","0.5%","5%","0%","0%","0.01"
"RB","Benny Snell Jr.","PIT","@SF","4500","0.5%","4%","0%","0%","0.01"
"RB","James Develin","NE","NYJ","4500","0.5%","3%","0%","0%","0.00"
"RB","Jamize Olawale","DAL","MIA","4500","0.5%","3%","0%","0%","0.00"
"RB","Devontae Booker","DEN","@GB","4500","0.5%","2%","0%","0%","0.00"
"RB","Derek Watt","LAC","HOU","4500","0.5%","2%","0%","0%","0.00"
"RB","Elijhaa Penny","NYG","@TB","4500","0.5%","2%","0%","0%","0.00"
"RB","Kenjon Barner","ATL","@IND","4500","0.5%","2%","0%","0%","0.00"
"RB","T.J. Logan","TB","NYG","4500","0.5%","2%","0%","0%","0.00"
"RB","Zach Line","NO","@SEA","4500","0.5%","2%","0%","0%","0.00"
"TE","Matt LaCosse","NE","NYJ","4500","0.5%","26%","3%","2%","3.17"
"TE","Blake Jarwin","DAL","MIA","4500","0.5%","25%","2%","1%","2.75"
"TE","Cameron Brate","TB","NYG","4500","0.5%","22%","2%","1%","2.03"
"TE","Nick Vannett","SEA","NO","4500","0.5%","21%","2%","1%","1.80"
"TE","Dawson Knox","BUF","CIN","4500","0.5%","19%","1%","1%","1.33"
"TE","Jeff Heuerman","DEN","@GB","4500","0.5%","10%","0%","0%","0.33"
"TE","Trevon Wesco","NYJ","@NE","4500","0.5%","5%","0%","0%","0.05"
"WR","Mack Hollins","PHI","DET","4500","0.5%","27%","2%","2%","3.46"
"WR","Miles Boykin","BAL","@KC","4500","0.5%","18%","1%","1%","1.10"
"WR","Deon Cain","IND","ATL","4500","0.5%","18%","1%","1%","1.01"
"WR","Jakeem Grant","MIA","@DAL","4500","0.5%","14%","0%","0%","0.57"
"WR","Diontae Johnson","PIT","@SF","4500","0.5%","14%","0%","0%","0.57"
"WR","Travis Benjamin","LAC","HOU","4500","0.5%","14%","0%","0%","0.54"
"WR","Ryan Grant","OAK","@MIN","4500","0.5%","12%","0%","0%","0.37"
"WR","Allen Hurns","MIA","@DAL","4500","0.5%","11%","0%","0%","0.26"
"WR","Dontrelle Inman","LAC","HOU","4500","0.5%","10%","0%","0%","0.19"
"WR","Alex Erickson","CIN","@BUF","4500","0.5%","8%","0%","0%","0.12"
"WR","Kendrick Bourne","SF","PIT","4500","0.5%","7%","0%","0%","0.09"
"WR","Jarius Wright","CAR","@ARI","4500","0.5%","7%","0%","0%","0.08"
"WR","Damion Willis","CIN","@BUF","4500","0.5%","7%","0%","0%","0.08"
"WR","Ryan Switzer","PIT","@SF","4500","0.5%","6%","0%","0%","0.05"
"WR","Josh Bellamy","NYJ","@NE","4500","0.5%","6%","0%","0%","0.04"
"WR","Russell Shepard","NYG","@TB","4500","0.5%","5%","0%","0%","0.03"
"WR","Seth Roberts","BAL","@KC","4500","0.5%","4%","0%","0%","0.02"
"WR","Jaron Brown","SEA","NO","4500","0.5%","4%","0%","0%","0.02"
"WR","DeAnthony Thomas","KC","BAL","4500","0.5%","4%","0%","0%","0.02"
"WR","Keelan Doss","OAK","@MIN","4500","0.5%","4%","0%","0%","0.02"
"WR","Justin Hardy","ATL","@IND","4500","0.5%","4%","0%","0%","0.01"
"WR","Jake Kumerow","GB","DEN","4500","0.5%","3%","0%","0%","0.01"
"WR","Chris Hogan","CAR","@ARI","4500","0.5%","3%","0%","0%","0.01"
"WR","Braxton Berrios","NYJ","@NE","4500","0.5%","3%","0%","0%","0.01"
"WR","Olabisi Johnson","MIN","OAK","4500","0.5%","3%","0%","0%","0.01"
"WR","Justin Watson","TB","NYG","4500","0.5%","2%","0%","0%","0.00"
"WR","DeAndre Carter","HOU","@LAC","4500","0.5%","2%","0%","0%","0.00"
"DEF","Houston Texans","HOU","@LAC","4400","3.0%","38%","1%","2%","0.53"
"DEF","Tampa Bay Buccaneers","TB","NYG","4300","7.5%","41%","1%","2%","0.24"
"TE","Nick Boyle","BAL","@KC","4300","0.5%","16%","1%","0%","0.86"
"DEF","Minnesota Vikings","MIN","OAK","4200","12.5%","56%","8%","11%","0.84"
"TE","Charles Clay","ARI","CAR","4200","0.5%","10%","0%","0%","0.26"
"TE","Jordan Akins","HOU","@LAC","4100","0.5%","23%","2%","1%","1.89"
"TE","Maxx Williams","ARI","CAR","4100","0.5%","9%","0%","0%","0.19"
"TE","Virgil Green","LAC","HOU","4000","0.5%","26%","2%","1%","2.59"
"TE","Ryan Griffin","NYJ","@NE","4000","0.5%","24%","2%","1%","2.05"
"TE","C.J. Uzomah","CIN","@BUF","4000","0.5%","22%","1%","1%","1.60"
"TE","Tommy Sweeney","BUF","CIN","4000","0.5%","16%","1%","0%","0.73"
"TE","Sean Culkin","LAC","HOU","4000","0.5%","15%","1%","0%","0.59"
"TE","Jesse James","DET","@PHI","4000","0.5%","14%","0%","0%","0.47"
"TE","Irv Smith Jr.","MIN","OAK","4000","0.5%","11%","0%","0%","0.28"
"TE","Ian Thomas","CAR","@ARI","4000","0.5%","11%","0%","0%","0.28"
"TE","Rhett Ellison","NYG","@TB","4000","0.5%","11%","0%","0%","0.28"
"TE","Foster Moreau","OAK","@MIN","4000","0.5%","11%","0%","0%","0.27"
"TE","Darren Fells","HOU","@LAC","4000","0.5%","11%","0%","0%","0.25"
"TE","Logan Thomas","DET","@PHI","4000","0.5%","9%","0%","0%","0.17"
"TE","Robert Tonyan","GB","DEN","4000","0.5%","9%","0%","0%","0.16"
"TE","Nick O'Leary","MIA","@DAL","4000","0.5%","9%","0%","0%","0.16"
"TE","Josh Hill","NO","@SEA","4000","0.5%","9%","0%","0%","0.15"
"TE","Marcedes Lewis","GB","DEN","4000","0.5%","8%","0%","0%","0.12"
"TE","Durham Smythe","MIA","@DAL","4000","0.5%","8%","0%","0%","0.11"
"TE","Xavier Grimble","PIT","@SF","4000","0.5%","7%","0%","0%","0.10"
"TE","Ross Dwelley","SF","PIT","4000","0.5%","7%","0%","0%","0.10"
"TE","Tyler Conklin","MIN","OAK","4000","0.5%","7%","0%","0%","0.09"
"TE","Mo Alie-Cox","IND","ATL","4000","0.5%","7%","0%","0%","0.08"
"TE","Chris Manhertz","CAR","@ARI","4000","0.5%","7%","0%","0%","0.08"
"TE","Luke Stocker","ATL","@IND","4000","0.5%","7%","0%","0%","0.08"
"TE","Antony Auclair","TB","NYG","4000","0.5%","6%","0%","0%","0.07"
"DEF","Los Angeles Chargers","LAC","HOU","3800","3.0%","44%","1%","1%","0.37"
"DEF","New Orleans Saints","NO","@SEA","3800","0.5%","33%","0%","0%","0.21"
"DEF","Atlanta Falcons","ATL","@IND","3800","3.0%","32%","0%","0%","0.03"
"DEF","Denver Broncos","DEN","@GB","3800","0.5%","21%","0%","0%","0.01"
"DEF","New York Giants","NYG","@TB","3700","0.5%","45%","1%","1%","1.73"
"DEF","San Francisco 49ers","SF","PIT","3700","7.5%","58%","5%","7%","0.93"
"DEF","Carolina Panthers","CAR","@ARI","3700","3.0%","50%","1%","2%","0.68"
"DEF","Indianapolis Colts","IND","ATL","3600","3.0%","39%","0%","0%","0.06"
"DEF","Pittsburgh Steelers","PIT","@SF","3500","3.0%","50%","1%","1%","0.35"
"DEF","Detroit Lions","DET","@PHI","3500","0.5%","37%","0%","0%","0.14"
"DEF","Kansas City Chiefs","KC","BAL","3500","0.5%","32%","0%","0%","0.04"
"DEF","Cincinnati Bengals","CIN","@BUF","3400","0.5%","50%","1%","1%","1.87"
"DEF","Seattle Seahawks","SEA","NO","3400","3.0%","58%","2%","3%","1.12"
"DEF","Baltimore Ravens","BAL","@KC","3400","0.5%","37%","0%","0%","0.10"
"DEF","Oakland Raiders","OAK","@MIN","3300","3.0%","42%","0%","0%","0.04"
"DEF","Arizona Cardinals","ARI","CAR","3200","7.5%","53%","1%","1%","0.11"
"DEF","New York Jets","NYJ","@NE","3000","0.5%","40%","0%","0%","0.02"
"DEF","Miami Dolphins","MIA","@DAL","2000","0.5%","68%","0%","0%","0.28"
