"Pos","Player","Tm","Opp","FD Sal $","Projected Own%","Cash Odds","GPP Odds","Implied Own%","FD LEV"
"RB","Christian McCaffrey","CAR","@ATL","11000","27.5%","75%","38%","38%","1.37"
"RB","Derrick Henry","TEN","@OAK","9100","17.5%","55%","17%","16%","0.93"
"QB","Lamar Jackson","BAL","@BUF","9000","12.5%","60%","31%","10%","0.80"
"RB","Dalvin Cook","MIN","DET","8700","27.5%","54%","15%","15%","0.55"
"WR","Michael Thomas","NO","SF","8600","17.5%","58%","17%","17%","0.95"
"QB","Patrick Mahomes","KC","@NE","8400","7.5%","47%","18%","6%","0.80"
"WR","Davante Adams","GB","WAS","8400","32.5%","60%","20%","19%","0.59"
"QB","Aaron Rodgers","GB","WAS","8400","12.5%","47%","18%","6%","0.47"
"WR","Tyreek Hill","KC","@NE","8300","12.5%","48%","12%","12%","0.97"
"WR","DeAndre Hopkins","HOU","DEN","8300","17.5%","47%","11%","11%","0.63"
"QB","Kirk Cousins","MIN","DET","8200","12.5%","45%","16%","5%","0.42"
"WR","Stefon Diggs","MIN","DET","8000","17.5%","43%","9%","9%","0.52"
"WR","Chris Godwin","TB","IND","7900","17.5%","55%","17%","17%","0.95"
"RB","Nick Chubb","CLE","CIN","7900","27.5%","59%","17%","16%","0.59"
"QB","Josh Allen","BUF","BAL","7800","3.0%","44%","17%","6%","1.84"
"RB","Aaron Jones","GB","WAS","7800","7.5%","51%","12%","12%","1.59"
"QB","Jimmy Garoppolo","SF","@NO","7800","3.0%","38%","11%","4%","1.21"
"WR","Julio Jones","ATL","CAR","7800","7.5%","43%","9%","9%","1.20"
"QB","Drew Brees","NO","SF","7700","3.0%","41%","12%","4%","1.33"
"RB","Josh Jacobs","OAK","TEN","7700","7.5%","48%","10%","10%","1.29"
"QB","Jameis Winston","TB","IND","7700","7.5%","50%","20%","6%","0.85"
"QB","Sam Darnold","NYJ","MIA","7700","7.5%","46%","17%","6%","0.75"
"WR","Mike Evans","TB","IND","7700","17.5%","50%","13%","12%","0.71"
"QB","Deshaun Watson","HOU","DEN","7700","12.5%","56%","25%","8%","0.65"
"QB","Tom Brady","NE","KC","7700","7.5%","44%","15%","5%","0.64"
"RB","Alvin Kamara","NO","SF","7600","7.5%","58%","13%","13%","1.68"
"QB","Baker Mayfield","CLE","CIN","7600","3.0%","39%","13%","4%","1.36"
"WR","Julian Edelman","NE","KC","7600","12.5%","48%","12%","11%","0.90"
"QB","Matt Ryan","ATL","CAR","7600","7.5%","48%","18%","6%","0.76"
"QB","Kyler Murray","ARI","PIT","7500","3.0%","46%","17%","6%","1.86"
"RB","Leonard Fournette","JAX","LAC","7500","27.5%","63%","18%","18%","0.65"
"QB","Ryan Fitzpatrick","MIA","@NYJ","7400","3.0%","44%","16%","5%","1.70"
"QB","Jacoby Brissett","IND","@TB","7400","3.0%","42%","14%","5%","1.57"
"RB","Mark Ingram","BAL","@BUF","7400","7.5%","44%","9%","9%","1.14"
"WR","Kenny Golladay","DET","@MIN","7400","7.5%","38%","7%","6%","0.86"
"QB","Philip Rivers","LAC","@JAX","7300","0.5%","35%","9%","3%","6.02"
"RB","LeVeon Bell","NYJ","MIA","7300","7.5%","48%","10%","9%","1.26"
"RB","Melvin Gordon","LAC","@JAX","7300","12.5%","52%","12%","12%","0.94"
"WR","Courtland Sutton","DEN","@HOU","7300","7.5%","39%","7%","7%","0.89"
"QB","Ryan Tannehill","TEN","@OAK","7300","7.5%","47%","18%","6%","0.78"
"WR","DeVante Parker","MIA","@NYJ","7200","7.5%","46%","10%","10%","1.27"
"WR","Jarvis Landry","CLE","CIN","7200","7.5%","41%","8%","7%","1.00"
"QB","Kyle Allen","CAR","@ATL","7100","0.5%","41%","13%","4%","8.24"
"WR","D.J. Moore","CAR","@ATL","7100","12.5%","52%","13%","12%","0.98"
"TE","Travis Kelce","KC","@NE","7100","12.5%","47%","15%","10%","0.81"
"QB","Derek Carr","OAK","TEN","7000","0.5%","40%","12%","4%","7.55"
"QB","Andy Dalton","CIN","@CLE","7000","0.5%","32%","8%","3%","5.44"
"QB","Devlin Hodges","PIT","@ARI","7000","3.0%","38%","11%","4%","1.21"
"RB","Austin Ekeler","LAC","@JAX","7000","7.5%","38%","4%","4%","0.58"
"QB","David Blough","DET","@MIN","6900","0.5%","27%","6%","2%","3.72"
"WR","Calvin Ridley","ATL","CAR","6900","7.5%","41%","8%","8%","1.07"
"QB","Drew Lock","DEN","@HOU","6800","0.5%","27%","6%","2%","4.00"
"WR","Odell Beckham","CLE","CIN","6800","7.5%","45%","10%","9%","1.24"
"WR","Keenan Allen","LAC","@JAX","6800","7.5%","45%","9%","9%","1.24"
"RB","Joe Mixon","CIN","@CLE","6700","3.0%","43%","6%","6%","2.09"
"RB","Devin Singletary","BUF","BAL","6700","3.0%","37%","4%","4%","1.35"
"WR","James Washington","PIT","@ARI","6700","7.5%","37%","6%","6%","0.75"
"TE","George Kittle","SF","@NO","6700","17.5%","53%","17%","12%","0.66"
"QB","Gardner Minshew","JAX","LAC","6600","0.5%","41%","13%","4%","8.16"
"TE","Mark Andrews","BAL","@BUF","6600","7.5%","39%","10%","7%","0.88"
"RB","Sony Michel","NE","KC","6600","3.0%","30%","3%","3%","0.87"
"WR","Will Fuller","HOU","DEN","6600","7.5%","38%","6%","6%","0.75"
"QB","Dwayne Haskins","WAS","@GB","6500","0.5%","24%","5%","2%","3.08"
"TE","Jared Cook","NO","SF","6500","3.0%","37%","9%","6%","2.09"
"RB","Phillip Lindsay","DEN","@HOU","6400","3.0%","44%","6%","6%","1.84"
"TE","Hunter Henry","LAC","@JAX","6400","7.5%","42%","11%","7%","0.99"
"WR","John Brown","BUF","BAL","6400","7.5%","43%","7%","7%","0.97"
"WR","Robby Anderson","NYJ","MIA","6400","7.5%","40%","7%","7%","0.90"
"WR","Marvin Jones","DET","@MIN","6400","7.5%","39%","7%","7%","0.87"
"RB","Kareem Hunt","CLE","CIN","6400","7.5%","35%","4%","3%","0.46"
"RB","Derrius Guice","WAS","@GB","6300","3.0%","37%","4%","4%","1.27"
"WR","Tyler Boyd","CIN","@CLE","6300","7.5%","45%","8%","8%","1.05"
"TE","Jack Doyle","IND","@TB","6300","7.5%","41%","10%","7%","0.94"
"RB","Raheem Mostert","SF","@NO","6200","0.5%","25%","2%","1%","2.99"
"WR","Dede Westbrook","JAX","LAC","6200","3.0%","33%","4%","4%","1.37"
"TE","Darren Waller","OAK","TEN","6200","7.5%","50%","14%","10%","1.31"
"WR","D.J. Chark","JAX","LAC","6200","7.5%","43%","8%","8%","1.09"
"WR","Cole Beasley","BUF","BAL","6100","3.0%","33%","4%","4%","1.43"
"RB","Benny Snell Jr.","PIT","@ARI","6100","3.0%","38%","4%","4%","1.37"
"RB","Kenyan Drake","ARI","PIT","6100","3.0%","37%","4%","4%","1.21"
"RB","LeSean McCoy","KC","@NE","6100","3.0%","31%","3%","3%","0.85"
"WR","Zach Pascal","IND","@TB","6100","7.5%","39%","6%","6%","0.81"
"RB","Carlos Hyde","HOU","DEN","6000","0.5%","25%","1%","1%","2.93"
"WR","Jamison Crowder","NYJ","MIA","6000","3.0%","40%","6%","6%","2.12"
"RB","James White","NE","KC","6000","3.0%","38%","3%","3%","1.13"
"WR","Deebo Samuel","SF","@NO","6000","7.5%","43%","7%","7%","0.95"
"RB","Devonta Freeman","ATL","CAR","6000","7.5%","41%","5%","5%","0.69"
"WR","Emmanuel Sanders","SF","@NO","5900","0.5%","29%","3%","3%","6.09"
"RB","Bo Scarbrough","DET","@MIN","5900","0.5%","32%","2%","2%","4.19"
"WR","Christian Kirk","ARI","PIT","5900","3.0%","42%","7%","7%","2.44"
"WR","Mike Williams","LAC","@JAX","5900","3.0%","37%","5%","5%","1.69"
"RB","Jonathan Williams","IND","@TB","5900","0.5%","10%","0%","0%","0.29"
"RB","Ronald Jones","TB","IND","5800","0.5%","30%","2%","2%","4.41"
"WR","Curtis Samuel","CAR","@ATL","5800","7.5%","42%","8%","8%","1.06"
"WR","Mohamed Sanu","NE","KC","5800","3.0%","25%","2%","2%","0.72"
"TE","Vance McDonald","PIT","@ARI","5800","7.5%","36%","8%","5%","0.70"
"WR","Tyrell Williams","OAK","TEN","5700","3.0%","39%","7%","6%","2.15"
"RB","Peyton Barber","TB","IND","5700","0.5%","19%","1%","1%","1.53"
"WR","Larry Fitzgerald","ARI","PIT","5700","3.0%","34%","4%","4%","1.42"
"WR","Russell Gage","ATL","CAR","5700","3.0%","31%","4%","4%","1.18"
"RB","Adrian Peterson","WAS","@GB","5700","0.5%","18%","1%","1%","1.09"
"WR","Terry McLaurin","WAS","@GB","5600","0.5%","37%","5%","5%","9.82"
"RB","Duke Johnson","HOU","DEN","5600","0.5%","37%","3%","3%","6.46"
"WR","Allen Lazard","GB","WAS","5600","0.5%","26%","2%","2%","4.80"
"RB","Nyheim Hines","IND","@TB","5600","0.5%","26%","1%","1%","2.49"
"TE","Ryan Griffin","NYJ","MIA","5600","3.0%","35%","7%","5%","1.66"
"RB","Jamaal Williams","GB","WAS","5600","3.0%","41%","5%","4%","1.49"
"RB","Matt Breida","SF","@NO","5600","0.5%","17%","1%","1%","1.01"
"WR","Sammy Watkins","KC","@NE","5600","3.0%","29%","3%","3%","0.97"
"RB","Rex Burkhead","NE","KC","5600","0.5%","16%","0%","0%","0.97"
"WR","Auden Tate","CIN","@CLE","5500","0.5%","31%","3%","3%","6.02"
"RB","Jaylen Samuels","PIT","@ARI","5500","0.5%","34%","3%","3%","5.11"
"RB","Patrick Laird","MIA","@NYJ","5500","0.5%","34%","3%","2%","4.96"
"RB","Jordan Wilkins","IND","@TB","5500","0.5%","29%","2%","2%","3.56"
"RB","Tevin Coleman","SF","@NO","5500","0.5%","26%","2%","1%","2.96"
"WR","Marquise Brown","BAL","@BUF","5500","3.0%","36%","5%","5%","1.64"
"WR","Breshad Perriman","TB","IND","5500","0.5%","17%","1%","1%","1.44"
"TE","Jimmy Graham","GB","WAS","5500","3.0%","24%","3%","2%","0.75"
"WR","N'Keal Harry","NE","KC","5500","0.5%","2%","0%","0%","0.01"
"WR","Chris Conley","JAX","LAC","5400","0.5%","26%","2%","2%","4.48"
"WR","Phillip Dorsett","NE","KC","5400","0.5%","26%","2%","2%","4.22"
"WR","Adam Humphries","TEN","@OAK","5400","0.5%","25%","2%","2%","3.61"
"TE","Jaeden Graham","ATL","CAR","5400","0.5%","22%","3%","2%","3.43"
"WR","Mecole Hardman","KC","@NE","5400","0.5%","22%","2%","1%","2.99"
"TE","O.J. Howard","TB","IND","5400","0.5%","21%","2%","1%","2.97"
"WR","Danny Amendola","DET","@MIN","5400","0.5%","19%","1%","1%","1.70"
"TE","Mike Gesicki","MIA","@NYJ","5400","3.0%","38%","7%","5%","1.69"
"RB","David Johnson","ARI","PIT","5400","0.5%","19%","1%","1%","1.19"
"WR","A.J. Brown","TEN","@OAK","5400","7.5%","43%","7%","7%","0.95"
"RB","Latavius Murray","NO","SF","5300","0.5%","27%","2%","2%","3.30"
"TE","Irv Smith Jr.","MIN","DET","5300","0.5%","22%","2%","2%","3.21"
"RB","Brian Hill","ATL","CAR","5300","0.5%","23%","1%","1%","2.24"
"RB","Royce Freeman","DEN","@HOU","5300","0.5%","22%","1%","1%","1.72"
"RB","Frank Gore","BUF","BAL","5300","0.5%","10%","0%","0%","0.19"
"WR","Marcus Johnson","IND","@TB","5200","0.5%","25%","2%","2%","3.92"
"RB","Darwin Thompson","KC","@NE","5200","0.5%","26%","1%","1%","2.49"
"TE","Ben Watson","NE","KC","5200","0.5%","15%","1%","1%","1.43"
"WR","Christian Blake","ATL","CAR","5200","0.5%","9%","0%","0%","0.21"
"RB","Chris Thompson","WAS","@GB","5200","0.5%","5%","0%","0%","0.03"
"RB","Alexander Mattison","MIN","DET","5100","3.0%","44%","5%","5%","1.68"
"WR","Diontae Johnson","PIT","@ARI","5100","0.5%","35%","4%","4%","8.80"
"WR","Allen Hurns","MIA","@NYJ","5100","0.5%","28%","3%","3%","5.08"
"WR","Tim Patrick","DEN","@HOU","5100","0.5%","17%","1%","1%","1.32"
"WR","Kalif Raymond","TEN","@OAK","5100","0.5%","16%","1%","1%","1.15"
"WR","Tevin Jones","PIT","@ARI","5100","0.5%","12%","0%","0%","0.53"
"WR","Jakobi Meyers","NE","KC","5100","0.5%","6%","0%","0%","0.06"
"WR","Corey Davis","TEN","@OAK","5000","0.5%","32%","3%","3%","6.82"
"WR","Albert Wilson","MIA","@NYJ","5000","0.5%","24%","2%","2%","3.19"
"WR","Demaryius Thomas","NYJ","MIA","5000","0.5%","24%","2%","1%","2.98"
"WR","Kenny Stills","HOU","DEN","5000","0.5%","19%","1%","1%","1.72"
"DEF","Green Bay Packers","GB","WAS","5000","17.5%","60%","21%","28%","1.58"
"WR","Olabisi Johnson","MIN","DET","5000","0.5%","15%","0%","0%","0.82"
"RB","Jalen Richard","OAK","TEN","5000","0.5%","17%","0%","0%","0.73"
"TE","Anthony Firkser","TEN","@OAK","5000","0.5%","11%","0%","0%","0.66"
"RB","Gus Edwards","BAL","@BUF","5000","0.5%","16%","0%","0%","0.62"
"RB","DeAndre Washington","OAK","TEN","5000","0.5%","12%","0%","0%","0.30"
"WR","Kendrick Bourne","SF","@NO","4900","0.5%","25%","2%","2%","3.27"
"WR","Ted Ginn","NO","SF","4900","0.5%","19%","1%","1%","1.58"
"TE","Jordan Akins","HOU","DEN","4900","0.5%","17%","1%","1%","1.56"
"TE","Jeremy Sprinkle","WAS","@GB","4900","0.5%","17%","1%","1%","1.56"
