"Pos","Player","Tm","Opp","FD Sal $","Projected Own%","Cash Odds","GPP Odds","Implied Own%","FD LEV"
"QB","David Blough","DET","@DEN","6600","0.5%","26%","5%","2%","3.69"
"TE","Jared Cook","NO","@TEN","6600","7.5%","39%","10%","9%","1.15"
"WR","D.J. Moore","CAR","@IND","6600","12.5%","50%","11%","14%","1.09"
"WR","James Washington","PIT","@NYJ","6600","7.5%","34%","5%","6%","0.76"
"WR","Zach Pascal","IND","CAR","6600","7.5%","33%","4%","5%","0.72"
"RB","Adrian Peterson","WAS","NYG","6500","3.0%","47%","8%","9%","2.91"
"TE","Mark Andrews","BAL","@CLE","6500","7.5%","42%","11%","10%","1.29"
"WR","Mike Williams","LAC","OAK","6500","7.5%","38%","6%","7%","0.99"
"WR","Terry McLaurin","WAS","NYG","6500","12.5%","48%","10%","12%","0.98"
"WR","Michael Gallup","DAL","@PHI","6500","7.5%","35%","5%","6%","0.74"
"TE","Darren Waller","OAK","@LAC","6500","12.5%","43%","10%","9%","0.70"
"RB","Phillip Lindsay","DEN","DET","6300","7.5%","50%","9%","10%","1.27"
"WR","DK Metcalf","SEA","ARI","6300","12.5%","45%","9%","11%","0.85"
"WR","Sterling Shepard","NYG","@WAS","6300","7.5%","35%","5%","6%","0.82"
"WR","Tyler Boyd","CIN","@MIA","6300","17.5%","46%","9%","11%","0.65"
"WR","Golden Tate","NYG","@WAS","6200","3.0%","31%","4%","5%","1.66"
"TE","Jack Doyle","IND","CAR","6200","7.5%","33%","7%","6%","0.76"
"RB","Devonta Freeman","ATL","JAX","6200","12.5%","49%","8%","8%","0.67"
"RB","Kareem Hunt","CLE","BAL","6100","0.5%","32%","2%","3%","5.26"
"WR","Robby Anderson","NYJ","PIT","6100","3.0%","40%","6%","8%","2.51"
"TE","Hunter Henry","LAC","OAK","6100","7.5%","44%","12%","10%","1.35"
"QB","Will Grier","CAR","@IND","6000","0.5%","37%","9%","3%","6.61"
"WR","Curtis Samuel","CAR","@IND","6000","3.0%","37%","6%","7%","2.32"
"WR","Jamison Crowder","NYJ","PIT","6000","3.0%","34%","4%","5%","1.79"
"WR","Danny Amendola","DET","@DEN","6000","3.0%","32%","3%","4%","1.37"
"WR","Darius Slayton","NYG","@WAS","6000","7.5%","39%","7%","8%","1.04"
"TE","Austin Hooper","ATL","JAX","6000","12.5%","46%","13%","11%","0.88"
"WR","Marcus Johnson","IND","CAR","5900","0.5%","22%","2%","2%","3.92"
"RB","Bo Scarbrough","DET","@DEN","5900","0.5%","24%","1%","1%","2.43"
"TE","Dallas Goedert","PHI","DAL","5900","3.0%","30%","5%","4%","1.47"
"TE","Noah Fant","DEN","DET","5900","3.0%","29%","5%","4%","1.38"
"WR","Christian Kirk","ARI","@SEA","5900","12.5%","46%","9%","11%","0.87"
"TE","Jason Witten","DAL","@PHI","5800","3.0%","25%","4%","3%","1.04"
"WR","Chris Conley","JAX","@ATL","5800","12.5%","39%","6%","7%","0.58"
"RB","Benny Snell Jr.","PIT","@NYJ","5800","0.5%","3%","0%","0%","0.01"
"WR","Larry Fitzgerald","ARI","@SEA","5700","0.5%","33%","4%","5%","9.62"
"WR","Greg Ward","PHI","DAL","5700","0.5%","30%","3%","4%","8.00"
"WR","Diontae Johnson","PIT","@NYJ","5700","3.0%","34%","5%","5%","1.83"
"WR","Dede Westbrook","JAX","@ATL","5700","3.0%","34%","4%","5%","1.68"
"RB","Nyheim Hines","IND","CAR","5700","0.5%","20%","1%","1%","1.68"
"WR","Marquise Brown","BAL","@CLE","5700","7.5%","41%","7%","8%","1.10"
"TE","Jacob Hollister","SEA","ARI","5700","7.5%","40%","9%","8%","1.05"
"WR","Tyrell Williams","OAK","@LAC","5600","3.0%","36%","6%","7%","2.21"
"RB","DeAndre Washington","OAK","@LAC","5600","0.5%","15%","0%","0%","0.73"
"RB","Jaylen Samuels","PIT","@NYJ","5600","0.5%","13%","0%","0%","0.46"
"RB","Royce Freeman","DEN","DET","5500","0.5%","28%","2%","2%","3.66"
"RB","Patrick Laird","MIA","CIN","5500","3.0%","31%","2%","2%","0.82"
"RB","Latavius Murray","NO","@TEN","5500","3.0%","27%","2%","2%","0.61"
"RB","Jordan Wilkins","IND","CAR","5500","0.5%","9%","0%","0%","0.17"
"WR","Albert Wilson","MIA","CIN","5400","0.5%","30%","3%","4%","7.27"
"RB","Boston Scott","PHI","DAL","5400","0.5%","32%","3%","3%","5.48"
"WR","Hunter Renfrow","OAK","@LAC","5400","0.5%","20%","1%","1%","2.65"
"WR","Keelan Cole","JAX","@ATL","5400","3.0%","27%","3%","3%","1.05"
"TE","Jonnu Smith","TEN","NO","5400","3.0%","27%","4%","3%","1.03"
"WR","Tim Patrick","DEN","DET","5400","3.0%","13%","0%","0%","0.15"
"WR","Allen Hurns","MIA","CIN","5300","0.5%","23%","2%","2%","3.86"
"WR","Randall Cobb","DAL","@PHI","5300","0.5%","23%","2%","2%","3.74"
"TE","Blake Jarwin","DAL","@PHI","5300","0.5%","18%","2%","1%","2.60"
"WR","Ted Ginn","NO","@TEN","5300","0.5%","18%","1%","1%","2.10"
"TE","Josh Hill","NO","@TEN","5300","0.5%","11%","1%","0%","0.97"
"TE","Ricky Seals-Jones","CLE","BAL","5300","0.5%","11%","1%","0%","0.97"
"TE","Mike Gesicki","MIA","CIN","5300","7.5%","32%","5%","4%","0.58"
"WR","John Ross","CIN","@MIA","5200","0.5%","29%","3%","3%","6.63"
"WR","Corey Davis","TEN","NO","5200","0.5%","27%","2%","3%","5.74"
"RB","Myles Gaskin","MIA","CIN","5200","0.5%","32%","2%","3%","5.08"
"RB","Jalen Richard","OAK","@LAC","5200","0.5%","17%","0%","0%","0.87"
"WR","Alex Erickson","CIN","@MIA","5100","0.5%","24%","2%","2%","4.34"
"TE","Kaden Smith","NYG","@WAS","5100","0.5%","20%","2%","1%","2.93"
"TE","Hayden Hurst","BAL","@CLE","5100","0.5%","19%","2%","1%","2.83"
"WR","J.J. Arcega-Whiteside","PHI","DAL","5100","0.5%","21%","1%","1%","2.69"
"TE","Ian Thomas","CAR","@IND","5100","3.0%","35%","6%","5%","1.64"
"WR","Seth Roberts","BAL","@CLE","5100","0.5%","16%","1%","1%","1.35"
"WR","Russell Gage","ATL","JAX","5100","3.0%","32%","3%","4%","1.30"
"RB","C.J. Prosise","SEA","ARI","5100","0.5%","17%","0%","0%","0.83"
"WR","Malik Turner","SEA","ARI","5100","0.5%","9%","0%","0%","0.29"
"WR","Tevin Jones","PIT","@NYJ","5100","0.5%","6%","0%","0%","0.09"
"RB","Chris Thompson","WAS","NYG","5000","0.5%","25%","1%","1%","2.39"
"RB","David Johnson","ARI","@SEA","5000","0.5%","22%","1%","1%","1.67"
"DEF","Denver Broncos","DEN","DET","5000","17.5%","48%","8%","29%","1.65"
"WR","Damiere Byrd","ARI","@SEA","5000","0.5%","16%","1%","1%","1.27"
"RB","Gus Edwards","BAL","@CLE","5000","0.5%","14%","0%","0%","0.48"
"RB","Ty Johnson","DET","@DEN","4900","0.5%","25%","1%","1%","2.28"
"RB","Brian Hill","ATL","JAX","4900","0.5%","22%","1%","1%","1.86"
"DEF","Pittsburgh Steelers","PIT","@NYJ","4900","17.5%","47%","7%","24%","1.34"
"WR","Vyncint Smith","NYJ","PIT","4900","0.5%","13%","0%","0%","0.66"
"WR","Pharoh Cooper","ARI","@SEA","4900","0.5%","6%","0%","0%","0.07"
"TE","Jeremy Sprinkle","WAS","NYG","4800","0.5%","18%","1%","1%","2.12"
"TE","Nick O'Leary","JAX","@ATL","4800","0.5%","17%","1%","1%","1.92"
"WR","Kelvin Harmon","WAS","NYG","4800","0.5%","15%","0%","0%","0.97"
"TE","Charles Clay","ARI","@SEA","4800","0.5%","10%","0%","0%","0.58"
"DEF","Indianapolis Colts","IND","CAR","4800","7.5%","32%","1%","4%","0.50"
"WR","Isaiah Ford","MIA","CIN","4800","0.5%","11%","0%","0%","0.46"
"RB","Dion Lewis","TEN","NO","4800","0.5%","11%","0%","0%","0.22"
"WR","Tavon Austin","DAL","@PHI","4800","0.5%","5%","0%","0%","0.05"
"RB","Tony Pollard","DAL","@PHI","4800","0.5%","5%","0%","0%","0.02"
"RB","Khari Blasingame","TEN","NO","4800","0.5%","2%","0%","0%","0.00"
"WR","Tajae Sharpe","TEN","NO","4700","0.5%","22%","1%","1%","2.68"
"TE","C.J. Uzomah","CIN","@MIA","4700","0.5%","18%","1%","1%","2.12"
"TE","Nick Boyle","BAL","@CLE","4700","0.5%","16%","1%","1%","1.61"
"TE","Tyler Eifert","CIN","@MIA","4700","3.0%","33%","5%","4%","1.38"
"TE","Daniel Brown","NYJ","PIT","4700","0.5%","14%","1%","1%","1.20"
"WR","David Moore","SEA","ARI","4700","0.5%","15%","0%","1%","1.00"
"RB","Giovani Bernard","CIN","@MIA","4700","0.5%","12%","0%","0%","0.28"
"WR","DaeSean Hamilton","DEN","DET","4700","0.5%","10%","0%","0%","0.28"
"WR","Keelan Doss","OAK","@LAC","4700","0.5%","9%","0%","0%","0.25"
"WR","Miles Boykin","BAL","@CLE","4700","0.5%","9%","0%","0%","0.20"
"WR","Andy Isabella","ARI","@SEA","4700","0.5%","8%","0%","0%","0.17"
"WR","Deon Cain","PIT","@NYJ","4700","0.5%","8%","0%","0%","0.14"
"WR","Cody Latimer","NYG","@WAS","4700","0.5%","7%","0%","0%","0.12"
"TE","Jesse James","DET","@DEN","4600","0.5%","21%","2%","1%","2.85"
"TE","Anthony Firkser","TEN","NO","4600","0.5%","18%","1%","1%","1.85"
"WR","Willie Snead","BAL","@CLE","4600","0.5%","17%","1%","1%","1.30"
"WR","Jaron Brown","SEA","ARI","4600","0.5%","14%","0%","0%","0.81"
"WR","Zay Jones","OAK","@LAC","4600","0.5%","10%","0%","0%","0.27"
"WR","Jarius Wright","CAR","@IND","4600","0.5%","9%","0%","0%","0.21"
"TE","MyCole Pruitt","TEN","NO","4600","0.5%","6%","0%","0%","0.18"
"RB","Ty Montgomery","NYJ","PIT","4600","0.5%","11%","0%","0%","0.17"
"TE","Jaeden Graham","ATL","JAX","4600","0.5%","5%","0%","0%","0.09"
"WR","Christian Blake","ATL","JAX","4600","0.5%","6%","0%","0%","0.06"
"WR","Justin Hardy","ATL","JAX","4600","0.5%","4%","0%","0%","0.02"
"WR","Diontae Spencer","DEN","DET","4600","0.5%","2%","0%","0%","0.01"
"RB","Chase Edmonds","ARI","@SEA","4600","0.5%","3%","0%","0%","0.01"
"WR","KhaDarel Hodge","CLE","BAL","4600","0.5%","2%","0%","0%","0.00"
"RB","Kenjon Barner","ATL","JAX","4600","0.5%","2%","0%","0%","0.00"
"WR","TreQuan Smith","NO","@TEN","4500","0.5%","23%","1%","2%","3.04"
"WR","Chris Lacy","DET","@DEN","4500","0.5%","19%","1%","1%","1.69"
"WR","Kalif Raymond","TEN","NO","4500","0.5%","18%","1%","1%","1.42"
"DEF","Baltimore Ravens","BAL","@CLE","4500","17.5%","51%","6%","22%","1.24"
"TE","Logan Thomas","DET","@DEN","4500","0.5%","12%","0%","0%","0.72"
"TE","Demetrius Harris","CLE","BAL","4500","0.5%","12%","0%","0%","0.69"
"TE","Jeff Heuerman","DEN","DET","4500","0.5%","9%","0%","0%","0.39"
"TE","Stephen Carlson","CLE","BAL","4500","0.5%","9%","0%","0%","0.36"
"WR","Olamide Zaccheaus","ATL","JAX","4500","0.5%","10%","0%","0%","0.28"
"WR","Braxton Berrios","NYJ","PIT","4500","0.5%","9%","0%","0%","0.23"
"RB","Qadree Ollison","ATL","JAX","4500","0.5%","8%","0%","0%","0.07"
"WR","Damion Ratley","CLE","BAL","4500","0.5%","4%","0%","0%","0.03"
"RB","Wendell Smallwood","WAS","NYG","4500","0.5%","6%","0%","0%","0.02"
"WR","Deonte Harris","NO","@TEN","4500","0.5%","4%","0%","0%","0.02"
"WR","Cody Hollister","TEN","NO","4500","0.5%","3%","0%","0%","0.01"
"WR","Michael Walker","JAX","@ATL","4500","0.5%","3%","0%","0%","0.01"
"WR","Rashard Higgins","CLE","BAL","4500","0.5%","3%","0%","0%","0.01"
"RB","Ryquell Armstead","JAX","@ATL","4500","0.5%","4%","0%","0%","0.01"
"WR","Cam Sims","WAS","NYG","4500","0.5%","3%","0%","0%","0.01"
"RB","Justice Hill","BAL","@CLE","4500","0.5%","3%","0%","0%","0.01"
"WR","Andre Patton","LAC","OAK","4500","0.5%","2%","0%","0%","0.00"
"RB","Josh Adams","NYJ","PIT","4500","0.5%","3%","0%","0%","0.00"
"RB","Justin Jackson","LAC","OAK","4500","0.5%","3%","0%","0%","0.00"
"WR","Fred Brown","DEN","DET","4500","0.5%","2%","0%","0%","0.00"
"RB","Travis Homer","SEA","ARI","4500","0.5%","3%","0%","0%","0.00"
"RB","Javorius Allen","NYG","@WAS","4500","0.5%","3%","0%","0%","0.00"
"RB","Reggie Bonnafon","CAR","@IND","4500","0.5%","3%","0%","0%","0.00"
"RB","Keith Smith","ATL","JAX","4500","0.5%","2%","0%","0%","0.00"
"RB","Dwayne Washington","NO","@TEN","4500","0.5%","2%","0%","0%","0.00"
"RB","Alec Ingold","OAK","@LAC","4500","0.5%","2%","0%","0%","0.00"
"RB","Derek Watt","LAC","OAK","4500","0.5%","2%","0%","0%","0.00"
"RB","Jay Ajayi","PHI","DAL","4500","0.5%","2%","0%","0%","0.00"
"DEF","Seattle Seahawks","SEA","ARI","4400","7.5%","42%","2%","6%","0.86"
"DEF","Atlanta Falcons","ATL","JAX","4400","7.5%","40%","1%","5%","0.67"
"TE","Maxx Williams","ARI","@SEA","4400","0.5%","9%","0%","0%","0.34"
"TE","Seth DeValve","JAX","@ATL","4300","0.5%","27%","3%","2%","4.72"
"TE","Isaac Nauta","DET","@DEN","4300","0.5%","6%","0%","0%","0.11"
"TE","Dan Arnold","ARI","@SEA","4200","0.5%","10%","0%","0%","0.38"
"TE","Andrew Beck","DEN","DET","4200","0.5%","9%","0%","0%","0.31"
"DEF","Detroit Lions","DET","@DEN","4100","3.0%","35%","0%","1%","0.37"
"DEF","Philadelphia Eagles","PHI","DAL","4100","3.0%","23%","0%","0%","0.02"
"TE","Nick Vannett","PIT","@NYJ","4000","0.5%","28%","3%","2%","4.59"
"DEF","Miami Dolphins","MIA","CIN","4000","3.0%","41%","1%","3%","0.86"
"DEF","Los Angeles Chargers","LAC","OAK","4000","7.5%","44%","1%","4%","0.47"
"TE","Derek Carrier","OAK","@LAC","4000","0.5%","11%","0%","0%","0.43"
"TE","Zach Gentry","PIT","@NYJ","4000","0.5%","10%","0%","0%","0.33"
"TE","Mo Alie-Cox","IND","CAR","4000","0.5%","8%","0%","0%","0.21"
"TE","Troy Fumagalli","DEN","DET","4000","0.5%","8%","0%","0%","0.21"
"TE","Durham Smythe","MIA","CIN","4000","0.5%","7%","0%","0%","0.15"
"TE","Joshua Perkins","PHI","DAL","4000","0.5%","7%","0%","0%","0.14"
"TE","Virgil Green","LAC","OAK","4000","0.5%","7%","0%","0%","0.14"
"TE","Hale Hentges","WAS","NYG","4000","0.5%","7%","0%","0%","0.12"
"DEF","New York Giants","NYG","@WAS","3900","3.0%","43%","1%","2%","0.82"
"DEF","Washington Redskins","WAS","NYG","3800","3.0%","51%","2%","7%","2.42"
"DEF","New Orleans Saints","NO","@TEN","3800","3.0%","46%","1%","3%","1.16"
"DEF","Cincinnati Bengals","CIN","@MIA","3800","3.0%","44%","1%","3%","0.91"
"DEF","Oakland Raiders","OAK","@LAC","3700","3.0%","40%","0%","1%","0.27"
"DEF","New York Jets","NYJ","PIT","3600","3.0%","46%","1%","2%","0.58"
"DEF","Dallas Cowboys","DAL","@PHI","3600","3.0%","43%","0%","1%","0.33"
"DEF","Tennessee Titans","TEN","NO","3600","0.5%","23%","0%","0%","0.01"
"DEF","Carolina Panthers","CAR","@IND","3500","3.0%","43%","0%","1%","0.24"
"DEF","Jacksonville Jaguars","JAX","@ATL","3400","0.5%","45%","0%","1%","1.32"
"DEF","Arizona Cardinals","ARI","@SEA","3200","0.5%","38%","0%","0%","0.11"
"DEF","Cleveland Browns","CLE","BAL","3000","0.5%","30%","0%","0%","0.00"
