Season,Week,PID,Player,Pos,Team,Opp,aFPA,aFPA Rk,FFPts,Comp,Pass Att,Pass Yds,Pass TD,INT,Rush Att,Rush Yds,Rush TD,Rec,Rec Yds,Rec TD,Pa1D,Ru1D,Rec1D,Fum,XP,FG,Grade
2019,6,mahomp1,Patrick Mahomes,QB,KC,HOU,19.6,25,24.0,28.4,41.8,331.7,2.4,0.6,2.7,14.3,0.1,0.0,0.0,0.0,16.0,0.9,0.0,0.2,0.0,0.0,A-Game
2019,6,jacksl1,Lamar Jackson,QB,BAL,CIN,19.2,24,24.0,22.7,31.8,249.5,2.0,0.8,10.3,53.7,0.3,0.0,0.0,0.0,12.2,3.5,0.0,0.2,0.0,0.0,A-Game
2019,6,watsod1,Deshaun Watson,QB,HOU,@KC,15.7,15,22.7,23.6,36.3,284.8,1.9,0.9,3.7,25.4,0.4,0.0,0.0,0.0,13.6,1.7,0.0,0.2,0.0,0.0,A-Game
2019,6,ryanm1,Matt Ryan,QB,ATL,@ARI,21.5,28,21.9,28.7,41.3,315.5,2.2,0.7,2.1,9.8,0.1,0.0,0.0,0.0,15.5,0.6,0.0,0.2,0.0,0.0,A-Game
2019,6,murrak1,Kyler Murray,QB,ARI,ATL,23.2,30,21.7,25.0,37.1,271.5,1.7,0.9,6.9,35.6,0.3,0.0,0.0,0.0,13.3,2.3,0.0,0.2,0.0,0.0,A-Game
2019,6,wilsor1,Russell Wilson,QB,SEA,@CLE,18.8,21,21.3,23.6,33.7,280.7,1.8,0.4,5.3,27.6,0.2,0.0,0.0,0.0,13.5,1.8,0.0,0.3,0.0,0.0,A-Game
2019,6,prescd1,Dak Prescott,QB,DAL,@NYJ,15.6,14,20.6,22.7,34.7,267.3,1.8,0.7,4.6,20.9,0.3,0.0,0.0,0.0,12.9,1.4,0.0,0.2,0.0,0.0,A-Game
2019,6,bradyt1,Tom Brady,QB,NE,NYG,21.4,27,20.0,23.6,35.0,283.4,2.3,0.4,0.7,1.8,0.0,0.0,0.0,0.0,13.6,0.1,0.0,0.2,0.0,0.0,A-Game
2019,6,rodgea1,Aaron Rodgers,QB,GB,DET,14.2,9,19.5,21.8,37.1,275.7,1.8,0.1,2.6,13.6,0.1,0.0,0.0,0.0,13.0,0.9,0.0,0.3,0.0,0.0,A-Game
2019,6,goffj1,Jared Goff,QB,LAR,SF,11.1,5,18.5,23.7,39.8,289.0,1.9,1.0,1.1,3.0,0.1,0.0,0.0,0.0,13.8,0.2,0.0,0.3,0.0,0.0,A-Game
2019,6,minshg1,Gardner Minshew,QB,JAX,NO,18.9,22,17.5,22.1,34.1,244.1,1.6,0.9,4.1,21.2,0.1,0.0,0.0,0.0,11.9,1.4,0.0,0.3,0.0,0.0,A-Game
2019,6,winstj1,Jameis Winston,QB,TB,CAR,10.7,3,17.3,21.7,35.2,260.7,1.7,1.2,2.1,12.0,0.1,0.0,0.0,0.0,12.5,0.8,0.0,0.2,0.0,0.0,A-Game
2019,6,garopj1,Jimmy Garoppolo,QB,SF,@LAR,16.5,17,16.0,20.5,31.6,260.6,1.6,1.1,1.1,3.0,0.1,0.0,0.0,0.0,12.3,0.2,0.0,0.2,0.0,0.0,B-Game
2019,6,cousik1,Kirk Cousins,QB,MIN,PHI,19.0,23,15.9,19.8,31.6,238.0,1.4,0.5,3.4,10.5,0.1,0.0,0.0,0.0,11.4,0.7,0.0,0.3,0.0,0.0,B-Game
2019,6,staffm1,Matthew Stafford,QB,DET,@GB,13.2,7,15.8,21.0,35.1,258.9,1.6,1.0,2.3,6.9,0.0,0.0,0.0,0.0,12.3,0.5,0.0,0.3,0.0,0.0,B-Game
2019,6,daltoa1,Andy Dalton,QB,CIN,@BAL,18.3,20,15.8,24.9,39.9,278.2,1.5,1.1,0.8,4.1,0.0,0.0,0.0,0.0,13.6,0.3,0.0,0.3,0.0,0.0,B-Game
2019,6,allenk2,Kyle Allen,QB,CAR,@TB,23.3,31,15.8,22.6,36.7,261.1,1.4,0.9,2.4,6.4,0.1,0.0,0.0,0.0,12.6,0.4,0.0,0.3,0.0,0.0,B-Game
2019,6,mayfib1,Baker Mayfield,QB,CLE,SEA,17.6,19,15.8,21.5,36.0,251.1,1.5,0.9,3.1,8.7,0.0,0.0,0.0,0.0,12.1,0.6,0.0,0.2,0.0,0.0,B-Game
2019,6,keenuc1,Case Keenum,QB,WAS,@MIA,24.4,32,15.7,24.0,33.7,254.5,1.6,1.0,1.5,5.4,0.0,0.0,0.0,0.0,12.6,0.3,0.0,0.2,0.0,0.0,B-Game
2019,6,riverp1,Philip Rivers,QB,LAC,PIT,10.2,2,15.7,24.5,35.4,259.9,1.6,0.8,0.2,0.5,0.0,0.0,0.0,0.0,12.8,0.0,0.0,0.3,0.0,0.0,B-Game
2019,6,bridgt1,Teddy Bridgewater,QB,NO,@JAX,16.5,16,15.6,21.1,32.8,234.6,1.5,0.9,3.1,9.8,0.1,0.0,0.0,0.0,11.5,0.6,0.0,0.2,0.0,0.0,B-Game
