"Pos","Player","Tm","Opp","FD Sal $","Projected Own%","Cash Odds","GPP Odds","Implied Own%","FD LEV"
"TE","Demetrius Harris","CLE","@BAL","4500","0.5%","28%","3%","2%","3.27"
"WR","Deon Cain","IND","OAK","4500","0.5%","27%","2%","2%","3.14"
"WR","Damion Ratley","CLE","@BAL","4500","0.5%","21%","1%","1%","1.74"
"RB","Ty Johnson","DET","KC","4500","0.5%","23%","1%","1%","1.66"
"TE","Cameron Brate","TB","@LAR","4500","0.5%","20%","1%","1%","1.43"
"TE","Ryan Izzo","NE","@BUF","4500","0.5%","18%","1%","1%","1.14"
"WR","Geremy Davis","LAC","@MIA","4500","0.5%","18%","1%","1%","1.06"
"RB","Troymaine Pope","LAC","@MIA","4500","0.5%","19%","0%","0%","0.88"
"WR","Jakeem Grant","MIA","LAC","4500","0.5%","16%","0%","0%","0.73"
"TE","Geoff Swaim","JAX","@DEN","4500","0.5%","14%","1%","0%","0.63"
"TE","Jeff Heuerman","DEN","JAX","4500","0.5%","14%","1%","0%","0.56"
"TE","Gerald Everett","LAR","TB","4500","0.5%","11%","0%","0%","0.36"
"WR","Isaiah McKenzie","BUF","NE","4500","0.5%","11%","0%","0%","0.24"
"RB","Dare Ogunbowale","TB","@LAR","4500","0.5%","12%","0%","0%","0.21"
"WR","Miles Boykin","BAL","CLE","4500","0.5%","10%","0%","0%","0.19"
"TE","Adam Shaheen","CHI","MIN","4500","0.5%","8%","0%","0%","0.18"
"WR","Cordarrelle Patterson","CHI","MIN","4500","0.5%","9%","0%","0%","0.13"
"RB","DeAndre Washington","OAK","@IND","4500","0.5%","9%","0%","0%","0.11"
"WR","Jarius Wright","CAR","@HOU","4500","0.5%","8%","0%","0%","0.10"
"WR","Seth Roberts","BAL","CLE","4500","0.5%","7%","0%","0%","0.07"
"WR","Jaron Brown","SEA","@ARI","4500","0.5%","6%","0%","0%","0.06"
"WR","Trent Sherfield","ARI","SEA","4500","0.5%","6%","0%","0%","0.05"
"WR","Marqise Lee","JAX","@DEN","4500","0.5%","6%","0%","0%","0.04"
"RB","Mark Walton","MIA","LAC","4500","0.5%","6%","0%","0%","0.03"
"WR","Kelvin Harmon","WAS","@NYG","4500","0.5%","5%","0%","0%","0.03"
"WR","Keelan Doss","OAK","@IND","4500","0.5%","5%","0%","0%","0.03"
"RB","Wendell Smallwood","WAS","@NYG","4500","0.5%","6%","0%","0%","0.02"
"RB","Darwin Thompson","KC","@DET","4500","0.5%","6%","0%","0%","0.02"
"WR","Taywan Taylor","CLE","@BAL","4500","0.5%","4%","0%","0%","0.02"
"WR","Andy Isabella","ARI","SEA","4500","0.5%","4%","0%","0%","0.02"
"WR","Javon Wims","CHI","MIN","4500","0.5%","4%","0%","0%","0.01"
"WR","Justin Hardy","ATL","TEN","4500","0.5%","4%","0%","0%","0.01"
"RB","Brandon Bolden","NE","@BUF","4500","0.5%","4%","0%","0%","0.01"
"WR","Keke Coutee","HOU","CAR","4500","0.5%","3%","0%","0%","0.01"
"WR","Robert Foster","BUF","NE","4500","0.5%","3%","0%","0%","0.01"
"WR","Chris Hogan","CAR","@HOU","4500","0.5%","3%","0%","0%","0.01"
"RB","Reggie Bonnafon","CAR","@HOU","4500","0.5%","4%","0%","0%","0.01"
"WR","Riley Ridley","CHI","MIN","4500","0.5%","3%","0%","0%","0.01"
"RB","Derek Watt","LAC","@MIA","4500","0.5%","3%","0%","0%","0.00"
"RB","Justice Hill","BAL","CLE","4500","0.5%","3%","0%","0%","0.00"
"WR","Darius Jennings","TEN","@ATL","4500","0.5%","2%","0%","0%","0.00"
"RB","Ryquell Armstead","JAX","@DEN","4500","0.5%","3%","0%","0%","0.00"
"RB","Devontae Booker","DEN","JAX","4500","0.5%","2%","0%","0%","0.00"
"WR","DeAndre Carter","HOU","CAR","4500","0.5%","2%","0%","0%","0.00"
"DEF","Houston Texans","HOU","CAR","4400","7.5%","44%","3%","5%","0.70"
"TE","Hayden Hurst","BAL","CLE","4400","0.5%","21%","1%","1%","1.49"
"DEF","Los Angeles Rams","LAR","TB","4300","7.5%","46%","3%","6%","0.77"
"DEF","Indianapolis Colts","IND","OAK","4200","7.5%","41%","1%","3%","0.33"
"DEF","Baltimore Ravens","BAL","CLE","4200","7.5%","41%","1%","3%","0.33"
"TE","Nick O'Leary","MIA","LAC","4200","0.5%","10%","0%","0%","0.19"
"TE","Charles Clay","ARI","SEA","4200","0.5%","10%","0%","0%","0.19"
"TE","Mo Alie-Cox","IND","OAK","4200","0.5%","6%","0%","0%","0.06"
"DEF","Denver Broncos","DEN","JAX","4100","3.0%","51%","4%","8%","2.67"
"DEF","Washington Redskins","WAS","@NYG","4100","3.0%","34%","0%","1%","0.17"
"DEF","Minnesota Vikings","MIN","@CHI","4000","3.0%","40%","1%","1%","0.35"
"TE","Jesse James","DET","KC","4000","0.5%","19%","1%","0%","1.00"
"TE","Jonnu Smith","TEN","@ATL","4000","0.5%","14%","0%","0%","0.47"
"TE","Tommy Sweeney","BUF","NE","4000","0.5%","14%","0%","0%","0.42"
"TE","Sean Culkin","LAC","@MIA","4000","0.5%","14%","0%","0%","0.42"
"TE","Jeremy Sprinkle","WAS","@NYG","4000","0.5%","12%","0%","0%","0.31"
"TE","Rhett Ellison","NYG","WAS","4000","0.5%","12%","0%","0%","0.29"
"TE","Foster Moreau","OAK","@IND","4000","0.5%","12%","0%","0%","0.27"
"TE","Ian Thomas","CAR","@HOU","4000","0.5%","12%","0%","0%","0.27"
"TE","Maxx Williams","ARI","SEA","4000","0.5%","10%","0%","0%","0.21"
"TE","Luke Stocker","ATL","TEN","4000","0.5%","9%","0%","0%","0.13"
"TE","Logan Thomas","DET","KC","4000","0.5%","8%","0%","0%","0.12"
"TE","Anthony Firkser","TEN","@ATL","4000","0.5%","8%","0%","0%","0.12"
"TE","Durham Smythe","MIA","LAC","4000","0.5%","8%","0%","0%","0.11"
"TE","Chris Manhertz","CAR","@HOU","4000","0.5%","7%","0%","0%","0.07"
"DEF","Atlanta Falcons","ATL","TEN","3900","3.0%","42%","1%","1%","0.42"
"DEF","New York Giants","NYG","WAS","3800","3.0%","42%","1%","1%","0.35"
"DEF","Seattle Seahawks","SEA","@ARI","3700","7.5%","42%","0%","1%","0.10"
"DEF","Kansas City Chiefs","KC","@DET","3500","3.0%","47%","0%","1%","0.33"
"DEF","Tennessee Titans","TEN","@ATL","3500","0.5%","46%","0%","1%","1.41"
"DEF","Carolina Panthers","CAR","@HOU","3500","0.5%","33%","0%","0%","0.07"
"DEF","Cleveland Browns","CLE","@BAL","3500","0.5%","19%","0%","0%","0.00"
"DEF","Buffalo Bills","BUF","NE","3400","0.5%","48%","0%","1%","1.73"
"DEF","Oakland Raiders","OAK","@IND","3400","0.5%","25%","0%","0%","0.00"
"DEF","Arizona Cardinals","ARI","SEA","3200","3.0%","47%","0%","0%","0.09"
"DEF","Tampa Bay Buccaneers","TB","@LAR","3200","0.5%","43%","0%","0%","0.22"
"DEF","Detroit Lions","DET","KC","3100","0.5%","43%","0%","0%","0.16"
"DEF","Miami Dolphins","MIA","LAC","2500","0.5%","51%","0%","0%","0.03"
