Season,Week,PID,Player,Pos,Team,Opp,aFPA,aFPA Rk,FFPts,Comp,Pass Att,Pass Yds,Pass TD,INT,Rush Att,Rush Yds,Rush TD,Rec,Rec Yds,Rec TD,Pa1D,Ru1D,Rec1D,Fum,XP,FG,Grade
2019,10,jacksl1,Lamar Jackson,QB,BAL,@CIN,20.2,26,26.5,19.6,29.5,251.9,1.8,0.6,13.5,72.1,0.5,0.0,0.0,0.0,11.9,4.7,0.0,0.2,0.0,0.0,A-Game
2019,10,breesd1,Drew Brees,QB,NO,ATL,21.8,28,22.4,26.1,36.6,340.6,2.3,0.3,0.4,1.2,0.0,0.0,0.0,0.0,16.0,0.1,0.0,0.2,0.0,0.0,A-Game
2019,10,winstj1,Jameis Winston,QB,TB,ARI,23.5,31,21.3,25.6,38.4,301.9,2.2,1.2,2.5,14.2,0.1,0.0,0.0,0.0,14.5,0.9,0.0,0.2,0.0,0.0,A-Game
2019,10,murrak1,Kyler Murray,QB,ARI,@TB,23.4,30,20.9,23.9,38.0,269.0,1.7,1.1,6.8,33.6,0.3,0.0,0.0,0.0,13.1,2.2,0.0,0.2,0.0,0.0,A-Game
2019,10,mahomp1,Patrick Mahomes,QB,KC,@TEN,16.3,15,20.8,24.2,37.9,321.9,2.0,0.5,1.9,8.9,0.0,0.0,0.0,0.0,15.0,0.6,0.0,0.3,0.0,0.0,A-Game
2019,10,prescd1,Dak Prescott,QB,DAL,MIN,15.2,14,20.0,24.3,35.4,270.1,1.8,1.0,4.2,20.1,0.2,0.0,0.0,0.0,13.2,1.3,0.0,0.2,0.0,0.0,A-Game
2019,10,rodgea1,Aaron Rodgers,QB,GB,CAR,13.2,5,20.0,23.5,36.5,277.5,1.9,0.2,2.7,14.2,0.1,0.0,0.0,0.0,13.3,0.9,0.0,0.2,0.0,0.0,A-Game
2019,10,ryanm1,Matt Ryan,QB,ATL,@NO,16.7,16,17.7,27.3,41.9,297.5,1.7,1.2,1.2,4.3,0.0,0.0,0.0,0.0,14.6,0.3,0.0,0.3,0.0,0.0,A-Game
2019,10,riverp1,Philip Rivers,QB,LAC,@OAK,23.6,32,17.6,25.6,38.4,284.8,1.9,0.9,0.2,0.5,0.0,0.0,0.0,0.0,13.9,0.0,0.0,0.2,0.0,0.0,A-Game
2019,10,wilsor1,Russell Wilson,QB,SEA,@SF,10.0,2,17.5,20.5,33.6,240.3,1.5,0.6,3.7,19.1,0.2,0.0,0.0,0.0,11.6,1.2,0.0,0.3,0.0,0.0,A-Game
2019,10,allenj3,Josh Allen,QB,BUF,@CLE,19.0,25,17.3,19.2,30.9,208.0,1.1,1.0,5.8,38.4,0.4,0.0,0.0,0.0,10.2,2.5,0.0,0.3,0.0,0.0,A-Game
2019,10,staffm1,Matthew Stafford,QB,DET,@CHI,14.0,9,17.3,23.6,36.0,266.0,1.9,1.0,2.0,5.8,0.0,0.0,0.0,0.0,12.9,0.4,0.0,0.3,0.0,0.0,A-Game
2019,10,garopj1,Jimmy Garoppolo,QB,SF,SEA,17.7,20,17.2,21.6,32.3,267.7,1.7,0.7,1.0,2.9,0.1,0.0,0.0,0.0,12.7,0.2,0.0,0.2,0.0,0.0,A-Game
2019,10,jonesd4,Daniel Jones,QB,NYG,@NYJ,17.7,19,16.9,22.7,36.0,236.8,1.4,1.1,6.0,24.1,0.2,0.0,0.0,0.0,11.8,1.6,0.0,0.3,0.0,0.0,A-Game
2019,10,goffj1,Jared Goff,QB,LAR,@PIT,13.1,4,16.9,23.6,36.6,272.7,1.7,0.9,0.4,1.1,0.1,0.0,0.0,0.0,13.2,0.1,0.0,0.2,0.0,0.0,A-Game
2019,10,tanner1,Ryan Tannehill,QB,TEN,KC,17.2,18,16.9,21.7,34.7,261.3,1.5,1.0,2.5,10.6,0.1,0.0,0.0,0.0,12.5,0.7,0.0,0.2,0.0,0.0,A-Game
2019,10,carrd2,Derek Carr,QB,OAK,LAC,13.6,6,16.5,23.9,33.5,264.3,1.6,0.5,0.5,1.9,0.0,0.0,0.0,0.0,12.9,0.1,0.0,0.2,0.0,0.0,B-Game
2019,10,cousik1,Kirk Cousins,QB,MIN,@DAL,14.0,8,16.4,21.7,33.2,252.0,1.5,0.6,2.4,7.7,0.1,0.0,0.0,0.0,12.2,0.5,0.0,0.2,0.0,0.0,B-Game
2019,10,hoyerb1,Brian Hoyer,QB,IND,MIA,23.0,29,16.2,21.6,32.1,252.9,1.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0,12.2,0.0,0.0,0.2,0.0,0.0,B-Game
2019,10,allenk2,Kyle Allen,QB,CAR,@GB,13.9,7,15.3,20.6,34.3,255.3,1.4,0.7,1.6,4.4,0.1,0.0,0.0,0.0,12.1,0.3,0.0,0.3,0.0,0.0,B-Game
2019,10,darnos1,Sam Darnold,QB,NYJ,NYG,18.8,23,14.9,22.1,33.8,235.5,1.3,1.2,3.4,12.0,0.1,0.0,0.0,0.0,11.6,0.8,0.0,0.3,0.0,0.0,B-Game
2019,10,fitzpr1,Ryan Fitzpatrick,QB,MIA,@IND,15.1,13,14.4,22.6,36.1,245.3,1.3,1.3,2.7,8.2,0.1,0.0,0.0,0.0,12.0,0.5,0.0,0.3,0.0,0.0,B-Game
2019,10,trubim1,Mitch Trubisky,QB,CHI,DET,20.6,27,14.1,21.5,34.8,209.0,1.5,0.8,1.1,6.8,0.1,0.0,0.0,0.0,10.6,0.4,0.0,0.3,0.0,0.0,C-Game
