Season,Week,PID,Player,Pos,Team,Opp,aFPA,aFPA Rk,FFPts,Comp,Pass Att,Pass Yds,Pass TD,INT,Rush Att,Rush Yds,Rush TD,Rec,Rec Yds,Rec TD,Pa1D,Ru1D,Rec1D,Fum,XP,FG,Grade
2019,16,jacksl1,Lamar Jackson,QB,BAL,@CLE,20.0,25,26.8,19.6,30.3,254.9,1.9,0.5,11.9,67.7,0.5,0.0,0.0,0.0,12.0,4.4,0.0,0.2,0.0,0.0,A-Game
2019,16,wilsor1,Russell Wilson,QB,SEA,ARI,24.4,32,23.0,24.5,35.0,289.3,2.1,0.5,4.2,24.0,0.2,0.0,0.0,0.0,13.9,1.6,0.0,0.2,0.0,0.0,A-Game
2019,16,watsod1,Deshaun Watson,QB,HOU,@TB,18.7,23,22.7,23.7,37.3,281.3,2.0,0.8,4.3,23.3,0.4,0.0,0.0,0.0,13.5,1.5,0.0,0.2,0.0,0.0,A-Game
2019,16,winstj1,Jameis Winston,QB,TB,HOU,22.7,29,19.9,25.1,39.4,282.4,1.9,1.1,3.3,18.8,0.1,0.0,0.0,0.0,13.7,1.2,0.0,0.2,0.0,0.0,A-Game
2019,16,tanner1,Ryan Tannehill,QB,TEN,NO,15.3,12,19.7,22.2,35.2,271.4,1.9,1.0,3.5,15.6,0.2,0.0,0.0,0.0,12.9,1.0,0.0,0.3,0.0,0.0,A-Game
2019,16,mahomp1,Patrick Mahomes,QB,KC,@CHI,14.2,7,19.6,23.7,36.9,280.1,1.8,0.6,3.7,17.7,0.1,0.0,0.0,0.0,13.5,1.2,0.0,0.3,0.0,0.0,A-Game
2019,16,fitzpr1,Ryan Fitzpatrick,QB,MIA,CIN,18.5,22,19.6,22.2,35.6,262.3,1.5,1.3,6.4,32.2,0.3,0.0,0.0,0.0,12.6,2.1,0.0,0.2,0.0,0.0,A-Game
2019,16,murrak1,Kyler Murray,QB,ARI,@SEA,14.8,9,19.5,22.8,36.6,263.2,1.4,0.9,7.1,36.1,0.2,0.0,0.0,0.0,12.7,2.4,0.0,0.3,0.0,0.0,A-Game
2019,16,ryanm1,Matt Ryan,QB,ATL,JAX,18.0,19,19.1,25.0,37.7,275.5,1.8,0.6,2.1,9.9,0.1,0.0,0.0,0.0,13.5,0.6,0.0,0.2,0.0,0.0,A-Game
2019,16,breesd1,Drew Brees,QB,NO,@TEN,18.1,21,19.1,25.7,38.0,288.8,2.1,0.4,0.4,1.1,0.0,0.0,0.0,0.0,14.1,0.1,0.0,0.2,0.0,0.0,A-Game
2019,16,prescd1,Dak Prescott,QB,DAL,@PHI,16.9,17,19.0,22.8,35.9,259.7,1.7,0.7,3.9,16.2,0.2,0.0,0.0,0.0,12.6,1.1,0.0,0.2,0.0,0.0,A-Game
2019,16,cousik1,Kirk Cousins,QB,MIN,GB,15.5,13,17.1,21.4,32.9,257.6,1.7,0.5,1.5,4.6,0.1,0.0,0.0,0.0,12.3,0.3,0.0,0.2,0.0,0.0,A-Game
2019,16,riverp1,Philip Rivers,QB,LAC,OAK,23.6,31,17.1,23.6,36.3,273.6,1.8,0.8,0.4,1.1,0.0,0.0,0.0,0.0,13.2,0.1,0.0,0.2,0.0,0.0,A-Game
2019,16,wentzc1,Carson Wentz,QB,PHI,DAL,19.6,24,17.0,22.6,35.5,245.3,1.6,0.5,3.8,14.1,0.0,0.0,0.0,0.0,12.1,0.9,0.0,0.3,0.0,0.0,A-Game
2019,16,trubim1,Mitch Trubisky,QB,CHI,KC,16.1,15,16.9,21.8,35.7,252.0,1.4,1.0,3.9,21.7,0.1,0.0,0.0,0.0,12.2,1.4,0.0,0.3,0.0,0.0,A-Game
2019,16,rodgea1,Aaron Rodgers,QB,GB,@MIN,16.4,16,16.9,22.3,35.4,251.8,1.5,0.3,2.7,13.5,0.0,0.0,0.0,0.0,12.2,0.9,0.0,0.3,0.0,0.0,A-Game
2019,16,garopj1,Jimmy Garoppolo,QB,SF,LAR,14.8,10,16.8,21.2,32.5,253.5,1.8,0.9,1.4,3.7,0.1,0.0,0.0,0.0,12.1,0.2,0.0,0.2,0.0,0.0,A-Game
2019,16,daltoa1,Andy Dalton,QB,CIN,@MIA,20.4,28,16.8,21.9,35.7,241.5,1.6,1.1,2.4,9.7,0.2,0.0,0.0,0.0,11.8,0.6,0.0,0.3,0.0,0.0,A-Game
2019,16,brissj1,Jacoby Brissett,QB,IND,CAR,13.6,4,16.4,21.0,33.3,215.6,1.5,0.5,4.0,13.1,0.3,0.0,0.0,0.0,10.8,0.9,0.0,0.2,0.0,0.0,B-Game
2019,16,minshg1,Gardner Minshew,QB,JAX,@ATL,16.9,18,16.3,22.7,35.5,236.9,1.4,0.4,4.1,18.7,0.0,0.0,0.0,0.0,11.8,1.2,0.0,0.3,0.0,0.0,B-Game
2019,16,jonesd4,Daniel Jones,QB,NYG,@WAS,14.8,11,15.7,22.7,34.8,226.1,1.4,1.0,4.8,22.3,0.1,0.0,0.0,0.0,11.4,1.5,0.0,0.3,0.0,0.0,B-Game
2019,16,allenj3,Josh Allen,QB,BUF,@NE,9.4,1,15.0,16.8,30.8,187.5,0.9,1.1,5.1,29.9,0.5,0.0,0.0,0.0,9.1,1.9,0.0,0.3,0.0,0.0,B-Game
