Season,Week,PID,Player,Pos,Team,Opp,aFPA,aFPA Rk,FFPts,Comp,Pass Att,Pass Yds,Pass TD,INT,Rush Att,Rush Yds,Rush TD,Rec,Rec Yds,Rec TD,Pa1D,Ru1D,Rec1D,Fum,XP,FG,Grade
2020,13,mahomp1,Patrick Mahomes,QB,KC,DEN,17.3,12,24.8,26.3,37.8,312.9,2.3,0.3,3.7,21.9,0.3,0.0,0.0,0.0,15.0,1.4,0.0,0.2,0.0,0.0,A-Game
2020,13,rodgea1,Aaron Rodgers,QB,GB,PHI,19.0,21,21.8,23.0,34.7,288.1,2.4,0.2,3.0,12.1,0.1,0.0,0.0,0.0,13.7,0.8,0.0,0.2,0.0,0.0,A-Game
2020,13,wilsor1,Russell Wilson,QB,SEA,NYG,16.6,9,21.5,24.1,35.5,279.8,2.0,0.6,5.7,27.1,0.2,0.0,0.0,0.0,13.5,1.8,0.0,0.2,0.0,0.0,A-Game
2020,13,allenj3,Josh Allen,QB,BUF,@SF,15.4,6,21.2,22.8,35.2,259.1,1.8,0.8,7.0,30.0,0.5,0.0,0.0,0.0,12.6,2.0,0.0,0.2,0.0,0.0,A-Game
2020,13,tanner1,Ryan Tannehill,QB,TEN,CLE,18.2,16,21.1,23.2,34.0,283.7,2.1,0.5,3.7,16.6,0.2,0.0,0.0,0.0,13.5,1.1,0.0,0.2,0.0,0.0,A-Game
2020,13,jacksl1,Lamar Jackson,QB,BAL,DAL,19.5,24,20.7,20.7,31.4,223.0,1.8,0.7,6.1,42.1,0.3,0.0,0.0,0.0,11.0,2.7,0.0,0.2,0.0,0.0,A-Game
2020,13,watsod1,Deshaun Watson,QB,HOU,IND,16.7,11,20.4,23.4,35.7,272.3,1.7,0.7,6.4,30.5,0.3,0.0,0.0,0.0,13.1,2.0,0.0,0.3,0.0,0.0,A-Game
2020,13,herbej1,Justin Herbert,QB,LAC,NE,14.4,4,20.3,23.0,35.9,284.7,1.9,0.6,3.8,17.7,0.2,0.0,0.0,0.0,13.5,1.2,0.0,0.3,0.0,0.0,A-Game
2020,13,murrak1,Kyler Murray,QB,ARI,LAR,14.1,3,20.2,22.4,33.7,249.2,1.3,0.9,7.7,42.7,0.5,0.0,0.0,0.0,12.2,2.8,0.0,0.3,0.0,0.0,A-Game
2020,13,cousik1,Kirk Cousins,QB,MIN,JAX,20.6,27,19.5,22.8,33.1,276.0,2.1,0.5,2.3,6.5,0.1,0.0,0.0,0.0,13.2,0.4,0.0,0.2,0.0,0.0,A-Game
