"Position","Player","Team","Vs","M/U","Open $","Current $","% of Cap","SeasonChange","Last Week","WeekChange"
"RB","Jamize Olawale","DAL","NYG","16","4500","4500","7.50","0","4500","0"
"TE","Nick O'Leary","LV","@KC","15","4000","4000","6.67","0","4000","0"
"TE","Josh Oliver","JAX","@HOU","16","4000","4000","6.67","0","4000","0"
"WR","Gunner Olszewski","NE","BYE","0","4500","4500","7.50","0","4500","0"
"WR","K.J. Osborn","MIN","@SEA","32","4500","4500","7.50","0","4500","0"
"TE","James O'Shaughnessy","JAX","@HOU","16","4000","4000","6.67","0","4000","0"
"TE","Colby Parkinson","SEA","MIN","3","4000","4000","6.67","0","4000","0"
"WR","Dezmon Patmon","IND","@CLE","30","4500","4500","7.50","0","4500","0"
"RB","Elijhaa Penny","NYG","@DAL","9","4500","4500","7.50","0","4500","0"
"WR","Donovan Peoples-Jones","CLE","IND","3","4500","4500","7.50","0","4500","0"
"RB","Samaje Perine","CIN","@BAL","10","4500","4500","7.50","0","4500","0"
"TE","Joshua Perkins","PHI","@PIT","10","4000","4000","6.67","0","4000","0"
"RB","Malcolm Perry","MIA","@SF","11","4500","4500","7.50","0","4500","0"
"RB","Senorise Perry","TEN","BUF","14","4500","4500","7.50","0","4500","0"
"QB","Nathan Peterman","LV","@KC","6","6000","6000","10.00","0","6000","0"
"RB","Scottie Phillips","HOU","JAX","30","4500","4500","7.50","0","4500","0"
"RB","Artavis Pierce","CHI","TB","2","4500","4500","7.50","0","4500","0"
"WR","Byron Pringle","KC","LV","10","4500","4500","7.50","0","4500","0"
"RB","Patrick Ricard","BAL","CIN","18","4500","4500","7.50","0","4500","0"
"WR","A.J. Richardson","ARI","@NYJ","18","4500","4500","7.50","0","4500","0"
"RB","Devine Ozigbo","JAX","@HOU","31","4500","4500","7.50","0","4600","-100"
"WR","Jalen Reagor","PHI","@PIT","29","5000","5000","8.33","0","5100","-100"
"RB","Devin Singletary","BUF","@TEN","26","6300","6300","10.50","0","6000","300"
"WR","Kenny Stills","HOU","JAX","15","4900","4900","8.17","0","4700","200"
"QB","Tua Tagovailoa","MIA","@SF","16","6200","6200","10.33","0","6100","100"
"WR","Riley Ridley","CHI","TB","22","4500","4500","7.50","0","4500","0"
"WR","Andre Roberts","BUF","@TEN","21","4500","4500","7.50","0","4500","0"
"QB","Mason Rudolph","PIT","PHI","17","6000","6000","10.00","0","6000","0"
"WR","Deebo Samuel","SF","MIA","6","6000","6000","10.00","0","6000","0"
"QB","Matt Schaub","ATL","CAR","2","6000","6000","10.00","0","6000","0"
"TE","Mason Schreck","CIN","@BAL","23","4000","4000","6.67","0","4000","0"
"WR","David Sills","NYG","@DAL","28","4500","4500","7.50","0","4500","0"
"WR","Da'Mari Scott","NYG","@DAL","28","4500","4500","7.50","0","4500","0"
"RB","Anthony Sherman","KC","LV","29","4500","4500","7.50","0","4500","0"
"WR","Cam Sims","WAS","LAR","1","4500","4500","7.50","0","4500","0"
"QB","Alex Smith","WAS","LAR","4","6000","6000","10.00","0","6000","0"
"QB","Geno Smith","SEA","MIN","14","6000","6000","10.00","0","6000","0"
"RB","Keith Smith","ATL","CAR","32","4500","4500","7.50","0","4500","0"
"WR","Vyncint Smith","NYJ","ARI","11","4500","4500","7.50","0","4500","0"
"TE","Durham Smythe","MIA","@SF","6","4100","4100","6.83","0","4100","0"
"WR","Diontae Spencer","DEN","BYE","0","4500","4500","7.50","0","4500","0"
"QB","Easton Stick","LAC","@NO","20","6000","6000","10.00","0","6000","0"
"TE","Luke Stocker","ATL","CAR","4","4000","4000","6.67","0","4000","0"
"QB","Chris Streveler","ARI","@NYJ","13","6000","6000","10.00","0","6000","0"
"QB","Nate Sudfeld","PHI","@PIT","27","6000","6000","10.00","0","6000","0"
"TE","Geoff Swaim","TEN","BUF","27","4000","4000","6.67","0","4000","0"
"WR","Auden Tate","CIN","@BAL","17","4500","4500","7.50","0","4500","0"
"WR","Darrius Shepherd","GB","BYE","0","4500","--","7.50","0","4500","--"
"WR","Equanimeous St. Brown","GB","BYE","0","4500","--","7.50","0","4500","--"
"QB","Ryan Tannehill","TEN","BUF","29","7000","7000","11.67","0","7200","-200"
"WR","Malik Taylor","GB","BYE","0","4500","--","7.50","0","4500","--"
"RB","Patrick Taylor","GB","BYE","0","4500","--","7.50","0","4500","--"
"RB","Ke'Shawn Vaughn","TB","@CHI","20","5000","5000","8.33","0","4500","500"
"WR","Taywan Taylor","CLE","IND","3","4500","4500","7.50","0","4500","0"
"WR","DeAnthony Thomas","BAL","CIN","24","4500","4500","7.50","0","4500","0"
"WR","Michael Thomas","NO","LAC","9","8800","8800","14.67","0","8800","0"
"TE","Noah Togiai","IND","@CLE","31","4000","4000","6.67","0","4000","0"
"TE","Levine Toilolo","NYG","@DAL","26","4000","4000","6.67","0","4000","0"
"TE","Eric Tomlinson","NYG","@DAL","26","4000","4000","6.67","0","4000","0"
"WR","Malik Turner","DAL","NYG","19","4500","4500","7.50","0","4500","0"
"TE","Jason Vander Laan","NO","LAC","24","4000","4000","6.67","0","4000","0"
"TE","Nick Vannett","DEN","BYE","0","4000","4000","6.67","0","4000","0"
"WR","Jordan Veasy","WAS","LAR","1","4500","4500","7.50","0","4500","0"
"RB","Jonathan Ward","ARI","@NYJ","24","4500","4500","7.50","0","4500","0"
"TE","Kahale Warring","HOU","JAX","22","4000","4000","6.67","0","4000","0"
"RB","Dwayne Washington","NO","LAC","7","4500","4500","7.50","0","4500","0"
"WR","Quez Watkins","PHI","@PIT","29","4500","4500","7.50","0","4500","0"
"RB","Derek Watt","PIT","PHI","8","4500","4500","7.50","0","4500","0"
"WR","Nsimba Webster","LAR","@WAS","13","4500","4500","7.50","0","4500","0"
"TE","Trevon Wesco","NYJ","ARI","20","4000","4000","6.67","0","4000","0"
"WR","Antoine Wesley","BAL","CIN","24","4500","4500","7.50","0","4500","0"
"WR","DeAndrew White","BAL","CIN","24","4500","4500","7.50","0","4500","0"
"WR","Isaac Whitney","HOU","JAX","15","4500","4500","7.50","0","4500","0"
"RB","Damien Williams","KC","LV","29","4500","4500","7.50","0","4500","0"
"RB","Trayveon Williams","CIN","@BAL","10","4500","4500","7.50","0","4500","0"
"WR","Brandon Zylstra","CAR","@ATL","2","4500","4500","7.50","0","4500","0"
"WR","Javon Wims","CHI","TB","22","4600","4600","7.67","0","4600","0"
"QB","Jameis Winston","NO","LAC","21","6000","6000","10.00","0","6000","0"
"TE","Charlie Woerner","SF","MIA","11","4000","4000","6.67","0","4000","0"
"QB","John Wolford","LAR","@WAS","19","6000","6000","10.00","0","6000","0"
"QB","Logan Woodside","TEN","BUF","29","6000","6000","10.00","0","6000","0"
"WR","Isaiah Wright","WAS","LAR","1","4500","4500","7.50","0","4500","0"
"DEF","Tennessee Titans","TEN","BUF","16","4000","3900","6.50","-100","3900","0"
"WR","Odell Beckham","CLE","IND","3","6900","6800","11.33","-100","6600","200"
"TE","Devin Asiasi","NE","BYE","0","4100","4000","6.67","-100","4000","0"
"RB","Eno Benjamin","ARI","@NYJ","24","4600","4500","7.50","-100","4500","0"
"WR","Travis Benjamin","SF","MIA","6","4600","4500","7.50","-100","4500","0"
"RB","Mike Boone","MIN","@SEA","1","4600","4500","7.50","-100","4500","0"
"WR","Tyler Boyd","CIN","@BAL","17","6100","6000","10.00","-100","6000","0"
"TE","Pharaoh Brown","HOU","JAX","22","4100","4000","6.67","-100","4000","0"
"WR","DeAndre Carter","HOU","JAX","15","4600","4500","7.50","-100","4500","0"
"WR","Devin Duvernay","BAL","CIN","24","4700","4600","7.67","-100","4500","100"
"WR","Alex Erickson","CIN","@BAL","17","4600","4500","7.50","-100","4500","0"
"TE","Tyler Eifert","JAX","@HOU","16","4600","4500","7.50","-100","4800","-300"
"WR","Travis Fulgham","PHI","@PIT","29","4600","4500","7.50","-100","4500","0"
"RB","Royce Freeman","DEN","BYE","0","4800","4700","7.83","-100","4800","-100"
"TE","Virgil Green","LAC","@NO","29","4100","4000","6.67","-100","4000","0"
"WR","Chris Godwin","TB","@CHI","7","7700","7600","12.67","-100","7700","-100"
"RB","Melvin Gordon","DEN","BYE","0","6600","6500","10.83","-100","7100","-600"
"WR","Rashard Higgins","CLE","IND","3","4600","4500","7.50","-100","4500","0"
"WR","DaeSean Hamilton","DEN","BYE","0","4800","4700","7.83","-100","4800","-100"
"WR","Johnny Holton","NYG","@DAL","28","4600","4500","7.50","-100","4500","0"
"WR","DeSean Jackson","PHI","@PIT","29","5600","5500","9.17","-100","5700","-200"
"WR","Julio Jones","ATL","CAR","8","8200","8100","13.50","-100","7900","200"
"WR","Tyler Johnson","TB","@CHI","7","4600","4500","7.50","-100","4500","0"
"RB","Kyle Juszczyk","SF","MIA","23","4600","4500","7.50","-100","4500","0"
"WR","Diontae Johnson","PIT","PHI","23","5900","5800","9.67","-100","6200","-400"
"TE","Dawson Knox","BUF","@TEN","28","4700","4600","7.67","-100","4600","0"
"WR","Josh Reynolds","LAR","@WAS","13","4800","4700","7.83","-100","4600","100"
"RB","David Montgomery","CHI","TB","2","5900","5800","9.67","-100","5800","0"
"RB","Ty Montgomery","NO","LAC","7","4600","4500","7.50","-100","4500","0"
"RB","Qadree Ollison","ATL","CAR","32","4600","4500","7.50","-100","4500","0"
"WR","James Proche","BAL","CIN","24","4600","4500","7.50","-100","4500","0"
"TE","MyCole Pruitt","TEN","BUF","27","4100","4000","6.67","-100","4000","0"
"WR","Joe Reed","LAC","@NO","4","4600","4500","7.50","-100","4500","0"
"WR","Golden Tate","NYG","@DAL","28","5600","5500","9.17","-100","5300","200"
"WR","Allen Robinson","CHI","TB","22","7200","7100","11.83","-100","7000","100"
"QB","Matt Ryan","ATL","CAR","2","7800","7700","12.83","-100","7700","0"
"RB","Jaylen Samuels","PIT","PHI","8","4700","4600","7.67","-100","4600","0"
"TE","Tommy Sweeney","BUF","@TEN","28","4100","4000","6.67","-100","4000","0"
"TE","Lee Smith","BUF","@TEN","28","4200","4100","6.83","-100","4200","-100"
"WR","Willie Snead","BAL","CIN","24","5100","5000","8.33","-100","5200","-200"
"QB","Matthew Stafford","DET","BYE","0","7300","--","12.00","-100","7200","--"
"TE","Darren Waller","LV","@KC","15","6900","6800","11.33","-100","6700","100"
"WR","Justin Watson","TB","@CHI","7","4800","4700","7.83","-100","4600","100"
"TE","Luke Willson","SEA","MIN","3","4100","4000","6.67","-100","4000","0"
"TE","Deon Yelder","KC","LV","19","4100","4000","6.67","-100","4000","0"
"RB","T.J. Yeldon","BUF","@TEN","26","4600","4500","7.50","-100","4500","0"
"WR","Hunter Renfrow","LV","@KC","5","5200","5100","8.50","-100","5300","-200"
"DEF","New York Giants","NYG","@DAL","26","3400","3200","5.33","-200","3000","200"
"RB","Ameer Abdullah","MIN","@SEA","1","4700","4500","7.50","-200","4500","0"
"DEF","Las Vegas Raiders","LV","@KC","1","3200","3000","5.00","-200","3300","-300"
"WR","Cole Beasley","BUF","@TEN","21","5400","5200","8.67","-200","5100","100"
"WR","Keenan Allen","LAC","@NO","4","7000","6800","11.33","-200","6900","-100"
"RB","Giovani Bernard","CIN","@BAL","10","4800","4600","7.67","-200","4800","-200"
"TE","Trey Burton","IND","@CLE","31","4800","4600","7.67","-200","4500","100"
"WR","Miles Boykin","BAL","CIN","24","4900","4700","7.83","-200","4700","0"
"WR","A.J. Brown","TEN","BUF","26","6700","6500","10.83","-200","6500","0"
"QB","Derek Carr","LV","@KC","6","7100","6900","11.50","-200","6900","0"
"WR","Keke Coutee","HOU","JAX","15","4700","4500","7.50","-200","4600","-100"
"QB","Sam Darnold","NYJ","ARI","24","6800","6600","11.00","-200","6700","-100"
"RB","A.J. Dillon","GB","BYE","0","4700","--","7.50","-200","4500","--"
"TE","Gerald Everett","LAR","@WAS","25","4600","4400","7.33","-200","4200","200"
"TE","Zach Ertz","PHI","@PIT","10","6700","6500","10.83","-200","6500","0"
"WR","Bennie Fowler","NO","LAC","9","4700","4500","7.50","-200","4500","0"
"TE","Jaeden Graham","ATL","CAR","4","4200","4000","6.67","-200","4000","0"
"TE","Ryan Griffin","NYJ","ARI","20","4300","4100","6.83","-200","4100","0"
"TE","Demetrius Harris","CHI","TB","14","4200","4000","6.67","-200","4000","0"
"WR","KhaDarel Hodge","CLE","IND","3","4700","4500","7.50","-200","4500","0"
"WR","Jalen Hurd","SF","MIA","6","4700","4500","7.50","-200","4500","0"
"QB","Daniel Jones","NYG","@DAL","22","7200","7000","11.67","-200","6600","400"
"WR","Christian Kirk","ARI","@NYJ","18","5800","5600","9.33","-200","5400","200"
"WR","Marcus Johnson","IND","@CLE","30","4700","4500","7.50","-200","4500","0"
"WR","Marvin Jones","DET","BYE","0","6200","--","10.00","-200","6000","--"
"RB","Patrick Laird","MIA","@SF","11","4700","4500","7.50","-200","4500","0"
"TE","Vance McDonald","PIT","PHI","30","4400","4200","7.00","-200","4200","0"
"QB","Drew Lock","DEN","BYE","0","6700","6500","10.83","-200","6800","-300"
"QB","Baker Mayfield","CLE","IND","1","7000","6800","11.33","-200","7000","-200"
"WR","Jakobi Meyers","NE","BYE","0","4700","4500","7.50","-200","4500","0"
"WR","Chris Moore","BAL","CIN","24","4700","4500","7.50","-200","4500","0"
"WR","Terry McLaurin","WAS","LAR","1","6500","6300","10.50","-200","6600","-300"
"TE","Ricky Seals-Jones","KC","LV","19","4200","4000","6.67","-200","4000","0"
"WR","Trent Sherfield","ARI","@NYJ","18","4700","4500","7.50","-200","4500","0"
"WR","Seth Roberts","CAR","@ATL","2","4700","4500","7.50","-200","4600","-100"
"RB","Boston Scott","PHI","@PIT","15","4900","4700","7.83","-200","4700","0"
"TE","Kaden Smith","NYG","@DAL","26","4300","4100","6.83","-200","4100","0"
"RB","Bo Scarbrough","DET","BYE","0","4700","--","7.50","-200","4500","--"
"WR","Trent Taylor","SF","MIA","6","4700","4500","7.50","-200","4500","0"
"RB","Darwin Thompson","KC","LV","29","4700","4500","7.50","-200","4500","0"
"RB","Chris Thompson","JAX","@HOU","31","4900","4700","7.83","-200","5000","-300"
"RB","James White","NE","BYE","0","5300","5100","8.50","-200","5200","-100"
"WR","Robert Woods","LAR","@WAS","13","6900","6700","11.17","-200","6700","0"
"WR","Preston Williams","MIA","@SF","16","5300","5100","8.50","-200","5500","-400"
"DEF","Atlanta Falcons","ATL","CAR","14","3600","3300","5.50","-300","3100","200"
"DEF","Dallas Cowboys","DAL","NYG","32","3800","3500","5.83","-300","3400","100"
"DEF","Los Angeles Chargers","LAC","@NO","3","4200","3900","6.50","-300","4300","-400"
"WR","Tavon Austin","SF","MIA","6","4800","4500","7.50","-300","4500","0"
"RB","Ryquell Armstead","JAX","@HOU","31","4800","4500","7.50","-300","4600","-100"
"RB","Peyton Barber","WAS","LAR","28","4900","4600","7.67","-300","4900","-300"
"WR","John Brown","BUF","@TEN","21","6100","5800","9.67","-300","6100","-300"
"WR","Pharoh Cooper","CAR","@ATL","2","4800","4500","7.50","-300","4500","0"
"WR","Chris Conley","JAX","@HOU","12","5100","4800","8.00","-300","4900","-100"
"TE","Jack Doyle","IND","@CLE","31","5300","5000","8.33","-300","5000","0"
"RB","Gus Edwards","BAL","CIN","18","4900","4600","7.67","-300","4600","0"
"TE","Rob Gronkowski","TB","@CHI","21","5500","5200","8.67","-300","5200","0"
"RB","Justice Hill","BAL","CIN","18","4800","4500","7.50","-300","4500","0"
"WR","Adam Humphries","TEN","BUF","26","4900","4600","7.67","-300","4600","0"
"WR","KeeSean Johnson","ARI","@NYJ","18","4800","4500","7.50","-300","4500","0"
"WR","Zay Jones","LV","@KC","5","4800","4500","7.50","-300","4500","0"
"RB","Tony Pollard","DAL","NYG","16","5100","4800","8.00","-300","4700","100"
"RB","Dare Ogunbowale","JAX","@HOU","31","4800","4500","7.50","-300","4500","0"
"WR","Cordarrelle Patterson","CHI","TB","22","5000","4700","7.83","-300","4700","0"
"RB","Rashaad Penny","SEA","MIN","21","4800","4500","7.50","-300","4500","0"
"RB","Jalen Richard","LV","@KC","19","4800","4500","7.50","-300","4500","0"
"WR","DeVante Parker","MIA","@SF","16","6700","6400","10.67","-300","6500","-100"
"QB","Philip Rivers","IND","@CLE","30","7200","6900","11.50","-300","6700","200"
"RB","Ito Smith","ATL","CAR","32","4900","4600","7.67","-300","4500","100"
"WR","Tajae Sharpe","MIN","@SEA","32","4800","4500","7.50","-300","4500","0"
"WR","Curtis Samuel","CAR","@ATL","2","5400","5100","8.50","-300","5100","0"
"TE","Jeremy Sprinkle","WAS","LAR","18","4300","4000","6.67","-300","4000","0"
"TE","Jordan Thomas","ARI","@NYJ","12","4500","4200","7.00","-300","4000","200"
"QB","Deshaun Watson","HOU","JAX","26","8200","7900","13.17","-300","7800","100"
"WR","James Washington","PIT","PHI","23","5100","4800","8.00","-300","4900","-100"
"TE","Jason Witten","LV","@KC","15","4500","4200","7.00","-300","4300","-100"
"WR","Mike Williams","LAC","@NO","4","5900","5600","9.33","-300","5800","-200"
"DEF","Pittsburgh Steelers","PIT","PHI","28","4800","4400","7.33","-400","4500","-100"
"DEF","San Francisco 49ers","SF","MIA","9","5000","4600","7.67","-400","4800","-200"
"QB","Kirk Cousins","MIN","@SEA","31","7200","6800","11.33","-400","6800","0"
"TE","Will Dissly","SEA","MIN","3","4900","4500","7.50","-400","4600","-100"
"WR","Larry Fitzgerald","ARI","@NYJ","18","5300","4900","8.17","-400","5100","-200"
"RB","Kenyan Drake","ARI","@NYJ","24","6600","6200","10.33","-400","7000","-800"
"WR","Antonio Gandy-Golden","WAS","LAR","1","5000","4600","7.67","-400","4600","0"
"WR","Ted Ginn","CHI","TB","22","4900","4500","7.50","-400","4600","-100"
"RB","Todd Gurley","ATL","CAR","32","7100","6700","11.17","-400","6600","100"
"QB","Lamar Jackson","BAL","CIN","15","9300","8900","14.83","-400","9600","-700"
"TE","Cole Kmet","CHI","TB","14","4500","4100","6.83","-400","4100","0"
"WR","Olabisi Johnson","MIN","@SEA","32","4900","4500","7.50","-400","4600","-100"
"RB","Joe Mixon","CIN","@BAL","10","7300","6900","11.50","-400","6800","100"
"WR","Dante Pettis","SF","MIA","6","5000","4600","7.67","-400","4600","0"
"WR","Denzel Mims","NYJ","ARI","11","4900","4500","7.50","-400","4600","-100"
"QB","Ben Roethlisberger","PIT","PHI","17","7800","7400","12.33","-400","7500","-100"
"WR","Sterling Shepard","NYG","@DAL","28","5700","5300","8.83","-400","5400","-100"
"TE","Ian Thomas","CAR","@ATL","32","5100","4700","7.83","-400","4400","300"
"QB","Tyrod Taylor","LAC","@NO","20","7000","6600","11.00","-400","6600","0"
"RB","DeAndre Washington","KC","LV","29","4900","4500","7.50","-400","4500","0"
"TE","Maxx Williams","ARI","@NYJ","12","4400","4000","6.67","-400","4000","0"
"WR","Michael Pittman Jr.","IND","@CLE","30","4900","4500","7.50","-400","5000","-500"
"DEF","New York Jets","NYJ","ARI","13","3900","3400","5.67","-500","3400","0"
"DEF","Philadelphia Eagles","PHI","@PIT","18","4500","4000","6.67","-500","4200","-200"
"DEF","Cincinnati Bengals","CIN","@BAL","4","3600","3100","5.17","-500","3400","-300"
"DEF","Detroit Lions","DET","BYE","0","3700","--","5.33","-500","3200","--"
"RB","Le'Veon Bell","NYJ","ARI","17","6500","6000","10.00","-500","6000","0"
"QB","Drew Brees","NO","LAC","21","8100","7600","12.67","-500","7700","-100"
"RB","Matt Breida","MIA","@SF","11","5200","4700","7.83","-500","4800","-100"
"TE","Nick Boyle","BAL","CIN","9","4600","4100","6.83","-500","4300","-200"
"WR","Kendrick Bourne","SF","MIA","6","5700","5200","8.67","-500","5500","-300"
"WR","Brandin Cooks","HOU","JAX","15","5700","5200","8.67","-500","5300","-100"
"WR","Phillip Dorsett","SEA","MIN","31","5000","4500","7.50","-500","4500","0"
"WR","Julian Edelman","NE","BYE","0","6700","6200","10.33","-500","6400","-200"
"WR","Josh Gordon","SEA","MIN","31","5500","5000","8.33","-500","5000","0"
"WR","Michael Gallup","DAL","NYG","19","6200","5700","9.50","-500","5900","-200"
"TE","Austin Hooper","CLE","IND","8","5700","5200","8.67","-500","5100","100"
"WR","Allen Hurns","MIA","@SF","16","5000","4500","7.50","-500","4500","0"
"QB","Patrick Mahomes","KC","LV","7","9500","9000","15.00","-500","8700","300"
"RB","LeSean McCoy","TB","@CHI","20","5300","4800","8.00","-500","4600","200"
"RB","Kerryon Johnson","DET","BYE","0","5600","--","8.50","-500","5100","--"
"RB","Sony Michel","NE","BYE","0","6000","5500","9.17","-500","5600","-100"
"WR","D.J. Moore","CAR","@ATL","2","7100","6600","11.00","-500","6800","-200"
"TE","Irv Smith Jr.","MIN","@SEA","7","4800","4300","7.17","-500","4500","-200"
"WR","Steven Sims","WAS","LAR","1","5100","4600","7.67","-500","4900","-300"
"QB","Carson Wentz","PHI","@PIT","27","7700","7200","12.00","-500","7200","0"
"DEF","Buffalo Bills","BUF","@TEN","11","4700","4100","6.83","-600","4400","-300"
"DEF","Denver Broncos","DEN","BYE","0","4500","3900","6.50","-600","4700","-800"
"WR","J.J. Arcega-Whiteside","PHI","@PIT","29","5300","4700","7.83","-600","4700","0"
"RB","Cam Akers","LAR","@WAS","12","5800","5200","8.67","-600","5400","-200"
"WR","Parris Campbell","IND","@CLE","30","5100","4500","7.50","-600","4500","0"
"QB","Jimmy Garoppolo","SF","MIA","11","7300","6700","11.17","-600","7000","-300"
"RB","Jordan Howard","MIA","@SF","11","5500","4900","8.17","-600","5000","-100"
"WR","John Ross","CIN","@BAL","17","5100","4500","7.50","-600","4600","-100"
"TE","Kyle Rudolph","MIN","@SEA","7","5200","4600","7.67","-600","4800","-200"
"TE","C.J. Uzomah","CIN","@BAL","23","4600","4000","6.67","-600","4000","0"
"WR","Albert Wilson","MIA","@SF","16","5100","4500","7.50","-600","4500","0"
"DEF","Chicago Bears","CHI","TB","29","4400","3700","6.17","-700","4100","-400"
"RB","Tarik Cohen","CHI","TB","2","5200","4500","7.50","-700","5000","-500"
"TE","O.J. Howard","TB","@CHI","21","4700","4000","6.67","-700","4800","-800"
"WR","Jarvis Landry","CLE","IND","3","6300","5600","9.33","-700","5700","-100"
"WR","Breshad Perriman","NYJ","ARI","11","5700","5000","8.33","-700","5200","-200"
"TE","Evan Engram","NYG","@DAL","26","6300","5500","9.17","-800","5600","-100"
"WR","A.J. Green","CIN","@BAL","17","6200","5400","9.00","-800","5700","-300"
"WR","T.Y. Hilton","IND","@CLE","30","6500","5700","9.50","-800","5900","-200"
"RB","Duke Johnson","HOU","JAX","30","5400","4600","7.67","-800","4700","-100"
"RB","Phillip Lindsay","DEN","BYE","0","5500","4700","7.83","-800","4700","0"
"RB","Mark Ingram","BAL","CIN","18","7000","6100","10.17","-900","6500","-400"
"TE","George Kittle","SF","MIA","11","8000","7100","11.83","-900","7500","-400"
"WR","Dede Westbrook","JAX","@HOU","12","5500","4500","7.50","-1000","4600","-100"
"DEF","Minnesota Vikings","MIN","@SEA","19","4300","3200","5.33","-1100","3300","-100"
"WR","Tyrell Williams","LV","@KC","5","5600","4500","7.50","-1100","4500","0"
"RB","Austin Ekeler","LAC","@NO","3","7700","6500","10.83","-1200","6900","-400"
"RB","Leonard Fournette","TB","@CHI","20","6900","5600","9.33","-1300","5500","100"
"TE","Blake Jarwin","DAL","NYG","2","5300","4000","6.67","-1300","4000","0"
"RB","Marlon Mack","IND","@CLE","13","6100","4500","7.50","-1600","4500","0"
"WR","Courtland Sutton","DEN","BYE","0","6900","4500","7.50","-2400","4500","0"
"RB","Christian McCaffrey","CAR","@ATL","22","10000","6000","10.00","-4000","6000","0"
"RB","Saquon Barkley","NYG","@DAL","9","9000","4500","7.50","-4500","4500","0"
