Season,Week,PID,Player,Pos,Team,Opp,aFPA,aFPA Rk,FFPts,Comp,Pass Att,Pass Yds,Pass TD,INT,Rush Att,Rush Yds,Rush TD,Rec,Rec Yds,Rec TD,Pa1D,Ru1D,Rec1D,Fum,XP,FG,Grade
2020,2,jacksl1,Lamar Jackson,QB,BAL,@HOU,18.7,24,27.4,22.4,33.4,268.9,2.1,0.6,9.4,70.7,0.4,0.0,0.0,0.0,12.9,4.6,0.0,0.2,0.0,0.0,A-Game
2020,2,prescd1,Dak Prescott,QB,DAL,ATL,19.9,25,21.4,25.0,36.8,297.5,2.1,0.7,2.8,14.3,0.2,0.0,0.0,0.0,14.3,0.9,0.0,0.2,0.0,0.0,A-Game
2020,2,mahomp1,Patrick Mahomes,QB,KC,@LAC,14.2,7,20.9,24.5,36.3,287.1,1.9,0.6,3.2,17.6,0.1,0.0,0.0,0.0,13.8,1.1,0.0,0.2,0.0,0.0,A-Game
2020,2,murrak1,Kyler Murray,QB,ARI,WAS,20.2,26,20.8,22.8,34.8,238.9,1.8,0.8,6.9,35.8,0.2,0.0,0.0,0.0,11.8,2.3,0.0,0.2,0.0,0.0,A-Game
2020,2,allenj3,Josh Allen,QB,BUF,@MIA,20.2,27,20.7,20.3,33.2,240.5,1.4,0.7,6.5,35.6,0.5,0.0,0.0,0.0,11.6,2.3,0.0,0.2,0.0,0.0,A-Game
2020,2,watsod1,Deshaun Watson,QB,HOU,BAL,12.7,3,19.5,22.8,34.8,259.9,1.6,0.8,4.6,23.2,0.3,0.0,0.0,0.0,12.6,1.5,0.0,0.3,0.0,0.0,A-Game
2020,2,newtoc1,Cam Newton,QB,NE,@SEA,16.2,17,19.4,20.3,32.2,223.0,1.4,0.9,9.3,42.5,0.4,0.0,0.0,0.0,10.9,2.8,0.0,0.3,0.0,0.0,A-Game
2020,2,ryanm1,Matt Ryan,QB,ATL,@DAL,16.7,20,19.3,24.4,36.7,291.1,1.8,0.6,2.3,9.6,0.1,0.0,0.0,0.0,14.0,0.6,0.0,0.3,0.0,0.0,A-Game
2020,2,rodgea1,Aaron Rodgers,QB,GB,DET,21.4,30,19.2,22.6,35.2,268.3,1.9,0.2,3.2,11.4,0.1,0.0,0.0,0.0,12.9,0.7,0.0,0.2,0.0,0.0,A-Game
2020,2,wilsor1,Russell Wilson,QB,SEA,NE,10.4,1,19.2,21.9,33.8,255.8,1.7,0.4,5.2,23.0,0.2,0.0,0.0,0.0,12.3,1.5,0.0,0.3,0.0,0.0,A-Game
2020,2,breesd1,Drew Brees,QB,NO,@LV,21.3,29,18.3,24.2,35.0,276.1,2.0,0.4,0.2,0.5,0.0,0.0,0.0,0.0,13.4,0.0,0.0,0.2,0.0,0.0,A-Game
2020,2,bradyt1,Tom Brady,QB,TB,CAR,14.5,9,18.0,24.4,36.8,276.2,1.8,0.6,0.6,1.8,0.1,0.0,0.0,0.0,13.4,0.1,0.0,0.2,0.0,0.0,A-Game
2020,2,staffm1,Matthew Stafford,QB,DET,@GB,14.9,12,17.1,22.5,34.9,269.3,1.7,0.7,1.8,6.7,0.0,0.0,0.0,0.0,12.9,0.4,0.0,0.3,0.0,0.0,A-Game
2020,2,roethb1,Ben Roethlisberger,QB,PIT,DEN,14.6,11,17.0,22.6,35.1,261.1,1.7,0.8,0.9,3.7,0.1,0.0,0.0,0.0,12.6,0.2,0.0,0.2,0.0,0.0,A-Game
2020,2,tanner1,Ryan Tannehill,QB,TEN,JAX,17.1,22,16.8,21.9,33.3,223.2,1.5,0.8,3.8,15.2,0.2,0.0,0.0,0.0,11.2,1.0,0.0,0.2,0.0,0.0,A-Game
2020,2,riverp1,Philip Rivers,QB,IND,MIN,14.1,6,16.6,23.0,34.7,264.4,1.8,0.9,0.4,1.2,0.0,0.0,0.0,0.0,12.8,0.1,0.0,0.2,0.0,0.0,A-Game
2020,2,goffj1,Jared Goff,QB,LAR,@PHI,14.9,13,16.5,23.0,35.6,263.5,1.6,0.9,1.1,3.5,0.1,0.0,0.0,0.0,12.8,0.2,0.0,0.2,0.0,0.0,A-Game
2020,2,trubim1,Mitch Trubisky,QB,CHI,NYG,21.5,31,16.5,21.5,34.8,232.9,1.6,0.9,4.1,17.2,0.1,0.0,0.0,0.0,11.5,1.1,0.0,0.2,0.0,0.0,B-Game
2020,2,burroj1,Joe Burrow,QB,CIN,@CLE,18.2,23,16.4,22.1,35.2,254.9,1.2,0.8,3.4,17.2,0.1,0.0,0.0,0.0,12.3,1.1,0.0,0.3,0.0,0.0,B-Game
2020,2,wentzc1,Carson Wentz,QB,PHI,LAR,14.4,8,16.3,22.3,34.7,247.8,1.5,0.6,3.0,12.1,0.0,0.0,0.0,0.0,12.1,0.8,0.0,0.3,0.0,0.0,B-Game
2020,2,cousik1,Kirk Cousins,QB,MIN,@IND,16.0,14,16.1,22.8,34.9,255.8,1.6,0.8,1.9,5.3,0.1,0.0,0.0,0.0,12.5,0.3,0.0,0.2,0.0,0.0,B-Game
2020,2,minshg1,Gardner Minshew,QB,JAX,@TEN,16.7,19,16.0,19.9,33.4,237.5,1.2,0.4,4.0,21.3,0.1,0.0,0.0,0.0,11.4,1.4,0.0,0.3,0.0,0.0,B-Game
2020,2,garopj1,Jimmy Garoppolo,QB,SF,@NYJ,16.8,21,15.9,22.2,33.6,252.4,1.6,0.8,1.6,4.0,0.0,0.0,0.0,0.0,12.3,0.3,0.0,0.2,0.0,0.0,B-Game
2020,2,mayfib1,Baker Mayfield,QB,CLE,CIN,20.4,28,15.7,21.4,33.5,247.4,1.5,1.0,1.5,6.9,0.1,0.0,0.0,0.0,12.0,0.4,0.0,0.2,0.0,0.0,B-Game
2020,2,taylot2,Tyrod Taylor,QB,LAC,KC,16.1,15,15.6,21.2,34.5,236.9,1.3,0.9,4.8,18.8,0.1,0.0,0.0,0.0,11.5,1.2,0.0,0.3,0.0,0.0,B-Game
2020,2,carrd2,Derek Carr,QB,LV,NO,16.5,18,15.5,22.7,34.5,254.6,1.4,0.9,1.4,3.5,0.1,0.0,0.0,0.0,12.4,0.2,0.0,0.3,0.0,0.0,B-Game
2020,2,bridgt1,Teddy Bridgewater,QB,CAR,@TB,16.2,16,15.5,21.7,34.1,254.8,1.4,0.8,3.4,9.2,0.1,0.0,0.0,0.0,12.3,0.6,0.0,0.3,0.0,0.0,B-Game
2020,2,jonesd4,Daniel Jones,QB,NYG,@CHI,13.2,5,15.0,20.3,33.6,221.3,1.2,1.0,4.1,22.1,0.1,0.0,0.0,0.0,10.9,1.4,0.0,0.3,0.0,0.0,B-Game
2020,2,haskid1,Dwayne Haskins,QB,WAS,@ARI,22.6,32,14.8,21.2,34.9,240.8,1.3,1.0,2.1,10.2,0.1,0.0,0.0,0.0,11.7,0.7,0.0,0.3,0.0,0.0,B-Game
2020,2,fitzpr1,Ryan Fitzpatrick,QB,MIA,BUF,13.2,4,14.6,21.1,34.0,227.6,1.1,1.1,4.9,19.5,0.1,0.0,0.0,0.0,11.2,1.3,0.0,0.3,0.0,0.0,B-Game
2020,2,lockd1,Drew Lock,QB,DEN,@PIT,12.1,2,13.3,20.1,33.2,212.1,1.2,1.0,3.3,10.4,0.1,0.0,0.0,0.0,10.5,0.7,0.0,0.3,0.0,0.0,C-Game
2020,2,darnos1,Sam Darnold,QB,NYJ,SF,14.6,10,12.3,19.8,32.9,197.5,1.1,1.1,2.3,7.4,0.1,0.0,0.0,0.0,9.9,0.5,0.0,0.3,0.0,0.0,C-Game
2020,2,hillt2,Taysom Hill,QB,NO,@LV,21.3,29,2.5,0.2,0.2,2.8,0.0,0.0,2.3,11.8,0.2,0.0,0.0,0.0,0.1,0.8,0.0,0.0,0.0,0.0,C-Game
2020,2,henryd1,Derrick Henry,RB,TEN,JAX,25.5,31,19.6,0.0,0.0,0.0,0.0,0.0,21.3,98.8,1.0,2.5,19.0,0.2,0.0,4.9,0.9,0.1,0.0,0.0,A-Game
2020,2,ellioe1,Ezekiel Elliott,RB,DAL,ATL,15.8,9,19.2,0.0,0.0,0.0,0.0,0.0,22.6,92.1,0.8,3.5,28.3,0.1,0.0,4.6,1.3,0.1,0.0,0.0,A-Game
2020,2,mccafc1,Christian McCaffrey,RB,CAR,@TB,9.5,1,18.0,0.0,0.0,0.0,0.0,0.0,16.8,71.5,0.5,5.3,43.3,0.2,0.0,3.6,2.0,0.2,0.0,0.0,A-Game
