"Pos","Player","Tm","Opp","FD Sal $","Projected Own%","Cash Odds","GPP Odds","Implied Own%","FD LEV"
"QB","Derek Carr","LV","BUF","6900","0.5%","45%","15%","4%","7.12"
"WR","D.J. Moore","CAR","ARI","6800","12.5%","54%","14%","11%","0.92"
"RB","Joe Mixon","CIN","JAX","6800","3.0%","48%","9%","8%","2.80"
"WR","D.J. Chark","JAX","@CIN","6800","3.0%","41%","8%","6%","2.09"
"QB","Teddy Bridgewater","CAR","ARI","6800","0.5%","47%","16%","4%","7.73"
"QB","Kirk Cousins","MIN","@HOU","6800","0.5%","46%","15%","4%","7.18"
"WR","Robert Woods","LAR","NYG","6700","12.5%","51%","13%","11%","0.85"
"RB","David Johnson","HOU","MIN","6700","7.5%","49%","9%","8%","1.10"
"TE","Darren Waller","LV","BUF","6700","7.5%","42%","11%","8%","1.00"
"QB","Philip Rivers","IND","@CHI","6700","0.5%","38%","10%","2%","4.89"
"QB","Justin Herbert","LAC","@TB","6700","0.5%","34%","9%","2%","4.46"
"RB","James Robinson","JAX","@CIN","6600","7.5%","55%","12%","11%","1.52"
"WR","Odell Beckham","CLE","@DAL","6600","7.5%","47%","10%","8%","1.08"
"WR","Terry McLaurin","WAS","BAL","6600","3.0%","47%","9%","8%","2.50"
"QB","Daniel Jones","NYG","@LAR","6600","0.5%","44%","15%","4%","7.39"
"WR","DeVante Parker","MIA","SEA","6500","7.5%","45%","9%","7%","0.99"
"RB","Mark Ingram","BAL","@WAS","6500","3.0%","27%","2%","2%","0.71"
"QB","Dwayne Haskins","WAS","BAL","6500","0.5%","35%","10%","2%","4.70"
"RB","Darrell Henderson","LAR","NYG","6400","7.5%","51%","9%","9%","1.21"
"RB","Mike Davis","CAR","ARI","6300","32.5%","55%","12%","11%","0.35"
"WR","Marquise Brown","BAL","@WAS","6300","7.5%","45%","9%","7%","0.94"
"WR","Robby Anderson","CAR","ARI","6200","3.0%","45%","9%","7%","2.36"
"WR","Will Fuller","HOU","MIN","6100","17.5%","47%","10%","8%","0.47"
"TE","Hunter Henry","LAC","@TB","6100","7.5%","43%","11%","7%","0.97"
"WR","John Brown","BUF","@LV","6100","3.0%","40%","7%","6%","1.90"
"TE","Tyler Higbee","LAR","NYG","6000","7.5%","44%","13%","9%","1.14"
"WR","Tyler Boyd","CIN","JAX","6000","7.5%","48%","10%","8%","1.05"
"RB","Devin Singletary","BUF","@LV","6000","7.5%","44%","5%","5%","0.65"
"WR","Marvin Jones","DET","NO","6000","3.0%","43%","8%","7%","2.18"
"WR","Michael Gallup","DAL","CLE","5900","12.5%","47%","9%","8%","0.61"
"WR","T.Y. Hilton","IND","@CHI","5900","3.0%","45%","9%","7%","2.36"
"RB","Kareem Hunt","CLE","@DAL","5900","3.0%","48%","7%","6%","2.15"
"WR","Emmanuel Sanders","NO","@DET","5800","7.5%","35%","5%","4%","0.53"
"RB","David Montgomery","CHI","IND","5800","3.0%","54%","10%","10%","3.26"
"TE","Mike Gesicki","MIA","SEA","5700","7.5%","46%","12%","8%","1.05"
"WR","Jarvis Landry","CLE","@DAL","5700","7.5%","44%","8%","7%","0.90"
"WR","A.J. Green","CIN","JAX","5700","3.0%","43%","8%","6%","2.11"
"RB","J.K. Dobbins","BAL","@WAS","5700","3.0%","26%","2%","2%","0.58"
"RB","Carlos Hyde","SEA","@MIA","5700","0.5%","14%","0%","0%","0.64"
"RB","Ronald Jones","TB","LAC","5600","12.5%","55%","10%","10%","0.78"
"WR","CeeDee Lamb","DAL","CLE","5600","7.5%","47%","9%","8%","1.04"
"WR","Keelan Cole","JAX","@CIN","5600","3.0%","38%","6%","5%","1.61"
"TE","Evan Engram","NYG","@LAR","5600","3.0%","30%","5%","3%","1.10"
"WR","Preston Williams","MIA","SEA","5500","3.0%","43%","7%","6%","2.05"
"WR","Darius Slayton","NYG","@LAR","5500","3.0%","43%","7%","6%","1.97"
"WR","Anthony Miller","CHI","IND","5500","0.5%","33%","4%","3%","6.94"
"RB","Antonio Gibson","WAS","BAL","5500","0.5%","34%","3%","2%","4.83"
"RB","Adrian Peterson","DET","NO","5500","0.5%","24%","1%","1%","1.93"
"RB","Alexander Mattison","MIN","@HOU","5500","0.5%","22%","1%","1%","1.85"
"TE","T.J. Hockenson","DET","NO","5400","12.5%","49%","13%","8%","0.68"
"WR","Justin Jefferson","MIN","@HOU","5400","7.5%","44%","8%","6%","0.86"
"RB","Myles Gaskin","MIA","SEA","5400","7.5%","42%","4%","4%","0.48"
"WR","Randall Cobb","HOU","MIN","5400","3.0%","39%","6%","5%","1.55"
"WR","Christian Kirk","ARI","@CAR","5400","0.5%","22%","1%","1%","2.42"
"RB","Devonta Freeman","NYG","@LAR","5400","0.5%","24%","1%","1%","2.07"
"WR","Brandin Cooks","HOU","MIN","5300","12.5%","46%","9%","7%","0.56"
"WR","Hunter Renfrow","LV","BUF","5300","7.5%","48%","9%","8%","1.01"
"WR","Tee Higgins","CIN","JAX","5300","3.0%","44%","9%","7%","2.33"
"WR","Tre'Quan Smith","NO","@DET","5300","3.0%","43%","7%","6%","1.92"
"TE","Jimmy Graham","CHI","IND","5300","3.0%","31%","5%","3%","1.10"
"WR","Golden Tate","NYG","@LAR","5300","0.5%","42%","6%","5%","10.59"
"TE","Mo Alie-Cox","IND","@CHI","5300","0.5%","29%","4%","3%","5.84"
"RB","D'Andre Swift","DET","NO","5300","0.5%","26%","1%","1%","2.65"
"RB","Joshua Kelley","LAC","@TB","5300","0.5%","26%","1%","1%","2.63"
"RB","Malcolm Brown","LAR","NYG","5300","0.5%","21%","1%","1%","1.64"
"RB","Chase Edmonds","ARI","@CAR","5300","0.5%","20%","1%","1%","1.28"
"WR","Laviska Shenault","JAX","@CIN","5200","3.0%","40%","6%","5%","1.66"
"TE","Rob Gronkowski","TB","LAC","5200","3.0%","29%","4%","3%","0.92"
"WR","Willie Snead","BAL","@WAS","5200","0.5%","28%","3%","2%","4.17"
"RB","Nyheim Hines","IND","@CHI","5200","0.5%","27%","1%","1%","2.69"
"RB","Travis Homer","SEA","@MIA","5200","0.5%","9%","0%","0%","0.14"
"TE","Austin Hooper","CLE","@DAL","5100","3.0%","33%","6%","4%","1.30"
"WR","Cole Beasley","BUF","@LV","5100","3.0%","35%","4%","4%","1.18"
"WR","Curtis Samuel","CAR","ARI","5100","0.5%","35%","5%","4%","7.54"
"WR","Danny Amendola","DET","NO","5100","0.5%","26%","2%","2%","3.26"
"WR","Larry Fitzgerald","ARI","@CAR","5100","0.5%","20%","1%","1%","1.50"
"RB","Zack Moss","BUF","@LV","5100","0.5%","17%","0%","0%","0.79"
"RB","Kerryon Johnson","DET","NO","5100","0.5%","15%","0%","0%","0.59"
"DEF","Baltimore Ravens","BAL","@WAS","5000","22.5%","55%","15%","44%","1.94"
"WR","Andy Isabella","ARI","@CAR","5000","7.5%","33%","4%","3%","0.43"
"WR","Scott Miller","TB","LAC","5000","7.5%","32%","4%","3%","0.40"
"TE","Greg Olsen","SEA","@MIA","5000","3.0%","31%","5%","3%","1.10"
"WR","Zach Pascal","IND","@CHI","5000","0.5%","31%","3%","3%","5.41"
"WR","Dontrelle Inman","WAS","BAL","5000","0.5%","26%","2%","2%","3.55"
"TE","Jack Doyle","IND","@CHI","5000","0.5%","17%","1%","1%","1.67"
"WR","Cedrick Wilson","DAL","CLE","5000","0.5%","18%","1%","1%","1.18"
"RB","Chris Thompson","JAX","@CIN","5000","0.5%","13%","0%","0%","0.27"
"RB","Jordan Howard","MIA","SEA","5000","0.5%","9%","0%","0%","0.11"
"RB","Dion Lewis","NYG","@LAR","5000","0.5%","6%","0%","0%","0.04"
"TE","Dalton Schultz","DAL","CLE","4900","7.5%","40%","7%","5%","0.65"
"TE","Logan Thomas","WAS","BAL","4900","7.5%","37%","7%","4%","0.58"
"DEF","Indianapolis Colts","IND","@CHI","4900","7.5%","32%","1%","4%","0.48"
"TE","Jordan Akins","HOU","MIN","4900","0.5%","33%","5%","3%","6.91"
"RB","Latavius Murray","NO","@DET","4900","0.5%","34%","2%","2%","4.15"
"RB","Wayne Gallman","NYG","@LAR","4900","0.5%","11%","0%","0%","0.21"
"WR","Chris Conley","JAX","@CIN","4900","0.5%","7%","0%","0%","0.09"
"RB","Peyton Barber","WAS","BAL","4900","0.5%","4%","0%","0%","0.01"
"DEF","Los Angeles Rams","LAR","NYG","4800","17.5%","53%","11%","32%","1.81"
"TE","O.J. Howard","TB","LAC","4800","0.5%","33%","5%","3%","6.68"
"TE","Tyler Eifert","JAX","@CIN","4800","0.5%","23%","2%","2%","3.17"
"TE","Kyle Rudolph","MIN","@HOU","4800","0.5%","23%","2%","2%","3.06"
"RB","Giovani Bernard","CIN","JAX","4800","0.5%","19%","0%","0%","0.89"
"WR","Jalen Guyton","LAC","@TB","4800","0.5%","15%","0%","0%","0.70"
"RB","Devontae Booker","LV","BUF","4800","0.5%","15%","0%","0%","0.50"
"RB","Matt Breida","MIA","SEA","4800","0.5%","9%","0%","0%","0.12"
"DEF","Tampa Bay Buccaneers","TB","LAC","4700","12.5%","45%","5%","14%","1.10"
"TE","Drew Sample","CIN","JAX","4700","0.5%","31%","4%","3%","5.95"
"WR","Miles Boykin","BAL","@WAS","4700","0.5%","23%","1%","1%","2.19"
"WR","Nelson Agholor","LV","BUF","4700","0.5%","22%","1%","1%","2.06"
"RB","J.D. McKissic","WAS","BAL","4700","0.5%","22%","1%","1%","1.18"
"WR","Deonte Harris","NO","@DET","4700","0.5%","15%","0%","0%","0.63"
"WR","Cordarrelle Patterson","CHI","IND","4700","0.5%","16%","0%","0%","0.53"
"WR","Van Jefferson","LAR","NYG","4700","0.5%","14%","0%","0%","0.51"
"TE","Tyler Kroft","BUF","@LV","4700","0.5%","11%","0%","0%","0.51"
"WR","Kenny Stills","HOU","MIN","4700","0.5%","13%","0%","0%","0.46"
"WR","Freddie Swain","SEA","@MIA","4700","0.5%","9%","0%","0%","0.14"
"WR","Jakeem Grant","MIA","SEA","4700","0.5%","6%","0%","0%","0.04"
"RB","Duke Johnson","HOU","MIN","4700","0.5%","6%","0%","0%","0.03"
"RB","Tony Pollard","DAL","CLE","4700","0.5%","5%","0%","0%","0.02"
"WR","Mike Thomas","CIN","JAX","4700","0.5%","4%","0%","0%","0.01"
"WR","Quintez Cephus","DET","NO","4700","0.5%","2%","0%","0%","0.00"
"DEF","New Orleans Saints","NO","@DET","4600","7.5%","33%","1%","3%","0.34"
"WR","Gabriel Davis","BUF","@LV","4600","3.0%","13%","0%","0%","0.06"
"TE","Darren Fells","HOU","MIN","4600","0.5%","21%","2%","1%","2.35"
"RB","LeSean McCoy","TB","LAC","4600","0.5%","26%","1%","1%","2.02"
"WR","Josh Reynolds","LAR","NYG","4600","0.5%","22%","1%","1%","1.96"
"WR","Isaiah Ford","MIA","SEA","4600","0.5%","23%","1%","1%","1.95"
"WR","David Moore","SEA","@MIA","4600","0.5%","21%","1%","1%","1.69"
"TE","Jesse James","DET","NO","4600","0.5%","18%","1%","1%","1.53"
"TE","Dawson Knox","BUF","@LV","4600","0.5%","18%","1%","1%","1.53"
"TE","Will Dissly","SEA","@MIA","4600","0.5%","16%","1%","1%","1.27"
"WR","Justin Watson","TB","LAC","4600","0.5%","18%","1%","1%","1.08"
"WR","Darnell Mooney","CHI","IND","4600","0.5%","17%","1%","0%","0.90"
"RB","Reggie Bonnafon","CAR","ARI","4600","0.5%","12%","0%","0%","0.23"
"RB","Jordan Wilkins","IND","@CHI","4600","0.5%","12%","0%","0%","0.23"
"RB","Gus Edwards","BAL","@WAS","4600","0.5%","12%","0%","0%","0.21"
"WR","KJ Hill","LAC","@TB","4600","0.5%","6%","0%","0%","0.04"
"WR","Antonio Gandy-Golden","WAS","BAL","4600","0.5%","6%","0%","0%","0.04"
"WR","Seth Roberts","CAR","ARI","4600","0.5%","4%","0%","0%","0.01"
"WR","Javon Wims","CHI","IND","4600","0.5%","3%","0%","0%","0.01"
"WR","Olabisi Johnson","MIN","@HOU","4600","0.5%","2%","0%","0%","0.00"
"TE","Irv Smith Jr.","MIN","@HOU","4500","0.5%","24%","2%","2%","3.08"
"WR","Isaiah Wright","WAS","BAL","4500","0.5%","18%","1%","0%","0.97"
"WR","KhaDarel Hodge","CLE","@DAL","4500","0.5%","17%","1%","0%","0.93"
"WR","Zay Jones","LV","BUF","4500","0.5%","13%","0%","0%","0.40"
"WR","Damion Ratley","NYG","@LAR","4500","0.5%","13%","0%","0%","0.40"
"WR","Auden Tate","CIN","JAX","4500","0.5%","11%","0%","0%","0.25"
"RB","Jalen Richard","LV","BUF","4500","0.5%","13%","0%","0%","0.24"
"WR","Devin Duvernay","BAL","@WAS","4500","0.5%","9%","0%","0%","0.15"
"TE","Trey Burton","IND","@CHI","4500","0.5%","7%","0%","0%","0.14"
"WR","Chad Beebe","MIN","@HOU","4500","0.5%","7%","0%","0%","0.07"
"WR","C.J. Board","NYG","@LAR","4500","0.5%","6%","0%","0%","0.04"
"WR","Ashton Dulin","IND","@CHI","4500","0.5%","4%","0%","0%","0.01"
"WR","Isaiah McKenzie","BUF","@LV","4500","0.5%","4%","0%","0%","0.01"
"WR","Noah Brown","DAL","CLE","4500","0.5%","3%","0%","0%","0.00"
"RB","Alec Ingold","LV","BUF","4500","0.5%","3%","0%","0%","0.00"
"RB","Andy Janovich","CLE","@DAL","4500","0.5%","3%","0%","0%","0.00"
"WR","KeeSean Johnson","ARI","@CAR","4500","0.5%","2%","0%","0%","0.00"
"RB","Cullen Gillaspia","HOU","MIN","4500","0.5%","3%","0%","0%","0.00"
"RB","DeeJay Dallas","SEA","@MIA","4500","0.5%","3%","0%","0%","0.00"
"RB","Patrick Ricard","BAL","@WAS","4500","0.5%","2%","0%","0%","0.00"
"RB","Ryan Nall","CHI","IND","4500","0.5%","2%","0%","0%","0.00"
"RB","C.J. Ham","MIN","@HOU","4500","0.5%","2%","0%","0%","0.00"
"RB","Ke'Shawn Vaughn","TB","LAC","4500","0.5%","2%","0%","0%","0.00"
"RB","Mike Boone","MIN","@HOU","4500","0.5%","2%","0%","0%","0.00"
"RB","D'Ernest Johnson","CLE","@DAL","4500","0.5%","2%","0%","0%","0.00"
"DEF","Buffalo Bills","BUF","@LV","4400","3.0%","32%","0%","1%","0.41"
"TE","Foster Moreau","LV","BUF","4400","0.5%","22%","2%","1%","2.45"
"TE","Ian Thomas","CAR","ARI","4400","0.5%","22%","2%","1%","2.26"
"TE","Harrison Bryant","CLE","@DAL","4400","0.5%","17%","1%","1%","1.20"
"TE","Dan Arnold","ARI","@CAR","4300","0.5%","28%","3%","2%","4.12"
"TE","Nick Boyle","BAL","@WAS","4300","0.5%","22%","2%","1%","2.17"
"TE","Jason Witten","LV","BUF","4300","0.5%","11%","0%","0%","0.39"
"DEF","Los Angeles Chargers","LAC","@TB","4300","0.5%","15%","0%","0%","0.02"
"TE","Gerald Everett","LAR","NYG","4200","0.5%","19%","1%","1%","1.40"
"TE","Josh Hill","NO","@DET","4200","0.5%","17%","1%","1%","1.04"
"TE","Adam Shaheen","MIA","SEA","4200","0.5%","7%","0%","0%","0.15"
"TE","Lee Smith","BUF","@LV","4200","0.5%","6%","0%","0%","0.10"
"DEF","Chicago Bears","CHI","IND","4100","0.5%","30%","0%","0%","0.67"
"TE","Kaden Smith","NYG","@LAR","4100","0.5%","13%","0%","0%","0.50"
"TE","Cole Kmet","CHI","IND","4100","0.5%","7%","0%","0%","0.10"
"TE","Adam Trautman","NO","@DET","4000","7.5%","41%","7%","5%","0.61"
"DEF","Seattle Seahawks","SEA","@MIA","4000","7.5%","44%","1%","3%","0.44"
"TE","James O'Shaughnessy","JAX","@CIN","4000","0.5%","17%","1%","0%","0.98"
"TE","Tyler Conklin","MIN","@HOU","4000","0.5%","14%","0%","0%","0.56"
"TE","Cameron Brate","TB","LAC","4000","0.5%","12%","0%","0%","0.39"
"TE","Jacob Hollister","SEA","@MIA","4000","0.5%","11%","0%","0%","0.34"
"TE","Blake Bell","DAL","CLE","4000","0.5%","10%","0%","0%","0.28"
"TE","Chris Manhertz","CAR","ARI","4000","0.5%","10%","0%","0%","0.24"
"TE","Virgil Green","LAC","@TB","4000","0.5%","7%","0%","0%","0.12"
"TE","Stephen Anderson","LAC","@TB","4000","0.5%","7%","0%","0%","0.09"
"TE","Marcus Baugh","WAS","BAL","4000","0.5%","7%","0%","0%","0.09"
"DEF","Cleveland Browns","CLE","@DAL","3900","0.5%","28%","0%","0%","0.19"
"DEF","Arizona Cardinals","ARI","@CAR","3800","3.0%","43%","1%","2%","0.65"
"DEF","Houston Texans","HOU","MIN","3700","7.5%","40%","0%","1%","0.09"
"DEF","Jacksonville Jaguars","JAX","@CIN","3700","3.0%","43%","0%","1%","0.46"
"DEF","Carolina Panthers","CAR","ARI","3600","0.5%","39%","0%","0%","0.73"
"DEF","Miami Dolphins","MIA","SEA","3500","0.5%","27%","0%","0%","0.02"
"DEF","Washington Football Team","WAS","BAL","3500","0.5%","21%","0%","0%","0.00"
"DEF","Dallas Cowboys","DAL","CLE","3400","7.5%","50%","1%","2%","0.26"
"DEF","Cincinnati Bengals","CIN","JAX","3400","3.0%","48%","0%","1%","0.39"
"DEF","Minnesota Vikings","MIN","@HOU","3300","3.0%","50%","0%","1%","0.40"
"DEF","Las Vegas Raiders","LV","BUF","3300","0.5%","45%","0%","0%","0.81"
"DEF","Detroit Lions","DET","NO","3200","0.5%","37%","0%","0%","0.05"
"DEF","New York Giants","NYG","@LAR","3000","0.5%","32%","0%","0%","0.00"
